unitid,"xa011",a011,"xa012",a012,"xa013",a013,"xa021",a021,"xa022",a022,"xa023",a023,"xaline03",aline03,"xa041",a041,"xa042",a042,"xa043",a043,"xa051",a051,"xa052",a052,"xa053",a053,"xa061",a061,"xa062",a062,"xa063",a063,"xa071",a071,"xa072",a072,"xa073",a073,"xa081",a081,"xa082",a082,"xa083",a083,"xa091",a091,"xa092",a092,"xa093",a093,"xa101",a101,"xa102",a102,"xa103",a103,"xa111",a111,"xa112",a112,"xa113",a113,"xa121",a121,"xa122",a122,"xa123",a123,"xa131",a131,"xa132",a132,"xa133",a133,"xa141",a141,"xa142",a142,"xa143",a143,"xa151",a151,"xa152",a152,"xa153",a153,"xa161",a161,"xa162",a162,"xa163",a163,"xb011",b011,"xb012",b012,"xb013",b013,"xb014",b014,"xb021",b021,"xb022",b022,"xb023",b023,"xb024",b024,"xb031",b031,"xb032",b032,"xb033",b033,"xb034",b034,"xb041",b041,"xb042",b042,"xb043",b043,"xb044",b044,"xbline05",bline05,"xb061",b061,"xb062",b062,"xb063",b063,"xb064",b064,"xb071",b071,"xb072",b072,"xb073",b073,"xb074",b074,"xb081",b081,"xb082",b082,"xb083",b083,"xb084",b084,"xb091",b091,"xb092",b092,"xb093",b093,"xb101",b101,"xb102",b102,"xb103",b103,"xb111",b111,"xb112",b112,"xb113",b113,"xb121",b121,"xb122",b122,"xb123",b123,"xb124",b124,"xb131",b131,"xb132",b132,"xb133",b133,"xb134",b134,"xbline14",bline14,"xbline15",bline15,"xb161",b161,"xb162",b162,"xb163",b163,"xb164",b164,"xbline17",bline17,"xbline18",bline18,"xb191",b191,"xb192",b192,"xb193",b193,"xb194",b194,"xbline20",bline20,"xbline21",bline21,"xb221",b221,"xb222",b222,"xb223",b223,"xb224",b224,"xb234",b234,"xb244",b244,"xb254",b254,"xb264",b264,"xb274",b274,c1_1,c1_2,"xc1amt",c1amt,"xc2a",c2a,"xc2b",c2b,"xc2c",c2c,"xc2d",c2d,c3_1,c3_3,"xc3amt3",c3amt3,c3_4,"xc3amt4",c3amt4,c3_5,"xc3amt5",c3amt5,c3_6,"xc3amt6",c3amt6,c4a,c4a1,"xc4reven",c4reven,"xc4expen",c4expen,c4b,c4c,c5,"xc5reven",c5reven,"xc5expen",c5expen,c6,"xc6amt",c6amt,c7,"xc8a",c8a,"xc8b",c8b,"xc8c",c8c,"xd01",d01,"xe012",e012,"xe013",e013,"xe021",e021,"xe022",e022,"xe023",e023,"xe031",e031,"xe032",e032,"xe033",e033,"xe041",e041,"xe042",e042,"xe043",e043,"xe051",e051,"xe052",e052,"xe053",e053,"xe061",e061,"xe062",e062,"xe063",e063,"xe071",e071,"xe072",e072,"xe073",e073,"xf01",f01,"xf02",f02,"xf03",f03,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xh033",h033,"xh043",h043,"xh053",h053,"xi01",i01,"xi02",i02,"xi03",i03,"xi04",i04,"xi05",i05,"xi06",i06,"xj011",j011,"xj012",j012,"xj013",j013,"xj021",j021,"xj022",j022,"xj023",j023,"xj031",j031,"xj032",j032,"xj033",j033,"xj041",j041,"xj042",j042,"xj043",j043,"xj051",j051,"xj052",j052,"xj053",j053,"xj061",j061,"xj062",j062,"xj063",j063,"xj071",j071,"xj072",j072,"xj073",j073,"xj081",j081,"xj082",j082,"xj083",j083,"xk011",k011,"xk012",k012,"xk013",k013,"xk014",k014,"xk021",k021,"xk022",k022,"xk023",k023,"xk024",k024,"xk025",k025,"xk031",k031,"xk032",k032,"xk033",k033,"xk034",k034,"xk035",k035
"100654",10,"14088763",13,"0",10,"14088763",13,"0",10,"3126890",10,"3126890",13,"0",10,"27045892",13,"0",10,"27045892",13,"0",13,"0",13,"0",10,"1924095",10,"16749980",10,"18674075",10,"31681",10,"1074321",10,"1106002",13,"0",13,"0",13,"0",10,"51837",10,"1069110",10,"1120947",13,"0",13,"0",13,"0",10,"335576",13,"0",10,"335576",10,"8220921",13,"0",10,"8220921",13,"0",13,"0",13,"0",10,"100045",10,"12766",10,"112811",13,"0",13,"0",13,"0",10,"51798810",10,"22033067",10,"73831877",10,"14941810",10,"151648",10,"15093458",10,"13130137",10,"843103",10,"9380501",10,"10223604",10,"4271027",10,"3134012",10,"4077472",10,"7211484",10,"4473646",10,"4008416",10,"416815",10,"4425231",10,"2594777",10,"1801211",10,"5556917",10,"3243",10,"5560160",10,"2674544",10,"11346693",10,"3383447",10,"14730140",10,"4682753",10,"4083026",13,"0",10,"4083026",10,"1285097",10,"2061905",10,"4607175",10,"6669080",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"45975882",10,"22020301",10,"67996183",10,"33111981",10,"10359994",13,"0",10,"10359994",10,"986926",10,"4427370",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"56335876",10,"22020301",10,"78356177",10,"34098907",10,"33111981",10,"7290649",13,"0",13,"0",10,"40402630","2","-2",30,"",10,"14088763",30,"",30,"",10,"14088763","1","-5",30,"","-5",30,"","1",10,"2879824","-5",30,"","1","2",30,"",30,"","1","1","2",30,"",30,"","2",30,"","2",10,"112811",10,"35251",30,"",10,"2238587",10,"4013010",10,"4013010",13,"0",10,"409306",10,"409306",13,"0",10,"14163",10,"14163",13,"0",13,"0",13,"0",13,"0",10,"170696",10,"170696",10,"2061905",13,"0",10,"2061905",10,"2061905",10,"4607175",10,"6669080",10,"705812",30,"",10,"705812",10,"62270000",10,"12952905",10,"485000",10,"74737905",10,"7447268","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"-1373478",30,"",10,"21924556",30,"",10,"-4672393",10,"15878685",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4982207",13,"0",13,"0",10,"4982207",10,"99952617",10,"209630",13,"0",10,"100162247",10,"130210921",10,"16008705",10,"1778267",10,"149097",10,"17637875",10,"20283556"
"100663",10,"55127866",13,"0",10,"55127866",13,"0",13,"0",13,"0",13,"0",10,"160633589",13,"0",10,"160633589",13,"0",13,"0",13,"0",10,"41786470",10,"151140876",10,"192927346",10,"80562",10,"2833738",10,"2914300",10,"78457",10,"4023846",10,"4102303",10,"6031694",10,"40000586",10,"46032280",10,"18196",10,"4386020",10,"4404216",10,"34687835",10,"490771",10,"35178606",10,"17263941",13,"0",10,"17263941",10,"620720476",10,"12812",10,"620733288",10,"29070522",10,"1850609",10,"30921131",13,"0",13,"0",13,"0",10,"965499608",10,"204739258",10,"1170238866",10,"130599039",10,"11924151",10,"142523190",10,"91093180",10,"9502499",10,"158453773",10,"167956272",10,"85752573",10,"54929465",10,"19908137",10,"74837602",10,"44912348",10,"28635968",10,"614652",10,"29250620",10,"18750132",10,"7369107",10,"9976891",10,"227964",10,"10204855",10,"5477562",10,"31783135",10,"78352",10,"31861487",10,"15167512",10,"34616230",10,"100846",10,"34717076",10,"15180388",10,"5538250",10,"13426508",10,"18964758",10,"8775833",10,"5994",10,"8781827",10,"15198936",10,"-3669196",10,"11529740",10,"329556246",10,"201071181",10,"530627427",10,"276333695",10,"16939671",13,"0",10,"16939671",10,"7180828",10,"1732572",10,"-5737802",10,"640823202",13,"0",10,"640823202",10,"206236848",10,"4278219",10,"98772444",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"987319119",10,"201071181",10,"1188390300",10,"489751371",10,"276333695",10,"70842295",13,"0",13,"0",10,"347175990","1","-4",10,"3843401",10,"55127866",30,"",30,"",10,"55127866","1","1",10,"8730905","-5",30,"","-5",30,"","-5",30,"","1","2",30,"",30,"","1","1","2",30,"",30,"","2",30,"","2",10,"30921131",10,"896658",10,"1567153",10,"15874846",10,"3566219",10,"3566219",13,"0",10,"6681520",10,"6681520",13,"0",10,"33583",10,"33583",13,"0",13,"0",13,"0",13,"0",10,"2525171",10,"2525171",10,"5538250",10,"620015",10,"6158265",10,"5538250",10,"13426508",10,"18964758",10,"2773161",30,"",10,"2773161",10,"252403512",10,"1874770",10,"19803656",10,"234474626",10,"11176822","2",10,"155862561",10,"199683005",10,"179780675",10,"196480387",16,"4769654",30,"",30,"",10,"161159112",10,"70674499",10,"394010498",30,"",10,"7172419",10,"633016528",30,"",30,"",30,"",10,"21977845",30,"",10,"21977845",30,"",30,"",30,"",10,"598742631",10,"12812",10,"598755443",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"620720476",10,"12812",10,"620733288",10,"37658656",10,"359975",10,"376785",10,"37641846",10,"720799984",10,"35584950",10,"8683322",10,"747701612",10,"1104255343",10,"370103124",10,"22863453",10,"2952917",10,"390013660",10,"572351705"
"100706",10,"18270161",13,"0",10,"18270161",13,"0",13,"0",13,"0",13,"0",10,"34782793",13,"0",10,"34782793",13,"0",13,"0",13,"0",10,"6418304",10,"26645831",10,"33064135",10,"54989",10,"1084381",10,"1139370",13,"0",13,"0",13,"0",10,"341063",10,"2381168",10,"2722231",10,"3220",10,"13845",10,"17065",13,"0",13,"0",13,"0",10,"3855297",13,"0",10,"3855297",13,"0",13,"0",13,"0",10,"2162631",13,"0",10,"2162631",13,"0",13,"0",13,"0",10,"65888458",10,"30125225",10,"96013683",10,"24406793",10,"2316983",10,"26723776",10,"17182870",10,"5532080",10,"24375711",10,"29907791",10,"16017206",10,"56501",10,"937698",10,"994199",10,"575864",10,"3914533",10,"4054",10,"3918587",10,"2059687",10,"2054212",10,"4716087",10,"11134",10,"4727221",10,"2082436",10,"7415268",10,"86024",10,"7501292",10,"4663563",10,"4381996",13,"0",10,"4381996",10,"1592471",10,"1736983",10,"2393621",10,"4130604",10,"5238481",13,"0",10,"5238481",10,"3833430",10,"94945",10,"3928375",10,"61232152",10,"30220170",10,"91452322",10,"44174097",10,"3858761",13,"0",10,"3858761",10,"271004",10,"987134",10,"195086",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"65090913",10,"30220170",10,"95311083",10,"44445101",10,"44174097",10,"10401092",13,"0",13,"0",10,"54575189","1","1",10,"834034",10,"18270161",10,"0",10,"0",10,"18270161","-4","-1",30,"","-1",30,"","1",10,"887335","1",10,"253711","-4","2",30,"",30,"","-1","-1","-1",30,"",30,"","-1",30,"","-1",10,"2162631",10,"988871",30,"",10,"2543443",10,"1952077",10,"1952077",13,"0",10,"50400",10,"50400",13,"0",10,"16750",10,"16750",13,"0",13,"0",13,"0",13,"0",10,"374394",10,"374394",10,"1736983",13,"0",10,"1736983",10,"1736983",10,"2393621",10,"4130604",10,"820044",10,"0",10,"820044",10,"35446701",10,"0",10,"735308",10,"34711393",10,"1792977","-4",10,"21669062",10,"39179392",10,"22853231",10,"39116736",10,"678608",10,"197163",10,"403892",10,"10011675",10,"2737503",10,"12128160",10,"0",10,"2905231",10,"27782569",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2175737",10,"17000",13,"0",10,"2192737",10,"64617444",10,"162009",10,"2789227",10,"61990226",30,"",10,"7180838",10,"3426781",10,"3047456",10,"7560163",30,""
"100724",10,"16851477",13,"0",10,"16851477",13,"0",13,"0",10,"0",13,"0",10,"25821470",10,"1053690",10,"26875160",13,"0",13,"0",13,"0",10,"271721",10,"11680992",10,"11952713",10,"1434135",16,"76806",18,"1510941",13,"0",16,"9036",11,"9036",13,"0",10,"1007872",10,"1007872",13,"0",13,"0",10,"0",10,"37530",13,"0",10,"37530",10,"9736810",13,"0",10,"9736810",13,"0",13,"0",13,"0",10,"1885425",13,"0",10,"1885425",13,"0",13,"0",13,"0",10,"56038568",18,"13828396",18,"69866964",10,"15251991",10,"910107",10,"16162098",10,"12604951",10,"175625",10,"1306771",10,"1482396",10,"480457",10,"634734",10,"2200802",10,"2835536",10,"926164",10,"3156935",10,"86880",10,"3243815",10,"1772428",10,"1515686",10,"6094364",10,"154850",10,"6249214",10,"3100395",10,"8622443",10,"1327633",18,"9950076",10,"2857860",10,"7700440",13,"0",10,"7700440",10,"3060867",10,"2258300",10,"8322363",10,"10580663",13,"0",13,"0",10,"0",13,"0",13,"0",10,"0",18,"43894832",18,"14309406",18,"58204238",10,"24803122",10,"9993130",13,"0",10,"9993130",10,"2427964",10,"1821136",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",18,"53887962",18,"14309406",18,"68197368",10,"27231086",10,"24803122",10,"5882449",13,"0",13,"0",10,"30685571","-1","-1",30,"",10,"16851477",30,"",30,"",10,"16851477","-4","1",10,"852783","-1",30,"","1",10,"2514412","-1",30,"","-1","-1",30,"",30,"","-1","-1","-1",30,"",30,"","-1",30,"","-1",10,"1885425",10,"309640",30,"",10,"1890815",10,"6271611",10,"6271611",13,"0",10,"1938283",10,"1938283",10,"1000000",10,"76806",10,"1076806",13,"0",10,"9036",10,"9036",13,"0",10,"26627",10,"26627",10,"1258300",13,"0",10,"1258300",10,"2258300",10,"8322363",10,"10580663",10,"799287",30,"",10,"799287",10,"31383000",13,"0",10,"1569000",10,"29814000",10,"1620945","-4",10,"5135012",10,"5135012",10,"7290332",10,"7290332",10,"198288",30,"",10,"0",10,"8234945",10,"5686754",10,"16667469",10,"342003",10,"1471739",10,"32402910",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8060774",10,"2632815",13,"0",10,"10693589",10,"67345158",10,"2795981",13,"0",10,"70141139",10,"110121588",10,"20530121",10,"4121892",13,"0",10,"24652013",10,"21940292"
"100733",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6945099",13,"0",10,"6945099",13,"0",13,"0",13,"0",10,"6945099",13,"0",10,"6945099",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5931937",13,"0",10,"5931937",10,"3783399",10,"274967",13,"0",10,"274967",13,"0",13,"0",13,"0",13,"0",10,"10000",13,"0",10,"10000",10,"693725",13,"0",10,"693725",10,"6910629",13,"0",10,"6910629",18,"3783399",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6910629",13,"0",10,"6910629",18,"3783399",10,"3783399",10,"1038124",13,"0",13,"0",10,"4821523","1","1",10,"6910629",30,"",30,"",30,"",30,"","-1","-1",30,"","-1",30,"","-1",30,"","-1",30,"","-1","-1",30,"",30,"","-1","-1","-1",30,"",30,"","-1",30,"","-1",10,"6945099",10,"72875",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"36460",13,"0",10,"11324",10,"25136",10,"2185","-1",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1056453",30,"",10,"1689657",30,"",10,"41084",10,"2787194",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"106750",13,"0",13,"0",10,"106750",10,"1469342",13,"0",13,"0",18,"1469342",10,"1850000",10,"1775725",10,"117941",10,"681278",10,"1212388",10,"1350000"
"100751",10,"69233571",13,"0",10,"69233571",13,"0",13,"0",13,"0",13,"0",10,"106407744",10,"21942",10,"106429686",13,"0",13,"0",13,"0",10,"3741432",10,"30243946",10,"33985378",10,"245332",10,"7224558",10,"7469890",10,"36221",10,"897362",10,"933583",10,"1864608",10,"11215068",10,"13079676",10,"3103163",10,"5349887",10,"8453050",10,"10711630",13,"0",10,"10711630",10,"61135463",13,"0",10,"61135463",13,"0",13,"0",13,"0",10,"11538887",10,"234679",10,"11773566",13,"0",13,"0",13,"0",10,"268018051",10,"55187442",10,"323205493",10,"89153163",10,"10045588",10,"99198751",10,"63005987",10,"5457964",10,"16174268",10,"21632232",10,"9279284",10,"16280258",10,"16682461",10,"32962719",10,"15219610",10,"32823404",10,"539494",10,"33362898",10,"17549752",10,"9649735",10,"5487146",10,"832899",10,"6320045",10,"3468594",10,"19302793",10,"231580",10,"19534373",10,"13462485",10,"15858864",10,"105148",10,"15964012",10,"8558010",10,"9499882",10,"10319875",10,"19819757",10,"3219986",13,"0",10,"3219986",10,"6446976",10,"178191",10,"6625167",10,"203530436",10,"55109504",10,"258639940",10,"130543722",10,"61290926",10,"256129",10,"61547055",10,"16403636",10,"4132864",10,"7579173",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"264821362",10,"55365633",10,"320186995",10,"146947358",10,"130543722",10,"31462490",13,"0",13,"0",10,"162006212","1","2",30,"",10,"69233571",10,"3219986",30,"",10,"69233571","1","1",10,"26259923","-5",30,"","-5",30,"","-5",30,"","1","2",30,"",30,"","1","1","2",30,"",30,"","2",30,"","2",10,"11773566",10,"5136123",10,"1028531",10,"10503111",10,"5990993",10,"5990993",13,"0",10,"963266",10,"963266",13,"0",10,"129142",10,"129142",13,"0",13,"0",13,"0",13,"0",10,"3236474",10,"3236474",10,"9499882",13,"0",10,"9499882",10,"9499882",10,"10319875",18,"19819757",10,"3672687",30,"",10,"3672687",10,"111858528",13,"0",10,"6325322",10,"105533206",10,"5280936","-4",10,"221979724",10,"289548912",10,"263743941",10,"287873802",10,"9665560",30,"",30,"",10,"73745947",10,"57339521",10,"1091116",10,"21813925",10,"10467788",10,"164458297",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"9116114",10,"837190",10,"195100",10,"9758204",10,"346739298",10,"24559794",10,"476686",10,"370822406",10,"599411782",10,"156103802",10,"11064310",10,"1638295",10,"165529817",10,"337613164"
"100760",10,"2345649",13,"0",10,"2345649",13,"0",13,"0",13,"0",13,"0",10,"5649228",13,"0",10,"5649228",13,"0",13,"0",13,"0",13,"0",10,"2799976",10,"2799976",13,"0",10,"100793",10,"100793",13,"0",10,"9966",10,"9966",10,"206526",10,"34454",10,"240980",13,"0",13,"0",13,"0",10,"6228",13,"0",10,"6228",10,"705378",13,"0",10,"705378",13,"0",13,"0",13,"0",10,"272589",10,"1863",10,"274452",13,"0",13,"0",13,"0",10,"9185598",10,"2947052",10,"12132650",10,"3997460",10,"1460631",10,"5458091",10,"3734945",13,"0",13,"0",13,"0",13,"0",10,"448",10,"125223",10,"125671",10,"67933",10,"513253",10,"95853",10,"609106",10,"370624",10,"253006",10,"779060",10,"18102",10,"797162",10,"491559",10,"978353",10,"250",10,"978603",10,"570392",10,"700365",13,"0",10,"700365",10,"210809",10,"550224",10,"1246994",10,"1797218",10,"156652",13,"0",10,"156652",10,"463259",13,"0",10,"463259",10,"8139074",10,"2947053",10,"11086127",10,"5446262",10,"582482",13,"0",10,"582482",10,"265786",13,"0",10,"-463259",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"8721556",10,"2947053",10,"11668609",10,"5712048",10,"5446262",10,"1210528",13,"0",13,"0",10,"6656790","2","-2",30,"",10,"2345649",10,"71528",30,"",10,"2345649","1","1",10,"205349","-5",30,"","-5",30,"","-5",30,"","1","2",30,"",30,"","1","1","2",30,"",30,"","2",30,"","2",10,"274452",10,"62236",10,"212406",10,"289552",10,"1246994",10,"1246994",13,"0",13,"0",13,"0",10,"550224",13,"0",10,"550224",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"550224",10,"1246994",10,"1797218",10,"6253",30,"",10,"6253",10,"1026912",13,"0",10,"94288",10,"932624",10,"54460","1",10,"500",10,"500",10,"500",10,"500",16,"125",30,"",30,"",10,"1919805",10,"500",30,"",10,"109358",10,"47036",10,"2076699",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1201263",13,"0",13,"0",10,"1201263",10,"8516188",13,"0",13,"0",10,"8516188",10,"26000000",10,"2952385",10,"857419",10,"361600",10,"3448204",10,"6500000"
"100812",10,"5238944",13,"0",10,"5238944",13,"0",13,"0",13,"0",13,"0",10,"7313690",13,"0",10,"7313690",13,"0",13,"0",13,"0",10,"672",10,"1660351",10,"1661023",13,"0",10,"457259",10,"457259",13,"0",13,"0",13,"0",13,"0",10,"300",10,"300",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"788423",13,"0",10,"788423",13,"0",13,"0",13,"0",10,"186501",10,"12435",10,"198936",13,"0",13,"0",13,"0",10,"13528230",10,"2130345",10,"15658575",10,"6142570",10,"433056",10,"6575626",10,"5003812",13,"0",10,"23304",10,"23304",13,"0",13,"0",13,"0",13,"0",13,"0",10,"957996",13,"0",10,"957996",10,"631167",10,"551256",10,"1383039",10,"52733",10,"1435772",10,"1032616",10,"1623381",13,"0",10,"1623381",10,"978471",10,"1427064",13,"0",10,"1427064",10,"731107",10,"241509",10,"1649960",10,"1891469",10,"479551",13,"0",10,"479551",10,"343876",13,"0",10,"343876",10,"12598986",10,"2159053",10,"14758039",10,"8377173",10,"743994",13,"0",10,"743994",10,"146251",13,"0",10,"-152585",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13342980",10,"2159053",10,"15502033",10,"8523424",10,"8377173",10,"1805610",13,"0",13,"0",10,"10182783","2","-2",30,"",10,"5238944",10,"479551",30,"",10,"5238944","1","1",10,"115585","-5",30,"","-5",30,"","-5",30,"","2","-2",30,"",30,"","-1","-1","-4",10,"4846715",10,"4846715","2",30,"","2",10,"198936",10,"98076",10,"98076",10,"370947",10,"1455566",10,"1455566",13,"0",10,"129952",10,"129952",13,"0",10,"62042",10,"62042",13,"0",13,"0",13,"0",13,"0",10,"2400",10,"2400",10,"241509",13,"0",10,"241509",10,"241509",10,"1649960",10,"1891469",30,"",30,"",30,"",10,"3615000",13,"0",10,"40000",10,"3575000",10,"192902","-1",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1586275",10,"0",10,"684178",10,"268740",10,"438038",10,"2977231",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"339061",13,"0",13,"0",10,"339061",10,"11001976",10,"2436530",13,"0",10,"13438506",30,"",10,"2729066",10,"135874",13,"0",10,"2864940",30,""
"100830",10,"13078898",13,"0",10,"13078898",13,"0",13,"0",13,"0",13,"0",10,"16521081",13,"0",10,"16521081",13,"0",13,"0",13,"0",10,"61860",10,"3559430",18,"3621290",10,"404106",10,"2934089",10,"3338195",13,"0",10,"530690",10,"530690",10,"39880",10,"564738",10,"604618",10,"572278",10,"298008",10,"870286",10,"1966414",13,"0",10,"1966414",10,"3930320",13,"0",10,"3930320",13,"0",13,"0",13,"0",10,"778959",10,"26839",18,"805798",13,"0",13,"0",13,"0",18,"37353796",18,"7913794",18,"45267590",10,"17135473",10,"561600",10,"17697073",10,"12973489",10,"113713",10,"189274",10,"302987",10,"174992",10,"2487340",10,"3824873",10,"6312213",10,"2600557",10,"3056537",10,"118133",10,"3174670",10,"1653810",10,"1589805",10,"2967245",10,"361096",10,"3328341",10,"1725656",10,"4938753",10,"14252",10,"4953005",10,"2512189",10,"2814310",13,"0",10,"2814310",10,"892298",10,"671861",10,"3382320",10,"4054181",10,"81844",13,"0",10,"81844",10,"-49830",10,"396388",10,"346558",10,"34217246",10,"8847936",10,"43065182",10,"22532991",10,"3833157",13,"0",10,"3833157",10,"738607",10,"146275",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"38050403",10,"8847936",10,"46898339",10,"23271598",10,"22532991",10,"5210753",13,"0",13,"0",10,"27743744","1","1",10,"323181",10,"13078898",30,"",30,"",10,"13078898","1","-5",30,"","-5",30,"","1",10,"754083","-5",30,"","1","2",30,"",30,"","1","1","2",30,"",30,"","2",30,"","2",15,"805798",10,"204751",30,"",10,"1314752",10,"2826236",10,"2826236",13,"0",10,"193179",10,"193179",13,"0",10,"146252",10,"146252",13,"0",13,"0",13,"0",13,"0",10,"216653",10,"216653",10,"671861",13,"0",10,"671861",10,"671861",10,"3382320",10,"4054181",10,"497758",30,"",10,"497758",10,"2630000",13,"0",10,"110000",10,"2520000",10,"87597","1",10,"5659272",10,"9816295",10,"5956914",10,"10305845",10,"204751",10,"15986",30,"",10,"3861834",10,"5956914",10,"313137",10,"1555189",10,"563818",10,"12250892",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1085032",13,"0",13,"0",10,"1085032",10,"35986259",10,"78879",13,"0",10,"36065138",10,"56275000",10,"10991258",10,"822164",10,"5976350",10,"5837072",10,"17975000"
