unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"120607","1206911","0","1206911","855447","","","","","","","","","816818","0","816818","542757","507131","0","507131","137449","51121","0","51121","","388524","0","388524","8487","","","","3532","0","3532","","","","2974037","0","2974037","","","","","","","","","","2974037","0","2974037","1544140","260188","","","1804328","","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,31,10,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,18,31,18,10,10,31,31,10,31,31,31,31,31,31,31
"120698","1276528","0","1276528","1002748","30888","19146","50034","20065","0","24396","24396","20733","230762","767","231529","191992","471105","0","471105","279058","784763","5000","789763","372376","286998","0","286998","0","72185","10325","82510","","","","113782","0","113782","3267011","59634","3326645","","","","","","","","","","3267011","59634","3326645","1886972","153517","0","0","2040489","99460","0","0","","","","",10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,31,31,31,31,31,31,31,31,31,10,10,18,10,10,10,10,10,10,10,10,31,31,31,31
"120740","797498","102289","899787","563644","","","","","","","","","223974","0","223974","45663","94251","6484","100735","54687","663986","45819","709805","240109","108980","26783","135763","32599","0","186206","186206","28353","0","28353","","","","1917042","367581","2284623","99017","8741","107758","","","","","","","2016059","376322","2392381","936702","312545","","","1249247","149863","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"120768","1294331","0","1294331","968760","0","596186","596186","286626","1338704","0","1338704","914877","341092","0","341092","231860","299436","33221","332657","250763","1011150","198503","1209653","606956","196752","0","196752","80567","0","158597","158597","","","","","","","4481465","986507","5467972","137409","0","137409","","","","","","","4618874","986507","5605381","3340409","396169","","","3736578","114922","","","","","","",10,31,10,10,31,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"120795","761000","418000","1179000","711938","","","","","21000","98000","119000","12462","386000","34000","420000","122552","334000","24000","358000","173999","1366000","18000","1384000","561587","116000","11000","127000","53361","51000","387000","438000","4000","0","4000","913000","149000","1062000","3952000","1139000","5091000","613000","12000","625000","","","","","","","4565000","1151000","5716000","1635899","495817","","","2131716","231000","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"120865","6459805","32272","6492077","4451255","0","0","0","0","0","0","0","0","1481052","0","1481052","766191","2008969","0","2008969","771082","2719712","0","2719712","1706014","1818584","0","1818584","1158282","1893690","2643628","4537318","0","0","0","140751","0","140751","16522563","2675900","19198463","6780383","0","6780383","0","0","0","0","0","0","23302946","2675900","25978846","8852824","3034638","","","11887462","476246","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,21,21,21,10,10,10,10,10,10,18,18,18,10,10,10,10,10,10,10,10,10,18,18,18,10,10,31,31,10,10,10,10,10,10,10,10
"120883","41542000","2955000","44497000","27606000","0","5866000","5866000","","","","","","6793000","79000","6872000","2665000","5518000","0","5518000","3398000","12475000","0","12475000","5758000","7827000","0","7827000","3529000","20045000","4045000","24090000","3363000","0","3363000","-1755000","1322000","-433000","95808000","14267000","110075000","19290000","0","19290000","","","","","","","115098000","14267000","129365000","42956000","11154000","","","54110000","3677000","341000","443000","","","","",10,10,10,10,31,10,10,31,31,31,31,31,10,10,18,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,18,10,10,31,31,10,10,10,10,31,31,31,31
"120944","3085549","360","3085909","2181499","311789","150588","462377","211999","","","","","214830","20741","235571","115717","1081691","0","1081691","492389","1669714","1020","1670734","569943","1403061","0","1403061","144626","197334","167791","365125","6672","0","6672","","","","7970640","340500","8311140","9471","0","9471","","","","","","","7980111","340500","8320611","3716173","812271","","","4528444","217240","","","","","","",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"120953","1382083","23802","1405885","927744","","","","","","","","","250062","256022","506084","172546","246190","264873","511063","307686","462510","15450","477960","233007","151785","40527","192312","38166","0","365010","365010","","","","645711","0","645711","3138341","965684","4104025","200739","621","201360","","","","","0","0","3339080","966305","4305385","1679149","433771","","","2112920","128416","","13018","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,10,31,10,10,11,11,10,10,10,31,31,31,31,11,11,18,18,11,10,10,31,31,10,10,31,10,31,31,31,31
"120971","23390772","1978678","25369450","19106514","198683","0","198683","152862","26130","195334","221464","79845","7778096","767493","8545589","5528712","3693161","2036543","5729704","4480975","5696854","853279","6550133","2923871","3897736","2634400","6532136","1556190","0","2330347","2330347","230037","260318","490355","-1014227","-15868","-1030095","43897242","11040524","54937766","0","4896862","4896862","","","","","","","43897242","15937386","59834628","33828969","8851604","","","42680573","1893324","","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"121044","30441172","0","30441172","23822163","0","","0","","804536","0","804536","450642","6639071","0","6639071","4441469","7129930","0","7129930","5110536","7565881","0","7565881","3601890","7426516","0","7426516","2569578","5406","2174276","2179682","","","","1200000","0","1200000","61212512","2174276","63386788","","","","","","","","","","61212512","2174276","63386788","39996278","8491595","","","48487873","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121053","204259","0","204259","174894","0","0","0","0","22301","0","22301","0","61800","0","61800","61800","108917","0","108917","73465","667650","0","667650","171824","87281","0","87281","30191","0","42658","42658","0","0","0","18172","0","18172","1170380","42658","1213038","0","0","0","0","0","0","0","0","0","1170380","42658","1213038","512174","0","0","24902","537076","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121071","303636","48028","351664","164958","","","","","","","","","93903","","93903","63763","113595","","113595","33061","137125","16831","153956","60635","77207","","77207","0","72665","283224","355889","","","","","","","798131","348083","1146214","268368","","268368","","","","","","","1066499","348083","1414582","322417","63095","","","385512","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121150","33763905","881228","34645133","23289100","0","0","0","0","300186","1804871","2105057","665920","8823605","115735","8939340","4454229","10656332","230454","10886786","5116126","24332431","135828","24468259","10927236","4280056","0","4280056","3343516","21626389","4308544","25934933","78049","0","78049","8226699","-2220370","6006329","112087652","5256290","117343942","9703133","0","9703133","0","0","0","0","0","0","121790785","5256290","127047075","47796127","12590356","0","0","60386483","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121257","5895970","777296","6673266","3485737","17642","171908","189550","12350","1234919","21458","1256377","67945","947207","14876","962083","228747","1433074","61544","1494618","885505","2160279","17693","2177972","1272516","854000","9553","863553","174536","2884460","1175719","4060179","487858","0","487858","0","0","0","15915409","2250047","18165456","3626121","0","3626121","","","","","","","19541530","2250047","21791577","6127336","1574725","0","0","7702061","507106","196351","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"121309","8025506","186934","8212440","5680948","","","","","","","","","1390329","0","1390329","746940","2329413","0","2329413","1419578","4677059","596061","5273120","1612178","1807076","0","1807076","1010736","3042747","2640698","5683445","1299292","0","1299292","1917993","222160","2140153","24489415","3645853","28135268","4337342","0","4337342","","","","","","","28826757","3645853","32472610","10470380","3392411","","","13862791","540457","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,11,11,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,10,10,10,31,31,10,10,31,31,31,31,31,31
"121345","10592852","2991531","13584383","10223673","0","1096101","1096101","574451","324048","40046","364094","164428","5234798","450707","5685505","922272","4685106","167588","4852694","2833731","6699564","56283","6755847","2650849","4926028","149778","5075806","1206200","5224949","3445803","8670752","1922441","0","1922441","-2725122","0","-2725122","36884664","8397837","45282501","5636018","20061","5656079","","","","","","","42520682","8417898","50938580","18575604","4068495","0","0","22644099","1768297","950349","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"121363","3627318","582592","4209910","3680596","","","","","20509","339","20848","19087","524069","75958","600027","474500","676789","276141","952930","879605","2181987","283936","2465923","642322","772425","5960","778385","306203","","962657","962657","9660","","9660","","","","7812757","2187583","10000340","325985","61096","387081","","","","","","","8138742","2248679","10387421","6002313","1264577","","","7266890","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121576","106338","0","106338","22522","","","","","","","","","167081","0","167081","16502","","","","","89868","0","89868","","133390","0","133390","31412","","","","","","","","","","496677","0","496677","15441","0","15441","","","","","","","512118","0","512118","70436","","","","70436","3004","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,31,31,31,31,10,31,10,31,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,10,31,10,18,31,31,31,18,10,31,31,31,31,31,31
"121619","29088347","1948804","31037151","23953620","","","","","673411","0","673411","339613","2222897","50770","2273667","1572533","4786331","3576078","8362409","6340223","14209118","881863","15090981","8606902","4458427","57538","4515965","1467113","30688","2184128","2214816","","","","661666","0","661666","56130885","8699181","64830066","4411940","0","4411940","","","","","","","60542825","8699181","69242006","42280004","8650959","0","0","50930963","1131396","","20000","","","","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,16,16,31,31,31,10,31,10,11,11,11,10,31,10,31,31,31,31,31,31,11,11,18,18,10,10,10,18,10,31,10,31,31,31,31
"121628","254344","0","254344","177347","","","","","7878","0","7878","","5854","0","5854","","17568","0","17568","17073","427388","0","427388","268959","685267","0","685267","142181","31842","0","31842","25547","0","25547","","","","1455688","0","1455688","","","","","","","","","","1455688","0","1455688","605560","49824","","","655384","5854","","","","","","",10,31,10,10,31,31,31,31,10,31,10,31,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,18,31,18,18,16,31,31,11,10,31,31,31,31,31,31
"121691","13069747","678352","13748099","9594328","28623","0","28623","","996692","0","996692","471533","2564966","68076","2633042","1187736","6250329","204066","6454395","3429250","7742091","3383","7745474","3279494","3256545","20953","3277498","772646","8127090","2544251","10671341","1290719","0","1290719","1536807","-44676","1492131","44863609","3474405","48338014","4471327","0","4471327","","","","","","","49334936","3474405","52809341","18734987","4779674","","","23514661","1211792","","","","","","",10,10,10,10,10,31,10,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"121707","8412546","765838","9178384","7309155","","","","","108000","153163","261163","144655","1910370","163439","2073809","1301396","1020134","2156324","3176458","1970688","2770975","1050655","3821630","2199850","1810344","25835","1836179","753003","0","2106620","2106620","628193","0","628193","237409","2159","239568","16897971","6424033","23322004","0","1178248","1178248","","","","","","","16897971","7602281","24500252","13678747","3071149","","","16749896","388739","70813","30000","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"121886","13662883","1880784","15543667","11805751","100000","0","100000","78342","901748","0","901748","543747","2539912","0","2539912","1720535","2656224","365646","3021870","2256060","4156561","572177","4728738","3304784","3451543","477323","3928866","1389797","0","1461869","1461869","0","0","0","0","0","0","27468871","4757799","32226670","291548","0","291548","0","0","0","0","0","0","27760419","4757799","32518218","21099016","4945830","0","0","26044846","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"121901","19489520","438773","19928293","16238604","","","","","2057299","2337","2059636","743669","2782053","236557","3018610","2283606","4076014","1176146","5252160","3677972","6894752","2476866","9371618","4377236","4969867","75706","5045573","2470676","0","1864327","1864327","","","","133408","0","133408","40402913","6270712","46673625","6780719","0","6780719","","","","","","","47183632","6270712","53454344","29791763","6343674","","","36135437","1018852","","175000","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,31,10,31,31,31,31
"122205","30202648","2298516","32501164","25701721","0","","0","","217316","63678","280994","46315","7553067","518261","8071328","5494230","5010923","3008705","8019628","5834942","16081171","9081531","25162702","6478905","6329430","270659","6600089","2457182","0","1410590","1410590","0","1628295","1628295","370000","397178","767178","65764555","18677413","84441968","550497","1610063","2160560","","","","","","","66315052","20287476","86602528","46013295","11459538","","","57472833","120698","","","","","","",10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,16,16,10,10,10,10,10,10,10,11,11,10,10,10,31,31,31,31,31,31,10,11,11,10,10,31,31,10,10,31,31,31,31,31,31
"122223","622545","0","622545","581683","","","","","","","","","289710","0","289710","156687","184873","0","184873","127021","933330","0","933330","263802","732646","0","732646","273552","0","215799","215799","","","","","","","2763104","215799","2978903","","","","","","","","","","2763104","215799","2978903","1402745","330945","","","1733690","130876","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"122250","381562","0","381562","299948","","","","","","","","","258842","12906","271748","119952","45452","53388","98840","11528","426853","28986","455839","151206","561282","314731","876013","126461","","","","","","","","","","1673991","410011","2084002","358396","0","358396","","","","","","","2032387","410011","2442398","709095","203485","","","912580","166585","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,18,10,18,10,31,10,31,31,31,31,31,31,18,10,18,10,10,31,31,10,10,31,31,31,31,31,31
"122287","341355","0","341355","325337","0","0","0","0","0","0","0","0","388463","0","388463","280158","91206","0","91206","77525","505739","0","505739","203150","48349","0","48349","16150","25470","28844","54314","0","0","0","0","0","0","1400582","28844","1429426","36149","0","36149","0","0","0","0","0","0","1436731","28844","1465575","902320","177631","0","0","1079951","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"122296","2546000","0","2546000","1667000","39000","141000","180000","85000","8000","0","8000","3000","279000","0","279000","188000","592000","0","592000","338000","841000","0","841000","408000","276000","0","276000","0","274000","524000","798000","0","0","0","0","0","0","4855000","665000","5520000","1436000","0","1436000","0","0","0","0","0","0","6291000","665000","6956000","2689000","334000","0","0","3023000","136000","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122339","14033107","1237555","15270662","12304059","406493","0","406493","242672","0","82832","82832","19009","871906","195003","1066909","643305","3044659","1375248","4419907","2246960","1030666","410368","1441034","750791","685816","19","685835","0","400","3985855","3986255","","","","","","","20073047","7286880","27359927","4374128","0","4374128","","","","","","","24447175","7286880","31734055","16206796","3239448","","","19446244","681255","","","","","","",10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122375","21958692","616556","22575248","18576775","","","","","70669","33453","104122","54969","977370","613135","1590505","1032113","2826399","2386700","5213099","3582680","1417957","32469","1450426","915957","708350","0","708350","0","400","2488634","2489034","","","","","","","27959837","6170947","34130784","4739255","0","4739255","","","","","","","32699092","6170947","38870039","24162494","4800890","","","28963384","1002959","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122384","6404012","143101","6547113","5251277","","","","","0","3052","3052","2280","296911","28683","325594","214695","1027883","411848","1439731","937875","619191","4288","623479","423593","319494","0","319494","0","400","569910","570310","","","","","","","8667891","1160882","9828773","1446306","0","1446306","","","","","","","10114197","1160882","11275079","6829720","1320884","","","8150604","208161","","","","","","",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,11,31,31,31,31,31,31
"122409","98672460","6077940","104750400","75259008","","","","","1401858","0","1401858","","20358699","65382","20424081","10934221","23335595","12379508","35715103","6922988","24565040","0","24565040","11027771","13228108","0","13228108","6259025","0","11196336","11196336","0","0","0","0","0","0","181561760","29719166","211280926","6870119","6136519","13006638","","","","0","0","0","188431879","35855685","224287564","110403013","5785581","","23296767","139485361","7283610","120000","0","","","","",10,10,10,10,31,31,31,31,10,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,18,10,18,10,10,31,10,10,10,10,10,31,31,31,31
"122436","32975610","0","32975610","23462921","0","745168","745168","256536","0","1771391","1771391","853508","5292833","370182","5663015","2498158","4545878","17898","4563776","2915792","12158247","393600","12551847","6775632","2891003","0","2891003","1315422","12610343","3633420","16243763","3750630","0","3750630","2053169","-38153","2015016","76277713","6893506","83171219","18469191","216596","18685787","","","","","","","94746904","7110102","101857006","38077969","8590099","","","46668068","1638729","0","0","","","","",10,31,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,11,10,11,11,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,18,10,10,31,31,10,10,10,10,31,31,31,31
"122454","3237994","37928","3275922","2271466","","","","","231274","88715","319989","74215","655836","70874","726710","434050","814932","7745","822677","397995","1331307","146932","1478239","696062","447286","16531","463817","179833","1646495","925192","2571687","","","","214509","-129540","84969","8579633","1164377","9744010","836518","18558","855076","","","","","","","9416151","1182935","10599086","4053621","832597","","","4886218","193746","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,18,18,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122506","2637119","97425","2734544","2233008","","","","","142556","43702","186258","62346","232443","0","232443","183123","189412","0","189412","101896","1328443","190924","1519367","803607","360771","400","361171","72231","456204","449894","906098","4094","0","4094","-580015","","-580015","4771027","782345","5553372","86184","0","86184","","","","","","","4857211","782345","5639556","3456211","470028","","","3926239","116738","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122597","81057130","1508870","82566000","62127455","","","","","","","","","11598274","20105","11618379","6646467","13552858","21167152","34720010","4568765","20280426","4539","20284965","10011767","8576000","0","8576000","3832678","0","9172780","9172780","","","","","0","0","135064688","31873446","166938134","5295897","4976761","10272658","","","","","0","0","140360585","36850207","177210792","87187132","4654609","","18540728","110382469","5789222","460000","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,18,10,10,11,11,10,10,10,10,10,10,31,10,10,21,16,16,31,31,31,31,10,10,10,18,18,10,10,10,31,31,31,31,10,10,18,18,18,18,10,31,10,10,10,10,31,31,31,31,31
"122603","1425000","584000","2009000","1383000","","","","","80000","22000","102000","95000","578000","21000","599000","138000","410000","10000","420000","216000","1386000","14000","1400000","627000","394000","16000","410000","225000","226000","572000","798000","","","","-1259000","32000","-1227000","3240000","1271000","4511000","899000","32000","931000","","","","","","","4139000","1303000","5442000","2684000","663000","","","3347000","365000","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122612","30786000","1730000","32516000","22554000","85000","1005000","1090000","629000","244000","943000","1187000","637000","11149000","1386000","12535000","6018000","6923000","432000","7355000","3683000","12315000","136000","12451000","7198000","5921000","2000","5923000","1714000","7404000","3425000","10829000","2558000","0","2558000","1840000","423000","2263000","79225000","9482000","88707000","10962000","0","10962000","","","","","","","90187000","9482000","99669000","42433000","11576000","","","54009000","3933000","0","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,11,11,11,11,11,11,11,10,31,10,31,31,31,31,31,31,11,11,11,18,10,31,31,18,10,10,10,31,31,31,31
"122649","409200","0","409200","409200","","","","","30939","0","30939","30939","129490","0","129490","40726","30039","0","30039","26400","849490","0","849490","430585","220121","0","220121","0","20000","22218","42218","","","","","","","1689279","22218","1711497","98178","0","98178","","","","","","","1787457","22218","1809675","937850","171908","","","1109758","129490","","","","","","",10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"122658","23591170","753933","24345103","18005679","0","0","0","0","640704","0","640704","488118","4047356","151152","4198508","3023455","2815365","1666133","4481498","2978790","6046398","327694","6374092","3547974","5131937","281161","5413098","2015927","0","3440139","3440139","0","0","0","1965853","0","1965853","44238783","6620212","50858995","4507445","0","4507445","0","0","0","0","0","0","48746228","6620212","55366440","30059943","8357843","0","0","38417786","927498","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,10,10
"122728","283511","0","283511","219378","0","","0","","0","","0","","231816","48243","280059","174629","143167","15506","158673","76726","417815","1071","418886","258379","236010","0","236010","49100","28243","12181","40424","43861","112755","156616","-33034","-40284","-73318","1351389","149472","1500861","83975","0","83975","","","","","","","1435364","149472","1584836","778212","126276","0","0","904488","81718","0","0","","","","",10,10,10,10,10,31,31,31,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,31,31,31,31,31,31,18,18,18,18,10,10,10,18,10,10,10,31,31,31,31
"122737","20459273","687573","21146846","13926995","","","","","0","2170398","2170398","1454167","4728511","254854","4983365","3523842","3692112","3650527","7342639","5446973","6900443","2450910","9351353","3950088","4944274","63962","5008236","2154796","54626","4026943","4081569","0","1758520","1758520","945421","1342820","2288241","41724660","16406507","58131167","0","18467","18467","","","","","","","41724660","16424974","58149634","30456861","8527921","","","38984782","1101201","","","","","","",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"122755","89672057","4602568","94274625","68713556","","","","","","","","","13172881","0","13172881","7571868","17476362","22601880","40078242","6150812","20473056","0","20473056","9961175","13803079","0","13803079","4706142","0","10120648","10120648","0","0","0","0","","0","154597435","37325096","191922531","9609351","1584907","11194258","","","","","0","0","164206786","38910003","203116789","97103553","5270261","","20419237","122793051","6074970","2312559","0","","","","",10,10,18,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,11,10,10,10,10,10,10,31,10,10,31,10,10,31,31,10,10,31,10,18,11,11,10,10,11,31,31,31,31,10,10,10,11,11,10,10,31,10,18,10,10,10,31,31,31,31
"122791","16107170","421311","16528481","12492796","","","","","62954","55793","118747","44315","2840405","114123","2954528","2326948","3339495","3857178","7196673","4235757","3510905","302659","3813564","2272639","2642742","461662","3104404","1090121","56984","927872","984856","","","","","","","28560655","6140598","34701253","3214138","0","3214138","","","","","","","31774793","6140598","37915391","22462576","4927910","","","27390486","736152","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
