unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"100654","12186868","283983","12470851","11006972","423880","6398142","6822022","2210833","472679","4023739","4496418","2865546","2698152","328563","3026715","1786425","3990203","0","3990203","1936899","8438612","1847901","10286513","3335013","2887459","0","2887459","848484","1082123","4267457","5349580","","","","","","","32179976","17149785","49329761","1069959","0","1069959","","","","","","","33249935","17149785","50399720","23990172","4185736","","928743","29104651","1275658","226698","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,11,31,31,31,31
"100663","120382952","11155171","131538123","89278516","7861209","95425641","103286850","53470675","15614114","33371761","48985875","22233991","23232234","349341","23581575","14598835","8990707","451563","9442270","4738135","24535910","38852","24574762","15673858","19926415","6505","19932920","7873791","2197207","10833491","13030698","8632534","0","8632534","8291639","3895886","12187525","239664921","155528211","395193132","14409243","0","14409243","501182619","0","501182619","","","","755256783","155528211","910784994","207867801","35170075","","9867069","252904945","6812174","1390993","-498056","4647773","35241582","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,31,31
"100672","1927129","254810","2181939","1319703","","","","","","","","","176105","16770","192875","120888","205198","321804","527002","346282","701220","0","701220","285224","364464","14734","379198","114180","41052","257463","298515","","","","","","","3415168","865581","4280749","120719","0","120719","","","","","","","3535887","865581","4401468","2186277","216426","","220690","2623393","95827","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"100690","857675","0","857675","319568","","","","","","","","","45636","0","45636","27682","87727","0","87727","68666","492988","0","492988","241968","71760","0","71760","2071","90365","46575","136940","","","","5279","-4811","468","1651430","41764","1693194","0","","0","","","","","","","1651430","41764","1693194","659955","186592","","","846547","45635","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,11,31,11,11,10,31,10,10,16,31,18,16,10,31,10,10,10,10,10,31,31,31,10,10,10,11,10,11,11,31,11,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"100706","26010982","1403215","27414197","18509260","4948937","23821728","28770665","13737448","46459","106236","152695","104905","5902728","2272","5905000","3353955","3693706","69912","3763618","1700275","5947004","13631","5960635","4144346","3734698","0","3734698","1411273","1877774","2173274","4051048","2464576","0","2464576","1534187","66580","1600767","56161051","27656848","83817899","4375889","0","4375889","","","","","","","60536940","27656848","88193788","42961462","6822376","1820538","","51604376","1922599","1160205","124997","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,10,31,31,31,31
"100724","10654089","1502377","12156466","9944398","67061","508079","575140","130582","153024","787466","940490","355298","2201754","189463","2391217","1534742","4098956","510024","4608980","2501779","6225818","865676","7091494","2330114","4387198","22940","4410138","2194188","810627","6269822","7080449","1337955","0","1337955","423368","0","423368","30359850","10655847","41015697","6529738","217675","6747413","","","","","","","36889588","10873522","47763110","18991101","2536567","","","21527668","1094263","680258","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"100733","","","","","","","","","0","2743","2743","","","","","","","","","","0","","0","","","","","","","","","","","","14589","0","14589","14589","2743","17332","","","","","","","","","","14589","2743","17332","","","","","","","","","","","","",31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,11,31,11,31,31,31,31,31,31,31,31,31,31,31,11,31,11,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31
"100751","61459806","6837025","68296831","44875874","18334435","9704197","28038632","18675665","8510429","8838448","17348877","8562128","27181682","1622087","28803769","15904566","4801771","325222","5126993","2962066","16225456","233043","16458499","11693123","13970690","230577","14201267","8382393","6913205","9004654","15917859","5248339","0","5248339","3735984","740899","4476883","166381797","37536152","203917949","53516133","200228","53716361","","","","","","","219897930","37736380","257634310","111055815","23792268","","","134848083","8528730","3804863","10032311","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"100760","3374918","1417326","4792244","3600339","31523","0","31523","24285","1064","103156","104220","72852","569608","61748","631356","412156","614891","133653","748544","492998","788418","547","788965","439384","634224","1809","636033","192281","707487","813868","1521355","162164","0","162164","101822","0","101822","6986119","2532107","9518226","463452","12907","476359","","","","","","","7449571","2545014","9994585","5234295","1031743","","","6266038","251823","","-82475","","","","",10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,11,11,11,11,10,11,31,31,31,31,31,31,10,11,11,10,10,31,31,10,10,31,10,31,31,31,31
"100812","4910095","220509","5130604","3815334","0","24477","24477","","","","","","683999","22335","706334","447073","1086507","25138","1111645","835309","1121954","171738","1293692","809533","1027083","0","1027083","527890","208041","1229219","1437260","117401","0","117401","791985","-1019","790966","9947065","1692397","11639462","562148","0","562148","","","","","","","10509213","1692397","12201610","6435139","488440","","826903","7750482","336755","0","-166985","","","","",10,10,10,10,31,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"100830","13702283","92857","13795140","10842176","150872","45476","196348","117865","933058","2849738","3782796","1479858","3453117","145577","3598694","1932594","2241952","32539","2274491","1190705","3154935","9278","3164213","1857073","2738790","0","2738790","788458","357145","2744892","3102037","40857","0","40857","560813","-27678","533135","27333822","5892679","33226501","3522315","0","3522315","","","","","","","30856137","5892679","36748816","18208729","3523730","","","21732459","1531634","146925","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"100858","79256116","4341601","83597717","62599106","31253610","26930865","58184475","31289563","27274599","17379925","44654524","26165859","20574180","2548812","23122992","8447298","7435515","109626","7545141","4254332","14773036","271856","15044892","11898592","19286429","855977","20142406","8134830","605493","11030390","11635883","6616316","0","6616316","7516066","3688984","11205050","214591360","67158036","281749396","40241132","0","40241132","","","","","","","254832492","67158036","321990528","152789580","23411418","7261675","","183462673","8365107","7215633","1282105","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,11,11,31,31,31,31,31,31,10,11,11,10,10,10,31,10,10,10,10,31,31,31,31
"100919","4463927","516331","4980258","3183981","0","0","0","0","","","","","256740","34423","291163","166104","703327","105749","809076","522206","1016989","0","1016989","489118","780435","0","780435","250325","106531","1093178","1199709","48250","0","48250","156664","0","156664","7532863","1749681","9282544","771170","0","771170","","","","","","","8304033","1749681","10053714","4611734","951468","","","5563202","34423","","-7664","","","","",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"100937","6034215","808181","6842396","4285318","0","0","0","0","0","0","0","0","1242131","106578","1348709","495643","1881896","401078","2282974","991295","3072772","153211","3225983","1476359","1928656","0","1928656","418786","2795565","3791328","6586893","37387","0","37387","","","","16992622","5260376","22252998","5506622","0","5506622","0","0","0","0","0","0","22499244","5260376","27759620","7667401","1993785","0","0","9661186","792960","1170544","","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10
"100973","849066","11758","860824","703663","","","","","","","","","88232","484979","573211","242126","173583","389178","562761","372710","186716","63667","250383","160614","159853","0","159853","49411","20061","298733","318794","6744","0","6744","","","","1484255","1248315","2732570","21292","0","21292","","","","","","","1505547","1248315","2753862","1528524","172558","135497","1836579","3673158","","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,10,18,31,31,31,31,31,31,31
"101028","2155161","3473","2158634","1731929","","","","","","","","","380157","7911","388068","225347","492938","52339","545277","334054","574264","0","574264","283635","467964","0","467964","119861","238931","888007","1126938","79492","0","79492","39108","0","39108","4428015","951730","5379745","81521","0","81521","","","","","","","4509536","951730","5461266","2694826","553245","0","","3248071","213940","","45420","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,11,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,11,31,11,31,31,31,31,31,31,11,10,11,11,11,11,31,11,10,31,10,31,31,31,31
"101037","1507660","290348","1798008","1101744","1000","0","1000","360","28886","82377","111263","71768","136806","0","136806","93793","175922","365335","541257","289185","291861","1213741","1505602","330742","354869","0","354869","90574","224980","517566","742546","","","","205500","0","205500","2927484","2469367","5396851","160877","0","160877","","","","","","","3088361","2469367","5557728","1978166","420264","","","2398430","190","","","","","","",10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,21,21,21,31,31,31,10,31,10,10,18,18,10,31,10,31,31,31,31,31,31,10,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"101073","266378","329511","595889","210009","13705","0","13705","10619","","","","","123229","24229","147458","111921","129543","11645","141188","61191","683281","42020","725301","260295","141094","2385","143479","40888","59578","2104023","2163601","0","","0","-276771","-29960","-306731","1140037","2483853","3623890","256130","17935","274065","","","","","","","1396167","2501788","3897955","694923","131227","","","826150","84955","","","","","","",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,31,11,10,10,10,11,11,11,10,10,10,31,31,31,31,31,31,11,11,18,10,10,31,31,10,10,31,31,31,31,31,31
"101107","1647864","303262","1951126","1283060","9","30765","30774","21439","","","","","94194","219510","313704","128711","212968","104206","317174","177023","417502","51559","469061","292558","209017","0","209017","58252","180500","681887","862387","","","","250000","0","250000","3012054","1391189","4403243","165798","0","165798","","","","","","","3177852","1391189","4569041","1961043","424687","","","2385730","27628","","","","","","",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101116","198640","0","198640","188150","","","","","","","","","23684","0","23684","11602","313057","0","313057","132077","172381","0","172381","52680","145957","0","145957","6791","","","","","","","","","","853719","0","853719","138371","0","138371","","","","","","","992090","0","992090","391300","37980","","","429280","15484","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,18,31,18,10,10,31,31,10,10,31,31,31,31,31,31
"101143","2619926","544156","3164082","2478051","3029","0","3029","","","","","","618477","38639","657116","483622","618710","32805","651515","505189","869665","10569","880234","603772","531690","0","531690","249549","330433","910398","1240831","70688","0","70688","-209565","5565","-204000","5453053","1542132","6995185","505252","0","505252","","","","","","","5958305","1542132","7500437","4320183","854854","","490733","5665770","224085","","","","","","",10,10,10,10,10,31,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"101161","3319545","320306","3639851","2631009","63571","0","63571","8180","","","","","755245","29186","784431","443828","697913","433700","1131613","737076","1613934","2111","1616045","792393","1014680","15941","1030621","369424","573263","2263987","2837250","305723","0","305723","142290","0","142290","8486164","3065231","11551395","1378033","47984","1426017","","","","","","","9864197","3113215","12977412","4981910","1050701","","","6032611","308982","","-142290","","","","",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,31,10,10,31,10,10,11,11,10,10,10,31,31,31,31,31,31,10,11,11,10,10,31,31,10,10,31,10,31,31,31,31
"101189","2700638","38553","2739191","1936594","","","","","","","","","585536","14045","599581","361698","1692664","348425","2041089","923931","2176280","40655","2216935","922550","839422","4973","844395","138761","2318048","2701780","5019828","76050","0","76050","189720","-5581","184139","10578358","3142850","13721208","630370","17329","647699","","","","","","","11208728","3160179","14368907","4283534","736737","","","5020271","86095","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,11,10,10,10,31,31,31,31,31,31,10,11,11,10,10,31,31,10,10,31,31,31,31,31,31
"101240","8719192","820902","9540094","7209484","193453","0","193453","67675","158650","77944","236594","174137","1513912","54053","1567965","967545","1162245","834820","1997065","1431334","1725543","188206","1913749","1187308","1971859","0","1971859","384930","1150059","3093440","4243499","196544","0","196544","598467","0","598467","17389924","5069365","22459289","1270243","0","1270243","","","","","","","18660167","5069365","23729532","11422413","1882645","","157668","13462726","390492","108440","","","","","",11,10,11,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,21,21,21,10,31,10,10,31,10,18,18,18,10,31,10,31,31,31,31,31,31,18,18,18,10,10,31,10,10,10,10,31,31,31,31,31
"101286","7085886","222366","7308252","5589306","132439","0","132439","89981","","","","","686979","60999","747978","525816","752279","270030","1022309","722771","1450282","74793","1525075","868126","1281065","1000","1282065","564741","454791","1694506","2149297","357937","0","357937","-999400","","-999400","11202258","2323694","13525952","1232832","0","1232832","","","","","","","12435090","2323694","14758784","8360741","659172","","955114","9975027","209477","","199400","","","","",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101295","5898195","802043","6700238","4943344","59342","0","59342","48440","0","381","381","0","739719","141795","881514","507100","825922","766153","1592075","1020797","617274","221494","838768","570901","1219885","33886","1253771","445883","759388","2884039","3643427","807113","0","807113","3063978","0","3063978","13990816","4849791","18840607","1290630","14221","1304851","","","","","","","15281446","4864012","20145458","7536465","742669","","769884","9049018","332034","","147978","","","","",10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101301","3074894","805484","3880378","2923429","13833","43400","57233","4471","1596","0","1596","1400","421147","18279","439426","286496","521146","116990","638136","425674","976471","0","976471","480554","557503","0","557503","192497","359714","1315037","1674751","83335","0","83335","66180","0","66180","6075819","2299190","8375009","418766","0","418766","","","","","","","6494585","2299190","8793775","4314521","547760","","344292","5206573","135144","","66180","","","","",10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101347","1431475","61984","1493459","1144166","3696","0","3696","","","","","","287424","25679","313103","219067","205373","0","205373","131465","418271","0","418271","215541","269551","0","269551","79372","80785","325093","405878","27373","0","27373","300000","0","300000","3023948","412756","3436704","98770","0","98770","","","","","","","3122718","412756","3535474","1789611","147654","","204134","2141399","126083","0","0","","","","",10,10,10,10,10,31,10,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101435","2234835","24512","2259347","1717836","","","","","","","","","376448","0","376448","200549","1246383","17210","1263593","610003","1192832","0","1192832","537799","902799","0","902799","291924","1915481","678840","2594321","","","","","","","7868778","720562","8589340","1328831","0","1328831","","","","","","","9197609","720562","9918171","3358111","586254","","","3944365","272725","63914","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,21,16,16,31,31,31,31,31,31,10,11,11,10,31,10,31,31,31,31,31,31,10,11,11,10,10,31,31,10,10,10,31,31,31,31,31
"101453","39018","186844","225862","209904","0","0","0","0","33523","0","33523","0","6806","114256","121062","79406","81236","112422","193658","126530","316077","346337","662414","312149","107453","0","107453","17853","3898","246531","250429","133873","15823","149696","275763","-237246","38517","997647","784967","1782614","70751","0","70751","0","0","0","0","0","0","1068398","784967","1853365","745842","149849","0","0","895691","76104","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","1563988","76691","1640679","1231540","20501","24523","45024","14422","","","","","182767","246149","428916","241829","268218","111012","379230","256173","613587","145142","758729","489337","238593","0","238593","87992","65251","670216","735467","28277","0","28277","","","","2981182","1273733","4254915","132755","0","132755","","","","","","","3113937","1273733","4387670","2321293","485048","","","2806341","25310","","","","","","",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101480","16762287","1027643","17789930","12623867","86010","60084","146094","64818","701273","347808","1049081","463348","3962613","86885","4049498","2262875","3586366","80932","3667298","1850782","5151780","53189","5204969","2848079","4332520","30485","4363005","1921101","1250019","4293487","5543506","","","","376220","29285","405505","36209088","6009798","42218886","2034843","0","2034843","","","","","","","38243931","6009798","44253729","22034870","6349473","","120615","28504958","1848491","1071779","45124","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101499","2669283","561712","3230995","2298928","","","","","","","","","704238","67660","771898","536747","244321","115716","360037","246303","947966","51319","999285","487121","545901","93834","639735","192881","1020396","1083565","2103961","34921","0","34921","252000","0","252000","6419026","1973806","8392832","349907","1226","351133","","","","","","","6768933","1975032","8743965","3761980","360194","","","4122174","159008","","52000","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,11,31,31,11,10,31,10,31,31,31,31
"101505","9231433","418937","9650370","7500455","190484","8703","199187","75916","30001","10356","40357","16253","1436235","85944","1522179","1055714","1320395","377757","1698152","1052724","2667833","38029","2705862","1726883","1701514","0","1701514","688961","458000","2888402","3346402","124809","0","124809","","","","17160704","3828128","20988832","1116599","0","1116599","","","","","","","18277303","3828128","22105431","12116906","910021","","1478574","14505501","346196","","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"101514","9505461","480952","9986413","7601784","253428","0","253428","213400","0","139433","139433","96570","1305531","137906","1443437","919384","1436828","577826","2014654","1471566","3035616","183892","3219508","1703630","2772989","0","2772989","633615","836477","2789372","3625849","249139","0","249139","-331911","","-331911","19063558","4309381","23372939","1613147","0","1613147","","","","","","","20676705","4309381","24986086","12639949","99748","","2220461","14960158","71855","","-68524","","","","",10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,16,21,16,10,31,10,10,31,10,11,10,11,10,31,10,31,31,31,31,31,31,11,10,11,10,10,31,10,10,10,31,10,31,31,31,31
"101523","2352168","380778","2732946","1810288","196092","42418","238510","","","","","","183035","95910","278945","162500","323504","169426","492930","320614","589562","27087","616649","372416","410602","0","410602","163178","120707","670887","791594","42119","0","42119","","","","4217789","1386506","5604295","201345","0","201345","","","","","","","4419134","1386506","5805640","2828996","646116","","","3475112","6981","","","","","","",10,10,10,10,10,10,10,31,31,31,31,31,10,10,10,11,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,11,10,31,31,11,10,31,31,31,31,31,31
"101541","1294663","0","1294663","898827","","","","","","","","","272292","0","272292","185358","547086","0","547086","323202","847283","0","847283","438499","450136","0","450136","232338","662884","313037","975921","105638","0","105638","","","","4179982","313037","4493019","588921","0","588921","","","","","","","4768903","313037","5081940","2078224","252593","","","2330817","31940","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101569","3005859","674551","3680410","2776621","","","","","0","134272","134272","66185","508895","93146","602041","396418","402805","692784","1095589","759810","929373","324665","1254038","746002","925034","713","925747","337441","736146","2159725","2895871","90972","0","90972","51487","0","51487","6650571","4079856","10730427","426941","0","426941","","","","","","","7077512","4079856","11157368","5082477","972187","","","6054664","261807","51487","","","","","",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"101587","4505027","690879","5195906","3773670","","","","","0","84396","84396","37116","1091780","10642","1102422","696669","951218","356776","1307994","566837","1531319","7554","1538873","792705","1740557","0","1740557","948434","234351","1484021","1718372","","","","","","","10054252","2634268","12688520","3264439","0","3264439","","","","","","","13318691","2634268","15952959","6815431","1314403","401217","","8531051","380486","244558","180000","","","","",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,18,18,18,10,31,10,31,31,31,31,31,31,18,18,18,18,10,10,31,18,10,10,10,31,31,31,31
"101602","1282137","647488","1929625","1328809","","","","","","","","","269529","6206","275735","116545","341969","320677","662646","497231","440576","0","440576","164202","373305","0","373305","114242","268064","929431","1197495","43793","0","43793","403002","0","403002","3422375","1903802","5326177","299425","0","299425","","","","","","","3721800","1903802","5625602","2221029","449176","","","2670205","106750","","13434","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"101648","290456","0","290456","249381","","","","","","","","","64819","0","64819","44990","307743","0","307743","178548","280004","0","280004","111738","420587","0","420587","102016","74305","61389","135694","183287","0","183287","","","","1621201","61389","1682590","219340","0","219340","","","","","","","1840541","61389","1901930","686673","73873","","","760546","28350","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101675","770890","964120","1735010","1227882","","","","","","","","","229222","16230","245452","197522","369851","276728","646579","615480","1356789","98475","1455264","1252170","817632","0","817632","425990","459961","1519828","1979789","","","","","","","4004345","2875381","6879726","588241","0","588241","","","","","","","4592586","2875381","7467967","3719044","297524","","","4016568","169577","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,20,31,31,31,31,31,31
"101693","3171662","48648","3220310","2515040","","","","","","","","","276321","15634","291955","200336","1488057","21186","1509243","828614","2808328","12194","2820522","593949","1305029","0","1305029","75328","2272874","1374180","3647054","468213","0","468213","-1177026","","-1177026","10613458","1471842","12085300","844918","30558","875476","","","","","","","11458376","1502400","12960776","4213267","1049838","","","5263105","182469","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,31,10,18,11,18,10,10,10,31,31,31,31,31,31,18,11,18,10,10,31,31,10,10,31,31,31,31,31,31
"101709","8332774","457107","8789881","6656403","7179","0","7179","","0","370816","370816","194297","2277618","31685","2309303","1218166","2483502","476364","2959866","1637689","1935718","19341","1955059","939164","2645543","2869","2648412","1107728","968213","1890059","2858272","27698","0","27698","461536","0","461536","19139781","3248241","22388022","4520333","0","4520333","","","","","","","23660114","3248241","26908355","11753447","1987240","","677539","14418226","658245","669473","625000","","","","",10,10,10,10,10,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
