UNITID,XF1A01,F1A01,XF1A02,F1A02,XF1A03,F1A03,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A211,F1A211,XF1A212,F1A212,XF1A213,F1A213,XF1A214,F1A214,XF1A221,F1A221,XF1A222,F1A222,XF1A223,F1A223,XF1A224,F1A224,XF1A231,F1A231,XF1A232,F1A232,XF1A233,F1A233,XF1A234,F1A234,XF1A241,F1A241,XF1A242,F1A242,XF1A243,F1A243,XF1A244,F1A244,XF1A251,F1A251,XF1A252,F1A252,XF1A253,F1A253,XF1A254,F1A254,XF1A261,F1A261,XF1A262,F1A262,XF1A263,F1A263,XF1A264,F1A264,XF1A271,F1A271,XF1A272,F1A272,XF1A273,F1A273,XF1A274,F1A274,XF1A281,F1A281,XF1A282,F1A282,XF1A283,F1A283,XF1A284,F1A284,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B05,F1B05,XF1B06,F1B06,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C014,F1C014,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C024,F1C024,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C034,F1C034,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C054,F1C054,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C064,F1C064,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C074,F1C074,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C084,F1C084,XF1C085,F1C085,XF1C091,F1C091,XF1C094,F1C094,XF1C101,F1C101,XF1C102,F1C102,XF1C103,F1C103,XF1C104,F1C104,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C114,F1C114,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C124,F1C124,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C134,F1C134,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C144,F1C144,XF1C145,F1C145,XF1C151,F1C151,XF1C152,F1C152,XF1C153,F1C153,XF1C154,F1C154,XF1C155,F1C155,XF1C161,F1C161,XF1C165,F1C165,XF1C171,F1C171,XF1C172,F1C172,XF1C173,F1C173,XF1C174,F1C174,XF1C175,F1C175,XF1C181,F1C181,XF1C182,F1C182,XF1C183,F1C183,XF1C184,F1C184,XF1C185,F1C185,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C194,F1C194,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
100654,"R",62676453,"R",169698990,"R",71943503,"R",0,"R",97755487,"R",160431940,"R",3186395,"R",35369946,"R",38556341,"R",67004618,"R",0,"R",67004618,"R",105560959,"R",50234939,"R",17240892,"Z",0,"R",-12604850,"R",54870981,"R",4982207,"Z",0,"R",0,"R",4982207,"R",0,"Z",0,"R",0,"Z",0,"R",138096694,"R",1489749,"R",0,"R",139586443,"R",9530319,"R",3274580,"R",2467159,"R",10337740,"R",9864824,"R",222565,"R",144937,"R",9942452,"R",0,"Z",0,"R",0,"Z",0,"R",2581990,"R",2448115,"R",179958,"R",4850147,"R",58399297,"R",13544206,"R",0,"R",71943503,"R",27026558,"R",31486643,"R",1998364,"R",2545123,"R",10284659,"Z",0,"Z",0,"R",6089409,"R",79430756,"R",3671069,"R",47173052,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",534898,"R",10688552,"R",62067571,"R",0,"R",0,"R",0,"R",0,"R",0,"R",141498327,"R",27584135,"R",21371681,"R",5301100,"Z",0,"R",911354,"R",14288244,"R",7132937,"R",1210037,"Z",0,"R",5945270,"R",13663757,"R",8167636,"R",1893005,"Z",0,"R",3603116,"R",7272621,"R",4178305,"R",959745,"Z",0,"R",2134571,"R",8831280,"R",4832212,"R",1133092,"Z",0,"R",2865976,"R",20690943,"R",8102668,"R",3792388,"Z",0,"R",8795887,"R",8911911,"R",2634154,"R",681037,"Z",0,"R",5596720,"R",4313886,"R",4313886,"R",10682916,"A",,"A",,"A",,"R",10682916,"R",7226236,"R",2836170,"R",698082,"Z",0,"R",3691984,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123465929,"R",59255763,"R",15668486,"R",4313886,"R",44227794,"R",2905716,"R",2905716,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2905716,"R",0,"R",0,"R",0,"R",2905716,"R",126371645,"R",59255763,"R",15668486,"R",4313886,"R",47133510,"R",141498327,"R",126371645,"R",15126682,"R",65012858,"R",-25268559,"R",54870981,"R",9024552,"R",1641034,"Z",0,"Z",0,"Z",0,"R",8252369,"R",18917955,"R",8235039,"R",0,"R",8235039,"R",10682916,2 ,"A",,"A",
100663,"R",466265042,"R",2450033277,"R",1145141913,"R",1295154908,"R",2600046272,"R",3066311314,"R",23752344,"R",255734610,"R",279486954,"R",730001801,"R",16422623,"R",746424424,"R",1025911378,"R",641132403,"R",200883429,"R",276366236,"R",922017868,"R",2040399936,"R",66298669,"R",3902551,"R",30511,"R",70170709,"R",83575703,"R",4319332,"R",0,"R",87895035,"R",1486442658,"R",30268917,"R",2341945,"R",1514369630,"R",581405303,"R",41006551,"R",32160120,"R",590251734,"R",71282097,"R",5055250,"R",0,"R",76337347,"R",0,"R",0,"R",0,"R",0,"R",38961135,"R",83328193,"R",11280506,"R",111008822,"R",1063703490,"R",113834900,"R",32396477,"R",1145141913,"R",73518800,"R",335275830,"R",4755158,"R",51344743,"R",22757692,"R",828804649,"R",48085633,"R",46629295,"R",1411171800,"R",0,"R",310834004,"R",0,"R",10990240,"R",116072,"R",394283,"R",31294101,"R",156104687,"R",6599760,"R",516333147,"R",22542,"R",33860058,"R",14341518,"R",15796955,"R",64021073,"R",1991526020,"R",237877988,"R",169426173,"R",38053140,"Z",0,"R",30398675,"R",239564967,"R",132872034,"R",30095181,"Z",0,"R",76597752,"R",82292794,"R",40006111,"R",9306028,"Z",0,"R",32980655,"R",119199542,"R",74521452,"R",20538427,"Z",0,"R",24139663,"R",21778987,"R",11234397,"R",2564881,"Z",0,"R",7979709,"R",97589610,"R",43854140,"R",27788101,"Z",0,"R",25947369,"R",55576317,"R",21363213,"R",5585839,"Z",0,"R",28627265,"R",113834900,"R",113834900,"R",22141254,"A",,"A",,"A",,"R",22141254,"R",33747516,"R",11364477,"R",3203364,"Z",0,"R",19179675,"R",771005812,"R",334523690,"R",90783050,"Z",0,"R",345699072,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1794609687,"R",839165687,"R",227918011,"R",113834900,"R",613691089,"R",28586537,"R",28586537,"R",898656,"R",0,"R",0,"R",0,"R",898656,"R",29485193,"R",0,"R",0,"R",0,"R",29485193,"R",1824094880,"R",839165687,"R",227918011,"R",113834900,"R",643176282,"R",1991526020,"R",1824094880,"R",167431140,"R",1872968796,"R",0,"R",2040399936,"R",8709060,"R",10843426,"R",71485,"R",574468,"R",4242451,"R",22362855,"R",46803745,"R",23891723,"R",770768,"R",24662491,"R",22141254,1 ,"R",337246637,"R",400677321
100706,"R",77949197,"R",327328393,"R",142769049,"R",61167756,"R",245727100,"R",323676297,"R",2060000,"R",33191760,"R",35251760,"R",54611000,"R",0,"R",54611000,"R",89862760,"R",130845956,"R",6788787,"R",1923979,"R",94254815,"R",233813537,"R",8723446,"R",1188541,"R",0,"R",9911987,"R",0,"R",0,"R",0,"R",0,"R",180333351,"R",4783563,"R",0,"R",185116914,"R",57655111,"R",2739478,"R",2085010,"R",58309579,"R",23584472,"R",1203066,"R",0,"R",24787538,"R",0,"R",0,"R",0,"R",0,"R",25518343,"R",23684032,"R",0,"R",49202375,"R",134656307,"R",9857345,"R",1744603,"R",142769049,"R",28771470,"R",50013378,"R",6337547,"R",8056488,"R",6455635,"R",0,"R",0,"R",2056537,"R",101691055,"R",0,"R",50675495,"R",0,"R",3839774,"R",0,"R",0,"R",1833485,"R",9277360,"R",4654,"R",65630768,"R",0,"R",28073275,"R",53863,"R",0,"R",28127138,"R",195448961,"R",43432555,"R",29590279,"R",8616597,"R",0,"R",5225679,"R",56019612,"R",34710985,"R",9079752,"R",0,"R",12228875,"R",1228713,"R",231874,"R",78449,"R",0,"R",918390,"R",6606014,"R",3983923,"R",1143440,"R",0,"R",1478651,"R",10236140,"R",4472341,"R",1219091,"R",0,"R",4544708,"R",14705918,"R",7913711,"R",3417478,"R",0,"R",3374729,"R",8150195,"R",3081584,"R",1078441,"R",0,"R",3990170,"R",9857345,"R",9857345,"R",211885,"A",,"A",,"A",,"R",211885,"R",4333935,"R",664725,"R",161045,"R",0,"R",3508165,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",154782312,"R",84649422,"R",24794293,"R",9857345,"R",35481252,"R",2450033,"R",2450033,"R",340407,"R",0,"R",0,"R",0,"R",340407,"R",2790440,"R",0,"R",0,"R",0,"R",2790440,"R",157572752,"R",84649422,"R",24794293,"R",9857345,"R",38271692,"R",195448961,"R",157572752,"R",37876209,"R",195937328,"R",0,"R",233813537,"R",3839774,"R",646073,"R",5251,"R",0,"R",871339,"R",4161808,"R",9524245,"R",8960358,"R",352002,"R",9312360,"R",211885,1 ,"R",41003772,"R",48412234
100724,"R",119835184,"R",170594375,"R",70055422,"R",5560450,"R",106099403,"R",225934587,"R",1895000,"R",16497880,"R",18392880,"R",97987968,"R",1931983,"R",99919951,"R",118312831,"R",68043836,"R",18708011,"Z",0,"R",20869909,"R",107621756,"R",13773080,"R",519142,"R",0,"R",14292222,"R",7208634,"Z",0,"R",0,"R",7208634,"R",87206435,"Z",0,"R",0,"R",87206435,"R",21031904,"R",1173306,"R",344134,"R",21861076,"R",9007294,"R",238451,"R",0,"R",9245745,"R",0,"Z",0,"R",0,"Z",0,"R",15709934,"R",15070328,"R",0,"R",30780262,"R",66923368,"R",3443102,"R",311048,"R",70055422,"R",25525671,"R",24781152,"R",19155100,"R",1587374,"R",9784321,"R",0,"R",0,"R",2269942,"R",83103560,"Z",0,"R",42327675,"Z",0,"Z",0,"Z",0,"Z",0,"R",337272,"R",5019215,"R",0,"R",47684162,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",130787722,"R",29346855,"R",21673733,"R",4760498,"Z",0,"R",2912624,"R",1597896,"R",545025,"R",128618,"Z",0,"R",924253,"R",3602777,"R",1296041,"R",296684,"Z",0,"R",2010052,"R",6976456,"R",3737093,"R",874875,"Z",0,"R",2364488,"R",10098330,"R",5367174,"R",1892020,"Z",0,"R",2839136,"R",19682868,"R",7762462,"R",3358709,"Z",0,"R",8561697,"R",8716878,"R",2227754,"R",702370,"Z",0,"R",5786754,"R",3443102,"R",3443102,"R",13370478,"A",,"A",,"A",,"R",13370478,"R",8277965,"R",3219942,"R",982161,"Z",0,"R",4075862,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105113605,"R",45829224,"R",12995935,"R",3443102,"R",42845344,"R",4540747,"R",4540747,"R",317766,"R",0,"R",0,"R",0,"R",317766,"R",4858513,"R",0,"R",0,"R",0,"R",4858513,"R",109972118,"R",45829224,"R",12995935,"R",3443102,"R",47703857,"R",130787722,"R",109972118,"R",20815604,"R",86806152,"R",0,"R",107621756,"R",10939691,"R",448207,"R",8508,"Z",0,"R",1974072,"R",5310599,"R",18681077,"R",2920830,"R",2389769,"R",5310599,"R",13370478,1 ,"R",46135768,"R",52466420
100733,"R",5174484,"R",2712107,"R",1756563,"R",5740508,"R",6696052,"R",11870536,"R",0,"R",2026610,"R",2026610,"R",0,"R",0,"R",0,"R",2026610,"R",955544,"R",0,"R",0,"R",8888382,"R",9843926,"R",106750,"Z",0,"R",0,"R",106750,"R",56543,"Z",0,"R",0,"R",56543,"R",1906216,"Z",0,"R",155338,"R",1750878,"R",822461,"R",10946,"R",35471,"R",797936,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",1749588,"R",179261,"R",172286,"R",1756563,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",11560736,"R",11560736,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",362005,"R",-31814,"R",330191,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11890927,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11402381,"R",7274168,"R",2363525,"R",162954,"R",1601734,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11402381,"R",7274168,"R",2363525,"R",162954,"R",1601734,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11402381,"R",7274168,"R",2363525,"R",162954,"R",1601734,"R",11890927,"R",11402381,"R",488546,"R",9355380,"R",0,"R",9843926,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",
100751,"R",271633996,"R",1148559000,"R",371410252,"R",806785307,"R",1583934055,"R",1855568051,"R",8449140,"R",163232733,"R",171681873,"R",368695796,"R",14816795,"R",383512591,"R",555194464,"R",418421868,"R",360066581,"R",243961838,"R",277923300,"R",1300373587,"R",22832693,"R",9507472,"R",4250,"R",32335915,"R",23921462,"R",1358102,"R",42488,"R",25237076,"R",716705510,"R",108835894,"R",17771836,"R",807769568,"R",107977115,"R",8096730,"R",9003111,"R",107070734,"R",99775379,"R",3474503,"R",1322,"R",103248560,"R",0,"R",0,"R",0,"R",0,"R",112312973,"R",95287026,"R",134702852,"R",72897147,"R",351000027,"R",27087074,"R",6676849,"R",371410252,"R",162616724,"R",57291890,"R",18610072,"R",4670904,"R",88346775,"R",0,"R",0,"R",33506712,"R",365043077,"R",0,"R",171299493,"R",0,"R",0,"R",250000,"R",613633,"R",34709913,"R",112172853,"R",0,"R",319045892,"R",0,"R",7423318,"R",15922925,"R",0,"R",23346243,"R",707435212,"R",168532917,"R",110663897,"R",32357758,"R",0,"R",25511262,"R",31791020,"R",11017729,"R",2809559,"R",0,"R",17963732,"R",37405526,"R",20709711,"R",5746797,"R",0,"R",10949018,"R",57117239,"R",31723282,"R",8407001,"R",0,"R",16986956,"R",25295628,"R",13681318,"R",3533481,"R",0,"R",8080829,"R",55260521,"R",26712798,"R",13725959,"R",0,"R",14821764,"R",45050460,"R",23982783,"R",7631531,"R",0,"R",13436146,"R",27087074,"R",27087074,"R",14507194,"A",,"A",,"A",,"R",14507194,"R",87105694,"R",27690667,"R",6450444,"R",0,"R",52964583,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",549153273,"R",266182185,"R",80662530,"R",27087074,"R",175221484,"R",15838791,"R",15838791,"R",435604,"R",0,"R",0,"R",0,"R",435604,"R",16274395,"R",0,"R",0,"R",0,"R",16274395,"R",565427668,"R",266182185,"R",80662530,"R",27087074,"R",191495879,"R",707435212,"R",565427668,"R",142007544,"R",1158366043,"R",0,"R",1300373587,"R",9797048,"R",4415035,"R",95845,"R",0,"R",10191543,"R",35992420,"R",60491891,"R",40604147,"R",5380550,"R",45984697,"R",14507194,1 ,"R",445817333,"R",516495678
100760,"R",8759848,"R",30150731,"R",11084381,"R",2466858,"R",21533208,"R",30293056,"R",350000,"R",1942084,"R",2292084,"R",7700000,"R",603524,"R",8303524,"R",10595608,"R",12853673,"R",1212179,"R",500,"R",5631096,"R",19697448,"R",1331474,"R",287500,"R",0,"R",1618974,"R",1297632,"R",529999,"R",0,"R",1827631,"R",23646935,"R",83679,"R",0,"R",23730614,"R",4010284,"R",175275,"R",219377,"R",3966182,"R",511652,"R",14816,"R",4500,"R",521968,"R",0,"R",0,"R",0,"Z",0,"R",236149,"R",481865,"R",613678,"R",104336,"R",10115010,"R",1214689,"R",245318,"R",11084381,"R",2754655,"R",5761868,"R",384071,"R",189086,"R",890667,"A",,"A",,"R",11689,"R",9992036,"R",0,"R",9034391,"R",10000,"R",0,"R",0,"R",0,"R",183009,"R",340757,"R",216997,"R",9785154,"R",0,"R",194372,"R",0,"R",0,"R",194372,"R",19971562,"R",8119515,"R",5577823,"R",1436655,"R",0,"R",1105037,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",903839,"R",595604,"R",185627,"R",0,"R",122608,"R",1514416,"R",927664,"R",302529,"R",0,"R",284223,"R",1619750,"R",838281,"R",364806,"R",0,"R",416663,"R",1438311,"R",362826,"R",152330,"R",0,"R",923155,"R",1214689,"R",1214689,"R",2204292,"A",,"A",,"A",,"R",2204292,"R",1560871,"R",418926,"R",140358,"R",0,"R",1001587,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18575683,"R",8721124,"R",2582305,"R",1214689,"R",6057565,"R",366545,"R",366545,"R",472081,"R",0,"R",0,"R",0,"R",472081,"R",838626,"R",0,"R",0,"R",0,"R",838626,"R",19414309,"R",8721124,"R",2582305,"R",1214689,"R",6896191,"R",19971562,"R",19414309,"R",557253,"R",19118755,"R",21440,"R",19697448,"R",3378071,"R",68223,"R",13700,"R",0,"R",6923,"R",1212657,"R",4679574,"R",2475282,"R",0,"R",2475282,"R",2204292,1 ,"R",5056,"R",186521
100812,"R",25016469,"R",22055464,"R",9203046,"R",159198,"R",13011616,"R",38028085,"R",430000,"R",3166719,"R",3596719,"R",12865000,"R",723218,"R",13588218,"R",17184937,"R",10807418,"R",465003,"Z",0,"R",9570727,"R",20843148,"R",642268,"R",54000,"R",0,"R",696268,"R",1071677,"R",20700,"R",0,"R",1092377,"R",16104896,"R",651669,"R",0,"R",16756565,"R",2329797,"R",81069,"R",16752,"R",2394114,"R",984967,"R",42310,"R",11792,"R",1015485,"R",0,"R",0,"R",0,"R",0,"R",286543,"R",137310,"R",323197,"R",100656,"R",8512466,"R",719124,"R",28544,"R",9203046,"R",4940298,"R",12597721,"R",1202501,"R",9875,"R",202185,"R",0,"R",0,"R",9700,"R",18962280,"R",0,"R",13463281,"R",0,"R",0,"R",0,"R",0,"R",0,"R",553992,"R",25272,"R",14042545,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33004825,"R",12030057,"R",8634847,"R",2321127,"Z",0,"R",1074083,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1585057,"R",1058761,"R",329475,"Z",0,"R",196821,"R",1898037,"R",1361050,"R",452640,"Z",0,"R",84347,"R",4080010,"R",1913718,"R",735562,"Z",0,"R",1430730,"R",2595363,"R",1122677,"R",444881,"Z",0,"R",1027805,"R",719124,"R",719124,"R",7224329,"A",,"A",,"A",,"R",7224329,"R",62352,"R",25142,"R",4136,"Z",0,"R",33074,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30194329,"R",14116195,"R",4287821,"R",719124,"R",11071189,"R",176577,"R",176577,"R",427669,"R",0,"R",0,"R",0,"R",427669,"R",604246,"R",0,"R",0,"R",0,"R",604246,"R",30798575,"R",14116195,"R",4287821,"R",719124,"R",11675435,"R",33004825,"R",30798575,"R",2206250,"R",18630733,"R",6165,"R",20843148,"R",2461126,"R",10062502,"R",27500,"R",0,"R",0,"R",345115,"R",12896243,"R",5671914,"R",0,"R",5671914,"R",7224329,1 ,"R",1019950,"R",1254890
100830,"R",18270505,"R",86589680,"R",47530986,"R",30496584,"R",69555278,"R",87825783,"R",250000,"R",13959114,"R",14209114,"R",1350000,"R",1370775,"R",2720775,"R",16929889,"R",34803338,"R",24597522,"R",4828156,"R",6666878,"R",70895894,"R",1085032,"R",0,"R",0,"R",1085032,"R",1471207,"R",0,"R",0,"R",1471207,"R",54089618,"R",61434,"R",0,"R",54151052,"R",4872055,"R",770419,"R",309554,"R",5332920,"R",21016145,"R",855999,"R",322675,"R",21549469,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",44856777,"R",2674209,"R",0,"R",47530986,"R",16884070,"R",5875332,"R",17886179,"R",340032,"R",4354001,"R",0,"R",0,"R",4036597,"R",49376211,"R",0,"R",27210846,"Z",0,"Z",0,"Z",0,"Z",0,"R",18703898,"R",1486749,"R",0,"R",47401493,"R",0,"R",41429,"R",24520,"R",0,"R",65949,"R",96843653,"R",22482200,"R",17501903,"R",3753416,"Z",0,"R",1226881,"R",208566,"R",57556,"R",13714,"Z",0,"R",137296,"R",23149754,"R",2902271,"R",545382,"Z",0,"R",19702101,"R",4367599,"R",2841581,"R",607926,"Z",0,"R",918092,"R",3825905,"R",2319225,"R",484853,"Z",0,"R",1021827,"R",6748069,"R",3906325,"R",1771152,"Z",0,"R",1070592,"R",4649920,"R",1406716,"R",439534,"Z",0,"R",2803670,"R",2674209,"R",2674209,"R",2280314,"A",,"A",,"A",,"R",2280314,"R",6039881,"R",890373,"R",92389,"Z",0,"R",5057119,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76426417,"R",31825950,"R",7708366,"R",2674209,"R",34217892,"R",45346,"R",45346,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45346,"R",0,"R",0,"R",0,"R",45346,"R",76471763,"R",31825950,"R",7708366,"R",2674209,"R",34263238,"R",96843653,"R",76471763,"R",20371890,"R",50524004,"R",0,"R",70895894,"R",3801524,"R",240032,"R",212035,"R",0,"R",407178,"R",1917726,"R",6578495,"R",3789534,"R",508647,"R",4298181,"R",2280314,1 ,"R",23888763,"R",37037175
100858,"R",190251899,"R",1143739832,"R",500713370,"R",662247731,"R",1305274193,"R",1495526092,"R",14563637,"R",166651242,"R",181214879,"R",310965826,"R",38701655,"R",349667481,"R",530882360,"R",441675751,"R",110094095,"R",18121550,"R",394752336,"R",964643732,"R",53917393,"R",5557460,"R",2133981,"R",57340872,"R",127040996,"R",8383826,"R",16392547,"R",119032275,"R",635834117,"R",78467612,"R",4150000,"R",710151729,"R",151867799,"R",15455819,"R",3710989,"R",163612629,"R",110350433,"R",6441426,"R",71080,"R",116720779,"R",0,"R",0,"R",0,"R",0,"R",42246317,"R",78310250,"R",68014550,"R",52542017,"R",472703210,"R",34460577,"R",6450417,"R",500713370,"R",202643450,"R",96336752,"R",6284327,"R",13455427,"R",60988458,"R",0,"R",0,"R",31855129,"R",411563543,"R",0,"R",261040063,"R",0,"R",0,"R",0,"R",0,"R",36109765,"R",50137190,"R",0,"R",347287018,"R",108492,"R",22372954,"R",187513,"R",0,"R",22668959,"R",781519520,"R",172451254,"R",125927489,"R",27277269,"Z",0,"R",19246496,"R",94458796,"R",52386009,"R",10842065,"Z",0,"R",31230722,"R",83118099,"R",37370791,"R",17076950,"Z",0,"R",28670358,"R",37959645,"R",23873441,"R",5090974,"Z",0,"R",8995230,"R",12471822,"R",6471912,"R",1298083,"Z",0,"R",4701827,"R",48773681,"R",9697886,"R",5012481,"Z",0,"R",34063314,"R",53262048,"R",15925637,"R",4812006,"Z",0,"R",32524405,"R",34460577,"R",34460577,"R",23971444,"A",,"A",,"A",,"R",23971444,"R",69964403,"R",23352110,"R",4587305,"Z",0,"R",42024988,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",630891769,"R",295005275,"R",75997133,"R",34460577,"R",225428784,"R",11916872,"R",11916872,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11916872,"R",0,"R",0,"R",0,"R",11916872,"R",642808641,"R",295005275,"R",75997133,"R",34460577,"R",237345656,"R",781519520,"R",642808641,"R",138710879,"R",825932853,"R",0,"R",964643732,"R",7568671,"R",1783649,"R",0,"R",0,"R",7394588,"R",44695755,"R",61442663,"R",35951098,"R",1520121,"R",37471219,"R",23971444,1 ,"R",378570463,"R",450973253
