UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
161226,"R",7712,"R",964,"R",241,"A",.,"R",7712,"R",964,"R",241,"A",.,"R",16128,"R",964,"R",504,"A",.,"A",.,"A",.,"R",347,"A",.,"A",.,"R",347,"A",.,"A",.,"R",347,"R",5824,"R",759,"R",6583,"R",6528,"R",804,"R",7332,"R",7296,"R",910,"R",8206,"R",7712,"R",964,"R",8676,.,.,"R",5824,"R",759,"R",6583,"R",6528,"R",804,"R",7332,"R",7296,"R",910,"R",8206,"R",7712,"R",964,"R",8676,.,.,"R",13536,"R",759,"R",14295,"R",14208,"R",804,"R",15012,"R",15027,"R",910,"R",15937,"R",16128,"R",964,"R",17092,.,.,"R",650,"R",690,"R",700,"R",720,"R",6312,"R",6722,"R",7158,"R",7552,"R",2391,"R",2451,"R",2590,"R",2668,"R",6312,"R",6722,"R",6312,"R",6312,"R",2391,"R",2451,"R",2590,"R",2668,"R",2391,"R",2451,"R",2122,"R",2604,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161235,"R",6030,"R",773,"R",201,"A",.,"R",6030,"R",773,"R",201,"A",.,"R",15180,"R",773,"R",506,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4650,"R",536,"R",5186,"R",5100,"R",653,"R",5753,"R",5700,"R",713,"R",6413,"R",6030,"R",773,"R",6803,.,.,"R",4650,"R",536,"R",5186,"R",5100,"R",653,"R",5753,"R",5700,"R",713,"R",6413,"R",6030,"R",773,"R",6803,.,.,"R",11220,"R",536,"R",11756,"R",12780,"R",653,"R",13433,"R",14310,"R",713,"R",15023,"R",15180,"R",773,"R",15953,.,.,"R",1000,"R",1000,"R",1050,"R",1100,"R",6282,"R",6620,"R",6940,"R",7080,"R",2500,"R",2500,"R",2500,"R",2500,"R",6282,"R",6392,"R",6530,"R",6716,"R",2500,"R",2500,"R",2500,"R",2500,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161244,"R",6030,"R",745,"R",201,"A",.,"R",6030,"R",745,"R",201,"A",.,"R",16770,"R",745,"R",559,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4650,"R",595,"R",5245,"R",5100,"R",670,"R",5770,"R",5700,"R",710,"R",6410,"R",6030,"R",745,"R",6775,.,.,"R",4650,"R",595,"R",5245,"R",5100,"R",670,"R",5770,"R",5700,"R",710,"R",6410,"R",6030,"R",745,"R",6775,.,.,"R",12510,"R",595,"R",13105,"R",14130,"R",670,"R",14800,"R",15840,"R",710,"R",16550,"R",16770,"R",745,"R",17515,.,.,"R",800,"R",800,"R",800,"R",800,"R",5962,"R",6260,"R",6574,"R",6936,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161253,"R",7590,"R",2036,"R",253,"A",.,"R",7590,"R",2036,"R",253,"A",.,"R",22740,"R",2036,"R",728,"A",.,"R",6822,"R",1000,"R",379,"R",6822,"R",1000,"R",379,"R",19620,"R",1000,"R",1090,"R",5970,"R",1524,"R",7494,"R",6540,"R",1790,"R",8330,"R",7170,"R",1930,"R",9100,"R",7590,"R",2036,"R",9626,.,.,"R",5970,"R",1524,"R",7494,"R",6540,"R",1790,"R",8330,"R",7170,"R",1930,"R",9100,"R",7590,"R",2036,"R",9626,.,.,"R",16920,"R",1524,"R",18444,"R",18750,"R",1790,"R",20540,"R",20580,"R",1930,"R",22510,"R",22740,"R",2036,"R",24776,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",7124,"R",7484,"R",8008,"R",8348,"R",2200,"R",2200,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161299,"R",7900,"R",2205,"R",300,"A",.,"R",7900,"R",2205,"R",300,"A",.,"R",15600,"R",2205,"R",550,"A",.,"R",16100,"R",2225,"R",450,"R",16100,"R",2225,"R",450,"R",29160,"R",2225,"R",810,"R",6800,"R",1455,"R",8255,"R",7000,"R",1805,"R",8805,"R",7500,"R",2105,"R",9605,"R",7900,"R",2205,"R",10105,.,.,"R",6800,"R",1455,"R",8255,"R",7000,"R",1805,"R",8805,"R",7500,"R",2105,"R",9605,"R",7900,"R",2205,"R",10105,.,.,"R",13110,"R",1455,"R",14565,"R",13600,"R",1805,"R",15405,"R",14800,"R",2105,"R",16905,"R",15600,"R",2205,"R",17805,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",7050,"R",7400,"R",8000,"R",8450,"R",800,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161341,"R",6030,"R",670,"R",201,"A",.,"R",6030,"R",670,"R",201,"A",.,"R",15180,"R",670,"R",506,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6030,"R",670,"R",6700,"R",6030,"R",670,"R",6700,"R",6030,"R",670,"R",6700,"R",6030,"R",714,"R",6744,.,.,"R",6030,"R",670,"R",6700,"R",6030,"R",670,"R",6700,"R",6030,"R",670,"R",6700,"R",6030,"R",714,"R",6744,.,.,"R",15180,"R",670,"R",15850,"R",15180,"R",670,"R",15850,"R",15180,"R",670,"R",15850,"R",15180,"R",714,"R",15894,.,.,"R",800,"R",900,"R",900,"R",900,"R",5658,"R",5980,"R",6292,"R",6744,"R",2200,"R",2200,"R",2470,"R",2472,"R",4876,"R",4876,"R",5100,"R",5100,"R",2200,"R",2200,"R",2470,"R",2472,"R",2200,"R",2200,"R",2470,"R",2472,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161378,"R",3150,"R",0,"A",.,"A",.,"R",3150,"Z",0,"A",.,"A",.,"R",3150,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161457,"R",26940,"R",980,"R",970,"A",.,"R",26940,"R",980,"R",970,"A",.,"R",26940,"R",980,"R",970,"A",.,"R",14850,"R",475,"R",675,"R",14850,"R",475,"R",675,"R",14850,"R",475,"R",675,"R",22940,"R",850,"R",23790,"R",24440,"R",890,"R",25330,"R",26030,"R",950,"R",26980,"R",26940,"R",980,"R",27920,.,.,"R",22940,"R",850,"R",23790,"R",24440,"R",890,"R",25330,"R",26030,"R",950,"R",26980,"R",26940,"R",980,"R",27920,.,.,"R",22940,"R",850,"R",23790,"R",24440,"R",890,"R",25330,"R",26030,"R",950,"R",26980,"R",26940,"R",980,"R",27920,.,.,"R",1000,"R",1000,"R",1000,"R",1350,"R",9255,"R",9860,"R",10500,"R",10870,"R",1950,"R",2270,"R",2475,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161484,"R",2520,"R",700,"R",84,"A",.,"R",2520,"R",700,"R",84,"A",.,"R",5040,"R",700,"R",168,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2340,"R",600,"R",2940,"R",2400,"R",615,"R",3015,"R",2460,"R",692,"R",3152,"R",2520,"R",700,"R",3220,.,.,"R",2340,"R",600,"R",2940,"R",2400,"R",615,"R",3015,"R",2460,"R",692,"R",3152,"R",2520,"R",700,"R",3220,.,.,"R",4770,"R",600,"R",5370,"R",4830,"R",615,"R",5445,"R",4920,"R",692,"R",5612,"R",5040,"R",700,"R",5740,.,.,"R",1400,"R",1540,"R",1540,"R",1540,"R",4930,"R",5240,"R",5500,"R",5500,"R",1950,"R",2040,"R",2780,"R",2780,"R",6840,"R",7080,"R",7080,"R",7080,"R",2600,"R",2840,"R",4380,"R",4380,"R",2600,"R",2840,"R",4380,"R",4380,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161509,"R",27550,"R",680,"R",1148,"A",.,"R",27550,"R",680,"R",1148,"A",.,"R",27550,"R",680,"R",1148,"A",.,"R",27550,"R",375,"A",.,"R",27550,"R",375,"A",.,"R",27550,"R",375,"A",.,"R",24670,"R",650,"R",25320,"R",25410,"R",650,"R",26060,"R",26490,"R",675,"R",27165,"R",27550,"R",730,"R",28280,.,.,"R",24670,"R",650,"R",25320,"R",25410,"R",650,"R",26060,"R",26490,"R",675,"R",27165,"R",27550,"R",730,"R",28280,.,.,"R",24670,"R",650,"R",25320,"R",25410,"R",650,"R",26060,"R",26490,"R",675,"R",27165,"R",27550,"R",730,"R",28280,.,.,"R",1800,"R",2100,"R",2100,"R",2100,"R",6900,"R",7380,"R",9000,"R",9700,"R",1800,"R",1800,"R",1200,"R",1200,"R",6000,"R",6000,"R",6000,"R",9100,"R",2200,"R",2200,"R",1200,"R",1200,"R",5620,"R",5620,"R",5300,"R",1200,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161518,"R",25150,"R",900,"R",450,"A",.,"R",25150,"R",900,"R",450,"A",.,"R",25150,"R",900,"R",450,"A",.,"R",6570,"R",0,"R",365,"R",6570,"Z",0,"R",365,"R",6570,"Z",0,"R",365,"R",21000,"R",760,"R",21760,"R",22500,"R",800,"R",23300,"R",24200,"R",849,"R",25049,"R",25150,"R",900,"R",26050,.,.,"R",21000,"R",760,"R",21760,"R",22500,"R",800,"R",23300,"R",24200,"R",849,"R",25049,"R",25150,"R",900,"R",26050,.,.,"R",21000,"R",760,"R",21760,"R",22500,"R",800,"R",23300,"R",24200,"R",849,"R",25049,"R",25150,"R",900,"R",26050,.,.,"R",800,"R",900,"R",900,"R",1100,"R",9030,"R",9600,"R",9950,"R",10350,"R",1750,"R",1700,"R",1700,"R",1700,"R",6300,"R",7200,"R",7200,"R",7200,"R",2430,"R",2400,"R",2700,"R",2700,"R",1880,"R",2200,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161545,"R",2520,"R",845,"R",84,"A",.,"R",2520,"R",845,"R",84,"A",.,"R",5040,"R",845,"R",168,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2340,"R",540,"R",2880,"R",2400,"R",815,"R",3215,"R",2460,"R",830,"R",3290,"R",2520,"R",845,"R",3365,.,.,"R",2340,"R",540,"R",2880,"R",2400,"R",815,"R",3215,"R",2460,"R",830,"R",3290,"R",2520,"R",845,"R",3365,.,.,"R",4770,"R",540,"R",5310,"R",4830,"R",815,"R",5645,"R",4920,"R",830,"R",5750,"R",5040,"R",845,"R",5885,.,.,"R",900,"R",1100,"R",1100,"R",1100,"R",6404,"R",7282,"R",7746,"R",8212,"R",2774,"R",2774,"R",2776,"R",2776,"R",6540,"R",6540,"R",6540,"R",6698,"R",5302,"R",5302,"R",5304,"R",5432,"R",3382,"R",3382,"R",3384,"R",3464,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161554,"R",6930,"R",1244,"R",231,"A",.,"R",6930,"R",1244,"R",231,"A",.,"R",19140,"R",1244,"R",638,"A",.,"R",6246,"R",828,"R",347,"R",6246,"R",828,"R",347,"R",17730,"R",828,"R",985,"R",5400,"R",941,"R",6341,"R",5940,"R",1030,"R",6970,"R",6540,"R",1184,"R",7724,"R",6930,"R",1244,"R",8174,.,.,"R",5400,"R",941,"R",6341,"R",5940,"R",1030,"R",6970,"R",6540,"R",1184,"R",7724,"R",6930,"R",1244,"R",8174,.,.,"R",14640,"R",941,"R",15581,"R",16410,"R",1030,"R",17440,"R",18060,"R",1184,"R",19244,"R",19140,"R",1244,"R",20384,.,.,"R",870,"R",884,"R",920,"R",1200,"R",7498,"R",8270,"R",9396,"R",10444,"R",3229,"R",3310,"R",3506,"R",3628,"R",7498,"R",8270,"R",9396,"R",10444,"R",3229,"R",3310,"R",3506,"R",3628,"R",3229,"R",3310,"R",3506,"R",3628,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161563,"R",19900,"R",540,"R",829,"A",.,"R",19900,"R",540,"R",829,"A",.,"R",19900,"R",540,"R",829,"A",.,"R",2775,"R",0,"R",308,"R",2775,"Z",0,"R",308,"R",2775,"Z",0,"R",308,"R",17280,"R",450,"R",17730,"R",18230,"R",480,"R",18710,"R",19230,"R",520,"R",19750,"R",19900,"R",540,"R",20440,.,.,"R",17280,"R",450,"R",17730,"R",18230,"R",480,"R",18710,"R",19230,"R",520,"R",19750,"R",19900,"R",540,"R",20440,.,.,"R",17280,"R",450,"R",17730,"R",18230,"R",480,"R",18710,"R",19230,"R",520,"R",19750,"R",19900,"R",540,"R",20440,.,.,"R",800,"R",800,"R",800,"R",800,"R",7430,"R",7780,"R",8170,"R",8410,"R",2000,"R",2000,"R",2000,"R",2000,"R",5940,"R",5940,"R",5940,"R",5940,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"R",2600,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161572,"R",20540,"R",1130,"R",770,"A",.,"R",20540,"R",1130,"R",770,"A",.,"R",20540,"R",1130,"R",770,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17580,"R",770,"R",18350,"R",18630,"R",965,"R",19595,"R",19650,"R",1110,"R",20760,"R",20540,"R",1150,"R",21690,.,.,"R",17580,"R",770,"R",18350,"R",18630,"R",965,"R",19595,"R",19650,"R",1110,"R",20760,"R",20540,"R",1150,"R",21690,.,.,"R",17580,"R",770,"R",18350,"R",18630,"R",965,"R",19595,"R",19650,"R",1110,"R",20760,"R",20540,"R",1150,"R",21690,.,.,"R",400,"R",450,"R",450,"R",450,"R",6960,"R",7310,"R",7680,"R",4830,"R",950,"R",1050,"R",1130,"R",1130,"R",3900,"R",4300,"R",4500,"R",4500,"R",950,"R",1050,"R",1130,"R",1130,"R",950,"R",1050,"R",1130,"R",1130,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161581,"R",2604,"R",910,"R",84,"A",.,"R",2604,"R",910,"R",84,"A",.,"R",5208,"R",1616,"R",168,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2418,"R",860,"R",3278,"R",2480,"R",877,"R",3357,"R",2542,"R",894,"R",3436,"R",2604,"R",910,"R",3514,.,.,"R",2418,"R",860,"R",3278,"R",2480,"R",877,"R",3357,"R",2542,"R",894,"R",3436,"R",2604,"R",910,"R",3514,.,.,"R",4929,"R",1541,"R",6470,"R",4991,"R",1557,"R",6548,"R",5084,"R",1583,"R",6667,"R",5208,"R",1616,"R",6824,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",3885,"R",4203,"R",4780,"R",5052,"R",1516,"R",1669,"R",1668,"R",1668,"R",4583,"R",5040,"R",5040,"R",5040,"R",1516,"R",1669,"R",1668,"R",1668,"R",2305,"R",2306,"R",2306,"R",2306,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161688,"R",3040,"R",194,"R",99,"A",.,"R",5520,"R",194,"R",184,"A",.,"R",6630,"R",194,"R",221,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2850,"R",194,"R",3044,"R",2880,"R",194,"R",3074,"R",3040,"R",194,"R",3234,"R",3040,"R",194,"R",3234,.,.,"R",5310,"R",194,"R",5504,"R",5340,"R",194,"R",5534,"R",5460,"R",194,"R",5654,"R",5520,"R",194,"R",5714,.,.,"R",6210,"R",194,"R",6404,"R",6240,"R",194,"R",6434,"R",6390,"R",194,"R",6584,"R",6630,"R",194,"R",6824,.,.,"R",800,"R",800,"R",1000,"R",1100,"R",6970,"R",7250,"R",7700,"R",8000,"R",2775,"R",2775,"R",3095,"R",3349,"R",5985,"R",5985,"R",6925,"R",6921,"R",2775,"R",2775,"R",3095,"R",3349,"R",6375,"R",6375,"R",6728,"R",7009,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161767,"R",2640,"R",280,"R",88,"A",.,"R",5070,"R",280,"R",169,"A",.,"R",8970,"R",280,"R",299,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2580,"R",280,"R",2860,"R",2580,"R",280,"R",2860,"R",2580,"R",280,"R",2860,"R",2640,"R",280,"R",2920,.,.,"R",4950,"R",280,"R",5230,"R",4950,"R",280,"R",5230,"R",4950,"R",280,"R",5230,"R",5070,"R",280,"R",5350,.,.,"R",8760,"R",280,"R",9040,"R",8760,"R",280,"R",9040,"R",8760,"R",280,"R",9040,"R",8970,"R",280,"R",9250,.,.,"R",1271,"R",1308,"R",1470,"R",1399,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8391,"R",8634,"R",9060,"R",9241,"R",3686,"R",3793,"R",4080,"R",4161,"R",6182,"R",6429,"R",6774,"R",6909,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161864,"R",2640,"R",422,"R",88,"A",.,"R",2640,"R",422,"R",88,"A",.,"R",6300,"R",422,"R",210,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2340,"R",225,"R",2565,"R",2340,"R",238,"R",2578,"R",2640,"R",265,"R",2905,"R",2640,"R",422,"R",3062,.,.,"R",2340,"R",225,"R",2565,"R",2340,"R",238,"R",2578,"R",2640,"R",265,"R",2905,"R",2640,"R",422,"R",3062,.,.,"R",5450,"R",225,"R",5675,"R",5450,"R",410,"R",5860,"R",6300,"R",202,"R",6502,"R",6300,"R",422,"R",6722,.,.,"R",550,"R",550,"R",825,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9200,"R",9200,"R",11000,"R",5644,"R",130,"R",130,"R",200,"R",782,"R",130,"R",130,"R",200,"R",782,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161873,"R",5325,"R",1846,"R",243,"A",.,"R",5325,"R",1846,"R",243,"A",.,"R",18832,"R",1846,"R",784,"A",.,"R",10244,"R",1400,"R",568,"R",10244,"R",1400,"R",568,"R",14832,"R",1400,"R",824,"R",5325,"R",1489,"R",6814,"R",5325,"R",1609,"R",6934,"R",5325,"R",1726,"R",7051,"R",5325,"R",1846,"R",7171,.,.,"R",5325,"R",1489,"R",6814,"R",5325,"R",1609,"R",6934,"R",5325,"R",1726,"R",7051,"R",5325,"R",1846,"R",7171,.,.,"R",17411,"R",1489,"R",18900,"R",17411,"R",1609,"R",19020,"R",18831,"R",1726,"R",20557,"R",18831,"R",1846,"R",20677,.,.,"R",1200,"R",1400,"R",1450,"R",1450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12100,"R",12600,"R",13100,"R",13100,"R",4998,"R",4998,"R",5180,"R",6380,"R",7100,"R",7248,"R",7530,"R",11380,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
161882,"R",17930,"R",9460,"R",532,"A",.,"R",17930,"R",9460,"R",532,"A",.,"R",17930,"R",9460,"R",532,"A",.,"R",9396,"R",456,"R",522,"R",9396,"R",456,"R",522,"R",9396,"R",456,"R",522,"R",15488,"R",6552,"R",22040,"R",16262,"R",8580,"R",24842,"R",17076,"R",9010,"R",26086,"R",17930,"R",9460,"R",27390,.,.,"R",15488,"R",6552,"R",22040,"R",16262,"R",8580,"R",24842,"R",17076,"R",9010,"R",26086,"R",17930,"R",9460,"R",27390,.,.,"R",15488,"R",6552,"R",22040,"R",16262,"R",8580,"R",24842,"R",17076,"R",9010,"R",26086,"R",17930,"R",9460,"R",27390,.,.,"R",2000,"R",2000,"R",1500,"R",2250,"R",6938,"R",8508,"R",9942,"R",9897,"R",2065,"R",1950,"R",2550,"R",2550,"R",7236,"R",7596,"R",8739,"R",9639,"R",2065,"R",1950,"R",2250,"R",2550,"R",2065,"R",1950,"R",2550,"R",3248,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
162007,"R",4286,"R",1753,"R",189,"A",.,"R",4286,"R",1753,"R",189,"A",.,"R",14724,"R",1753,"R",620,"A",.,"R",8040,"R",1381,"R",335,"R",8040,"R",1381,"R",335,"R",15360,"R",1381,"R",640,"R",4286,"R",1195,"R",5481,"R",4286,"R",1719,"R",6005,"R",4286,"R",1719,"R",6005,"R",4286,"R",1753,"R",6039,.,.,"R",4286,"R",1195,"R",5481,"R",4286,"R",1719,"R",6005,"R",4286,"R",1719,"R",6005,"R",4286,"R",1719,"R",6005,.,.,"R",13591,"R",1195,"R",14786,"R",14507,"R",1719,"R",16226,"R",14507,"R",1719,"R",16226,"R",14724,"R",1719,"R",16443,.,.,"R",2678,"R",2676,"R",2784,"R",2800,"R",6575,"R",6878,"R",7153,"R",8134,"R",1804,"R",1804,"R",1876,"R",1706,"R",8934,"R",8934,"R",9291,"R",10314,"R",2186,"R",2186,"R",2273,"R",2274,"R",1640,"R",1640,"R",1706,"R",1706,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
