unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,part,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"100654","13734603","356696","14091299","12039119","490605","7596825","8087430","2824330","589893","4226298","4816191","2938543","3177527","303083","3480610","2070615","4392268","0","4392268","2112350","9570762","2214304","11785066","3837959","3544510","0","3544510","821965","1376575","4406103","5782678","0","0","0","0","0","0","36876743","19103309","55980052","5872770","0","5872770","0","0","0","0","0","0","42749513","19103309","61852822","26644881","4437247","0","1305154","32387282","1383692","1106088","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,31,31,31,31,31
"100663","137411977","12056902","149468879","103391890","7896484","101562801","109459285","57167223","17870234","20243473","38113707","18773099","29492746","331583","29824329","16294117","9289792","668641","9958433","4703204","27935669","26189","27961858","12542491","25979860","7937","25987797","9549701","2630215","10219009","12849224","10667677","0","10667677","14266897","1734135","16001032","283441551","146850670","430292221","17886246","0","17886246","439232466","0","439232466","0","0","0","740560263","146850670","887410933","222421725","38186811","0","10848362","271456898","6737117","1664143","2088272","4734916","33131101","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,31,31
"100672","1752057","288488","2040545","1275046","0","0","0","0","0","0","0","0","181665","10945","192610","126325","252141","203124","455265","301462","517078","0","517078","277671","325656","35394","361050","70318","48401","194603","243004","0","0","0","439000","0","439000","3515998","732554","4248552","135561","0","135561","0","0","0","0","0","0","3651559","732554","4384113","2050822","197552","0","209951","2458325","97590","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"100690","829661","0","829661","293464","0","0","0","0","0","0","0","0","56675","0","56675","27750","97022","0","97022","70979","417120","0","417120","236234","49734","0","49734","1782","151365","41365","192730","0","0","0","114794","1681","116475","1716371","43046","1759417","0","0","0","0","0","0","0","0","0","1716371","43046","1759417","630209","244969","0","0","875178","56675","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"100706","27977743","815882","28793625","21123443","4851237","21346500","26197737","13289376","52171","108884","161055","116332","6637631","11683","6649314","2937459","3943105","64919","4008024","1776690","6150733","21752","6172485","4451463","4134858","0","4134858","1583487","1784136","2309147","4093283","2178411","0","2178411","1704962","20596","1725558","59414987","24699363","84114350","3651104","0","3651104","0","0","0","0","0","0","63066091","24699363","87765454","45278250","7068147","0","1938762","54285159","2058995","890661","177995","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"100724","11141993","1729670","12871663","10574144","45199","549603","594802","61111","144708","299278","443986","117523","2588028","539481","3127509","1227198","4248930","469380","4718310","3332087","5848506","1001954","6850460","2663500","4818216","23679","4841895","2362630","1701997","6562404","8264401","949717","0","949717","0","0","0","31487294","11175449","42662743","6864817","224692","7089509","0","0","0","0","0","0","38352111","11400141","49752252","20338193","2478667","0","0","22816860","1392625","1660058","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"100733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","209443","0","209443","0","0","0","0","0","0","0","0","0","0","0","277017","0","277017","486460","0","486460","0","0","0","0","0","0","0","0","0","486460","0","486460","0","0","0","0","0","0","0","0","0","0","0","0","B",31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,31,31,31
"100751","78009777","6421856","84431633","58091103","5589891","11819898","17409789","9484849","11965532","12366953","24332485","8828862","27154249","1359286","28513535","15547780","5209957","509991","5719948","3206037","24928434","253884","25182318","16053960","14629503","268025","14897528","8604708","7387217","8823979","16211196","2768115","0","2768115","3889892","692461","4582353","181532567","42516333","224048900","56367951","195411","56563362","0","0","0","0","0","0","237900518","42711744","280612262","119817299","25880811","0","0","145698110","9788189","4056369","10275927","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"100760","3447687","1493531","4941218","3660650","85221","302","85523","17501","0","88723","88723","53169","609865","114965","724830","457107","630761","158950","789711","502425","903614","33784","937398","510384","683802","10248","694050","215591","436392","1037586","1473978","181815","0","181815","96799","0","96799","7075956","2938089","10014045","788225","6392","794617","0","0","0","0","0","0","7864181","2944481","10808662","5416827","566600","0","528650","6512077","213424","0","-93634","0","0","0","0","B",10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,11,10,31,10,10,11,11,10,10,10,31,31,31,31,31,31,10,11,11,10,10,31,10,10,10,31,10,31,31,31,31
"100812","5274503","270326","5544829","4149811","0","17810","17810","0","0","0","0","0","779741","0","779741","484179","1185066","20623","1205689","892875","1374465","0","1374465","857297","1261357","0","1261357","626709","190976","1004361","1195337","107893","0","107893","347685","-2317","345368","10521686","1310803","11832489","791012","0","791012","0","0","0","0","0","0","11312698","1310803","12623501","7010871","552105","0","885319","8448295","404439","0","-167685","0","0","0","0","B",10,10,10,10,31,10,10,31,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"100830","14559181","207687","14766868","11301211","199559","87447","287006","170298","1058557","1424962","2483519","1235573","3622273","138360","3760633","2160491","2522648","36715","2559363","1291352","3344224","19317","3363541","1888874","2984209","0","2984209","840900","375251","2475906","2851157","62678","0","62678","107120","21161","128281","28835700","4411555","33247255","3623208","0","3623208","0","0","0","0","0","0","32458908","4411555","36870463","18888699","3543899","0","0","22432598","1488557","147400","104400","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"100858","83066830","4760705","87827535","65716518","34002568","30975866","64978434","34031491","29710745","17115105","46825850","27719564","21878793","2150322","24029115","12069180","8844459","122711","8967170","4922036","16762006","230590","16992596","12891280","19881815","925389","20807204","9106773","812929","9946691","10759620","6907398","0","6907398","4519427","5770719","10290146","226386970","71998098","298385068","40751372","0","40751372","0","0","0","0","0","0","267138342","71998098","339136440","166456842","24092387","7645784","0","198195013","9477969","6589753","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,31,10,10,10,10,10,18,18,10,31,10,31,31,31,31,31,31,10,18,18,10,10,10,31,10,10,10,31,31,31,31,31
"100919","3244344","344369","3588713","2654201","1433156","0","1433156","634625","0","0","0","0","274397","46548","320945","177187","702008","153425","855433","578056","1084582","0","1084582","553113","809517","0","809517","252856","723108","497794","1220902","62811","0","62811","307687","0","307687","8641610","1042136","9683746","779064","0","779064","0","0","0","0","0","0","9420674","1042136","10462810","4850038","436324","0","535999","5822361","20173","0","4508","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,11,11,10,10,31,10,10,31,10,11,11,10,10,31,10,31,31,31,31,31,31,11,11,10,10,10,10,10,18,10,31,10,31,31,31,31
"100937","6223372","824196","7047568","4520098","0","0","0","0","0","0","0","0","1293094","72707","1365801","492431","2075577","457876","2533453","1036287","3168306","192411","3360717","1499677","1893046","0","1893046","424385","2475873","4411569","6887442","50602","0","50602","0","0","0","17179870","5958759","23138629","5299115","0","5299115","0","0","0","0","0","0","22478985","5958759","28437744","7972878","2152146","0","0","10125024","815835","1169710","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10
"100964","1676980","281001","1957981","1298694","31334","0","31334","15167","2003","22089","24092","1043","246479","13305","259784","144573","201949","236149","438098","121923","382746","143689","526435","151586","462350","0","462350","69908","312047","527420","839467","83070","0","83070","70423","0","70423","3469381","1223653","4693034","353771","0","353771","0","0","0","0","0","0","3823152","1223653","5046805","1802894","224567","0","0","2027461","170411","0","70423","0","0","0","0","B",10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"100973","606861","13663","620524","496871","0","0","0","0","0","0","0","0","179656","348481","528137","310651","62023","367469","429492","292619","96671","23349","120020","77319","135712","0","135712","32440","105024","310382","415406","0","0","0","0","0","0","1185947","1063344","2249291","0","0","0","0","0","0","0","0","0","1185947","1063344","2249291","1209900","130873","0","0","1340773","0","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,11,11,31,31,31,31,31,31,10,18,18,31,31,31,31,31,31,31,31,31,10,18,18,10,10,31,31,10,31,31,31,31,31,31,31
"101028","2379214","89773","2468987","1959779","0","0","0","0","0","0","0","0","418550","7518","426068","255658","510049","69464","579513","427090","652451","0","652451","410196","545872","0","545872","133668","342419","1222421","1564840","88212","0","88212","106934","0","106934","5043701","1389176","6432877","135866","0","135866","0","0","0","0","0","0","5179567","1389176","6568743","3186391","273733","0","361318","3821442","226708","0","109680","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101037","1550080","326293","1876373","1208817","3677","0","3677","3545","32156","72616","104772","68389","134948","13373","148321","87677","194648","361759","556407","323378","352128","1875029","2227157","374246","342980","5225","348205","96915","348467","548298","896765","0","0","0","250000","0","250000","3209084","3202593","6411677","147729","0","147729","0","0","0","0","0","0","3356813","3202593","6559406","2162967","261901","0","201569","2626437","11726","0","0","0","0","0","0","B",10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,31,31,31,10,31,10,18,18,18,10,31,10,10,10,10,31,31,31,18,18,18,10,10,31,10,10,10,10,10,31,31,31,31
"101073","324351","372504","696855","238019","11601","0","11601","9812","0","0","0","0","139445","13527","152972","108543","134916","4113","139029","58060","570373","43228","613601","286250","145560","1655","147215","39298","662811","1057958","1720769","0","0","0","-137128","-421699","-558827","1851929","1071286","2923215","324246","14484","338730","0","0","0","0","0","0","2176175","1085770","3261945","739982","144211","31537","0","915730","95763","0","0","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,11,10,11,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31
"101107","1762545","230120","1992665","1332746","306","54895","55201","41712","0","0","0","0","46708","90516","137224","37505","277836","247880","525716","147780","454522","0","454522","271494","295784","0","295784","58987","192965","648748","841713","0","0","0","1150616","0","1150616","4181282","1272159","5453441","165228","0","165228","0","0","0","0","0","0","4346510","1272159","5618669","1890224","153011","0","221624","2264859","15318","0","440","0","0","0","0","B",10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,11,10,31,10,11,10,31,10,31,31,31,31
"101116","201137","0","201137","195409","0","0","0","0","0","0","0","0","23338","0","23338","12018","273247","0","273247","127132","338011","0","338011","65144","116912","0","116912","9020","0","0","0","0","0","0","0","0","0","952645","0","952645","84319","0","84319","0","0","0","0","0","0","1036964","0","1036964","408723","9929","0","0","418652","14562","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,11,31,11,10,10,10,10,10,10,31,31,31,31,31,31
"101143","2747403","822639","3570042","2732483","0","0","0","0","0","0","0","0","706463","34292","740755","508639","744386","22062","766448","558241","979566","5542","985108","603540","567641","0","567641","265771","351011","836528","1187539","61821","0","61821","-419765","5279","-414486","5738526","1726342","7464868","481576","2257","483833","0","0","0","0","0","0","6220102","1728599","7948701","4668674","558796","0","502039","5729509","258649","0","0","0","0","0","0","B",10,10,10,11,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,11,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,11,31,10,18,10,31,31,31,31,31,31
"101161","3618021","329329","3947350","2858422","15222","0","15222","2200","0","0","0","0","823893","25699","849592","478931","764666","432527","1197193","789894","1813050","3080","1816130","830612","1040420","20197","1060617","382179","648469","1781042","2429511","301419","0","301419","381648","0","381648","9406808","2591874","11998682","1405179","39158","1444337","0","0","0","0","0","0","10811987","2631032","13443019","5342238","475589","0","569716","6387543","321950","0","131648","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,31,10,10,31,10,18,18,18,10,10,10,31,31,31,31,31,31,18,18,18,10,10,31,10,10,10,31,10,31,31,31,31
"101189","3027559","13608","3041167","2188659","0","0","0","0","0","0","0","0","742607","12854","755461","439524","1761038","433222","2194260","990131","2469093","51647","2520740","1025680","1081734","4772","1086506","149526","2457453","2659596","5117049","97881","0","97881","-72284","-44506","-116790","11565081","3131193","14696274","661001","14131","675132","0","0","0","0","0","0","12226082","3145324","15371406","4793520","722431","0","0","5515951","131312","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101240","9717879","1077330","10795209","7945527","137996","0","137996","50558","216639","85571","302210","216888","1558736","44850","1603586","930816","1479705","877148","2356853","1691118","1979201","0","1979201","1281222","1955825","0","1955825","366007","1081621","2966958","4048579","318279","0","318279","428501","0","428501","18874382","5051857","23926239","742199","0","742199","0","0","0","0","0","0","19616581","5051857","24668438","12482136","1100237","0","1471762","15054135","456549","0","251783","0","0","0","0","B",11,11,18,11,10,31,10,11,10,10,10,10,10,10,10,10,11,11,18,11,11,31,11,11,11,31,11,10,11,11,11,11,31,11,11,31,11,18,18,18,11,31,11,31,31,31,31,31,31,18,18,18,18,11,31,11,18,10,31,16,31,31,31,31
"101286","7235216","109423","7344639","5873659","132354","0","132354","91280","0","0","0","0","836925","95312","932237","635778","784942","363328","1148270","786123","1382343","79659","1462002","806655","1377725","0","1377725","626254","438175","1609132","2047307","344555","0","344555","-485134","-6750","-491884","12047101","2250104","14297205","890598","0","890598","0","0","0","0","0","0","12937699","2250104","15187803","8819749","688673","0","976832","10485254","217774","0","-41884","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101295","6920539","1178709","8099248","5986363","1339","0","1339","0","0","0","0","0","846002","214076","1060078","531782","924280","826723","1751003","1113204","670363","243928","914291","629338","1288727","26445","1315172","483964","799528","3031462","3830990","799225","0","799225","2735552","-19250","2716302","14985555","5502093","20487648","1440549","10378","1450927","0","0","0","0","0","0","16426104","5512471","21938575","8744651","904275","0","882321","10531247","404385","0","230552","0","0","0","0","B",10,10,10,10,10,31,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,11,10,11,11,10,11,10,11,11,31,31,31,31,31,31,11,11,11,18,11,31,11,18,10,31,10,31,31,31,31
"101301","3341560","904908","4246468","3247243","13902","19360","33262","14243","3551","0","3551","1300","420235","16112","436347","307695","562975","65363","628338","451894","1031394","0","1031394","551499","683132","6319","689451","214954","368933","1685917","2054850","151498","0","151498","69700","0","69700","6646880","2697979","9344859","488624","0","488624","0","0","0","0","0","0","7135504","2697979","9833483","4788828","474605","0","477545","5740978","135633","0","66540","0","0","0","0","B",10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,11,11,10,31,10,10,31,10,10,18,18,10,31,10,31,31,31,31,31,31,10,18,18,10,10,31,10,10,10,31,10,31,31,31,31
"101347","1530279","79315","1609594","1212377","2434","0","2434","1517","0","0","0","0","289856","23276","313132","221526","220578","721","221299","146978","386617","0","386617","232677","322877","0","322877","95712","76097","327553","403650","26077","0","26077","600000","0","600000","3454815","430865","3885680","100476","0","100476","0","0","0","0","0","0","3555291","430865","3986156","1910787","174646","0","206538","2291971","24316","0","0","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,16,31,31,31,31,31,31
"101435","2193835","40074","2233909","1695129","0","0","0","0","0","0","0","0","430762","0","430762","251845","1267046","12693","1279739","615184","1303717","0","1303717","532526","961113","0","961113","285265","1820582","647240","2467822","0","0","0","0","0","0","7977055","700007","8677062","1139628","0","1139628","0","0","0","0","0","0","9116683","700007","9816690","3379949","521723","0","0","3901672","313780","77535","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"101453","33137","176235","209372","195214","0","0","0","0","37092","0","37092","1110","3373","145896","149269","101993","99379","66522","165901","97988","353134","384201","737335","376269","104142","0","104142","225","4560","265806","270366","83546","0","83546","286654","-240501","46153","1005017","798159","1803176","77350","0","77350","0","0","0","0","0","0","1082367","798159","1880526","772799","155780","0","0","928579","77507","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","1688023","117690","1805713","1327782","5052","0","5052","2871","0","0","0","0","272212","359877","632089","361304","331366","131549","462915","289940","690137","310304","1000441","633126","277353","0","277353","96714","52114","603403","655517","29972","0","29972","0","0","0","3346229","1522823","4869052","127953","0","127953","0","0","0","0","0","0","3474182","1522823","4997005","2711737","304454","0","312902","3329093","22832","29972","0","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,11,31,31,31,31,31
"101480","17963165","1190193","19153358","13284848","72595","140812","213407","113918","792638","402827","1195465","489250","4057990","133490","4191480","2371486","3861543","103530","3965073","1955388","5535054","45755","5580809","3046101","4782037","11132","4793169","1976286","1337137","4132995","5470132","0","0","0","705699","20436","726135","39107858","6181170","45289028","3074605","0","3074605","0","0","0","0","0","0","42182463","6181170","48363633","23237277","6438147","0","139625","29815049","1997505","952679","211400","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101499","2754255","503867","3258122","2320970","10260","0","10260","0","0","0","0","0","918492","203409","1121901","686783","324759","23979","348738","228355","1172390","2648","1175038","554039","669498","93062","762560","228426","1285766","1156941","2442707","33231","0","33231","228550","0","228550","7397201","1983906","9381107","542872","3312","546184","0","0","0","0","0","0","7940073","1987218","9927291","4018573","509223","0","433802","4961598","207176","0","-128550","0","0","0","0","B",10,10,10,10,10,31,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,18,10,31,10,31,31,31,31
"101505","9108518","484609","9593127","7731970","79722","0","79722","36941","92721","199736","292457","95148","1189416","144688","1334104","928884","1404167","383707","1787874","1215811","2730552","22496","2753048","1816704","1742041","0","1742041","718105","528788","2846301","3375089","182230","0","182230","-165803","0","-165803","16892352","4081537","20973889","1015548","14870","1030418","0","0","0","0","0","0","17907900","4096407","22004307","12543563","943322","0","1506646","14993531","330503","165392","150000","0","0","0","0","B",10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101514","9724565","473184","10197749","7885247","175351","0","175351","141830","0","174505","174505","105954","1377587","150385","1527972","1009863","1593273","492163","2085436","1592310","2964888","118381","3083269","1922815","2819440","0","2819440","671539","995558","3190957","4186515","235964","0","235964","24503","0","24503","19911129","4599575","24510704","1557637","0","1557637","0","0","0","0","0","0","21468766","4599575","26068341","13329558","1053450","0","1373853","15756861","47789","0","-90195","0","0","0","0","B",10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101523","2491638","260136","2751774","1869190","234743","84786","319529","183636","0","0","0","0","231445","259257","490702","322691","360636","188334","548970","326682","660052","11408","671460","410458","452607","0","452607","184523","111543","475331","586874","40209","0","40209","0","0","0","4582873","1279252","5862125","170955","0","170955","0","0","0","0","0","0","4753828","1279252","6033080","3297180","354838","0","348387","4000405","12786","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"101541","1389942","0","1389942","959059","0","0","0","0","0","0","0","0","262394","0","262394","181051","625597","0","625597","431661","965182","0","965182","501894","498343","0","498343","259138","638339","285637","923976","162305","0","162305","0","0","0","4542102","285637","4827739","554198","0","554198","0","0","0","0","0","0","5096300","285637","5381937","2332803","279936","0","0","2612739","39395","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101569","3363642","622885","3986527","3091379","17768","0","17768","16495","0","58215","58215","38354","768947","124785","893732","541793","405853","689070","1094923","773997","1265686","232220","1497906","715784","801481","56302","857783","236582","700179","2550709","3250888","89857","29607","119464","119103","0","119103","7532516","4363793","11896309","499069","0","499069","0","0","0","0","0","0","8031585","4363793","12395378","5414384","524034","0","0","5938418","158447","0","119103","0","0","0","0","B",10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,18,18,18,18,16,31,31,18,10,31,10,31,31,31,31
"101587","4620888","736074","5356962","3828788","16601","0","16601","0","0","52148","52148","20757","944300","27383","971683","559617","908374","273500","1181874","527748","1521972","45566","1567538","814532","1579995","0","1579995","722575","286769","1547004","1833773","0","0","0","130924","0","130924","10009823","2681675","12691498","3428723","0","3428723","0","0","0","0","0","0","13438546","2681675","16120221","6474017","1285130","414235","0","8173382","356149","306266","180000","0","0","0","0","B",10,10,10,10,10,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,18,18,18,10,10,10,31,10,10,10,10,31,31,31,31
"101602","1374899","531093","1905992","1103651","38086","0","38086","22836","0","0","0","0","408087","104524","512611","168724","398037","270669","668706","275292","490763","150281","641044","178093","393839","0","393839","121146","319694","873058","1192752","535008","0","535008","361357","0","361357","4319770","1929625","6249395","296386","0","296386","0","0","0","0","0","0","4616156","1929625","6545781","1869742","324695","0","232398","2426835","115882","0","10608","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
