unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,part,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"191199","6930699","0","6930699","6328350","0","0","0","0","1208333","0","1208333","516383","1363018","879937","2242955","1345092","1184570","0","1184570","1111776","5449830","0","5449830","1322794","2070784","0","2070784","1010616","0","3401089","3401089","0","0","0","0","0","0","18207234","4281026","22488260","0","0","0","0","0","0","0","0","0","18207234","4281026","22488260","11635011","3123327","0","0","14758338","558667","0","0","0","0","0","0","B",10,31,10,10,31,31,10,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,10,31,31,10,10,10,10,31,31,10,31,31,10,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191205","1269886","0","1269886","1066924","0","0","0","0","0","0","0","0","250000","0","250000","199000","367527","0","367527","340099","1320000","0","1320000","369000","234000","0","234000","2000","0","2466068","2466068","0","0","0","0","0","0","3441413","2466068","5907481","0","0","0","0","0","0","0","0","0","3441413","2466068","5907481","1977023","243000","0","0","2220023","156704","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"191241","51147000","2138000","53285000","39175000","1015000","1910000","2925000","741000","696000","2255000","2951000","308000","16299000","683000","16982000","9075000","11821000","1495000","13316000","6615000","19733000","194000","19927000","8986000","8933000","0","8933000","4684000","23159000","11890000","35049000","2960000","0","2960000","2185000","-284000","1901000","137948000","20281000","158229000","20883000","0","20883000","0","0","0","0","0","0","158831000","20281000","179112000","69584000","19371000","0","0","88955000","6421000","6717000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"191302","3904158","0","3904158","3043554","0","0","0","0","148731","0","148731","135661","256107","0","256107","172435","973137","0","973137","792538","3000902","0","3000902","920954","1189721","0","1189721","472398","0","2350985","2350985","0","0","0","0","0","0","9472756","2350985","11823741","0","0","0","0","0","0","0","0","0","9472756","2350985","11823741","5537540","1766905","0","0","7304445","256107","0","0","0","0","0","0","B",10,31,10,10,31,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,10,31,31,10,10,10,10,31,31,10,31,31,10,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191320","689000","630000","1319000","639000","0","0","0","0","0","0","0","0","317000","146000","463000","139000","228000","2000","230000","88000","1547000","0","1547000","573000","1003000","17000","1020000","82000","0","494000","494000","0","0","0","-1392000","0","-1392000","2392000","1289000","3681000","1006000","0","1006000","0","0","0","0","0","0","3398000","1289000","4687000","1521000","265000","25000","719000","2530000","307000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31
"191339","7497075","1258031","8755106","5508492","0","0","0","0","0","0","0","0","1823867","7872","1831739","1044800","1540180","596791","2136971","1361569","3233718","0","3233718","908220","1928857","0","1928857","625486","0","4941839","4941839","227075","0","227075","29000","-29000","0","16279772","6775533","23055305","0","0","0","0","0","0","0","0","0","16279772","6775533","23055305","9448567","2929859","0","0","12378426","391145","0","0","0","0","0","0","B",10,10,10,10,31,31,10,31,31,31,10,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,10,10,10,31,11,10,10,10,10,11,11,31,31,10,31,31,10,31,31,10,10,11,11,10,10,31,31,10,10,31,31,31,31,31,31
"191515","13138000","1321000","14459000","9302000","0","612000","612000","199000","0","0","0","0","3713000","828000","4541000","1516000","3711000","136000","3847000","1650000","7174000","230000","7404000","2528000","4597000","79000","4676000","1954000","6402000","3836000","10238000","0","0","0","0","0","0","38735000","7042000","45777000","8674000","0","8674000","0","0","0","0","0","0","47409000","7042000","54451000","17149000","5169000","0","0","22318000","2248000","2022000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"191533","8467000","1128000","9595000","6236000","0","60000","60000","27135","534000","4000","538000","283000","1231000","487000","1718000","617000","2743000","55000","2798000","1223000","4303000","79000","4382000","2328000","2996000","5000","3001000","1053000","6463000","3617000","10080000","892000","0","892000","-507000","-1417000","-1924000","27122000","4018000","31140000","4575000","257000","4832000","0","0","0","0","0","0","31697000","4275000","35972000","11767135","2707000","0","0","14474135","1047000","349000","0","0","0","0","0","B",10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,10,11,10,31,31,11,10,10,31,31,31,31,31
"191597","748000","0","748000","600000","0","0","0","0","0","0","0","0","144000","0","144000","112000","127000","0","127000","91000","410000","0","410000","157000","100000","0","100000","0","22000","409000","431000","0","0","0","171000","0","171000","1722000","409000","2131000","0","0","0","0","0","0","0","0","0","1722000","409000","2131000","960000","240000","0","0","1200000","69000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191612","6265359","0","6265359","4407965","0","0","0","0","152159","0","152159","82326","411871","310158","722029","402845","1115087","0","1115087","764453","1528199","0","1528199","778715","1732295","0","1732295","669570","0","3489963","3489963","53200","0","53200","0","0","0","11258170","3800121","15058291","990884","0","990884","0","0","0","0","0","0","12249054","3800121","16049175","7105874","2161809","0","0","9267683","411871","0","0","0","0","0","0","B",10,31,10,10,31,31,10,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,10,31,10,31,31,10,10,10,10,10,31,10,31,31,10,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191621","1372000","7000","1379000","1159000","0","0","0","0","0","0","0","0","271000","2000","273000","158000","690000","15000","705000","353000","1006000","15000","1021000","603000","689000","4000","693000","270000","85000","1589000","1674000","48000","0","48000","245000","0","245000","4406000","1632000","6038000","523000","4000","527000","0","0","0","0","0","0","4929000","1636000","6565000","2543000","436000","0","0","2979000","254000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191630","10740000","514000","11254000","7740000","0","0","0","0","0","0","0","0","2484000","286000","2770000","1084000","5793000","569000","6362000","3179000","5557000","13000","5570000","2496000","3806000","167000","3973000","18000","9135000","1847000","10982000","71000","0","71000","1713000","140000","1853000","39299000","3536000","42835000","7948000","56000","8004000","0","0","0","0","0","0","47247000","3592000","50839000","14517000","0","0","3888000","18405000","1412000","101000","390000","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,31,10,10,10,10,10,31,31,31,31
"191649","55027000","642000","55669000","40291000","0","692000","692000","372000","3313000","115000","3428000","2173000","6237000","25000","6262000","3691000","10089000","158000","10247000","5419000","24089000","269000","24358000","9449000","14367000","76000","14443000","8981000","10608000","14422000","25030000","4436000","0","4436000","1936000","0","1936000","130102000","16399000","146501000","26408000","0","26408000","0","0","0","0","0","0","156510000","16399000","172909000","70376000","16582000","0","0","86958000","5989000","4061000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"191658","37000","0","37000","25271","0","0","0","","0","0","0","","14000","0","14000","6664","4000","0","4000","2024","5000","0","5000","2150","10000","0","10000","3870","0","0","0","0","0","0","0","0","0","70000","0","70000","0","0","0","0","0","0","0","0","0","70000","0","70000","39979","9278","0","0","49257","4000","0","0","0","0","0","0","B",10,10,10,20,31,31,31,31,31,31,31,31,10,10,10,20,10,10,10,20,10,10,10,20,10,10,10,20,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,20,20,20,20,20,21,31,31,31,31,31,31
"191676","4541000","389000","4930000","3301000","26000","4000","30000","22000","0","0","0","0","691000","145000","836000","287000","1651000","79000","1730000","782000","2406000","89000","2495000","1356000","1590000","52000","1642000","625000","2713000","2857000","5570000","85000","0","85000","121000","0","121000","13824000","3615000","17439000","3304000","182000","3486000","0","0","0","0","0","0","17128000","3797000","20925000","6373000","1875000","0","0","8248000","568000","53000","311000","0","0","0","0","B",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"191719","21113332","1680853","22794185","18068684","28893","96408","125301","124893","642826","30878","673704","592426","1120807","12076","1132883","942182","2428347","188862","2617209","2086764","9165769","2694","9168463","2268354","4753749","0","4753749","2486057","0","5521801","5521801","481910","0","481910","0","0","0","39735633","7533572","47269205","0","0","0","0","0","0","0","0","0","39735633","7533572","47269205","26569360","5826294","0","248153","32643807","1132883","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10
"191764","766000","0","766000","485000","0","0","0","0","0","0","0","0","10000","0","10000","0","0","0","0","0","291000","0","291000","111000","0","0","0","0","0","144000","144000","0","0","0","0","0","0","1067000","144000","1211000","0","0","0","0","0","0","0","0","0","1067000","144000","1211000","596000","37000","0","0","633000","2000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,31,31,31,31,10,10,10,10,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191861","1828000","195000","2023000","1448000","0","0","0","0","0","0","0","0","275000","366000","641000","439000","541000","0","541000","306000","1520000","33000","1553000","709000","734000","0","734000","135000","547000","306000","853000","168000","0","168000","168000","-527000","-359000","5781000","373000","6154000","2275000","0","2275000","0","0","0","0","0","0","8056000","373000","8429000","3037000","788000","0","0","3825000","366000","103000","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,10,10,10,31,31,10,10,10,31,31,31,31,31
"191870","1019000","0","1019000","1019000","0","0","0","0","0","0","0","0","736000","0","736000","695000","849000","0","849000","460000","1075000","0","1075000","540000","792000","0","792000","101000","155000","1889000","2044000","211000","0","211000","0","0","0","4837000","1889000","6726000","0","0","0","0","0","0","0","0","0","4837000","1889000","6726000","2815000","1000","0","0","2816000","106000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"191931","21874000","900000","22774000","16298000","0","0","0","0","0","0","0","0","1546000","54000","1600000","913000","5766000","379000","6145000","2871000","12508000","109000","12617000","4524000","4368000","38000","4406000","1487000","6189000","3400000","9589000","1071000","0","1071000","1195000","23000","1218000","54517000","4903000","59420000","5496000","20000","5516000","0","0","0","0","0","0","60013000","4923000","64936000","26093000","7615000","0","0","33708000","1151000","2271000","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"191968","28885000","123000","29008000","21571000","91000","845000","936000","427000","802000","101000","903000","293000","8836000","170000","9006000","5144000","7432000","128000","7560000","3526000","12908000","820000","13728000","7452000","5725000","0","5725000","2162000","19697000","5065000","24762000","4013000","0","4013000","1515000","679000","2194000","89904000","7931000","97835000","24672000","0","24672000","0","0","0","0","0","0","114576000","7931000","122507000","40575000","10864000","0","0","51439000","2516000","2140000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"191986","8650859","378839","9029698","6519974","0","0","0","0","0","1593695","1593695","1021589","1358270","62605","1420875","873688","1990182","369880","2360062","1787129","2216500","0","2216500","1189364","1816195","712622","2528817","948353","254731","4951234","5205965","0","0","0","0","0","0","16286737","8068875","24355612","1426236","258469","1684705","0","0","0","0","0","0","17712973","8327344","26040317","12340097","3179793","0","0","15519890","899168","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192004","454000","0","454000","382000","0","0","0","0","3000","0","3000","0","23000","0","23000","13000","65000","0","65000","38000","431000","0","431000","161000","209000","0","209000","3000","21000","926000","947000","0","0","0","0","0","0","1206000","926000","2132000","89000","0","89000","0","0","0","0","0","0","1295000","926000","2221000","597000","90000","0","0","687000","8000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192022","4637863","0","4637863","4188879","375927","82749","458676","195568","80355","0","80355","41631","592062","0","592062","290038","829009","0","829009","690483","3369388","54923","3424311","1017547","1073705","0","1073705","385760","0","2773957","2773957","0","0","0","0","0","0","10958309","2911629","13869938","0","0","0","0","0","0","0","0","0","10958309","2911629","13869938","6809906","1810824","0","0","8620730","385254","0","0","0","0","0","0","B",10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,10,31,31,10,10,10,10,31,31,10,31,31,10,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192040","3596764","54876","3651640","3209053","353000","254000","607000","146000","332000","241000","573000","191000","2767000","2735000","5502000","1672000","218311","9544","227855","146734","5720000","125000","5845000","3353000","2066000","3000","2069000","971000","1203693","907840","2111533","","","","","","","16256768","4330260","20587028","434236","0","434236","","","","","","","16691004","4330260","21021264","9688787","2258000","","","11946787","2009986","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"192110","4734000","1760000","6494000","6342000","0","0","0","0","191000","68000","259000","89000","3665000","1258000","4923000","2886000","1490000","72000","1562000","834000","6346000","287000","6633000","1544000","2958000","0","2958000","1176000","742000","3900000","4642000","0","0","0","0","0","0","20126000","7345000","27471000","2891000","0","2891000","0","0","0","0","0","0","23017000","7345000","30362000","12871000","3149000","0","0","16020000","358000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192147","1608989","0","1608989","1250184","","","","","","","","","","","","","976886","0","976886","496258","1587000","0","1587000","622104","2415000","0","2415000","340515","","","","","","","","","","6587875","0","6587875","","","","","","","","","","6587875","0","6587875","2709061","279506","433","5971","2994971","","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"192156","2457635","0","2457635","2457635","0","0","0","0","0","0","0","0","544000","0","544000","0","661585","0","661585","179828","1252000","0","1252000","978000","1857000","0","1857000","1245000","","","","0","0","0","0","0","0","6772220","0","6772220","0","0","0","0","0","0","0","0","0","6772220","0","6772220","4860463","512000","0","0","5372463","21390","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"192165","207872","0","207872","207872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69880","0","69880","69880","179964","0","179964","53572","0","0","0","0","0","0","0","0","0","457716","0","457716","177655","0","177655","0","0","0","0","0","0","635371","0","635371","331324","39759","0","0","371083","0","0","0","0","0","0","0","B",16,31,16,16,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,31,16,16,16,31,11,16,31,31,31,31,31,31,31,31,31,16,31,11,16,31,10,31,31,31,31,31,31,16,31,11,10,16,31,31,11,31,31,31,31,31,31,31
"192192","2636000","159000","2795000","970000","0","0","0","0","0","0","0","0","409000","13000","422000","269000","1331000","88000","1419000","852000","1521000","63000","1584000","911000","861000","0","861000","374000","1531000","2157000","3688000","244000","0","244000","0","0","0","8533000","2480000","11013000","2467000","0","2467000","0","0","0","0","0","0","11000000","2480000","13480000","3376000","844000","0","0","4220000","275000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192208","894017","17807","911824","841825","","","","","","","","","116000","12000","128000","66000","287362","6754","294116","262802","1527000","40000","1567000","533000","490000","32000","522000","156000","522533","421179","943712","569000","0","569000","","","","4405912","529740","4935652","764458","16579","781037","","","","","","","5170370","546319","5716689","1859627","523000","","","2382627","","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"192244","48410","0","48410","48410","0","0","0","0","0","0","0","0","7200","0","7200","7200","0","0","0","0","0","0","0","0","5935","0","5935","5935","0","82634","82634","0","0","0","0","0","0","61545","82634","144179","0","0","0","0","0","0","0","0","0","61545","82634","144179","61545","0","0","0","61545","0","0","0","0","0","0","0","B",16,31,10,10,31,31,31,31,31,31,31,31,16,31,10,10,31,31,31,31,31,31,31,31,16,31,10,10,31,16,18,31,31,31,31,31,31,16,16,11,31,31,31,31,31,31,31,31,31,16,16,18,10,31,31,31,18,31,31,31,31,31,31,31
"192271","364000","0","364000","257000","0","0","0","0","0","0","0","0","43000","0","43000","29000","183000","0","183000","69000","743000","0","743000","344000","341000","0","341000","58000","76000","385000","461000","0","0","0","0","0","0","1750000","385000","2135000","0","0","0","0","0","0","0","0","0","1750000","385000","2135000","757000","111000","0","0","868000","43000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192323","9181000","276000","9457000","6753000","36000","2000","38000","0","248000","558000","806000","342000","1650000","69000","1719000","782000","2469000","45000","2514000","1484000","3640000","68000","3708000","2141000","2026000","35000","2061000","591000","4211000","3099000","7310000","107000","0","107000","943000","-155000","788000","24511000","3997000","28508000","6146000","17000","6163000","0","0","0","0","0","0","30657000","4014000","34671000","12093000","3106000","0","0","15199000","959000","540000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"192439","28269000","975000","29244000","20928000","74000","189000","263000","117000","0","397000","397000","105000","5020000","872000","5892000","3653000","4466000","419000","4885000","2849000","8573000","20000","8593000","1494000","7421000","0","7421000","1895000","8504000","22641000","31145000","944000","0","944000","2116000","200000","2316000","65387000","25713000","91100000","2568000","0","2568000","0","0","0","0","0","0","67955000","25713000","93668000","31041000","8984000","0","0","40025000","1279000","197000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,10,10,10,31,31,10,10,10,31,31,31,31,31
"192448","31682000","391000","32073000","22596000","109000","89000","198000","23000","438000","713000","1151000","451000","12341000","1856000","14197000","5917000","4436000","932000","5368000","2896000","8691000","146000","8837000","907000","9294000","0","9294000","4185000","10423000","7515000","17938000","1056000","0","1056000","1207000","334000","1541000","79677000","11976000","91653000","7947000","0","7947000","0","0","0","0","0","0","87624000","11976000","99600000","36975000","13394000","0","0","50369000","3333000","1114000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,10,10,10,31,31,10,10,10,31,31,31,31,31
"192466","7801000","168000","7969000","5195000","27000","0","27000","0","178000","315000","493000","203000","1558000","77000","1635000","837000","1607000","256000","1863000","1127000","2313000","25000","2338000","427000","1878000","0","1878000","906000","5082000","3086000","8168000","105000","0","105000","62000","0","62000","20611000","3927000","24538000","3319000","0","3319000","0","0","0","0","0","0","23930000","3927000","27857000","8695000","3074000","0","0","11769000","480000","122000","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,10,10,10,10,11,11,10,10,10,10,31,31,31,31,31,31,11,11,10,10,10,31,31,10,10,10,31,31,31,31,31
"192475","711000","0","711000","509000","0","0","0","0","0","0","0","0","455000","0","455000","317000","42000","0","42000","36000","78000","0","78000","65000","191000","0","191000","159000","0","128000","128000","0","0","0","0","0","0","1477000","128000","1605000","0","0","0","0","0","0","0","0","0","1477000","128000","1605000","1086000","169000","0","0","1255000","7000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192624","31500","0","31500","31500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122886","0","122886","122886","104000","0","104000","104000","181537","158050","339587","0","0","0","627929","0","627929","1067852","158050","1225902","0","0","0","0","0","0","0","0","0","1067852","158050","1225902","258386","0","0","0","258386","0","0","0","0","0","0","0","B",16,31,16,16,10,31,31,31,10,31,31,31,10,31,31,31,31,31,31,31,10,31,18,16,10,31,18,16,11,11,11,10,31,31,10,31,18,18,18,18,10,31,31,10,31,31,10,31,31,18,18,18,11,31,31,31,11,31,10,10,10,10,10,10
"192703","15146000","657000","15803000","10828000","381000","951000","1332000","103000","0","0","0","0","3063000","0","3063000","1950000","5544000","347000","5891000","2468000","6841000","0","6841000","3146000","3588000","0","3588000","915000","9151000","2175000","11326000","87000","0","87000","378000","387000","765000","44179000","4517000","48696000","6632000","0","6632000","0","0","0","0","0","0","50811000","4517000","55328000","19410000","5879000","0","0","25289000","1284000","2799000","8000","0","0","0","0","B",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"192712","5355000","55000","5410000","3879000","0","0","0","0","0","0","0","0","1271000","36000","1307000","623000","1373000","24000","1397000","615000","2158000","50000","2208000","849000","1666000","0","1666000","567000","1744000","1036000","2780000","222000","0","222000","-273000","0","-273000","13516000","1201000","14717000","0","0","0","0","0","0","0","0","0","13516000","1201000","14717000","6533000","1042000","0","0","7575000","244000","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"192749","5617000","155000","5772000","3995000","3000","55000","58000","42000","28000","1000","29000","0","1378000","146000","1524000","879000","2216000","325000","2541000","1387000","3972000","266000","4238000","1634000","1624000","3000","1627000","713000","4538000","1824000","6362000","147000","0","147000","28000","0","28000","19551000","2775000","22326000","4264000","1000","4265000","0","0","0","0","0","0","23815000","2776000","26591000","8650000","2170000","0","0","10820000","541000","904000","172000","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
