UNITID,XFA01_1,FA01_1,XFA02_1,FA02_1,XFA04_1,FA04_1,XFA05_1,FA05_1,XFA06_1,FA06_1,XFA07_1,FA07_1,XFA08_1,FA08_1,XFA910_1,FA910_1,XFA11_1,FA11_1,XFA12_1,FA12_1,XFA13_1,FA13_1,XFA14_16,FA14_16,XFA17_1,FA17_1,XFAA01,FAA01,XFAA02,FAA02,XFAA03,FAA03,XFAA04,FAA04,XFAA05,FAA05,XFAA06,FAA06,XFAA07,FAA07,XFAA08,FAA08,XFAA09,FAA09,XFB01_1,FB01_1,XFB02_1,FB02_1,XFB03_1,FB03_1,XFB04_1,FB04_1,XFB05_1,FB05_1,XFB06_1,FB06_1,XFB07_1,FB07_1,XFB08_1,FB08_1,XFB910_1,FB910_1,XFB11_1,FB11_1,XFB12_1,FB12_1,XFC01,FC01,XFC02,FC02,XFC03_08,FC03_08,XFC09,FC09,XFC10,FC10,XFC11,FC11,XFC12,FC12,XFD05,FD05,XFD08,FD08,XFD17,FD17,XFD20,FD20,XFD23,FD23,XFD24,FD24,XFDC01_1,FDC01_1,XFDC02_1,FDC02_1,XFDC03_1,FDC03_1,XFDC04_1,FDC04_1 
131520,"N",106903399,"N",0,"N",0,"N",0,"N",28679366,"N",468418,"N",22609,"N",35641196,"N",82973742,"N",4118048,"N",17296823,"N",336911194,"N",613014795,"N",5156826,"N",1713934,"N",2915127,"N",0,"N",27931813,"N",0,"N",37717700,"N",23547038,"N",2731431,"N",78324146,"N",19543405,"N",6580152,"N",22943748,"N",8986314,"N",31531536,"N",16316671,"N",3367277,"N",300656001,"N",20994897,"N",509244147,"N",613014795,"N",-509244147,"N",0,"N",103770648,"N",753605315,"N",0,"N",857375963,"N",594342251,"N",1129386116,"N",272010153,"N",687643157,"N",169732806,"N",857375963,"N",22073392,"N",358307185,"N",116523331,"N",0,
131681,"R",4857647,"Z",0,"Z",0,"Z",0,"R",288799,"Z",0,"Z",0,"R",869833,"R",12319,"Z",0,"R",1191327,"R",147102,"R",7367027,"C",223480,"C",65319,"C",0,"C",0,"C",0,"C",0,"C",288799,"Z",0,"Z",0,"R",6234472,"Z",0,"Z",0,"Z",0,"R",3125531,"Z",0,"R",1346094,"Z",0,"R",1733260,"R",0,"R",12439357,"R",7367027,"R",-12439357,"R",-1248752,"R",-6321082,"R",-5989497,"Z",0,"R",-12310579,"R",77164,"R",5647716,"R",17958315,"R",-12851750,"R",541171,"R",-12310579,"R",160346,"R",9948058,"R",2494325,"Z",0,
131788,"R",5058733,"R",181597,"R",9619,"Z",0,"R",2016,"Z",0,"Z",0,"R",35472,"R",2714,"R",11844,"R",160799,"R",29261,"R",5492055,"C",173524,"C",28913,"C",9619,"C",0,"C",0,"C",0,"C",212056,"R",0,"R",0,"R",1281547,"C",0,"C",0,"R",259351,"R",595559,"R",2398566,"C",0,"R",225957,"C",0,"R",530544,"R",5291524,"R",5492055,"R",-5291524,"R",-500000,"R",-299469,"R",1009516,"Z",0,"R",710047,"Z",0,"R",2954634,"R",2244587,"R",822361,"R",-112314,"R",710047,"R",273570,"R",1763171,"R",2213374,"Z",0,
131876,"R",9725720,"Z",0,"Z",0,"Z",0,"R",408513,"Z",0,"Z",0,"R",1190721,"R",1261528,"Z",0,"R",2283463,"R",64185,"R",14934130,"C",521004,"C",118594,"C",17122,"C",0,"C",179276,"C",2366593,"R",3202589,"R",2475873,"Z",0,"R",3626870,"C",0,"R",270710,"R",1027235,"R",1736815,"R",3495491,"R",2554806,"R",188590,"C",0,"R",1232183,"R",14132700,"R",14934130,"R",-14132700,"Z",0,"R",801430,"R",10744652,"R",313545,"R",11859627,"R",8333058,"R",15299841,"R",3440214,"R",2979185,"R",8880442,"R",11859627,"Z",0,"Z",0,"Z",0,"Z",0,
131946,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"C",0,"Z",0,"Z",0,"R",305000,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"C",0,"R",5000,"R",310000,"C",6000,"C",-310000,"Z",0,"R",-304000,"Z",0,"Z",0,"R",-304000,"B",.,"B",.,"B",.,"B",.,"B",.,"B",.,"Z",0,"Z",0,"Z",0,"Z",0,
131973,"R",2911642,"Z",0,"Z",0,"Z",0,"R",18105,"Z",0,"Z",0,"R",3188364,"R",2755089,"Z",0,"R",674282,"R",47122,"R",9594604,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2316880,"C",0,"C",0,"R",377995,"R",125192,"R",1762778,"R",517770,"R",682188,"C",0,"R",1205549,"R",6988352,"R",9594604,"R",-6988352,"Z",0,"R",2606252,"R",17669428,"Z",0,"R",20275680,"R",16032855,"R",23575457,"R",3299777,"R",7292253,"R",12983427,"R",20275680,"R",500000,"R",7778939,"R",2715788,"R",123621,
132408,"R",1317520,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2141558,"R",221999,"Z",0,"R",707526,"R",170425,"R",4559028,"C",527095,"C",73579,"C",142350,"C",35135,"C",0,"C",0,"C",778159,"Z",0,"Z",0,"R",975499,"C",0,"C",0,"R",159753,"R",469224,"R",961547,"R",605120,"R",420546,"C",0,"R",335393,"R",3927082,"R",4559028,"R",-3927082,"Z",0,"R",631946,"R",4667559,"R",633089,"R",5932594,"R",2229096,"R",6642065,"R",709471,"R",3617680,"R",2314914,"R",5932594,"R",231663,"R",4006244,"R",1731792,"R",360000,
132471,"R",41591543,"Z",0,"Z",0,"Z",0,"R",2959185,"R",1119645,"R",943382,"R",4006452,"R",3226770,"R",219934,"R",3425804,"R",1849605,"R",59342320,"C",1328048,"C",275145,"C",2302558,"C",197212,"C",13965825,"C",0,"C",18068788,"R",15007035,"R",3061753,"R",30444676,"C",0,"C",0,"R",2989988,"R",7558241,"R",7252737,"R",3262506,"C",0,"C",0,"R",4264977,"R",55773125,"R",59342320,"R",-55773125,"Z",0,"R",3569195,"R",39584470,"Z",0,"R",43153665,"R",13756776,"R",65910792,"R",22757127,"R",42807951,"R",345714,"R",43153665,"R",2959464,"R",40029043,"R",14721420,"Z",0,
132602,"R",13202805,"Z",0,"Z",0,"Z",0,"R",7139569,"R",2301064,"Z",0,"R",4871867,"R",3300282,"Z",0,"R",4274520,"Z",0,"R",35090107,"C",0,"C",0,"C",0,"C",0,"C",5057890,"C",0,"C",5057890,"R",3935038,"R",1122852,"R",9954591,"R",606076,"Z",0,"R",630928,"R",3642221,"R",5518556,"R",5203224,"Z",0,"Z",0,"R",2506792,"R",28062388,"R",35090107,"R",-28062388,"Z",0,"R",7027719,"R",36980468,"Z",0,"R",44008187,"R",21461092,"R",48523782,"R",6729867,"R",17151550,"R",24642365,"R",41793915,"R",2839406,"R",22756665,"R",10196706,"Z",0,
132657,"R",18123993,"Z",0,"Z",0,"Z",0,"R",456036,"Z",0,"Z",0,"R",3087037,"R",451506,"Z",0,"R",5734515,"R",276294,"R",28129381,"C",346212,"C",109824,"C",0,"C",0,"C",4446127,"C",0,"C",4902163,"R",4902163,"R",0,"R",8076555,"R",0,"R",0,"R",846594,"R",5004944,"R",7426666,"R",4838976,"Z",0,"R",0,"R",0,"R",26193735,"R",28129381,"R",-26193735,"R",-733195,"R",1202451,"R",20306125,"R",-8040,"R",21500536,"R",2312913,"R",40952107,"R",19451571,"R",15053170,"R",6447366,"R",21500536,"R",4767521,"R",29358855,"R",9725544,"Z",0,
132842,"R",6284872,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",161038,"R",6445910,"C",10943,"C",74944,"C",0,"C",0,"C",0,"C",0,"C",85887,"Z",0,"Z",0,"R",1515223,"R",0,"R",350360,"R",648646,"R",692105,"R",1253992,"C",0,"R",147367,"C",0,"R",863102,"R",5470795,"R",6445910,"R",-5470795,"Z",0,"R",975115,"R",2611277,"Z",0,"R",3586392,"Z",0,"R",4382400,"R",796008,"R",4382400,"S",0,"R",4382400,"Z",0,"R",111680,"R",1108866,"Z",0,
132879,"R",749850,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1246316,"R",130872,"Z",0,"R",123460,"R",8174,"R",2258672,"C",110340,"C",13151,"C",39000,"C",0,"C",42097,"C",62706,"C",267294,"R",104803,"Z",0,"R",426862,"C",0,"R",17773,"R",207390,"R",259662,"R",791174,"R",181299,"C",0,"C",0,"R",186415,"R",2070575,"R",2258672,"R",-2070575,"Z",0,"R",188097,"R",2851863,"Z",0,"R",3039960,"R",1170474,"R",5355907,"R",2315947,"R",2371186,"R",2984721,"R",5355907,"R",370587,"R",3960858,"R",937425,"Z",0,
133085,"R",3804197,"Z",0,"Z",0,"Z",0,"R",328190,"R",651590,"Z",0,"R",1810796,"R",80218,"Z",0,"R",1502181,"R",66038,"R",8243210,"C",288020,"C",40170,"C",651590,"C",0,"C",0,"C",476191,"C",1455971,"Z",0,"Z",0,"R",1578938,"R",2806,"R",13251,"R",405190,"R",1986846,"R",1523742,"R",611624,"R",1549368,"Z",0,"R",0,"R",7671765,"R",8243210,"R",-7671765,"Z",0,"R",571445,"R",-9857,"Z",0,"R",561588,"R",488367,"R",9064452,"R",8502865,"R",-10026,"R",571613,"R",561587,"R",503994,"R",3522503,"R",2548202,"Z",0,
133492,"R",23528800,"Z",0,"Z",0,"Z",0,"R",671100,"R",21400,"Z",0,"R",5066300,"R",4905900,"Z",0,"R",5442000,"R",204800,"R",39840300,"C",657300,"C",167900,"C",21400,"C",0,"C",9014700,"C",389400,"R",10250700,"R",8287400,"Z",0,"R",14235600,"R",213200,"C",0,"R",945100,"R",2604800,"R",5142000,"R",5305000,"R",1306000,"C",0,"R",4821800,"R",34573500,"R",39840300,"R",-34573500,"R",-766600,"R",4500200,"R",38318300,"Z",0,"R",42818500,"R",22537200,"R",71807900,"R",28989400,"R",19386200,"R",23432300,"R",42818500,"R",1780200,"R",24216900,"R",18286100,"Z",0,
133526,"R",1861343,"Z",0,"Z",0,"Z",0,"R",1511487,"R",1552061,"R",630000,"R",1284654,"R",67144,"Z",0,"R",564563,"R",23362,"R",7494614,"C",258234,"C",101500,"C",62156,"C",0,"C",47609,"C",0,"C",469499,"Z",0,"Z",0,"R",2193175,"C",0,"R",250000,"R",214608,"R",1046022,"R",2120228,"R",345785,"R",930887,"C",0,"R",799815,"R",7900520,"R",7494614,"R",-7900520,"R",863895,"R",457989,"R",3418665,"R",457989,"R",4334643,"Z",0,"R",9717518,"R",5382875,"R",3298283,"R",6419235,"R",9717518,"Z",0,"Z",0,"Z",0,"Z",0,
133553,"R",82830000,"R",237000,"Z",0,"Z",0,"R",2232000,"R",37000,"R",30000,"R",4505000,"R",5509000,"R",79000,"R",9409000,"R",512000,"R",105380000,"C",2979000,"C",708000,"C",1146000,"C",0,"C",3336000,"C",374000,"R",8543000,"R",3336000,"Z",0,"R",54154000,"R",1877000,"C",0,"R",4017000,"R",12848000,"R",14632000,"R",10987000,"R",476000,"C",0,"R",5168000,"R",104159000,"R",105380000,"R",-104159000,"R",675000,"R",1896000,"R",78706000,"Z",0,"R",80602000,"R",20022000,"R",217653000,"R",137051000,"R",74602000,"R",6000000,"R",80602000,"R",9130000,"R",81169000,"R",59912000,"Z",0,
133711,"R",8586254,"Z",0,"Z",0,"Z",0,"R",604334,"R",1939856,"Z",0,"C",3152267,"R",2097019,"Z",0,"R",2548532,"C",46538,"R",18974800,"C",466941,"C",135798,"C",1808570,"C",0,"C",142858,"C",410029,"C",2964196,"Z",0,"Z",0,"R",3017562,"R",0,"R",0,"R",346407,"R",1577759,"R",2011415,"R",1544404,"R",2781468,"C",0,"R",3234922,"R",14513937,"R",18972800,"R",-14513937,"Z",0,"R",4458863,"R",58097475,"Z",0,"R",62556338,"R",17552000,"R",71805792,"R",9249454,"R",37532804,"R",25023534,"R",62556338,"R",3674467,"R",33183007,"R",6217664,"Z",0,
133809,"R",3127953,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5500759,"R",638732,"R",0,"R",1893861,"Z",0,"R",11161305,"R",139950,"R",21157,"R",168201,"R",0,"R",0,"R",0,"R",329308,"R",0,"R",0,"R",2105189,"R",0,"R",0,"R",183565,"R",251897,"R",1575716,"R",1480768,"R",800407,"R",0,"R",669701,"R",7067243,"R",11161305,"R",-7067243,"R",0,"R",4094062,"R",17484861,"R",0,"R",21578923,"R",9015748,"R",23875836,"R",2296912,"R",6821049,"R",14757875,"R",21578924,"R",388754,"R",4604575,"R",2158348,"R",0,
133872,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3399656,"R",6186,"R",940468,"R",314151,"Z",0,"R",4660461,"C",85380,"C",0,"C",0,"C",0,"C",0,"C",0,"C",85380,"Z",0,"Z",0,"R",1611649,"C",0,"C",0,"R",333256,"R",153095,"R",1227524,"R",506406,"C",0,"C",0,"R",570456,"R",4402386,"R",4660461,"R",-4402386,"Z",0,"R",258075,"R",1307780,"Z",0,"R",1565855,"Z",0,"R",1796580,"R",230725,"Z",0,"Z",0,"R",.,"Z",0,"Z",0,"R",93938,"Z",0,
133881,"R",38112960,"Z",0,"Z",0,"Z",0,"R",4099233,"R",3101120,"R",695044,"R",5936830,"R",335722,"R",156147,"R",5648563,"R",292506,"R",58378125,"C",699301,"C",1212695,"C",1484877,"C",0,"C",2166690,"C",0,"C",5563563,"Z",0,"Z",0,"R",21918979,"R",4933274,"Z",0,"R",3317259,"R",6102182,"R",9006198,"R",5417883,"R",8690446,"Z",0,"Z",0,"R",59386221,"R",58378125,"R",-59386221,"Z",0,"R",-1008096,"R",19030217,"Z",0,"R",18022121,"R",1333238,"R",50136411,"R",32114290,"R",13366874,"R",4655247,"R",18022121,"R",5684666,"R",29726333,"R",22260029,"Z",0,
133979,"R",9207048,"Z",0,"R",1750000,"Z",0,"R",1390525,"R",280436,"Z",0,"R",1066821,"R",384021,"Z",0,"R",2560521,"R",215601,"R",16854973,"C",2608531,"C",234915,"C",1889666,"C",274384,"C",879101,"C",0,"C",5886597,"R",879101,"Z",0,"R",2934504,"C",0,"R",3779562,"R",1431954,"R",2287598,"R",2582067,"R",1383296,"C",0,"C",0,"R",2088500,"R",16487481,"R",16854973,"R",-16487481,"R",258727,"R",626219,"R",19264409,"Z",0,"R",19890628,"R",3991304,"R",21767658,"R",1877030,"R",16147164,"R",3743464,"R",19890628,"R",519066,"R",16893107,"R",7330715,"Z",0,
134079,"R",12174034,"Z",0,"Z",0,"Z",0,"R",150422,"R",312925,"Z",0,"R",8170593,"R",8520128,"R",19593,"R",6812284,"R",854226,"R",37014205,"C",750317,"C",70650,"C",2769522,"C",0,"C",2032229,"C",5936530,"C",11559248,"R",10668948,"R",890300,"R",7480389,"C",0,"R",43306,"R",848677,"R",3788785,"R",4707324,"R",4595743,"R",2032229,"C",0,"R",5835320,"R",29331773,"R",37014205,"R",-29331773,"R",-313780,"R",7368652,"R",60862347,"R",18283153,"R",86514152,"R",58597063,"R",95125014,"R",8610862,"R",37064093,"R",49450059,"R",86514152,"R",1828669,"R",30572425,"R",9892002,"Z",0,
134510,"R",494639,"R",98566,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",375143,"R",68245,"Z",0,"R",876250,"R",295564,"R",2208407,"C",149874,"C",29058,"C",18200,"C",0,"C",0,"C",0,"C",197132,"Z",0,"Z",0,"R",266428,"R",43246,"R",12404,"R",379940,"R",113389,"R",39450,"R",799935,"R",167438,"C",0,"R",224833,"R",2047063,"R",2208407,"R",-2047063,"C",185580,"N",346924,"N",1266496,"N",0,"N",1613420,"R",363430,"R",2022702,"R",539284,"R",1032695,"R",450723,"R",1483418,"R",227455,"R",1181114,"R",552708,"Z",0,
134945,"R",23087573,"Z",0,"Z",0,"Z",0,"R",1383171,"R",241685,"R",231320,"R",7576364,"R",2373581,"Z",0,"R",4926789,"R",3857130,"R",43677613,"C",727251,"C",655920,"C",241685,"C",231320,"C",3329176,"C",1584624,"C",6769976,"Z",0,"Z",0,"R",12525425,"C",0,"R",159109,"R",604657,"R",2769118,"R",4961383,"R",4024454,"R",6751111,"C",2129903,"R",2950469,"R",36875629,"R",43677613,"R",-36875629,"Z",0,"R",6801984,"R",58119750,"Z",0,"R",64921734,"R",27741001,"R",70858874,"R",5937140,"R",30058274,"R",34863460,"R",64921734,"R",3582183,"R",25398771,"R",10972772,"Z",0,
135063,"R",1728968,"Z",0,"Z",0,"Z",0,"R",1439953,"R",48100,"Z",0,"C",497191,"R",45544,"Z",0,"Z",0,"C",849522,"R",4609278,"C",930100,"C",509853,"C",48100,"C",0,"C",0,"C",0,"C",1488053,"Z",0,"Z",0,"R",538016,"Z",0,"Z",0,"R",214580,"R",898032,"R",1584801,"Z",0,"R",102484,"C",972126,"R",762916,"R",5072955,"R",4609277,"R",-5072955,"C",-576451,"R",-1040129,"R",10661796,"Z",0,"R",9621667,"R",2634490,"R",9621667,"R",1478873,"R",9621667,"Z",0,"R",9621667,"R",873000,"R",6260477,"R",2335036,"Z",0,
135364,"N",1220520,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",489566,"N",100625,"N",0,"N",172,"N",16176,"N",1827059,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",1120688,"N",0,"N",0,"N",389840,"N",0,"N",205188,"N",0,"N",0,"N",4246,"N",249055,"N",1969017,"N",1827059,"N",-1969017,"N",0,"N",-141958,"N",1479457,"N",-82778,"N",1254721,"N",0,"N",1366837,"N",112116,"N",194601,"N",1060120,"N",1254721,"N",0,"N",978172,"N",363388,"N",0,
135610,"R",2214765,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",769246,"Z",0,"Z",0,"R",912240,"R",355515,"R",4251766,"C",0,"C",0,"C",0,"C",0,"C",0,"C",488253,"C",488253,"R",488253,"Z",0,"R",1039087,"C",0,"C",0,"R",185257,"R",578498,"R",941271,"R",574414,"R",116882,"C",0,"R",350366,"R",3785775,"R",4251766,"R",-3785775,"R",182125,"R",648116,"R",373674,"Z",0,"R",1021790,"R",565086,"R",3536430,"R",2403322,"R",885189,"R",247919,"R",1133108,"R",78747,"R",3381301,"Z",0,"Z",0,
135726,"R",187941072,"Z",0,"R",13992484,"Z",0,"R",115657843,"R",19716823,"R",48934560,"R",66645133,"R",79126260,"R",8439520,"R",53588618,"R",265242313,"R",859284626,"C",12648460,"C",1945775,"C",0,"C",2347804,"C",616041,"C",59774283,"C",77332363,"R",60719703,"R",3964200,"R",199632826,"R",101145108,"R",64738163,"R",55691098,"R",21064516,"R",44700070,"R",69113058,"Z",0,"R",234620173,"Z",0,"R",790705012,"R",859284626,"R",-790705012,"R",-3063494,"R",65516120,"R",732403396,"Z",0,"R",797919516,"R",506491686,"R",1237437521,"R",439518005,"R",575791917,"R",222127599,"R",797919516,"R",42451037,"R",394451239,"R",357347744,"Z",0,
136215,"R",153746152,"Z",0,"Z",0,"Z",0,"R",3429733,"R",8647239,"R",848653,"R",9964623,"R",4603654,"R",1867153,"R",9925079,"R",8176632,"R",201208918,"C",2036064,"C",590632,"C",713104,"C",0,"C",5048933,"C",0,"C",8388733,"R",5048933,"Z",0,"R",118335802,"R",1074143,"R",5183923,"R",15715465,"R",6429085,"R",28542309,"R",10116445,"R",436061,"Z",0,"R",0,"R",185833233,"R",201208910,"R",-185833233,"R",2691820,"R",18067497,"R",149221555,"Z",0,"R",167289052,"R",41797633,"R",264161228,"R",96872176,"R",147276737,"R",20012315,"R",167289052,"R",8499701,"R",110353373,"R",50012910,"R",0,
136330,"R",10987381,"R",0,"R",0,"R",0,"R",239068,"Z",0,"Z",0,"R",4124918,"R",2848922,"Z",0,"R",2914129,"R",732729,"R",21847147,"C",3213,"R",38230,"C",0,"C",0,"C",0,"C",0,"R",41443,"R",112810,"Z",0,"R",4476160,"R",0,"R",0,"R",498494,"R",3002781,"R",4438678,"R",1539643,"R",0,"R",0,"R",5170782,"R",19126538,"R",21897147,"R",-19126538,"N",20041413,"R",22812022,"R",69642718,"R",0,"R",92454740,"R",42915853,"R",84109085,"R",11745758,"R",42824538,"R",29538789,"R",72363327,"R",8685056,"R",27019768,"R",7004324,"Z",0,
136701,"R",466190,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2100685,"R",25884,"Z",0,"R",342702,"R",71149,"R",3006610,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",637028,"C",0,"C",0,"R",357252,"R",55066,"R",192300,"R",230260,"C",0,"C",0,"R",789876,"R",2261782,"R",3006610,"R",-2261782,"Z",0,"R",744828,"R",7843344,"Z",0,"R",8588172,"Z",0,"R",9426367,"R",838195,"R",8468966,"R",119206,"R",8588172,"R",626991,"R",6453185,"R",1491231,"Z",0,
136774,"R",10581850,"Z",0,"Z",0,"Z",0,"R",98929,"Z",0,"Z",0,"R",1814330,"R",220669,"Z",0,"R",898143,"R",298008,"R",13911929,"C",300340,"C",98929,"C",757895,"C",0,"C",51750,"C",165000,"C",1373914,"Z",0,"Z",0,"R",3973639,"C",0,"C",0,"R",1544795,"R",1402577,"R",1851418,"R",912568,"R",288044,"C",0,"R",1604446,"R",11577487,"R",13911929,"R",-11577487,"R",-47021,"R",2287421,"R",10747805,"R",0,"R",13035226,"R",1951384,"R",24210336,"R",11175110,"R",5872899,"R",7162327,"R",13035226,"R",2880747,"R",10112163,"R",3822271,"Z",0,
136950,"R",28970971,"Z",0,"Z",0,"Z",0,"R",804137,"R",47909,"Z",0,"R",13649988,"R",20745166,"Z",0,"R",7296100,"R",1876712,"R",73390983,"C",664321,"Z",0,"C",727033,"Z",0,"Z",0,"Z",0,"R",12121100,"R",10248971,"Z",0,"R",20189646,"R",304226,"R",632535,"R",2299227,"R",3950886,"R",7847172,"R",4598146,"R",491145,"C",0,"R",5002566,"R",45315549,"R",73390983,"R",-45315549,"R",-804998,"R",27270436,"R",117657524,"Z",0,"R",144927960,"R",99535811,"R",176122510,"R",31194550,"R",51577453,"R",93350507,"R",144927960,"R",1717666,"R",39431461,"R",16736907,"Z",0,
137032,"R",20678536,"Z",0,"Z",0,"Z",0,"R",260062,"Z",0,"Z",0,"R",727196,"R",566785,"Z",0,"R",3453155,"R",179938,"R",25865672,"C",2029519,"C",274229,"C",1917405,"Z",0,"C",542851,"C",2670084,"C",3212935,"Z",0,"Z",0,"R",14764200,"Z",0,"Z",0,"R",741474,"R",3895550,"R",3440853,"R",2985272,"R",542851,"Z",0,"Z",0,"R",26370200,"R",25865672,"R",-26370200,"R",719190,"R",214662,"R",18874209,"Z",0,"R",19088871,"R",7005438,"R",26018158,"R",6929282,"R",16487031,"R",2601845,"R",19088876,"R",1796607,"R",14055934,"R",6906273,"Z",0,
137272,"R",308040,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1299978,"R",65713,"Z",0,"R",132455,"C",1354,"R",1807540,"C",12670,"C",0,"C",0,"C",0,"C",1300,"C",16730,"C",30700,"Z",0,"Z",0,"R",336743,"C",0,"C",0,"R",180578,"R",121209,"R",403123,"R",134877,"C",0,"C",0,"R",342918,"R",1519448,"R",1807558,"R",-1519448,"Z",0,"R",288110,"R",3291465,"Z",0,"R",3579575,"R",235432,"R",3583956,"R",4381,"R",3348231,"R",235725,"R",3583956,"R",50000,"R",4289377,"R",1035417,"Z",0,
137476,"R",21259888,"Z",0,"Z",0,"Z",0,"Z",0,"R",123346,"R",175577,"R",1522001,"R",1696698,"Z",0,"R",1149268,"R",121189,"R",26047967,"C",919923,"C",425247,"C",1025956,"C",0,"C",0,"C",0,"C",2371126,"Z",0,"Z",0,"R",7974341,"C",0,"R",96268,"R",2542619,"R",3308308,"R",3488490,"R",1350428,"C",0,"C",52703,"R",4227053,"R",23040210,"R",26047967,"R",-23040210,"Z",0,"R",3007757,"R",1323835,"Z",0,"R",4331592,"R",9333865,"R",30935862,"R",26604270,"R",-2896851,"R",7228443,"R",4331592,"R",1198247,"R",15910178,"R",5862403,"Z",0,
137546,"R",31315000,"Z",0,"Z",0,"Z",0,"R",698000,"Z",0,"Z",0,"R",8456000,"R",14126000,"R",1562000,"R",10575000,"R",818000,"R",67550000,"C",765601,"C",698000,"C",0,"C",0,"C",1886000,"C",8204000,"R",11553601,"R",9409000,"Z",0,"R",16988000,"R",466000,"R",1694000,"R",4430000,"R",4200000,"R",7170000,"R",9068000,"C",0,"C",0,"R",7226000,"R",51242000,"R",67550000,"R",-51242000,"R",-960000,"R",15348000,"R",152588000,"Z",0,"R",167936000,"R",140693000,"R",220385000,"R",52449000,"R",104845000,"R",63091000,"R",167936000,"R",3233000,"R",47427000,"R",28768000,"Z",0,
137564,"R",5290140,"R",0,"R",0,"R",0,"R",28600,"R",0,"R",0,"R",552675,"R",60881,"R",0,"R",2708348,"R",238234,"R",8878878,"R",1247570,"R",529584,"R",253500,"C",0,"R",1437342,"C",0,"R",3467996,"Z",0,"Z",0,"R",2296463,"R",0,"R",0,"R",328646,"R",810342,"R",1690733,"R",2243003,"R",503265,"R",0,"R",1405617,"R",9278069,"R",8878878,"R",-9278069,"R",52488,"R",-346703,"R",6142106,"Z",0,"R",5795403,"R",877187,"R",11255304,"R",5459901,"R",4820521,"R",974882,"R",5795403,"R",839184,"R",8547334,"R",2927037,"R",0,
137777,"N",1868833,"N",0,"N",0,"N",0,"N",7414,"N",0,"N",0,"N",207048,"N",2947405,"N",0,"N",0,"N",28264,"N",5058964,"N",51997,"N",21455,"N",116829,"N",0,"N",27750,"N",173389,"N",391420,"N",0,"N",0,"N",1099227,"N",0,"N",533,"N",96597,"N",501884,"N",491123,"N",0,"N",173389,"N",0,"N",328521,"N",2691274,"N",5058964,"N",-2691274,"N",0,"N",2367690,"N",2367690,"N",8213347,"N",12948727,"N",10170018,"N",11302232,"N",754195,"N",3545348,"N",7002689,"N",10548037,"N",101722,"N",1256803,"N",491502,"N",0,
137847,"R",20826226,"Z",0,"Z",0,"Z",0,"R",501367,"R",140382,"Z",0,"R",2532489,"R",1966368,"R",0,"R",6297021,"R",493643,"R",32757496,"C",933214,"C",505794,"C",1384935,"C",128082,"C",0,"C",7440437,"C",10392462,"R",7779943,"Z",0,"R",9197731,"R",40101,"R",0,"R",2063743,"R",4011644,"R",6938204,"R",5660099,"Z",0,"Z",0,"Z",0,"R",27911522,"R",32757946,"R",-27911522,"R",735394,"R",5581818,"R",29609650,"Z",0,"R",35191468,"R",14083229,"R",60443200,"R",25251732,"R",24984902,"R",10206566,"R",35191468,"R",1797622,"R",19231403,"R",13400131,"Z",0,
137953,"R",969703,"Z",0,"Z",0,"Z",0,"R",187633,"Z",0,"Z",0,"R",197327,"R",6770,"Z",0,"R",376566,"Z",0,"R",1737999,"C",187633,"C",0,"C",0,"C",0,"C",0,"C",0,"C",187633,"Z",0,"Z",0,"R",803843,"C",0,"C",0,"R",55949,"R",161358,"R",139109,"R",237305,"C",0,"C",0,"R",266529,"R",1664093,"R",1737999,"R",-1664093,"Z",0,"R",73906,"R",216947,"Z",0,"R",290853,"Z",0,"R",715798,"R",424945,"R",201843,"R",89010,"R",290853,"R",166551,"R",368525,"R",400138,"Z",0,
