unitid,part,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,filler1,b101,b102,b103,filler2,b111,b112,b113,filler3,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,filler4,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093",filler5,"xb101","xb102","xb103",filler6,"xb111","xb112","xb113",filler7,"xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"176910","B","243738","285","244023","184289","0","0","0","0","89169","3077","92246","49972","197910","3155","201065","129096","65633","1573","67206","20037","399890","10030","409920","259103","85742","450","86192","41207","94064","89917","183981","","0","0","0","","0","0","0","","1176146","108487","1284633","683704","314423","0","314423","80302","0","0","0","0","0","0","0","0","1490569","108487","1599056","764006","683704","161531","0","0","845235","41375","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"176938","B","1488274","12171","1500445","1223002","0","0","0","0","0","0","0","0","194977","8029","203006","92217","436425","131281","567706","234956","1203520","210978","1414498","621871","976774","41387","1018161","383688","387851","962101","1349952","","108330","0","108330","","245315","0","245315","","5041466","1365947","6407413","2555734","2314560","45719","2360279","575476","0","0","0","0","0","0","0","0","7356026","1411666","8767692","3131210","2555734","579069","0","0","3134803","194977","108330","97824","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"176947","B","2749859","43012","2792871","1722171","0","0","0","0","0","0","0","0","1641298","126453","1767751","903555","751962","0","751962","466509","1248165","19707","1267872","166702","1084222","39601","1123823","403107","3227385","972816","4200201","","302282","0","302282","","0","0","0","","11005173","1201589","12206762","3662044","1028546","0","1028546","0","0","0","0","0","0","0","0","0","12033719","1201589","13235308","3662044","3662044","758830","0","0","4420874","203906","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,18,"",31,31,31,"",18,10,18,18,10,10,10,10,31,31,31,31,31,31,31,31,18,10,18,18,18,10,10,10,18,10,31,31,31,31,31,31
"176965","B","35254410","2773404","38027814","26417132","469622","232732","702354","458955","1072151","152060","1224211","143815","6323904","710125","7034029","3486869","8093177","574227","8667404","3838294","6393233","390247","6783480","5079581","6546373","179300","6725673","3484747","3125352","5712335","8837687","","188067","0","188067","","795721","-32039","763682","","68262010","10692391","78954401","42909393","20226230","0","20226230","2402184","0","0","0","0","0","0","0","0","88488240","10692391","99180631","45311577","42909393","9392501","0","0","52301894","3190994","2486705","705324","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,11,"",10,10,10,"",10,11,11,10,10,31,10,10,31,31,31,31,31,31,31,31,10,11,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"177038","B","2280593","0","2280593","1288000","127216","0","127216","95000","253674","0","253674","0","133042","0","133042","55000","465581","0","465581","157152","1279545","22527","1302072","756595","1711343","0","1711343","95000","0","175605","175605","","0","0","0","","0","0","0","","6250994","198132","6449126","2446747","286156","0","286156","35000","0","0","0","0","0","0","0","0","6537150","198132","6735282","2481747","2446747","529365","0","0","2976112","133042","0","0","0","0","0","0","",10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,31,15,18,"",31,31,10,"",31,31,31,"",18,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,18,18,18,10,18,10,10,31,18,10,31,31,31,31,31,31
"177065","B","8110775","18128","8128903","6472282","0","0","0","0","0","0","0","0","638107","16093","654200","306065","785493","34194","819687","386746","3782527","17080","3799607","1633149","1746432","0","1746432","592344","1421676","2958059","4379735","","0","0","0","","2272721","0","2272721","","18757731","3043554","21801285","9390586","1142620","9331","1151951","0","0","0","0","0","0","0","0","0","19900351","3052885","22953236","9390586","9390586","1535156","0","0","10925742","293952","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,18,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,18,18,10,31,31,18,10,31,31,31,31,31,31
"177083","B","408208","0","408208","306891","0","0","0","0","0","0","0","0","240226","0","240226","87430","260733","72367","333100","109920","210727","0","210727","93660","157901","0","157901","38000","0","89097","89097","","0","0","0","","0","0","0","","1277795","161464","1439259","635901","388469","0","388469","0","0","0","0","0","0","0","0","0","1666264","161464","1827728","635901","635901","27425","0","0","663326","54000","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,16,31,10,10,"",31,31,31,"",31,31,31,"",10,10,10,18,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,18,18,10,31,31,18,16,31,31,31,31,31,31
"177092","B","1585363","351370","1936733","1356564","0","0","0","0","0","0","0","0","707030","324655","1031685","261686","614284","142957","757241","334665","1969645","57592","2027237","531260","1216698","4418","1221116","324450","0","1834825","1834825","","7298","0","7298","","129379","0","129379","","6229697","2715817","8945514","2808625","1675112","46298","1721410","237544","0","0","0","0","0","0","0","0","7904809","2762115","10666924","3046169","2808625","752441","0","0","3561066","675354","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,11,"",10,10,10,"",10,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10
"177117","B","1677949","52503","1730452","1260896","0","0","0","0","0","0","0","0","275696","646","276342","195790","828349","27100","855449","377733","1302667","80336","1383003","525381","925862","93253","1019115","504694","0","605667","605667","","0","0","0","","-313","-198820","-199133","","5010210","660685","5670895","2864494","957243","0","957243","293046","0","0","0","0","0","0","0","0","5967453","660685","6628138","3157540","2864494","725725","0","0","3590219","112503","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,"",31,31,31,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"177126","B","874891","41898","916789","707237","0","0","0","0","0","0","0","0","471018","55645","526663","318790","571818","475","572293","278409","1032108","63737","1095845","488136","330487","100","330587","109618","321221","156278","477499","","0","0","0","","35240","0","35240","","3636783","318133","3954916","1902190","164868","60200","225068","86149","0","0","0","0","0","0","0","0","3801651","378333","4179984","1988339","1902190","374697","0","0","2276887","173198","0","43300","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"177135","B","3361538","0","3361538","2079021","0","0","0","0","117278","0","117278","32029","224118","0","224118","143241","640275","0","640275","436578","540522","0","540522","280362","630096","0","630096","199395","358298","779339","1137637","","710271","0","710271","","11845","0","11845","","6594241","779339","7373580","3170626","1426395","0","1426395","395708","0","0","0","0","116713","0","116713","82611","8137349","779339","8916688","3648945","3170626","661742","0","0","3832368","163577","50029","0","0","0","0","0","",10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,10,31,10,16,10,10,18,18,10,10,31,31,10,10,10,31,31,31,31,31
"177144","B","2606440","328431","2934871","2101489","0","0","0","0","0","0","0","0","393966","50103","444069","133072","1408563","44380","1452943","790940","1804727","23141","1827868","971570","1186977","0","1186977","620949","3402175","1313493","4715668","","1822","0","1822","","88380","-154462","-66082","","10893050","1605086","12498136","4618020","1708284","0","1708284","485906","0","0","0","0","0","0","0","0","12601334","1605086","14206420","5103926","4618020","978723","0","0","5596743","362457","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"177153","B","0","727355","727355","643138","0","0","0","0","0","0","0","0","0","169658","169658","83103","0","431638","431638","200538","0","1099104","1099104","378981","0","718680","718680","187156","0","477274","477274","","0","0","0","","0","0","0","","0","3623709","3623709","1492916","154506","0","154506","43130","0","0","0","0","0","0","0","0","154506","3623709","3778215","1536046","1492916","88780","165025","0","1746721","169658","0","0","0","0","0","0","",31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,"",31,31,31,"",31,31,31,"",31,10,10,18,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,18,18,10,10,10,18,10,31,31,31,31,31,31
"177162","B","4792185","0","4792185","3848966","0","0","0","0","0","0","0","0","516699","0","516699","45114","3982721","0","3982721","2006626","1519861","0","1519861","833211","686188","0","686188","135648","0","1837627","1837627","","0","0","0","","0","0","0","","11497654","1837627","13335281","6869565","1494023","0","1494023","92721","0","0","0","0","0","0","0","0","12991677","1837627","14829304","6962286","6869565","1229652","0","0","8099217","45531","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,16,31,10,10,"",31,31,31,"",31,31,31,"",10,10,10,18,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,18,18,10,31,31,18,10,31,31,31,31,31,31
"177214","B","7965733","307852","8273585","5910803","0","0","0","0","0","0","0","0","845200","0","845200","552154","1326209","330","1326539","833588","2085354","254623","2339977","1091283","1264590","0","1264590","699055","2880971","2269118","5150089","","70801","0","70801","","0","0","0","","16438858","2831923","19270781","9086883","2704077","183872","2887949","348904","0","0","0","0","0","0","0","0","19142935","3015795","22158730","9435787","9086883","1971077","29222","0","11087182","565249","91881","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,18,10,10,10,31,11,10,10,31,31,31,31,31
"177250","B","3607557","610144","4217701","3041755","0","0","0","0","333576","0","333576","168572","619746","75174","694920","398135","766318","0","766318","440750","1130710","0","1130710","677205","1012997","0","1012997","366819","281549","1162951","1444500","","0","0","0","","0","0","0","","7752453","1848269","9600722","5093236","839495","0","839495","123492","0","0","0","0","0","0","0","0","8591948","1848269","10440217","5216728","5093236","1194751","0","0","6287987","169239","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,15,15,"",31,31,31,"",31,31,31,"",10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"177278","B","802634","0","802634","623385","0","0","0","0","0","0","0","0","179218","16645","195863","87069","74911","9357","84268","43916","749815","75119","824934","426422","416493","115440","531933","152434","0","454878","454878","","0","0","0","","0","0","0","","2223071","671439","2894510","1333226","101306","0","101306","7642","0","0","0","0","0","0","0","0","2324377","671439","2995816","1340868","1333226","217928","0","0","1551154","179218","0","0","0","0","0","0","",10,31,18,10,31,31,31,31,31,31,31,31,11,10,18,10,10,10,18,10,10,10,18,10,10,10,10,10,31,11,18,"",31,31,31,"",31,31,31,"",18,18,11,18,11,31,18,11,31,31,31,31,31,31,31,31,18,18,10,18,10,11,31,31,11,16,31,31,31,31,31,31
"177339","B","3799957","140170","3940127","2998271","0","0","0","0","0","0","0","0","346047","31986","378033","179073","821557","52273","873830","327188","2204858","95442","2300300","1257864","1468906","52159","1521065","569442","3173117","947752","4120869","","797763","0","797763","","178573","0","178573","","12790778","1319782","14110560","5331838","2846590","96369","2942959","1270736","0","0","0","0","0","0","0","0","15637368","1416151","17053519","6602574","5331838","997504","0","0","6329342","346047","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,15,"",10,31,10,"",10,31,10,"",18,10,18,10,10,10,10,10,31,31,31,31,31,31,31,31,18,10,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"177418","B","3709474","65986","3775460","2582692","0","0","0","0","0","0","0","0","496481","0","496481","288552","1056548","53646","1110194","556595","1580661","2931","1583592","765748","566033","0","566033","209193","1374751","612669","1987420","","232883","100000","332883","","104236","-104236","0","","9121067","730996","9852063","4402780","850125","0","850125","0","0","0","0","0","0","0","0","0","9971192","730996","10702188","4402780","4402780","871267","0","0","5274047","258805","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,10,10,"",10,10,31,"",10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"177427","B","1274569","0","1274569","1089918","0","0","0","0","0","0","0","0","229857","0","229857","165350","51827","27532","79359","14869","517856","0","517856","227345","175470","0","175470","14000","82719","0","82719","","0","0","0","","6604","0","6604","","2338902","27532","2366434","1511482","60291","0","60291","0","0","0","0","0","0","0","0","0","2399193","27532","2426725","1511482","1511482","165977","0","0","1677459","47446","0","0","0","0","0","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"",20,20,20,"",20,20,20,"",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"177472","B","6245406","0","6245406","4145739","0","0","0","0","1083479","0","1083479","506617","1062590","0","1062590","483646","905452","0","905452","652468","1533708","0","1533708","645210","1204273","0","1204273","233988","39509","1230506","1270015","","0","0","0","","0","0","0","","12074417","1230506","13304923","6667668","0","0","0","0","0","0","0","0","0","0","0","0","12074417","1230506","13304923","6667668","6667668","1244401","0","0","7912069","404412","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"177542","B","1742865","29145","1772010","1302284","0","0","0","0","0","0","0","0","315647","18520","334167","134825","655109","79459","734568","342730","753905","15974","769879","247472","574934","13042","587976","183671","892137","673696","1565833","","383491","0","383491","","0","0","0","","5318088","829836","6147924","2210982","834353","2039","836392","42041","0","0","0","0","0","0","0","0","6152441","831875","6984316","2253023","2210982","445719","0","0","2656701","205611","17400","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,"",10,31,10,"",31,31,31,"",10,11,11,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,10,31,31,31,31,31
"177551","B","3182346","874119","4056465","2744624","0","0","0","0","191265","615748","807013","319028","870735","196310","1067045","611941","1196745","78396","1275141","785639","1835345","248532","2083877","962005","1059205","649","1059854","299183","325220","1495341","1820561","","0","53910","53910","","-2908","6611","3703","","8657953","3569616","12227569","5722420","0","0","0","0","0","0","0","0","0","0","0","0","8657953","3569616","12227569","5722420","5722420","1430604","0","0","7153024","332294","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,10,18,"",10,10,10,"",18,10,18,18,31,31,31,31,31,31,31,31,31,31,31,31,18,10,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"177676","B","7624979","816119","8441098","6050949","0","0","0","0","0","0","0","0","428690","208215","636905","363110","105993","58944","164937","40710","2559519","8658","2568177","1699250","1320884","5021","1325905","654662","395028","1790942","2185970","","0","0","0","","0","0","0","","12435093","2887899","15322992","8808681","804159","19810","823969","215793","0","0","0","0","0","0","0","0","13239252","2907709","16146961","9024474","8808681","1338402","0","0","10147083","273722","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31
"177746","B","2525016","0","2525016","2207830","0","0","0","0","0","0","0","0","664806","0","664806","498980","1076569","0","1076569","484506","2663573","961277","3624850","1107337","876241","0","876241","443970","2092131","609485","2701616","","121795","0","121795","","0","0","0","","10020131","1570762","11590893","4742623","749931","0","749931","54761","0","0","0","0","0","0","0","0","10770062","1570762","12340824","4797384","4742623","876648","0","0","5619271","193522","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"177791","B","285000","0","285000","256000","0","0","0","0","0","0","0","0","64699","0","64699","40329","478691","0","478691","161835","316195","0","316195","88644","248585","0","248585","78255","0","1292638","1292638","","0","0","0","","0","0","0","","1393170","1292638","2685808","625063","341452","0","341452","45000","0","0","0","0","0","0","0","0","1734622","1292638","3027260","670063","625063","72232","0","0","697295","16030","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,18,10,31,31,18,10,31,31,31,31,31,31
"177816","B","263771","0","263771","130863","0","0","0","0","0","0","0","0","704657","0","704657","498344","314956","0","314956","132659","435634","0","435634","181871","484744","0","484744","132659","544641","0","544641","","0","0","0","","0","0","0","","2748403","0","2748403","1076396","0","0","0","0","0","0","0","0","0","0","0","0","2748403","0","2748403","1076396","1076396","270445","0","1346847","2693688","141072","0","0","0","0","0","0","",16,31,10,10,31,31,10,10,31,31,10,10,16,31,10,10,16,31,10,10,16,31,10,10,16,31,10,10,16,31,10,"",31,31,10,"",31,31,10,"",16,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,16,31,10,10,10,10,10,10,11,10,31,31,31,31,31,31
"177834","B","4652178","1377308","6029486","3550559","165614","386003","551617","247827","0","0","0","0","2614509","72383","2686892","965260","594611","62659","657270","380963","4335110","109285","4444395","1799681","1982909","0","1982909","415089","0","360636","360636","","1648256","0","1648256","","2048587","989167","3037754","","18041774","3357441","21399215","7359379","313280","301","313581","113340","708710","44908","753618","473266","0","0","0","0","19063764","3402650","22466414","7945985","7359379","1838233","0","0","9197612","663610","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"177940","B","7150116","912056","8062172","5619812","140819","2707448","2848267","1555435","228484","2599146","2827630","1113632","1542279","370709","1912988","937494","2228732","83231","2311963","1160872","3834494","132227","3966721","2240668","1690468","123525","1813993","740175","754659","1759855","2514514","","216013","0","216013","","1834688","0","1834688","","19620752","8688197","28308949","13368088","1879738","0","1879738","488982","0","0","0","0","0","0","0","0","21500490","8688197","30188687","13857070","13368088","3040313","0","0","16408401","639165","130662","32660","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,18,10,10,10,10,10,10,10,10,31,31,31,31
"177968","B","5013918","21836","5035754","4447460","0","0","0","0","0","0","0","0","526390","24544","550934","121354","1868582","26732","1895314","1061403","1986184","596","1986780","689267","1000233","0","1000233","449595","10259451","1442073","11701524","","54669","0","54669","","4925829","69451","4995280","","25635256","1585232","27220488","6769079","2207040","0","2207040","44753","0","0","0","0","0","0","0","0","27842296","1585232","29427528","6813832","6769079","862424","0","0","7631503","232258","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"177986","B","4799279","44124","4843403","2539947","108320","53154","161474","108340","0","0","0","0","404177","0","404177","230126","1335968","0","1335968","633868","2353005","0","2353005","972089","917181","0","917181","434537","0","165730","165730","","1232167","0","1232167","","0","0","0","","11150097","263008","11413105","4918907","561592","0","561592","56069","0","0","0","0","0","0","0","0","11711689","263008","11974697","4974976","4918907","852453","0","0","5771360","382689","0","0","0","0","0","0","",10,10,10,10,10,10,18,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"178059","B","7602005","296227","7898232","6073129","0","0","0","0","0","0","0","0","1540200","24679","1564879","914941","1470947","101987","1572934","826093","2782685","32767","2815452","1377007","2277866","64575","2342441","1058992","2663324","745805","3409129","","0","0","0","","670382","13941","684323","","19007409","1279981","20287390","10250162","2584503","8097","2592600","115992","0","0","0","0","0","0","0","0","21591912","1288078","22879990","10366154","10250162","1934357","0","0","12184519","647748","92910","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",10,10,10,"",10,10,10,18,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,18,10,31,31,18,10,10,31,31,31,31,31
"178129","B","30499869","4370413","34870282","21244205","0","0","0","0","0","0","0","0","4979526","0","4979526","3293089","5702596","0","5702596","3784083","9300525","0","9300525","4910274","6202473","0","6202473","2059982","759909","5815319","6575228","","0","0","0","","6322516","-727238","5595278","","63767414","9458494","73225908","35291633","6758852","0","6758852","855994","0","0","0","0","0","0","0","0","70526266","9458494","79984760","36147627","35291633","7029019","0","0","42320652","1385688","0","1625000","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"178208","B","1786273","0","1786273","966920","0","0","0","0","0","0","0","0","350798","0","350798","153539","114211","0","114211","79192","954302","0","954302","434448","406266","0","406266","175845","26191","0","26191","","34657","0","34657","","4298","0","4298","","3676996","0","3676996","1809944","1040805","0","1040805","246746","0","0","0","0","0","0","0","0","4717801","0","4717801","2056690","1809944","408806","0","0","2218750","209594","2516","19731","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"178217","B","3583885","0","3583885","2736552","0","0","0","0","558872","0","558872","155577","349949","0","349949","232745","575204","0","575204","364169","1747569","2085898","3833467","770987","1074144","0","1074144","360080","650252","1589000","2239252","","30977","0","30977","","0","0","0","","8570852","3674898","12245750","4620110","651694","0","651694","44048","0","0","0","0","0","0","0","0","9222546","3674898","12897444","4664158","4620110","800187","0","0","5420297","157448","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"178244","B","1669623","65943","1735566","1517730","0","0","0","0","0","0","0","0","402895","0","402895","228378","504462","0","504462","377567","1776724","35199","1811923","401881","453805","0","453805","260967","1782768","552163","2334931","","93881","0","93881","","0","35137","35137","","6684158","688442","7372600","2786523","593626","0","593626","133034","0","0","0","0","0","0","0","0","7277784","688442","7966226","2919557","2786523","905128","0","0","3691651","146105","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,"",10,10,10,"",10,10,10,"",10,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,10,10,10
"178341","B","13270494","536061","13806555","9833573","0","0","0","0","351695","130965","482660","351121","2577155","47082","2624237","1571301","1553354","65186","1618540","819131","1896662","7571","1904233","1186745","1964272","5926","1970198","1093437","1500079","4108238","5608317","","0","0","0","","0","0","0","","23113711","4901029","28014740","14855308","1723329","14504","1737833","667511","0","0","0","0","0","0","0","0","24837040","4915533","29752573","15522819","14855308","3896706","0","0","18752014","1046884","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,18,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"178369","B","2045902","0","2045902","1901446","0","0","0","0","0","0","0","0","1877333","0","1877333","1187489","466729","0","466729","0","481147","0","481147","0","721913","0","721913","0","7998355","1071840","9070195","","0","0","0","","0","0","0","","13591379","1071840","14663219","3088935","1250240","0","1250240","0","0","0","0","0","0","0","0","0","14841619","1071840","15913459","3088935","3088935","512586","0","0","3601521","78121","0","0","0","0","0","0","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,31,10,31,10,31,10,31,10,31,10,10,10,"",31,31,31,"",31,31,31,"",18,10,18,10,10,31,10,31,31,31,31,31,31,31,31,31,18,10,18,10,10,10,31,31,10,10,31,31,31,31,31,31
