UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
109785,"R",92366938,"R",215233545,"R",0,"R",359436701,"R",198257041,"R",133335578,"R",102601254,"R",58578406,"R",34362752,"R",24215654,"R",161179660,"R",57760289,"R",235808017,"R",59496029,"R",295548,"R",3266905,"R",356626788,"R",141393243,"R",248516472,"R",241894238,"R",-6205647,"R",416587,"R",160763073,"R",0,"R",161179660,"R",13380277,"R",1344674,"R",23979,"R",0,"R",2992168,"R",69864441,"R",87605539,"R",72856609,"R",0,"R",72856609,"R",184324873,"R",184324873,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",804310,"R",0,"R",804310,"R",0,"R",23979,"Z",0,"R",23979,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11838885,"R",5859075,"R",2936909,"R",3042901,"R",11838885,"R",5859075,"R",2936909,"R",3042901,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8402265,"R",1252194,"R",7150071,"Z",0,"R",518460,"R",518460,"R",34530076,"R",34530076,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8073624,"R",7907055,"R",152343,"R",14226,"R",248516472,"R",234391733,"R",11067612,"R",3057127,"R",0,"R",5567515,"R",-5567515,"Z",0,"R",248516472,"R",239959248,"R",5500097,"R",3057127,"R",86562670,"R",59837240,"R",8424684,"R",0,"R",0,"R",0,"R",20621066,"R",12966666,"R",33676372,"R",20748888,"R",47515771,"R",15473274,"R",17658125,"R",5404974,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27435550,"R",4187010,"R",241894238,"R",118618052,"R",34388394,"R",6696972,"R",13307104,"R",7431447,"R",61452269, 1,"R",60728807,"R",67747760
110060,"R",2757485,"R",20561800,"R",0,"R",23802115,"R",8055120,"R",0,"R",15746995,"R",0,"R",0,"R",0,"R",15746995,"R",16350410,"R",5734325,"R",1168270,"R",0,"R",0,"R",23253005,"R",2691205,"R",3999283,"R",3664784,"R",-324037,"R",10462,"R",15736533,"R",0,"R",15746995,"R",623122,"R",0,"R",135241,"R",0,"R",0,"R",0,"R",758363,"R",135241,"R",0,"R",135241,"R",1563073,"R",1563073,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",623122,"R",623122,"R",0,"R",0,"R",135241,"R",135241,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",697418,"R",697418,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",135464,"R",135464,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",844965,"R",844965,"R",0,"R",0,"R",3999283,"R",3999283,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3999283,"R",3999283,"R",0,"R",0,"R",293480,"R",286883,"R",0,"R",0,"R",11788,"R",0,"R",236583,"R",215918,"R",209081,"R",67694,"R",1590843,"R",763722,"R",0,"R",0,"R",408053,"R",0,"R",0,"R",0,"R",0,"R",914956,"R",0,"R",3664784,"R",1334217,"R",59901,"R",728660,"R",186896,"R",0,"R",1355110, 2,"A",,"A",
110097,"R",207175000,"R",195703000,"R",0,"R",433994000,"R",170973000,"R",132448000,"R",189203000,"R",73818000,"R",23404000,"R",50414000,"R",263021000,"R",17211000,"R",236940000,"R",55715000,"R",16049000,"R",0,"R",325915000,"R",130212000,"R",166639000,"R",155680000,"R",-329000,"R",10630000,"R",252391000,"R",0,"R",263021000,"R",5764000,"R",929000,"R",7526000,"R",0,"R",3323000,"R",39910000,"R",57452000,"R",43666000,"R",0,"R",43666000,"R",115432000,"R",115432000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",929000,"R",929000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18962000,"R",3257000,"R",13718000,"R",1987000,"R",18962000,"R",3257000,"R",13718000,"R",1987000,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-2661000,"R",-2137000,"R",-382000,"R",-142000,"R",3803000,"R",3803000,"R",27540000,"R",27540000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2634000,"R",2129000,"R",505000,"R",0,"R",166639000,"R",150953000,"R",13841000,"R",1845000,"R",0,"R",0,"Z",0,"Z",0,"R",166639000,"R",150953000,"R",13841000,"R",1845000,"R",56451000,"R",33048912,"R",2471000,"R",598770,"R",3635000,"R",1722385,"R",12706000,"R",5647818,"R",21237000,"R",9962458,"R",28077000,"R",14776553,"R",31103000,"R",756122,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",155680000,"R",66513018,"R",3180971,"R",13863638,"R",11097498,"R",6631257,"R",54393618, 1,"R",119979622,"R",123650693
110307,"R",0,"R",226525,"R",0,"R",4221993,"R",3394025,"R",0,"R",808700,"R",19268,"R",10000,"R",9268,"R",827968,"R",0,"R",0,"R",620758,"R",0,"R",0,"R",620758,"R",394233,"R",6068177,"R",5991882,"R",0,"R",76295,"R",751673,"R",0,"R",827968,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3849478,"R",3849478,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",622235,"R",622235,"R",0,"R",0,"R",622235,"R",622235,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3266,"R",3266,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1593198,"R",1593198,"R",0,"R",0,"R",6068177,"R",6068177,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6068177,"R",6068177,"R",0,"R",0,"R",2652972,"R",1897540,"R",77046,"R",46486,"R",1001048,"R",690991,"R",254367,"R",107136,"R",449646,"R",275140,"R",1540829,"R",870370,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15974,"R",0,"R",5991882,"R",3887663,"R",552985,"R",619633,"R",48701,"R",15974,"R",866926, 1,"R",19268,"R",19268
110316,"R",2246668,"R",19688024,"R",94497,"R",28899248,"R",20234315,"R",14849342,"R",4988578,"R",3676355,"R",1672513,"R",2003842,"R",8664933,"R",6000000,"R",16236240,"R",5657147,"R",84859,"R",0,"R",27978246,"R",8290222,"R",32787208,"R",31737316,"R",0,"R",1049892,"R",7615041,"R",0,"R",8664933,"R",275619,"R",28944,"R",70502,"R",0,"R",155679,"R",1742868,"R",2273612,"R",1467249,"R",0,"R",1467249,"R",25009314,"R",25009314,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",180067,"R",180067,"R",0,"R",0,"R",1686153,"R",287325,"R",1113888,"R",284940,"R",1686153,"R",287325,"R",1113888,"R",284940,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15786,"R",15786,"R",0,"R",0,"R",0,"R",0,"R",2118653,"R",2118653,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3777235,"R",3543858,"R",233377,"R",0,"R",32787208,"R",31155003,"R",1347265,"R",284940,"R",0,"R",702780,"R",-702780,"R",0,"R",32787208,"R",31857783,"R",644485,"R",284940,"R",14240775,"R",9531958,"R",0,"R",0,"R",2276489,"R",1311327,"R",1417699,"R",816285,"R",2455038,"R",1525518,"R",10885415,"R",3562183,"R",461900,"R",181283,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31737316,"R",16928554,"R",4091834,"R",1709394,"R",940776,"R",747727,"R",7319031, 1,"R",1387573,"R",1672513
110361,"R",19021716,"R",277871847,"R",0,"R",442821212,"R",294152377,"R",270929797,"R",115069161,"R",33599674,"R",15869594,"R",17730080,"R",148668835,"R",64498576,"R",187535272,"R",51052652,"R",33178668,"R",29164868,"R",365430036,"R",87558189,"R",194386548,"R",167064583,"R",0,"R",27321965,"R",121346870,"R",0,"R",148668835,"R",14222600,"R",993014,"R",14160606,"R",0,"R",546006,"R",49695848,"R",79618074,"R",49695848,"R",0,"R",49695848,"R",160880439,"R",160880439,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12133450,"R",669851,"R",10700692,"R",762907,"R",12133450,"R",669851,"R",10700692,"R",762907,"R",0,"R",0,"R",0,"R",0,"R",305286,"R",305286,"R",0,"R",0,"R",-281853,"R",292801,"R",-574654,"R",0,"R",0,"R",0,"R",15048545,"R",15048545,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6300681,"R",6300681,"R",0,"R",0,"R",194386548,"R",183497603,"R",10126038,"R",762907,"R",0,"R",1742446,"R",-1742446,"R",0,"R",194386548,"R",185240049,"R",8383592,"R",762907,"R",73470985,"R",38152617,"R",0,"R",0,"R",0,"R",0,"R",6369571,"R",2754782,"R",30858109,"R",13314545,"R",35399654,"R",10020717,"R",20420258,"R",3201749,"R",546006,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",167064583,"R",67444410,"R",20859750,"R",14662017,"R",12213825,"R",14472643,"R",37411938, 1,"R",16087620,"R",41825411
110370,"R",35562000,"R",64839000,"R",0,"R",142867000,"R",54944000,"R",39465000,"R",53745000,"R",34178000,"R",21366000,"R",12812000,"R",87923000,"R",16670000,"R",62561000,"R",20118000,"R",1719000,"R",0,"R",101068000,"R",36229000,"R",73648000,"R",70945000,"R",0,"R",2703000,"R",85220000,"R",0,"R",87923000,"R",2185674,"R",926669,"R",1560003,"R",0,"R",1664377,"R",21444486,"R",27781209,"R",24035532,"R",0,"R",24035532,"R",60972000,"R",60972000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",947000,"R",0,"R",947000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58000,"R",0,"R",58000,"R",0,"R",5232000,"R",424000,"R",3982000,"R",826000,"R",5056000,"R",424000,"R",3816000,"R",816000,"R",176000,"R",0,"R",166000,"R",10000,"R",0,"R",0,"R",0,"R",0,"R",-1009000,"R",-11000,"R",-998000,"R",0,"R",0,"R",0,"R",5487000,"R",5487000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1961000,"R",1753000,"R",208000,"R",0,"R",73648000,"R",68625000,"R",4197000,"R",826000,"R",0,"R",4928000,"R",-4928000,"R",0,"R",73648000,"R",73553000,"R",-731000,"R",826000,"R",34118000,"R",20996000,"R",0,"R",0,"R",0,"R",0,"R",6981000,"R",3015000,"R",8049000,"R",3612000,"R",16554000,"R",7723000,"R",5243000,"R",56000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70945000,"R",35402000,"R",10309000,"R",4893000,"R",2719000,"R",1798000,"R",15824000, 1,"R",32570000,"R",30759000
110404,"R",3028378000,"R",862460000,"R",0,"R",4949956000,"R",2322312000,"R",572233000,"R",424153000,"R",2203491000,"R",1437103000,"R",766388000,"R",2627644000,"R",67799000,"R",1064918000,"R",577899000,"R",70462000,"Z",0,"R",1781078000,"R",918618000,"R",2771684000,"R",2538636000,"R",-30018000,"R",203030000,"R",2424614000,"R",0,"R",2627644000,"R",516000,"R",6702000,"R",0,"R",0,"R",24184000,"R",27134000,"R",58536000,"R",58020000,"R",0,"R",58020000,"R",40814000,"R",40814000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",287329000,"R",287329000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",320579000,"R",77559000,"R",106851000,"R",136169000,"R",292861000,"R",49841000,"R",106851000,"R",136169000,"R",27718000,"R",27718000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",201899000,"R",102846000,"R",97828000,"R",1225000,"Z",0,"Z",0,"R",28933000,"R",28933000,"Z",0,"Z",0,"R",1870621000,"R",1870621000,"Z",0,"Z",0,"R",21509000,"R",21509000,"R",0,"R",0,"R",2771684000,"R",2429611000,"R",204679000,"R",137394000,"R",0,"R",117100000,"R",-117100000,"R",0,"R",2771684000,"R",2546711000,"R",87579000,"R",137394000,"R",220440000,"R",106418765,"R",237005000,"R",74722322,"R",0,"Z",0,"R",48434000,"R",22682739,"R",20546000,"R",10340833,"R",82168000,"R",52251320,"R",34122000,"R",7930387,"R",0,"R",0,"Z",0,"R",1870621000,"Z",0,"R",25300000,"R",20639746,"R",2538636000,"R",294986112,"R",72701851,"R",0,"R",65047635,"R",20924805,"R",2084975597, 1,"R",2078954000,"R",2217372000
110413,"R",100575687,"R",136899404,"R",475000,"R",315532041,"R",86895855,"R",64849691,"R",136817368,"R",91818818,"R",57747665,"R",34071153,"R",228636186,"R",40251831,"R",154065691,"R",17428006,"R",1775095,"Z",0,"R",213520623,"R",76621219,"R",112278471,"R",108985167,"R",0,"R",3293304,"R",225342882,"R",0,"R",228636186,"R",3443519,"R",238808,"R",5518120,"R",0,"R",1291605,"R",43326460,"R",53818512,"R",44618065,"R",0,"R",44618065,"R",77424647,"R",77424647,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2098900,"R",2098900,"R",0,"R",0,"R",94559,"R",94559,"Z",0,"Z",0,"R",50078,"R",50078,"Z",0,"Z",0,"R",10699294,"R",3676091,"R",4108005,"R",2915198,"R",10259237,"R",3236034,"R",4108005,"R",2915198,"R",440057,"R",440057,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",368846,"R",115322,"R",235834,"R",17690,"R",888788,"R",888788,"R",17500849,"R",17500849,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3152510,"R",3918452,"R",-515204,"R",-250738,"R",112278471,"R",105767686,"R",3828635,"R",2682150,"R",0,"R",3946263,"R",-3946263,"Z",0,"R",112278471,"R",109713949,"R",-117628,"R",2682150,"R",38452043,"R",23963937,"Z",0,"Z",0,"R",4939304,"R",1812843,"R",7778547,"R",3528766,"R",21135312,"R",8768106,"R",18329487,"R",10976353,"R",18350474,"R",476415,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",108985167,"R",49526420,"R",13997295,"R",8672400,"R",7599161,"R",3134060,"R",26055831, 1,"R",92938118,"R",92559894
110918,"R",111418,"R",310845,"R",1833,"R",1333206,"R",10225,"R",0,"R",1220829,"R",102152,"R",91599,"R",10553,"R",1322981,"R",63107,"R",259028,"R",175884,"R",0,"R",0,"R",498019,"R",187174,"R",1369966,"R",489411,"R",856,"R",881411,"R",442426,"R",-856,"R",1322981,"R",51284,"R",5925,"R",0,"R",0,"R",0,"R",0,"R",57209,"R",1896,"Z",0,"R",1896,"R",141111,"R",141111,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87526,"R",87486,"R",40,"R",0,"R",87526,"R",87486,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93781,"R",93781,"R",0,"R",0,"R",1046548,"R",1047392,"R",-844,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1000,"R",1000,"R",0,"R",0,"R",1369966,"R",1370770,"R",-804,"Z",0,"R",0,"R",54,"R",-54,"Z",0,"R",1369966,"R",1370824,"R",-858,"R",0,"R",86200,"R",77352,"R",0,"R",0,"R",0,"R",0,"R",35570,"R",20444,"R",109615,"R",100280,"R",258026,"R",71797,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",489411,"R",269873,"R",87460,"R",91206,"R",31789,"R",9083,"R",0, 1,"R",102995,"R",102152
111081,"R",148102925,"R",53957608,"R",0,"R",218285551,"R",16723356,"R",4431985,"R",67576597,"R",133985598,"R",99375486,"R",34610112,"R",201562195,"R",2677129,"R",79043429,"R",8948122,"R",0,"Z",0,"R",90668680,"R",36711072,"R",61688007,"R",65227744,"R",0,"R",-3539737,"R",205101932,"R",0,"R",201562195,"R",1358036,"R",139285,"R",962990,"R",0,"R",2491728,"R",14187756,"R",19139795,"R",17016962,"R",0,"R",17016962,"R",45955825,"R",45955825,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",773077,"R",0,"R",773077,"R",0,"R",904340,"R",892940,"R",11400,"Z",0,"R",517357,"R",250000,"R",267357,"Z",0,"R",11906227,"R",1324964,"R",6322391,"R",4258872,"R",11716571,"R",1138625,"R",6319074,"R",4258872,"R",189656,"R",186339,"R",3317,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-3035464,"R",-71546,"R",-2963918,"Z",0,"R",514325,"R",514325,"R",3141747,"R",3141747,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1010573,"R",1010573,"R",0,"R",0,"R",61688007,"R",53018828,"R",4410307,"R",4258872,"R",0,"R",12020221,"R",-12547221,"R",527000,"R",61688007,"R",65039049,"R",-8136914,"R",4785872,"R",34601945,"R",21475390,"Z",0,"Z",0,"Z",0,"Z",0,"R",9143077,"R",5221369,"R",4551874,"R",2561135,"R",14594241,"R",7322354,"R",2336607,"R",506922,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",65227744,"R",37087170,"R",7879018,"R",5429511,"R",3131124,"R",101565,"R",11599356, 1,"R",139561180,"R",134148344
111391,"R",22516456,"R",24483140,"Z",0,"R",71756645,"R",16881972,"R",9390643,"R",48265709,"R",6608964,"R",3944823,"R",2664141,"R",54874673,"R",1010318,"R",29173922,"R",26836835,"R",23994,"Z",0,"R",57045069,"R",32561929,"R",21370139,"R",28525053,"R",0,"R",-7154914,"R",62029587,"R",0,"R",54874673,"R",0,"R",0,"R",0,"R",0,"R",24489,"R",15425068,"R",15449557,"R",15449557,"R",0,"R",15449557,"R",18735798,"R",18735798,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1262763,"R",1262763,"R",0,"R",0,"R",451073,"R",451073,"Z",0,"Z",0,"R",24197,"R",24197,"Z",0,"Z",0,"R",847146,"R",303070,"R",438696,"R",105380,"R",781521,"R",237445,"R",438696,"R",105380,"R",65625,"R",65625,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-88746,"R",-63883,"R",-26200,"R",1337,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",137908,"R",137908,"R",0,"R",0,"R",21370139,"R",20850926,"R",412496,"R",106717,"R",0,"R",450268,"R",-450268,"Z",0,"R",21370139,"R",21301194,"R",-37772,"R",106717,"R",9350120,"R",7324184,"R",0,"Z",0,"R",0,"Z",0,"R",9430277,"R",3575598,"R",4716157,"R",2266592,"R",5028499,"R",2685902,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",28525053,"R",15852276,"R",3089472,"R",2336446,"R",1736326,"R",495667,"R",5014866, 1,"R",23819248,"R",22516456
111638,"R",0,"R",8180750,"R",0,"R",16168449,"R",11777974,"R",5125000,"R",4390475,"R",0,"R",0,"R",0,"R",4390475,"R",4813702,"R",4346869,"R",1105953,"R",0,"R",0,"R",10266524,"R",2085774,"R",6124416,"R",5789744,"R",0,"R",334672,"R",4055803,"R",0,"R",4390475,"R",1261683,"R",103906,"R",84655,"R",0,"R",0,"R",0,"R",1450244,"R",0,"R",0,"R",0,"R",4636410,"R",4636410,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1365589,"R",1365589,"R",0,"R",0,"R",84655,"R",84655,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37762,"R",37762,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",6124416,"R",6124416,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",6124416,"R",6124416,"R",0,"R",0,"R",3353259,"R",1843257,"R",0,"R",0,"R",0,"R",0,"R",700849,"R",490002,"R",689290,"R",467055,"R",1046346,"R",405784,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",5789744,"R",3206098,"R",207316,"R",35322,"R",190785,"R",188055,"R",1962168, 2,"A",,"A",
111708,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",719673,"R",13361,"R",0,"R",0,"R",0,"R",0,"R",733034,"Z",0,"Z",0,"R",0,"R",1341461,"R",1341461,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",733034,"R",733034,"R",0,"R",0,"R",36645,"R",36645,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4903,"R",4903,"R",0,"R",0,"R",2116043,"R",2116043,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2116043,"R",2116043,"R",0,"R",0,"R",1332402,"R",666059,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",334178,"R",0,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"R",485953,"R",0,"R",2152533,"R",666059,"R",164450,"R",500206,"R",370,"R",1317,"R",820131,-2,"A",,"A",
