unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,aline03,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"100830","12441764","0","12441764","0","0","0","16389399","0","16389399","0","0","0","44516","2892360","2936876","210019","1833659","2043678","45619","322751","368370","27435","689066","716501","653432","206125","859557","1028676","0","1028676","3502976","0","3502976","0","0","0","700132","12008","712140","0","0","0","35043968","5955969","40999937","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100858","66377395","0","66377395","0","15370267","15370267","157327789","0","157327789","0","1950889","1950889","3152404","33616090","36768494","457996","2279045","2737041","0","97644","97644","2675925","12182455","14858380","958193","3463210","4421403","13558556","0","13558556","49329365","0","49329365","0","0","0","10241249","2178335","12419584","0","0","0","304078872","71137935","375216807","0",10,31,10,31,10,10,10,31,10,31,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100919","1361356","0","1361356","0","0","0","5096218","19170","5115388","0","0","0","0","1295034","1295034","0","24300","24300","763738","0","763738","4936","17584","22520","0","0","0","24375","0","24375","780196","0","780196","0","0","0","893902","0","893902","0","0","0","8924721","1356088","10280809","0",10,31,10,10,31,31,10,11,11,31,31,31,31,10,10,31,16,16,10,31,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"100937","16114561","0","16114561","0","0","0","0","0","0","0","0","0","0","648687","648687","0","543495","543495","0","0","0","2370718","1746527","4117245","2326505","2169173","4495678","289820","509586","799406","4735730","0","4735730","0","0","0","90074","0","90074","0","0","0","25927408","5617468","31544876","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101028","2443158","0","2443158","0","0","0","3694495","23300","3717795","51553","0","51553","0","1549346","1549346","0","97360","97360","0","2153","2153","0","0","0","0","0","0","0","0","0","62467","0","62467","0","0","0","55690","0","55690","0","0","0","6307363","1672159","7979522","0",10,31,10,31,31,31,10,10,10,16,31,16,31,10,10,31,10,10,31,10,11,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101037","735564","0","735564","0","0","0","3105779","0","3105779","0","0","0","0","1544062","1544062","0","50000","50000","0","10000","10000","0","0","0","0","0","0","50938","0","50938","209463","0","209463","0","0","0","204640","8036","212676","0","0","0","4306384","1612098","5918482","0",10,31,10,31,31,31,10,31,11,31,31,31,31,10,10,31,16,16,31,11,11,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,18,18,31
"101073","1831616","0","1831616","0","0","0","0","0","0","0","0","0","0","793174","793174","0","14900","14900","0","0","0","657744","328901","986645","244747","0","244747","0","0","0","604063","0","604063","0","0","0","38380","0","38380","0","0","0","3376550","1136975","4513525","0",10,31,10,31,31,31,31,31,31,31,31,31,31,16,16,31,16,16,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101107","807953","0","807953","0","0","0","2731448","0","2731448","0","0","0","4418","1306634","1311052","0","17694","17694","61693","3887","65580","0","0","0","0","0","0","58127","0","58127","233716","0","233716","0","0","0","59744","0","59744","0","0","0","3957099","1328215","5285314","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101116","1247583","0","1247583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149850","0","149850","0","0","0","0","0","0","0","0","0","1397433","0","1397433","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,31
"101143","2181496","0","2181496","0","0","0","3930173","0","3930173","0","0","0","0","2282025","2282025","0","295531","295531","0","3464","3464","0","0","0","0","0","0","0","0","0","468131","0","468131","0","0","0","142156","0","142156","0","0","0","6721956","2581020","9302976","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101161","3904560","0","3904560","0","0","0","6089045","0","6089045","629242","0","629242","0","2501934","2501934","0","9778","9778","0","13854","13854","0","0","0","0","0","0","0","0","0","1456964","0","1456964","0","0","0","183675","1582","185257","0","0","0","12263486","2527148","14790634","0",10,31,10,31,31,31,10,31,10,10,31,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101189","10847007","0","10847007","0","0","0","0","0","0","0","0","0","0","1760037","1760037","0","1398399","1398399","0","0","0","535095","29085","564180","51731","77112","128843","0","0","0","1028783","0","1028783","0","0","0","292258","35046","327304","0","0","0","12754874","3299679","16054553","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101240","6917809","0","6917809","0","0","0","12358699","0","12358699","311005","0","311005","0","4295854","4295854","0","878683","878683","0","22434","22434","0","47623","47623","34694","14991","49685","45262","0","45262","700982","0","700982","0","0","0","575332","0","575332","0","0","0","20943783","5259585","26203368","0",10,31,10,31,31,31,10,31,10,10,31,10,31,10,10,31,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101286","4073871","0","4073871","0","0","0","8062742","0","8062742","0","0","0","1316","2268535","2269851","0","125000","125000","0","13984","13984","16000","0","16000","0","0","0","33953","0","33953","1010100","0","1010100","0","0","0","267340","0","267340","0","0","0","13465322","2407519","15872841","0",10,31,18,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,31,10,10,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,18,18,31
"101295","4600411","0","4600411","0","0","0","10947728","0","10947728","0","0","0","10753","3806956","3817709","50000","179300","229300","0","0","0","2300","7313","9613","0","0","0","160891","0","160891","1510738","3233","1513971","0","0","0","199697","0","199697","0","0","0","17482518","3996802","21479320","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101301","2232593","0","2232593","0","0","0","4771086","0","4771086","0","0","0","0","3041895","3041895","0","2000","2000","0","0","0","0","1022","1022","0","567","567","44320","0","44320","401563","0","401563","0","0","0","265543","0","265543","0","0","0","7715105","3045484","10760589","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101347","681523","0","681523","0","0","0","2756122","3963","2760085","0","0","0","0","384639","384639","0","0","0","0","0","0","0","1016","1016","0","0","0","21903","0","21903","158032","0","158032","0","0","0","47695","19","47714","0","0","0","3665275","389637","4054912","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101365","1655816","0","1655816","0","0","0","0","0","0","0","0","0","0","340890","340890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1655816","340890","1996706","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,
"101435","4990052","0","4990052","0","0","0","0","0","0","0","0","0","0","409433","409433","0","309760","309760","0","0","0","2419920","1187717","3607637","1305206","0","1305206","0","0","0","1485129","0","1485129","0","0","0","529798","0","529798","0","0","0","10730105","1906910","12637015","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101453","460315","0","460315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","615910","662888","1278798","6269","27808","34077","11593","2032","13625","86115","0","86115","0","0","0","21991","1102","23093","0","0","0","1202193","693830","1896023","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","674344","0","674344","0","0","0","2852053","0","2852053","0","0","0","2871","1279193","1282064","0","0","0","0","71437","71437","0","0","0","0","0","0","0","0","0","131058","0","131058","0","0","0","50101","0","50101","0","0","0","3710427","1350630","5061057","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,11,31,11,31,31,31,10,10,10,31
"101480","15553058","0","15553058","0","0","0","24427932","0","24427932","0","0","0","135809","5168438","5304247","70356","1186037","1256393","0","128159","128159","79631","226646","306277","262285","26109","288394","485122","0","485122","3419312","0","3419312","0","0","0","801041","3180","804221","0","0","0","45234546","6738569","51973115","0",10,31,10,31,31,31,10,31,10,31,31,31,10,21,18,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,18,18,31
"101499","2043247","0","2043247","0","0","0","4791782","0","4791782","0","0","0","25028","1751323","1776351","0","39615","39615","0","0","0","0","426623","426623","0","21198","21198","43445","0","43445","484115","0","484115","0","0","0","50733","6429","57162","0","0","0","7438350","2245188","9683538","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,31,31,31,31,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101505","6448654","0","6448654","0","0","0","11163180","0","11163180","129000","0","129000","0","3832473","3832473","0","81148","81148","0","0","0","28811","61710","90521","0","0","0","0","0","0","1000717","14754","1015471","0","0","0","301932","4108","306040","0","0","0","19072294","3994193","23066487","0",10,31,10,31,31,31,10,31,10,10,31,10,31,21,18,31,10,10,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,18,18,31
"101514","7212995","0","7212995","0","0","0","12706793","0","12706793","0","0","0","0","5039954","5039954","0","369461","369461","0","26364","26364","0","0","0","0","0","0","237013","0","237013","1612978","0","1612978","0","0","0","216631","10451","227082","0","0","0","21986410","5446230","27432640","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101523","1316189","0","1316189","0","0","0","3808088","3371","3811459","0","0","0","0","1400787","1400787","0","0","0","0","0","0","0","0","0","0","0","0","28929","0","28929","242539","0","242539","0","0","0","314563","0","314563","0","0","0","5710308","1404158","7114466","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101541","1538798","0","1538798","0","0","0","0","0","0","0","0","0","0","145622","145622","0","141984","141984","0","0","0","1486698","175994","1662692","975623","105937","1081560","0","0","0","953525","0","953525","0","0","0","174644","0","174644","0","0","0","5129288","569537","5698825","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101569","2438929","0","2438929","0","0","0","5789996","0","5789996","0","0","0","0","3939008","3939008","0","79366","79366","174059","0","174059","0","0","0","0","0","0","0","0","0","381821","0","381821","0","0","0","255239","0","255239","0","0","0","9040044","4018374","13058418","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,16,31,16,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101587","3945336","59099","4004435","0","0","0","8029620","0","8029620","0","0","0","0","2181342","2181342","0","52292","52292","0","161379","161379","0","283225","283225","0","0","0","0","0","0","3314030","0","3314030","0","0","0","1167605","299","1167904","0","0","0","16456591","2737636","19194227","0",10,10,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,18,31
"101602","1085072","0","1085072","0","0","0","2783385","0","2783385","0","0","0","0","1681048","1681048","125288","29788","155076","0","0","0","0","0","0","0","0","0","0","0","0","242039","0","242039","0","0","0","282268","0","282268","0","0","0","4518052","1710836","6228888","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101648","2458671","0","2458671","0","0","0","304083","0","304083","0","0","0","0","108496","108496","0","0","0","0","0","0","77088","0","77088","0","0","0","0","0","0","472393","0","472393","0","0","0","145975","0","145975","0","0","0","3458210","108496","3566706","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101675","5167064","0","5167064","0","0","0","0","0","0","0","0","0","497685","3969969","4467654","0","0","0","0","0","0","1912138","491856","2403994","95746","74158","169904","58838","0","58838","1073976","0","1073976","0","0","0","271661","0","271661","0","0","0","9077108","4535983","13613091","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101693","12702761","0","12702761","0","0","0","0","0","0","0","0","0","0","1284545","1284545","0","857116","857116","0","0","0","2980798","443785","3424583","223804","0","223804","0","0","0","1986553","0","1986553","0","0","0","222228","0","222228","0","0","0","18116144","2585446","20701590","0",10,31,10,31,31,31,31,31,31,31,31,31,31,11,11,31,10,10,31,31,31,10,11,11,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101709","7982865","0","7982865","0","0","0","12923577","0","12923577","0","0","0","0","2828448","2828448","0","856402","856402","0","0","0","0","224883","224883","0","0","0","0","0","0","5572355","0","5572355","0","0","0","1166203","82821","1249024","0","0","0","27645000","3992554","31637554","0",10,31,10,31,31,31,10,31,10,31,31,31,31,21,18,31,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,18,18,31
"101736","4361610","0","4361610","0","0","0","7890074","0","7890074","0","0","0","0","3798195","3798195","29066","385261","414327","12767","181787","194554","100","0","100","0","0","0","41322","0","41322","1326518","0","1326518","0","0","0","902515","0","902515","0","0","0","14563972","4365243","18929215","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101879","10597540","0","10597540","0","0","0","18104587","0","18104587","429089","0","429089","127878","2726899","2854777","0","811048","811048","0","16049","16049","0","492716","492716","101140","0","101140","0","0","0","2897529","25389","2922918","0","0","0","1606177","6000","1612177","0","0","0","33863940","4078101","37942041","0",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,31,10,10,31,10,10,31,10,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101897","1662584","0","1662584","0","0","0","3916170","0","3916170","100000","0","100000","4885","1275928","1280813","0","103900","103900","45000","10136","55136","648","0","648","555","1149","1704","6044","0","6044","93507","0","93507","0","0","0","108920","0","108920","0","0","0","5938313","1391113","7329426","0",10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,31,10,10,10,10,11,10,11,10,10,10,10,10,10,31
"101912","11488327","0","11488327","0","0","0","0","0","0","0","0","0","0","2429276","2429276","0","0","0","0","0","0","6466038","894522","7360560","0","0","0","68530","0","68530","4505727","0","4505727","0","0","0","283190","16616","299806","445824","0","445824","23257636","3340414","26598050","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,10,31,10,10,10,10,31
"101949","2178307","0","2178307","0","0","0","4750571","200000","4950571","0","0","0","0","2960399","2960399","0","266773","266773","0","0","0","46030","99087","145117","0","12033","12033","0","0","0","534310","0","534310","0","0","0","248576","0","248576","0","0","0","7757794","3538292","11296086","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101958","248916","0","248916","0","0","0","0","0","0","0","0","0","0","47431","47431","0","5000","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","248916","52431","301347","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31
"101994","719892","0","719892","0","0","0","3353617","0","3353617","0","0","0","2600","689647","692247","7924","0","7924","0","0","0","0","0","0","0","0","0","22264","0","22264","214033","0","214033","0","0","0","107213","0","107213","0","0","0","4427543","689647","5117190","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"102030","4968198","0","4968198","0","0","0","10608527","67837","10676364","327914","3352","331266","0","6618954","6618954","1000","93672","94672","0","7500","7500","37197","5150","42347","0","0","0","73687","0","73687","1052811","0","1052811","0","0","0","275574","4910","280484","0","0","0","17344908","6801375","24146283","0",10,10,10,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,31
"102049","41988072","1136965","43125037","0","0","0","0","0","0","0","0","0","0","1037160","1037160","0","34765","34765","0","0","0","18650045","2894379","21544424","2118168","3255013","5373181","0","0","0","10419158","94751","10513909","0","0","0","1746050","2295562","4041612","0","0","0","74921493","10748595","85670088","0",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"102058","808487","0","808487","0","0","0","0","0","0","0","0","0","0","1169903","1169903","0","0","0","0","0","0","266904","0","266904","118396","0","118396","0","0","0","710978","0","710978","0","0","0","974957","0","974957","0","0","0","2879722","1169903","4049625","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"102067","5395396","0","5395396","0","0","0","12419909","114703","12534612","0","0","0","870","5083126","5083996","93752","441524","535276","0","15233","15233","6056","0","6056","0","0","0","143280","0","143280","1257781","0","1257781","0","0","0","1574981","0","1574981","0","0","0","20892025","5654586","26546611","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"102076","1620313","0","1620313","0","0","0","3867445","21049","3888494","0","0","0","6807","1018084","1024891","0","43390","43390","0","9886","9886","625","0","625","42569","14255","56824","13737","0","13737","526870","0","526870","0","0","0","70057","0","70057","0","0","0","6148423","1106664","7255087","0",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31,10,10,31,10,10,10,31,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"102094","31260026","0","31260026","0","0","0","60746841","0","60746841","804285","0","804285","2738091","13710958","16449049","161426","2064980","2226406","0","0","0","21069968","3156259","24226227","1099029","322175","1421204","1425485","0","1425485","11855229","0","11855229","213991851","0","213991851","8802741","0","8802741","0","0","0","353954972","19254372","373209344","0",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,10,10,31
"102216","424513","0","424513","0","0","0","0","0","0","0","0","0","0","858918","858918","0","47736","47736","0","0","0","112251","0","112251","21652","0","21652","0","0","0","97593","0","97593","0","0","0","54196","0","54196","0","0","0","710205","906654","1616859","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,
"102234","12976837","0","12976837","0","0","0","0","0","0","0","0","0","43856","1566429","1610285","0","0","0","0","0","0","773573","637413","1410986","592190","269176","861366","0","0","0","4278573","0","4278573","0","0","0","414771","0","414771","0","0","0","19079800","2473018","21552818","0",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"102261","756016","0","756016","0","0","0","0","0","0","0","0","0","0","153649","153649","0","0","0","0","0","0","1282316","699417","1981733","0","0","0","0","0","0","450917","0","450917","0","0","0","72594","57786","130380","0","0","0","2561843","910852","3472695","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"102270","4442150","0","4442150","0","0","0","0","0","0","0","0","0","0","2229355","2229355","0","468388","468388","0","0","0","822007","0","822007","939136","29190","968326","0","0","0","1814301","0","1814301","0","0","0","1417611","1507725","2925336","0","0","0","9435205","4234658","13669863","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10
