unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"203067","1603249","510749","2113998","1122250","0","0","0","0","0","0","0","0","583100","40977","624077","320241","244257","0","244257","190230","315633","188522","504155","200158","422749","0","422749","123959","486215","0","486215","0","0","0","0","0","0","3655203","740248","4395451","1956838","0","0","0","0","0","0","0","0","0","0","0","0","3655203","740248","4395451","1956838","1956838","396588","0","0","2353426","220650","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"203076","250692","2508797","2759489","2430899","0","0","0","0","0","0","0","0","3022685","163664","3186349","1855214","544473","0","544473","228606","5821734","181519","6003253","1682175","1711645","85276","1796921","413970","0","956829","956829","0","0","0","0","0","0","11351229","3896085","15247314","6610864","12063","0","12063","0","0","0","0","0","0","0","0","0","11363292","3896085","15259377","6610864","6610864","2048036","0","0","8658900","1016634","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203085","5887736","88083","5975819","4122741","584610","0","584610","276481","0","0","0","0","787849","5964","793813","289702","1898707","12196","1910903","663149","3214231","19086","3233317","1470093","1539160","0","1539160","0","4552414","695421","5247835","0","0","0","0","0","0","18464707","820750","19285457","6822166","2403519","0","2403519","164065","0","0","0","0","0","0","0","0","20868226","820750","21688976","6986231","6822166","1533720","0","0","8355886","442146","0","0","0","0","0","0",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,15,15,10,31,31,31,31,31,31,18,18,10,10,10,31,10,10,31,31,31,31,31,31,31,31,18,18,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203128","5272832","410186","5683018","3488541","5977","17477","23454","10000","0","0","0","0","1752265","307524","2059789","837779","3056083","60490","3116573","1255293","3386935","112106","3499041","1361168","2018979","72291","2091270","680944","4761053","2503841","7264894","0","0","0","0","0","0","20254124","3483915","23738039","7633725","3634437","0","3634437","896385","0","0","0","0","0","0","0","0","23888561","3483915","27372476","8530110","7633725","2302605","0","0","9936330","590770","0","0","0","0","0","0",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203155","15266559","549594","15816153","11398901","0","0","0","0","0","2985831","2985831","504635","2191319","0","2191319","774316","2951621","0","2951621","1546678","3107413","0","3107413","1224993","1128558","0","1128558","253672","1085852","4492818","5578670","0","0","0","0","0","0","25731322","8028243","33759565","15703195","4772643","0","4772643","893478","0","0","0","0","0","0","0","0","30503965","8028243","38532208","16596673","15703195","3578965","146009","0","19428169","239559","0","20771","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"203164","640779","0","640779","472454","0","0","0","0","0","0","0","0","121701","0","121701","100676","0","0","0","0","52726","0","52726","27483","42518","0","42518","0","0","130673","130673","0","0","0","0","0","0","857724","130673","988397","600613","0","0","0","0","0","0","0","0","0","0","0","0","857724","130673","988397","600613","600613","0","0","81485","682098","30000","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,31,31,10,10,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,16,31,31,31,31,31,31
"203289","271191","0","271191","193860","0","0","0","0","0","0","0","0","168445","0","168445","102503","0","0","0","0","169338","0","169338","49722","51876","0","51876","17043","0","0","0","0","0","0","0","0","0","660850","0","660850","363128","0","0","0","0","0","0","0","0","0","0","0","0","660850","0","660850","363128","363128","42226","0","405354","810708","12140","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,10,31,10,18,10,31,31,31,31,31,31
"203313","1252914","0","1252914","785558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001269","0","1001269","374378","609963","0","609963","13911","0","0","0","0","0","0","0","0","0","2864146","0","2864146","1173847","0","0","0","0","0","0","0","0","0","0","0","0","2864146","0","2864146","1173847","1173847","329830","0","0","1503677","0","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,10,31,31,10,31,31,31,31,31,31,31
"203331","3305705","226573","3532278","2245618","0","0","0","0","290561","123789","414350","168537","395907","164016","559923","216183","673075","142880","815955","389142","1371062","0","1371062","650967","612041","0","612041","130449","125885","1305265","1431150","0","0","0","84886","-84886","0","6859122","1877637","8736759","3800896","590788","0","590788","110727","0","0","0","0","0","0","0","0","7449910","1877637","9327547","3911623","3800896","1147795","0","0","4948691","135542","0","20893","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,18,10,10,10,16,31,31,31,31,31,31,31,31,10,10,10,18,10,10,10,10,10,10,31,10,31,31,31,31
"203368","19346890","0","19346890","13358141","0","4037026","4037026","571838","0","300000","300000","50000","3683794","27105","3710899","1722365","1871888","0","1871888","812287","8543653","0","8543653","5154248","3874999","17000","3891999","1602630","13410022","2040780","15450802","612424","0","612424","2381955","0","2381955","53725625","6421911","60147536","23271509","11525596","0","11525596","482729","0","0","0","0","0","0","0","0","65251221","6421911","71673132","23754238","23271509","6338070","0","0","29609579","2219519","2457046","0","0","0","0","0",10,31,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,18,10,10,31,31,10,10,10,31,31,31,31,31
"203447","2739158","33347","2772505","1956286","0","0","0","0","234899","3584","238483","155144","475960","4536","480496","190191","438480","5132","443612","253856","366988","22347","389335","73682","615069","6831","621900","152885","22705","0","22705","0","0","0","-218700","0","-218700","4674559","75777","4750336","2782044","371336","3143","374479","28390","0","0","0","0","0","0","0","0","5045895","78920","5124815","2810434","2782044","918245","0","0","3700289","223166","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,18,10,31,31,10,10,31,31,31,31,31,31
"203456","2321916","1676","2323592","1632934","0","0","0","0","74066","0","74066","36477","550774","620","551394","158352","392478","1730","394208","223383","402403","17248","419651","90218","424516","9111","433627","75195","15644","0","15644","0","0","0","611700","0","611700","4793497","30385","4823882","2216559","309771","0","309771","31406","0","0","0","0","0","0","0","0","5103268","30385","5133653","2247965","2216559","752115","0","0","2968674","121203","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203465","4988809","27200","5016009","3391035","0","0","0","0","295338","58289","353627","195861","896017","5587","901604","414961","799212","12767","811979","453812","1129372","110741","1240113","257233","1741334","835","1742169","336331","328892","0","328892","0","0","0","1111650","0","1111650","11290624","215419","11506043","5049233","666974","935","667909","62281","0","0","0","0","0","0","0","0","11957598","216354","12173952","5111514","5049233","1659562","0","0","6708795","428717","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203474","3808065","10241","3818306","2740141","0","0","0","0","504719","115742","620461","253134","744370","12565","756935","343020","911480","6935","918415","478150","972372","22383","994755","308786","1079103","955","1080058","276095","81265","0","81265","0","0","0","-232200","0","-232200","7869174","168821","8037995","4399326","560064","0","560064","72690","0","0","0","0","0","0","0","0","8429238","168821","8598059","4472016","4399326","1245741","0","0","5645067","405938","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203483","2962574","96345","3058919","2020864","0","11286","11286","9043","227464","122747","350211","163608","758481","753","759234","261415","318859","1138","319997","166332","471522","33762","505284","97150","665008","0","665008","153562","100568","0","100568","0","0","0","0","0","0","5504476","266031","5770507","2871974","454354","0","454354","46365","0","0","0","0","0","0","0","0","5958830","266031","6224861","2918339","2871974","1080189","0","0","3952163","219773","0","0","0","0","0","0",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203492","2324144","43208","2367352","1702214","0","0","0","0","48922","310439","359361","97073","290226","727","290953","123508","482679","1096","483775","267506","387525","45593","433118","117879","425411","4398","429809","112116","16074","0","16074","0","0","0","725000","0","725000","4699981","405461","5105442","2420296","242538","1585","244123","28615","0","0","0","0","0","0","0","0","4942519","407046","5349565","2448911","2420296","686595","0","0","3106891","69023","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,11,18,10,10,31,31,10,10,31,31,31,31,31,31
"203517","81182069","2722943","83905012","57327018","2052777","8181944","10234721","4747523","3937834","2245073","6182907","2630936","17127349","213558","17340907","8706001","15443227","966961","16410188","7174416","15693632","336118","16029750","12708763","14967844","1762","14969606","5982770","3415476","17392209","20807685","3528978","0","3528978","4733677","46433","4780110","162082863","32107001","194189864","99277427","49446430","68386","49514816","14679138","0","0","0","0","0","0","0","0","211529293","32175387","243704680","113956565","99277427","33701943","0","0","132979370","7531905","3233458","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"203526","904352","409","904761","640444","0","0","0","0","101650","3374","105024","71468","130008","0","130008","60457","360130","721","360851","208027","221944","127","222071","54784","302809","1146","303955","92923","14799","0","14799","0","0","0","232600","0","232600","2268292","5777","2274069","1128103","112925","0","112925","12530","0","0","0","0","0","0","0","0","2381217","5777","2386994","1140633","1128103","316852","0","0","1444955","71520","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203535","9884371","1990031","11874402","8350186","0","356465","356465","206542","0","0","0","0","1969669","198574","2168243","888144","4438195","234915","4673110","2402714","4450116","659578","5109694","2427993","3806719","0","3806719","1996274","7334785","1582454","8917239","202988","68489","271477","3234219","-1131607","2102612","35321062","3958899","39279961","16271853","7790501","394226","8184727","641163","0","0","0","0","0","0","0","0","43111563","4353125","47464688","16913016","16271853","3475240","0","0","19747093","1440595","296267","12648","0","0","0","0",10,10,10,10,31,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,11,18,18,10,10,31,31,10,10,10,10,31,31,31,31
"203544","1645779","0","1645779","931449","0","0","0","0","0","0","0","0","976036","0","976036","660317","602873","0","602873","321416","463321","0","463321","347309","1005841","0","1005841","494224","0","0","0","0","0","0","0","0","0","4693850","0","4693850","2754715","856761","0","856761","0","0","0","0","0","0","0","0","0","5550611","0","5550611","2754715","2754715","658419","0","0","3413134","281338","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,18,10,10,31,10,10,31,31,31,31,31,31,31,31,31,18,31,18,10,10,31,10,31,31,31,31,31,31,31,31,31,18,31,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"203580","1197000","285000","1482000","1104000","0","0","0","0","0","0","0","0","753000","21000","774000","374000","596000","29000","625000","317000","1339000","28000","1367000","608000","1119000","16000","1135000","11000","1484000","964000","2448000","61000","0","61000","-104000","0","-104000","6445000","1343000","7788000","2414000","756000","9000","765000","140000","0","0","0","0","0","0","0","0","7201000","1352000","8553000","2554000","2414000","503000","35000","29000","2981000","211000","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"203599","13046664","96119","13142783","8904799","0","0","0","0","0","0","0","0","1944783","394870","2339653","1585214","3792463","59398","3851861","2609802","5675829","43533","5719362","3875113","3122809","1505","3124314","2116857","140871","2989884","3130755","0","0","0","1541732","0","1541732","29265151","3585309","32850460","19091785","3341997","0","3341997","629368","0","0","0","0","2132480","0","2132480","0","34739628","3585309","38324937","19721153","19091785","5845128","0","0","24936913","835453","0","275000","0","0","0","0",10,10,10,20,31,31,31,31,31,31,31,31,10,10,10,20,10,10,10,20,10,10,10,20,10,10,10,20,10,10,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,10,31,10,31,10,10,10,18,10,10,31,31,10,10,31,10,31,31,31,31
"203678","5728784","85907","5814691","4462755","0","0","0","0","1083048","321426","1404474","435733","564164","175924","740088","433161","1336603","25952","1362555","905960","1875679","23808","1899487","838046","897029","12790","909819","452199","85156","1625494","1710650","0","0","0","950","-950","0","11571413","2270351","13841764","7527854","0","0","0","0","0","0","0","0","0","0","0","0","11571413","2270351","13841764","7527854","7527854","1399148","0","0","8927002","203251","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203720","134070","0","134070","98005","0","0","0","0","0","0","0","0","25426","0","25426","16705","60097","0","60097","32993","99391","0","99391","36377","46228","0","46228","8321","4421","214653","219074","0","0","0","0","0","0","369633","214653","584286","192401","0","0","0","0","0","0","0","0","0","0","0","0","369633","214653","584286","192401","192401","24365","0","802","217568","3089","0","0","0","0","0","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21
"203739","118806","0","118806","86847","0","0","0","0","0","0","0","0","12355","0","12355","8117","29203","0","29203","16032","48296","0","48296","17676","22464","0","22464","4044","4920","224241","229161","0","0","0","0","0","0","236044","224241","460285","132716","0","0","0","0","0","0","0","0","0","0","0","0","236044","224241","460285","132716","132716","16807","0","553","150076","1501","0","0","0","0","0","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21
"203748","11856404","72504","11928908","9044484","0","0","0","0","2800643","3232067","6032710","2581733","1950015","30806","1980821","960390","2346414","257389","2603803","1551073","3810649","128689","3939338","2843053","2936771","0","2936771","678601","438397","5165725","5604122","0","0","0","233312","-20809","212503","26372605","8866371","35238976","17659334","2625856","0","2625856","243089","0","0","0","0","0","0","0","0","28998461","8866371","37864832","17902423","17659334","3920987","0","0","21580321","775065","0","246748","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"203757","2987893","0","2987893","2885213","28073","0","28073","0","157065","0","157065","54582","567610","0","567610","233335","548325","0","548325","413383","1147622","0","1147622","1013980","690759","0","690759","127012","972954","494969","1467923","0","0","0","0","0","0","7100301","494969","7595270","4727505","0","353199","353199","213997","0","0","0","0","0","0","0","0","7100301","848168","7948469","4941502","4727505","1101907","213997","0","6043409","228827","0","0","0","0","0","0",10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,11,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,18,10,31,10,10,10,31,31,31,31,31,31,31,31,10,10,18,10,10,10,10,31,10,10,31,31,31,31,31,31
"203775","4780590","0","4780590","4200586","0","0","0","0","696896","0","696896","443725","383931","0","383931","255653","1275591","0","1275591","910144","4415261","0","4415261","1068525","1020186","0","1020186","411222","7534916","2596800","10131716","0","0","0","0","0","0","20107371","2596800","22704171","7289855","3991557","0","3991557","449847","0","0","0","0","0","0","0","0","24098928","2596800","26695728","7739702","7289855","1673347","0","0","8963202","250633","0","0","0","0","0","0",10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,15,11,31,31,31,31,31,31,10,18,11,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203836","35192","0","35192","32571","0","0","0","0","0","0","0","0","69069","0","69069","37665","22106","0","22106","10774","389642","0","389642","148200","125227","0","125227","61329","13588","23053","36641","0","0","0","49277","0","49277","704101","23053","727154","290539","25140","0","25140","50754","0","0","0","0","0","0","0","0","729241","23053","752294","341293","290539","10957","0","0","301496","66473","2647","0","0","0","0","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"203845","5663802","1000965","6664767","4230598","0","0","0","0","0","0","0","0","1020044","220909","1240953","572991","2472182","482936","2955118","936072","2886712","154106","3040818","1060473","1524311","38261","1562572","812460","5664935","1738089","7403024","574682","0","574682","-644690","-402129","-1046819","19161978","3233137","22395115","7612594","3008124","0","3008124","96494","0","0","0","0","334882","0","334882","191556","22504984","3233137","25738121","7900644","7612594","2254508","0","0","9867102","578079","366795","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,11,10,10,10,10,11,18,10,10,31,10,10,31,31,31,31,10,31,10,10,10,11,18,10,10,10,31,31,11,10,10,10,31,31,10,10
"203881","2846293","128767","2975060","2058884","0","0","0","0","0","0","0","0","409736","204719","614455","335875","631133","226532","857665","579939","1096226","0","1096226","647433","333635","0","333635","0","0","1180551","1180551","0","0","0","-147000","0","-147000","5170023","1740569","6910592","3622131","0","0","0","0","0","0","0","0","0","0","0","0","5170023","1740569","6910592","3622131","3622131","813506","0","0","4435637","96809","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,31,31,10,10,31,31,31,10,31,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"203951","38387914","1000475","39388389","21526034","1058701","10803991","11862692","6483045","128058","643575","771633","421704","1994848","0","1994848","1090199","927313","44352","971665","531023","18565457","331390","18896847","10327264","9366447","0","9366447","5118831","1093855","39957","1133812","0","0","0","-1863139","608470","-1254669","69659454","13472210","83131664","45498100","1576509","0","1576509","0","149859691","0","149859691","0","223649","0","223649","0","221319303","13472210","234791513","45498100","45498100","16652746","0","0","62150846","499456","0","32164","0","9439625","0","-195223",10,10,10,20,10,10,10,20,10,10,10,20,10,31,10,20,10,10,10,20,10,10,10,20,10,31,10,20,10,10,10,31,31,31,10,10,10,10,10,10,10,10,31,10,31,10,31,10,31,10,31,10,31,10,10,10,31,10,10,31,31,10,10,31,10,31,10,31,10
"203960","932807","0","932807","664159","0","0","0","0","13980","0","13980","7116","141949","0","141949","70265","249487","0","249487","139463","396814","0","396814","165075","239808","0","239808","60911","24204","173234","197438","12904","0","12904","20432","0","20432","2032385","173234","2205619","1106989","0","0","0","0","0","0","0","0","0","0","0","0","2032385","173234","2205619","1106989","1106989","216049","3885","3446","1330369","35188","0","0","0","0","0","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21
"203997","839888","359085","1198973","829373","0","0","0","0","0","0","0","0","328012","31252","359264","194498","207959","1869","209828","125921","890971","9184","900155","551465","562106","5798","567904","131607","56605","688567","745172","0","0","0","0","0","0","2885541","1095755","3981296","1832864","607942","8694","616636","158599","0","0","0","0","0","0","0","0","3493483","1104449","4597932","1991463","1832864","506976","0","0","2339840","245219","5000","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31
"204006","4718731","4780","4723511","3500839","4891","35475","40366","21063","94609","12694","107303","68792","888986","5868","894854","415112","1015752","30539","1046291","605011","1330533","7836","1338369","481442","907941","0","907941","293869","162185","1004918","1167103","0","0","0","179374","-51049","128325","9303002","1051061","10354063","5386128","16111","3162","19273","13050","0","0","0","0","0","0","0","0","9319113","1054223","10373336","5399178","5386128","1387477","0","0","6773605","314955","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,11,10,11,10,31,31,31,31,31,31,31,31,11,10,11,10,10,10,10,10,10,10,10,31,31,31,31,31
"204015","5858089","751335","6609424","4308794","5030","100069","105099","56846","54131","33190","87321","41330","990634","1747","992381","407763","1286179","15920","1302099","677528","1462453","6119","1468572","576851","837750","13839","851589","302607","311808","1283220","1595028","0","0","0","278918","-149555","129363","11084992","2055884","13140876","6371719","27053","1038","28091","22645","0","0","0","0","0","0","0","0","11112045","2056922","13168967","6394364","6371719","1568021","0","0","7939740","482269","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,11,11,11,10,31,31,31,31,31,31,31,31,11,10,11,10,10,10,10,10,10,10,31,31,31,31,31,31
"204024","80879669","4701584","85581253","56127927","1404449","3386872","4791321","2145009","623928","618563","1242491","512027","19285303","908886","20194189","12863660","11462761","466470","11929231","5999394","14006004","352284","14358288","8679572","15791280","16103","15807383","8817584","5394092","5186156","10580248","233846","0","233846","14804972","-708284","14096688","163886304","14928634","178814938","95145173","54364336","495296","54859632","19271153","0","0","0","0","0","0","0","0","218250640","15423930","233674570","114416326","95145173","28126964","0","0","123272137","7826866","2947707","-4359454","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"204060","549222","0","549222","430561","0","0","0","0","0","0","0","0","68656","0","68656","62832","535819","0","535819","289995","306942","0","306942","183429","225862","0","225862","40329","8096","565339","573435","0","0","0","0","0","0","1694597","565339","2259936","1007146","294115","0","294115","245238","0","0","0","0","0","0","0","0","1988712","565339","2554051","1252384","1007146","37288","0","0","1044434","18656","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"204176","1216027","0","1216027","1211038","0","0","0","0","0","0","0","0","294401","0","294401","141315","315663","0","315663","315524","1253126","0","1253126","248074","3493","0","3493","0","38250","529928","568178","0","0","0","0","0","0","3120960","529928","3650888","1915951","0","0","0","0","0","0","0","0","0","0","0","0","3120960","529928","3650888","1915951","1915951","472184","0","0","2388135","0","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,31,10,10,10,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,18,18,18,18,10,10,31,31,10,31,31,31,31,31,31,31
