unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"100654","15257499","402195","15659694","13161901","871443","7944168","8815611","2767265","1038496","3927456","4965952","2315276","3797280","409899","4207179","2317852","4847004","2702","4849706","2348379","9707457","2412708","12120165","3955126","3761606","0","3761606","1500629","1765964","3600184","5366148","0","0","0","0","0","0","41046749","18699312","59746061","28366428","6678890","0","6678890","773635","0","0","0","0","0","0","0","0","47725639","18699312","66424951","29140063","28366428","6448298","0","0","34814726","1902526","1394133","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,11,10,18,10,10,31,10,10,31,31,31,31,31,31,31,31,11,10,18,10,10,10,31,31,10,10,10,31,31,31,31,31
"100663","121015843","13950927","134966770","90567212","8943385","121643712","130587097","68165237","44861082","21598242","66459324","36157117","36065342","102211","36167553","18518659","8397484","245995","8643479","4707668","41066178","40557","41106735","20166156","29167770","74400","29242170","12305338","2625036","11133580","13758616","10797390","0","10797390","21007804","2518559","23526363","323947314","171308183","495255497","250587387","16146150","0","16146150","4696940","513496688","0","513496688","168774725","0","0","0","0","853590152","171308183","1024898335","424059052","250587387","49362945","0","17096134","317046466","7315571","1728558","-2770349","4018999","79201960","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,31
"100672","1844493","132282","1976775","1181354","0","0","0","0","0","0","0","0","220463","0","220463","141694","284456","47110","331566","214355","583601","0","583601","284694","368207","12480","380687","155067","130413","210063","340476","13985","0","13985","-200000","0","-200000","3245618","401935","3647553","1977164","157367","0","157367","34104","0","0","0","0","0","0","0","0","3402985","401935","3804920","2011268","1977164","181864","0","272322","2431350","109673","0","0","0","0","0","0",10,11,11,10,31,31,31,31,31,31,31,31,10,31,11,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"100690","1024423","0","1024423","418940","0","0","0","0","0","0","0","0","95279","0","95279","68765","74917","0","74917","47179","461621","0","461621","204887","220236","0","220236","7019","158096","0","158096","0","0","0","0","0","0","2034572","0","2034572","746790","0","0","0","0","0","0","0","0","0","0","0","0","2034572","0","2034572","746790","746790","345505","0","0","1092295","83024","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,31,31,31,31,31,31,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"100706","22997027","990816","23987843","16426965","5673159","26112689","31785848","14270543","70743","71591","142334","101370","3821711","2123","3823834","1219112","4586093","27661","4613754","1902660","6791004","50643","6841647","4507115","4195137","0","4195137","1474267","1996353","2253381","4249734","5881678","0","5881678","2663960","74404","2738364","58676865","29583308","88260173","39902032","3469181","0","3469181","235420","0","0","0","0","0","0","0","0","62146046","29583308","91729354","40137452","39902032","6178474","0","3256691","49337197","2120966","1094140","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"100724","11590102","1115287","12705389","11252281","111706","926529","1038235","219851","473872","1174216","1648088","790449","3461322","271610","3732932","1741507","5727013","60749","5787762","2731357","9664086","512786","10176872","2421005","5320246","0","5320246","2726616","1354898","9647601","11002499","1301764","0","1301764","8275883","0","8275883","47280892","13708778","60989670","21883066","8531611","0","8531611","1776308","0","0","0","0","0","0","0","0","55812503","13708778","69521281","23659374","21883066","5378142","0","0","27261208","1366391","1595550","0","0","0","0","0",11,11,11,10,11,11,11,10,11,11,11,10,11,11,11,10,11,11,11,10,11,11,11,10,11,31,11,10,11,15,15,11,31,11,11,31,11,11,18,18,10,11,31,11,10,31,31,31,31,31,31,31,31,11,18,18,10,10,10,31,31,10,11,10,31,31,31,31,31
"100733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2100","2100","0","0","0","0","0","0","0","0","0","0","0","443948","0","443948","443948","2100","446048","0","0","0","0","0","0","0","0","0","0","0","0","0","443948","2100","446048","0","0","0","0","0","0","0","0","0","0","0","0","0",31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,11,31,31,31,31,31,31,31,31,31,31,31,11,31,11,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31
"100751","85904340","6332075","92236415","61879280","4711078","12504706","17215784","8424818","14777495","12793148","27570643","14285307","29456969","605232","30062201","16479424","5716842","309027","6025869","3404644","25370006","310042","25680048","17633555","15799555","112005","15911560","8863724","8567874","8887569","17455443","3425296","15429","3440725","2391522","508784","2900306","196120977","42378017","238498994","130970752","57233932","196779","57430711","14736247","0","0","0","0","0","0","0","0","253354909","42574796","295929705","145706999","130970752","31160280","0","0","162131032","9007795","3676603","9383440","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"100760","4239257","1656476","5895733","4210415","0","0","0","0","0","120184","120184","75657","506066","106161","612227","376658","653925","77658","731583","463499","903962","1166","905128","515469","658786","0","658786","209200","642759","1148471","1791230","186563","0","186563","343165","800","343965","8134483","3110916","11245399","5850898","867696","3340","871036","202552","0","0","0","0","0","0","0","0","9002179","3114256","12116435","6053450","5850898","619136","0","643274","7113308","240008","0","-343965","0","0","0","0",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"100812","5983232","296545","6279777","4814453","0","36575","36575","0","0","120","120","0","793823","0","793823","518060","1338809","16953","1355762","999316","1638728","0","1638728","1050442","1349935","0","1349935","698432","222547","1980176","2202723","480854","0","480854","166585","0","166585","11974513","2330369","14304882","8080703","820632","0","820632","165026","0","0","0","0","0","0","0","0","12795145","2330369","15125514","8245729","8080703","681415","0","1114104","9876222","420474","0","-166585","0","0","0","0",10,10,10,10,31,10,10,31,31,10,10,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,18,18,10,31,10,10,31,10,10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,11,31,10,11,10,31,10,31,31,31,31
"100830","15935784","195858","16131642","12172285","120618","152804","273422","100093","1174951","2433217","3608168","1755609","2835813","104285","2940098","1557444","2652109","319836","2971945","1395554","4163781","4012","4167793","2260533","2607952","0","2607952","812394","502321","2618972","3121293","84587","0","84587","702122","147645","849767","30780038","5976629","36756667","20053912","3834416","0","3834416","682398","0","0","0","0","0","0","0","0","34614454","5976629","40591083","20736310","20053912","4324811","0","0","24378723","1548510","145700","22380","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"100858","87846920","4269226","92116146","68072936","32006395","35755771","67762166","33835908","30217542","19518848","49736390","26853057","24166472","1179328","25345800","8830739","8005469","130670","8136139","4339218","18643578","166510","18810088","13835592","21850411","238249","22088660","10055955","6731914","9789406","16521320","6720518","0","6720518","19185765","521787","19707552","255374984","71569795","326944779","165823405","45235468","89927","45325395","10131229","0","0","0","0","0","0","0","0","300610452","71659722","372270174","175954634","165823405","23848840","12722957","0","202395202","8951895","6595096","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,10,31,31,31,31,31
"100919","4321802","327504","4649306","3349805","0","0","0","0","0","0","0","0","347692","2000","349692","239315","756276","188351","944627","658986","1422217","0","1422217","699457","902521","0","902521","281533","125883","838233","964116","50909","0","50909","7484","0","7484","7934784","1356088","9290872","5229096","772974","0","772974","188740","0","0","0","0","0","0","0","0","8707758","1356088","10063846","5417836","5229096","452529","0","654650","6336275","68776","0","7484","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"100937","6455103","1016789","7471892","5439426","0","0","0","0","0","0","0","0","1349685","157405","1507090","567583","2447189","544900","2992089","1199063","3449593","309285","3758878","1949357","2047305","0","2047305","545309","3974760","3589089","7563849","64800","0","64800","0","0","0","19788435","5617468","25405903","9700738","5524546","0","5524546","206918","0","0","0","0","0","0","0","0","25312981","5617468","30930449","9907656","9700738","2613484","0","0","12314222","890360","1167191","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"101028","2758277","71237","2829514","2211219","0","0","0","0","0","0","0","0","459433","27637","487070","307084","555679","71299","626978","442476","850683","0","850683","466596","758629","0","758629","183700","631657","1501909","2133566","92804","0","92804","332464","0","332464","6439626","1672082","8111708","3611075","142804","0","142804","0","0","0","0","0","0","0","0","0","6582430","1672082","8254512","3611075","3611075","297840","0","459983","4368898","253383","0","-61841","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101037","1810038","376597","2186635","1451441","0","0","0","0","66111","267660","333771","207251","288290","0","288290","159145","224104","447072","671176","376220","477471","35436","512907","331994","358416","0","358416","133143","318325","428641","746966","16116","0","16116","6127","0","6127","3564998","1555406","5120404","2659194","175479","0","175479","21333","0","0","0","0","0","0","0","0","3740477","1555406","5295883","2680527","2659194","301920","0","300860","3261974","12335","0","-6127","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101073","840870","0","840870","221138","13600","0","13600","11347","0","0","0","0","169896","0","169896","99656","189661","0","189661","94705","645846","0","645846","293728","208223","0","208223","63439","323941","808074","1132015","0","0","0","0","0","0","2392037","808074","3200111","784013","534886","0","534886","67658","0","0","0","0","0","0","0","0","2926923","808074","3734997","851671","784013","180952","56969","0","1021934","107119","0","0","0","0","0","0",10,31,10,10,10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,15,15,10,31,31,31,31,31,31,18,18,10,10,10,31,10,10,31,31,31,31,31,31,31,31,18,18,10,10,10,10,10,31,10,10,31,31,31,31,31,31
"101107","2255175","441425","2696600","1819311","0","0","0","0","0","0","0","0","44778","75362","120140","34264","194879","223502","418381","250848","655374","0","655374","389658","298300","0","298300","84444","302899","587926","890825","0","0","0","1809","0","1809","3753214","1328215","5081429","2578525","204085","0","204085","10976","0","0","0","0","0","0","0","0","3957299","1328215","5285514","2589501","2578525","277889","0","291180","3147594","60","0","-1809","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,11,31,10,31,31,31,31
"101116","206266","0","206266","180135","0","0","0","0","0","0","0","0","88943","0","88943","66975","300269","0","300269","133530","309001","0","309001","97490","122844","0","122844","10628","0","0","0","0","0","0","0","0","0","1027323","0","1027323","488758","103442","0","103442","0","0","0","0","0","0","0","0","0","1130765","0","1130765","488758","488758","58466","0","0","547224","22657","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"101143","2919338","1621552","4540890","3303072","0","0","0","0","0","0","0","0","829001","27574","856575","602165","738966","19669","758635","577150","797256","12095","809351","480333","591141","1408","592549","287860","388640","920126","1308766","61208","0","61208","-48190","0","-48190","6277360","2602424","8879784","5250580","463122","2645","465767","47956","0","0","0","0","0","0","0","0","6740482","2605069","9345551","5298536","5250580","550631","0","580076","6381287","280636","0","-31810","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31
"101161","4399120","451732","4850852","3445327","0","0","0","0","0","0","0","0","1279713","7415","1287128","650512","948301","476207","1424508","893415","1273873","4600","1278473","623754","1297244","5381","1302625","472128","815604","1601049","2416653","823379","0","823379","-146430","0","-146430","10690804","2546384","13237188","6085136","1534125","40581","1574706","339974","0","0","0","0","0","0","0","0","12224929","2586965","14811894","6425110","6085136","614419","0","720194","7419749","365180","0","146430","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101189","3450176","28987","3479163","2558188","0","0","0","0","0","0","0","0","717265","443260","1160525","571547","2205748","35045","2240793","1131791","2398241","42788","2441029","1164738","1342097","3606","1345703","76892","1295294","2736563","4031857","915108","0","915108","283697","-57365","226332","12607626","3232884","15840510","5503156","623887","9430","633317","56195","0","0","0","0","0","0","0","0","13231513","3242314","16473827","5559351","5503156","919554","75166","0","6497876","544875","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,31,11,10,10,10,11,10,11,10,10,10,10,10,31,31,31,31,31,31,31,31,11,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31
"101240","10575512","1257961","11833473","8717087","0","0","0","0","190908","97686","288594","218529","1688246","0","1688246","1099912","1557364","1094496","2651860","1888207","2277707","0","2277707","1433760","1908223","0","1908223","417726","1213314","2809442","4022756","617251","0","617251","349634","0","349634","20378159","5259585","25637744","13775221","944761","0","944761","351338","0","0","0","0","0","0","0","0","21322920","5259585","26582505","14126559","13775221","1257551","0","1723827","16756599","438119","0","-241324","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101286","7671225","240808","7912033","6137987","0","0","0","0","37419","0","37419","29562","891125","70745","961870","690012","873442","539256","1412698","934473","1382033","53338","1435371","835468","1186831","0","1186831","566564","482324","1504285","1986609","343554","0","343554","-297216","0","-297216","12570737","2408432","14979169","9194066","859873","0","859873","72080","0","0","0","0","0","0","0","0","13430610","2408432","15839042","9266146","9194066","755785","0","1172620","11122471","1573","0","147216","0","0","0","0",10,10,10,10,31,31,31,31,10,31,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,18,10,31,10,10,31,10,18,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,18,18,18,18,10,10,31,10,18,16,31,10,31,31,31,31
"101295","7736681","447186","8183867","6107619","0","0","0","0","0","0","0","0","981835","27671","1009506","658639","1323748","735071","2058819","1224978","896297","0","896297","563772","1631133","52441","1683574","545818","517142","2699074","3216216","792744","0","792744","2266987","-26534","2240453","16146567","3934909","20081476","9100826","1367470","3232","1370702","131481","0","0","0","0","0","0","0","0","17514037","3938141","21452178","9232307","9100826","817494","0","1167924","11086244","357750","0","438013","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101301","3726436","1197994","4924430","3624139","0","0","0","0","0","0","0","0","480195","0","480195","345521","629438","157531","786969","491723","1347387","0","1347387","584157","667335","0","667335","218905","529983","1684232","2214215","191957","0","191957","117438","0","117438","7690169","3039757","10729926","5264445","457235","0","457235","30082","0","0","0","0","0","0","0","0","8147404","3039757","11187161","5294527","5264445","545411","0","648160","6458016","149701","0","-117438","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101347","2002223","64597","2066820","1566052","0","0","0","0","5140","0","5140","0","308064","0","308064","208890","196272","0","196272","105389","647616","0","647616","384111","366417","0","366417","133449","133852","325040","458892","25844","0","25844","0","0","0","3685428","389637","4075065","2397891","145409","0","145409","2175","0","0","0","0","0","0","0","0","3830837","389637","4220474","2400066","2397891","210049","0","316968","2924908","127156","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"101365","654651","0","654651","478550","0","0","0","0","0","0","0","0","90198","0","90198","59260","213195","0","213195","117044","352593","0","352593","129049","163996","0","163996","29519","9477","344597","354074","0","0","0","0","0","0","1484110","344597","1828707","813422","0","0","0","0","0","0","0","0","0","0","0","0","1484110","344597","1828707","813422","813422","103010","518","3390","920340","10960","0","0","0","0","0","0",21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21,21
"101435","2212966","0","2212966","1576867","0","0","0","0","0","0","0","0","390051","0","390051","306231","1524040","0","1524040","809502","1802244","0","1802244","587748","1415828","0","1415828","294749","2472004","1845115","4317119","0","0","0","0","0","0","9817133","1845115","11662248","3575097","827361","0","827361","0","0","0","0","0","0","0","0","0","10644494","1845115","12489609","3575097","3575097","661512","0","0","4236609","233927","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,11,11,31,31,31,31,31,31,10,11,11,10,10,31,10,10,31,31,31,31,31,31,31,31,10,11,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"101453","41755","181459","223214","181459","0","0","0","0","52440","0","52440","235","10900","119859","130759","105387","145941","97224","243165","149136","368378","411770","780148","415660","120203","0","120203","7886","6639","157813","164452","0","0","0","381750","-274295","107455","1128006","693830","1821836","859763","73798","0","73798","10546","0","0","0","0","0","0","0","0","1201804","693830","1895634","870309","859763","177257","0","0","1037020","49984","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","1875792","147225","2023017","1499008","0","0","0","0","0","0","0","0","224719","296933","521652","297632","396289","121234","517523","347561","855180","312576","1167756","769818","245715","0","245715","69748","49677","472663","522340","23214","0","23214","0","0","0","3670586","1350631","5021217","2983767","144124","0","144124","0","0","0","0","0","0","0","0","0","3814710","1350631","5165341","2983767","2983767","281461","0","364935","3630163","9535","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,31,31,31,31,31
"101480","19152218","1326565","20478783","13940415","192268","179250","371518","153681","951208","583468","1534676","695062","3726327","87977","3814304","2114180","4477353","124065","4601418","2172527","5583545","51582","5635127","3192346","4779083","0","4779083","2015283","1739826","4385662","6125488","0","0","0","1172774","7171","1179945","41774602","6745740","48520342","24283494","4167862","0","4167862","602260","0","0","0","0","0","0","0","0","45942464","6745740","52688204","24885754","24283494","7022695","0","205700","31511889","2053708","1059640","1153622","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,18,18,31,31,31,10,10,10,10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,10,10,10,10,10,31,31,31,31
"101499","2956777","557368","3514145","2537736","0","0","0","0","0","0","0","0","739109","344912","1084021","657430","284981","29631","314612","232707","941578","4688","946266","488793","650120","102216","752336","261495","1361831","974044","2335875","41165","0","41165","250194","0","250194","7225755","2012859","9238614","4178161","532087","1678","533765","68162","0","0","0","0","0","0","0","0","7757842","2014537","9772379","4246323","4178161","629","0","520372","4699162","146536","0","-72854","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,18,10,31,10,31,31,31,31
"101505","9070996","248064","9319060","7534819","0","0","0","0","481391","269113","750504","170644","1292590","27586","1320176","885454","1739034","311536","2050570","1390670","2849918","80170","2930088","1833915","1769012","0","1769012","714671","644240","3068088","3712328","573418","0","573418","0","0","0","18420599","4004557","22425156","12530173","1003270","14532","1017802","179637","0","0","0","0","0","0","0","0","19423869","4019089","23442958","12709810","12530173","979505","0","1572280","15081958","362470","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10,31,10,31,31,31,10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,10,10,10,10,10,31,31,31,31
"101514","10054521","633130","10687651","7926901","0","0","0","0","0","236408","236408","138942","1429364","403050","1832414","1291620","1778181","571167","2349348","1705192","2884660","194034","3078694","1886389","2709511","0","2709511","708850","1221133","3387029","4608162","255636","0","255636","43007","42197","85204","20376013","5467015","25843028","13657894","1615183","0","1615183","284692","0","0","0","0","0","0","0","0","21991196","5467015","27458211","13942586","13657894","1029125","0","1750508","16437527","54807","0","-85204","0","0","0","0",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,31,10,31,31,31,31
"101523","3366764","145100","3511864","2366433","0","0","0","0","0","0","0","0","233436","79521","312957","182000","361855","462389","824244","474037","701126","0","701126","432166","526747","0","526747","211612","160694","717148","877842","44513","0","44513","0","0","0","5395135","1404158","6799293","3666248","222736","0","222736","0","0","0","0","0","0","0","0","0","5617871","1404158","7022029","3666248","3666248","379309","0","471296","4516853","8272","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,16,31,31,31,31,31,31
"101541","1816300","0","1816300","895783","0","0","0","0","0","0","0","0","238618","0","238618","184379","666797","0","666797","298516","1175245","0","1175245","321483","458683","0","458683","286491","454816","287606","742422","0","0","0","0","0","0","4810459","287606","5098065","1986652","868027","0","868027","25158","0","0","0","0","0","0","0","0","5678486","287606","5966092","2011810","1986652","251311","0","0","2237963","119392","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,15,15,15,31,31,31,31,31,31,18,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,18,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"101569","3881615","651514","4533129","3486897","0","0","0","0","0","96097","96097","52141","796080","81788","877868","615637","502739","871415","1374154","953188","1442583","282293","1724876","926507","863523","0","863523","336851","933480","2051753","2985233","72744","0","72744","97500","0","97500","8590264","4034860","12625124","6371221","585014","0","585014","32946","0","0","0","0","0","0","0","0","9175278","4034860","13210138","6404167","6371221","666443","0","729393","7767057","199594","0","-97500","0","0","0","0",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,31
"101587","5866682","844051","6710733","4791784","13747","0","13747","0","0","40186","40186","20336","1035850","56706","1092556","591406","1869045","286911","2155956","658531","1739914","245","1740159","921612","1762516","0","1762516","770634","442071","1509535","1951606","0","0","0","0","0","0","12729825","2737634","15467459","7754303","3145412","0","3145412","319035","0","0","0","0","0","0","0","0","15875237","2737634","18612871","8073338","7754303","2158622","0","0","9912925","412567","340591","0","0","0","0","0",10,10,10,10,10,31,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,18,31,31,31,31,31,31,10,10,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,18,10,10,10,31,31,10,10,10,31,31,31,31,31
