UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D02,F2D02,XF2D03,F2D03,XF2D04,F2D04,XF2D05,F2D05,XF2D06,F2D06,XF2D07,F2D07,XF2D08,F2D08,XF2D09,F2D09,XF2D10,F2D10,XF2D11,F2D11,XF2D12,F2D12,XF2D13,F2D13,XF2D14,F2D14,XF2D15,F2D15,XF2D16,F2D16,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
100690,"R",750415,"R",5792701,"R",1666407,"R",3951489,"R",174805,"Z",0,"R",4126294,"R",610976,"R",1028166,"R",3008432,"Z",0,"R",7479943,"R",6913738,"R",0,"R",566205,"R",3560089,"R",0,"R",4126294,"R",655265,"R",51880,"Z",0,"Z",0,"Z",0,"R",2515616,"R",3222761,"R",2515616,"Z",0,"R",6201080,"Z",0,"Z",0,"Z",0,"R",51880,"Z",0,"Z",0,"R",1004708,"Z",0,"R",69136,"Z",0,"Z",0,"Z",0,"Z",0,"R",153139,"R",7479943,"R",3118896,"R",1867345,"R",84314,"R",153031,"Z",0,"Z",0,"R",1014206,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",186944,"R",126154,"R",9130,"R",10931,"Z",0,"Z",0,"R",40729,"R",701331,"R",457942,"R",36547,"R",40080,"Z",0,"Z",0,"R",166762,"R",2906567,"R",889561,"R",415503,"R",160318,"Z",0,"Z",0,"R",1441185,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"R",-364360,"R",165043,"Z",0,"R",199317,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6913738,"R",3341002,"R",545494,"B",,"R",165043,"Z",0,"R",2862199,"R",174805,"R",174805, 1
100937,"R",122404527,"R",252251854,"R",60949820,"R",83795962,"R",107506072,"R",66122063,"R",191302034,"R",18427626,"R",123850757,"R",27750121,"R",0,"R",51576441,"R",52963552,"R",0,"R",-1387111,"R",192689145,"R",0,"R",191302034,"R",378237,"R",273799,"R",256295,"R",321894,"R",9680256,"R",5641457,"R",16551938,"R",14100516,"R",0,"R",14276660,"Z",0,"Z",0,"Z",0,"R",2917070,"R",260995,"R",32894,"R",11406976,"Z",0,"R",12391965,"Z",0,"R",8248399,"Z",0,"Z",0,"R",2041482,"R",51576441,"R",16682453,"R",7887912,"R",1864699,"R",1627268,"R",1926058,"R",786955,"R",2589561,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3297151,"R",1090382,"R",389908,"R",375643,"R",444617,"R",181663,"R",814938,"R",7118796,"R",3136973,"R",900224,"R",1069382,"R",1265736,"R",517158,"R",229323,"R",8573206,"R",3288805,"R",814453,"R",247195,"R",292584,"R",119545,"R",3810624,"R",6136534,"R",359125,"R",101855,"R",1866678,"R",2209428,"R",902735,"R",696713,"R",245142,"A",,"A",,"A",,"A",,"A",,"R",245142,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"R",-5186166,"Z",0,"Z",0,"R",5186166,"R",10910270,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10910270,"R",52963552,"R",15763197,"R",4071139,"B",,"R",6138423,"R",2508056,"R",24482737,"R",123593848,"R",122404527, 1
101073,"R",4520556,"R",17118641,"R",2360495,"R",8362425,"R",6395721,"Z",0,"R",14758146,"R",400629,"R",12175239,"R",2099049,"Z",0,"R",5777404,"R",6146831,"R",0,"R",-369427,"R",15127572,"R",1,"R",14758146,"R",2167685,"R",136976,"Z",0,"Z",0,"R",3232427,"Z",0,"R",5537088,"R",3232427,"Z",0,"R",1472881,"Z",0,"Z",0,"Z",0,"R",1697635,"Z",0,"Z",0,"R",922828,"Z",0,"R",287570,"Z",0,"R",1200115,"Z",0,"Z",0,"R",196375,"R",5777404,"R",2570649,"R",1722133,"R",244979,"Z",0,"R",41224,"Z",0,"R",562313,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",324735,"R",160840,"R",24414,"Z",0,"Z",0,"Z",0,"R",139481,"R",268773,"R",116046,"R",22774,"Z",0,"R",38999,"Z",0,"R",90954,"R",221309,"R",157248,"R",22765,"Z",0,"Z",0,"Z",0,"R",41296,"R",1476763,"R",546614,"R",71505,"Z",0,"R",58404,"Z",0,"R",800240,"R",1132584,"R",203562,"R",40113,"Z",0,"R",266582,"Z",0,"R",622327,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",152018,"R",0,"R",0,"R",0,"R",0,"R",0,"R",152018,"R",6146831,"R",2906443,"R",426550,"B",,"R",405209,"Z",0,"R",2408629,"R",2700030,"R",2950030, 1
101189,"R",14585859,"R",52142520,"R",18877260,"R",20937870,"R",12327390,"R",7693736,"R",33265260,"R",1255020,"R",30643748,"R",14705148,"Z",0,"R",29772696,"R",27107208,"R",0,"R",2665488,"R",30599772,"R",0,"R",33265260,"R",3936870,"R",540169,"R",491372,"Z",0,"R",301061,"R",3388012,"R",8657484,"R",3906716,"R",345261,"R",19020422,"Z",0,"Z",0,"Z",0,"R",1859781,"Z",0,"Z",0,"R",5605757,"Z",0,"R",1059649,"Z",0,"R",1683544,"Z",0,"Z",0,"R",543543,"R",29772696,"R",11760482,"R",7233177,"R",1112606,"R",1220736,"R",721307,"R",252991,"R",1219665,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2697594,"R",864476,"R",154289,"R",258509,"R",152747,"R",53575,"R",1213998,"R",5340044,"R",1937345,"R",337341,"R",488294,"R",288523,"R",101196,"R",2187345,"R",4677961,"R",2084434,"R",376618,"R",172339,"R",101832,"R",35716,"R",1907022,"R",2631127,"R",140172,"R",22867,"R",732441,"R",432784,"R",151795,"R",1151068,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"R",-2872319,"Z",0,"Z",0,"R",2872319,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27107208,"R",12259604,"R",2003721,"B",,"R",1697193,"R",595273,"R",10551417,"R",14026385,"R",16667481, 1
101435,"R",43110014,"R",74800889,"R",25424244,"R",2863611,"R",46513034,"Z",0,"R",49376645,"R",3586849,"R",24782543,"R",11850155,"Z",0,"R",24309499,"R",14376885,"R",0,"R",9932614,"R",39444031,"R",0,"R",49376645,"R",582212,"R",92714,"R",136620,"Z",0,"R",2744559,"R",2070457,"R",5626562,"R",4815016,"Z",0,"R",5485997,"Z",0,"Z",0,"Z",0,"R",248000,"Z",0,"Z",0,"R",13240839,"Z",0,"R",2538079,"Z",0,"R",2625080,"Z",0,"Z",0,"R",171504,"R",24309499,"R",4911000,"R",2115843,"R",358563,"R",434254,"R",442332,"R",451597,"R",1108411,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",850825,"R",380692,"R",70568,"R",108563,"R",110583,"R",112899,"R",67520,"R",3812991,"R",1452976,"R",238263,"R",230697,"R",234969,"R",239911,"R",1416175,"R",2249443,"R",1371200,"R",235363,"R",67852,"R",69114,"R",70562,"R",435352,"R",2552626,"Z",0,"Z",0,"R",515677,"R",525291,"R",536271,"R",975387,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"R",-1357043,"Z",0,"Z",0,"R",1357043,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14376885,"R",5320711,"R",902757,"B",,"R",1382289,"R",1411240,"R",5359888,"R",36047483,"R",43110014, 1
101453,"R",5441457,"R",9130669,"R",2395967,"R",1696824,"R",5037878,"R",2844061,"R",6734702,"R",1037145,"R",2038739,"R",2096890,"Z",0,"R",2941044,"R",2596516,"R",193758,"R",538286,"R",6196416,"R",0,"R",6734702,"R",115462,"R",12321,"Z",0,"Z",0,"R",114686,"Z",0,"R",242469,"R",2189,"Z",0,"R",594178,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1954846,"R",27884,"R",257899,"R",2980,"R",103257,"Z",0,"Z",0,"R",0,"R",2941044,"R",433556,"R",358249,"Z",0,"R",39458,"Z",0,"Z",0,"R",35849,"R",5935,"Z",0,"Z",0,"R",457,"Z",0,"Z",0,"R",5478,"R",27174,"Z",0,"Z",0,"R",2473,"Z",0,"Z",0,"R",24701,"R",121546,"R",90126,"R",15183,"R",11062,"Z",0,"Z",0,"R",5175,"R",227791,"R",162108,"Z",0,"R",20731,"Z",0,"Z",0,"R",44952,"R",1564292,"R",506789,"R",252229,"R",268471,"Z",0,"R",74736,"R",462067,"R",101536,"R",17054,"Z",0,"R",6705,"Z",0,"Z",0,"R",77777,"R",114686,"A",,"A",,"A",,"A",,"A",,"R",114686,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"R",-349357,"R",156475,"Z",0,"R",192882,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2596516,"R",1134326,"R",267412,"B",,"R",156475,"R",74736,"R",963567,"R",3784861,"R",4050241, 1
101541,"R",13289306,"R",37728174,"R",13929614,"R",4844029,"R",18954531,"R",15682659,"R",23798560,"R",1612025,"R",16073733,"R",5023927,"R",0,"R",9329861,"R",8120575,"R",0,"R",1209286,"R",22589274,"R",0,"R",23798560,"R",310212,"R",65558,"R",66135,"R",0,"R",552101,"R",602929,"R",1596935,"R",1155030,"R",0,"R",1404149,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5140687,"R",0,"R",1068749,"R",0,"R",1415643,"R",0,"R",0,"R",300633,"R",9329861,"R",3402104,"R",1371960,"R",276201,"R",798805,"R",482442,"R",270401,"R",202295,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",432234,"R",248217,"R",92067,"R",0,"R",0,"R",0,"R",91950,"R",1253482,"R",738337,"R",92067,"R",0,"R",0,"R",75712,"R",347366,"R",1875799,"R",513011,"R",97635,"R",272768,"R",120610,"R",194688,"R",677087,"R",1156956,"R",324674,"Z",0,"R",266633,"R",201017,"R",0,"R",364632,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"B",,"R",0,"R",0,"R",-1338206,"R",0,"R",0,"R",1338206,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8120575,"R",3196199,"R",557970,"B",,"R",804069,"R",540801,"R",3021536,"R",14403098,"R",15438142, 1
101648,"R",5007846,"R",7219785,"R",3340339,"R",2376769,"R",1502677,"R",1003573,"R",3879446,"R",0,"R",10901526,"R",329683,"Z",0,"R",6446955,"R",6391151,"R",0,"R",55804,"R",3823642,"R",0,"R",3879446,"R",200635,"Z",0,"Z",0,"Z",0,"R",305892,"R",366278,"R",872805,"R",200635,"Z",0,"R",4143335,"Z",0,"R",344049,"Z",0,"R",35708,"Z",0,"Z",0,"R",1342067,"Z",0,"R",141218,"Z",0,"R",144180,"A",,"A",,"R",296398,"R",6446955,"R",2337552,"R",634555,"R",63525,"R",175000,"Z",0,"Z",0,"R",1464472,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",202250,"R",140070,"R",3124,"Z",0,"Z",0,"Z",0,"R",59056,"R",967405,"R",409795,"R",40854,"Z",0,"Z",0,"Z",0,"R",516756,"R",1456895,"R",579664,"R",57913,"R",387973,"Z",0,"R",204165,"R",227180,"R",754879,"R",263397,"R",26263,"R",126210,"Z",0,"Z",0,"R",339009,"R",672170,"A",,"A",,"A",,"A",,"A",,"R",672170,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"B",,"R",218024,"R",32791,"R",-689183,"R",438368,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6391151,"R",2245505,"R",224470,"B",,"R",438368,"R",204165,"R",3278643,"R",806098,"R",976700, 1
101675,"R",13107245,"R",55842629,"R",19218107,"R",28209083,"R",8415439,"R",2346442,"R",36624522,"R",1725072,"R",48977126,"R",12507656,"Z",0,"R",21135524,"R",19562214,"R",0,"R",1573310,"R",35051212,"R",0,"R",36624522,"R",4785724,"R",582467,"R",276116,"Z",0,"R",326214,"R",1037646,"R",7008167,"R",2886311,"Z",0,"R",8504731,"Z",0,"Z",0,"Z",0,"R",3702903,"R",274437,"R",69588,"R",2471588,"R",188045,"R",915562,"Z",0,"R",4640808,"Z",0,"R",367862,"R",0,"R",21135524,"R",7973345,"R",4525099,"R",371411,"Z",0,"Z",0,"Z",0,"R",3076835,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",485694,"R",113650,"R",8695,"Z",0,"Z",0,"Z",0,"R",363349,"R",900424,"R",446939,"R",33668,"Z",0,"Z",0,"Z",0,"R",419817,"R",1589623,"R",708513,"R",44917,"Z",0,"Z",0,"Z",0,"R",836193,"R",3914248,"R",775063,"R",43033,"Z",0,"Z",0,"Z",0,"R",3096152,"R",4698880,"R",575126,"R",43901,"Z",0,"Z",0,"Z",0,"R",4079853,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"B",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19562214,"R",7144390,"R",545625,"B",,"Z",0,"Z",0,"R",11872199,"R",7546486,"R",8031506, 1
101693,"R",10919324,"R",40683529,"R",17541824,"R",8632667,"R",14509038,"R",10608761,"R",23141705,"R",812038,"R",24415500,"R",9468755,"R",0,"R",21461218,"R",19649917,"R",0,"R",1811301,"R",21330404,"R",0,"R",23141705,"R",1801295,"R",209929,"R",218649,"R",0,"R",963234,"R",4349041,"R",7542148,"R",7542148,"R",0,"R",11058388,"R",0,"R",0,"R",0,"R",209929,"R",0,"R",0,"R",6079693,"R",0,"R",606349,"R",0,"R",3225576,"R",0,"R",0,"R",281283,"R",21461218,"R",8503645,"R",5089600,"R",1572064,"R",729805,"R",384570,"R",267022,"R",460584,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",911998,"R",363356,"R",116449,"R",146740,"R",77324,"R",53689,"R",154440,"R",1416129,"R",764534,"R",252216,"R",59748,"R",31485,"R",21861,"R",286285,"R",4121463,"R",1932358,"R",539802,"R",259369,"R",136674,"R",94898,"R",1158362,"R",4696682,"R",786884,"R",240244,"R",1093563,"R",576252,"R",400114,"R",1599625,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"B",,"R",0,"R",0,"R",-2289225,"R",0,"R",0,"R",2289225,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19649917,"R",8936732,"R",2720775,"B",,"R",1206305,"R",837584,"R",5948521,"R",9913787,"R",10938086, 1
