unitid,"xf2a01_1",f2a01_1,"xf2a02_1",f2a02_1,"xf2a04_1",f2a04_1,"xf2a05_1",f2a05_1,"xf2a06_1",f2a06_1,"xf2a07_1",f2a07_1,"xf2a08_1",f2a08_1,"xf2a09_1",f2a09_1,"xf2a10_1",f2a10_1,"xf2a11_1",f2a11_1,"xf2a12_1",f2a12_1,"xf2a13_1",f2a13_1,"xf2a14_1",f2a14_1,"xf2a15_1",f2a15_1,"xf2a16_1",f2a16_1,"xf2a17_1",f2a17_1,"xf2aa01",f2aa01,"xf2aa02",f2aa02,"xf2aa03",f2aa03,"xf2aa04",f2aa04,"xf2aa05",f2aa05,"xf2aa06",f2aa06,"xf2aa07",f2aa07,"xf2aa08",f2aa08,"xf2aa09",f2aa09,"xf2b01_1",f2b01_1,"xf2b01_2",f2b01_2,"xf2b02_1",f2b02_1,"xf2b02_2",f2b02_2,"xf2b03_1",f2b03_1,"xf2b03_2",f2b03_2,"xf2b04_1",f2b04_1,"xf2b04_2",f2b04_2,"xf2b05_1",f2b05_1,"xf2b05_2",f2b05_2,"xf2b06_1",f2b06_1,"xf2b06_2",f2b06_2,"xf2b07_1",f2b07_1,"xf2b07_2",f2b07_2,"xf2b08_1",f2b08_1,"xf2b08_2",f2b08_2,"xf2b09_1",f2b09_1,"xf2b09_2",f2b09_2,"xf2b10_1",f2b10_1,"xf2b10_2",f2b10_2,"xf2b11_2",f2b11_2,"xf2b12_1",f2b12_1,"xf2b12_2",f2b12_2,"xf2b12_3",f2b12_3,"xf2b12_5",f2b12_5,"xf2b12_6",f2b12_6,"xf2b12_7",f2b12_7,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c0308",f2c0308,"xf2c09",f2c09,"xf2c10",f2c10,"xf2c11",f2c11,"xf2c12",f2c12,"xf2d05",f2d05,"xf2d08",f2d08,"xf2d17",f2d17,"xf2d20",f2d20,"xf2d23",f2d23,"xf2d24",f2d24,"xf2dc014",f2dc014,"xf2dc024",f2dc024,"xf2dc034",f2dc034,"xf2dc044",f2dc044
"100690",10,"776295",10,"0",10,"0",10,"0",10,"19278",10,"0",10,"0",10,"1153987",10,"0",10,"16502",10,"0",10,"0",10,"0",10,"0",10,"4896",10,"1970958",10,"19278",10,"0",10,"0",10,"0",10,"8504",10,"191078",10,"218860",10,"199582",10,"0",10,"1011144",10,"641176",18,"0",10,"0",18,"0",10,"0",10,"108355",10,"89625",10,"101857",10,"57814",10,"662537",10,"284404",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"13130",10,"1883893",10,"1086149",10,"164020",10,"69757",10,"71397",10,"492570",10,"1970958",10,"-1883893",10,"0",10,"87065",10,"1375737",10,"0",10,"1462802",10,"473557",10,"2444266",10,"981464",10,"1309515",10,"153287",10,"1462802",10,"279448",10,"1016495",10,"1245056",10,"0"
"100937",10,"17707072",10,"0",10,"0",10,"0",10,"698783",10,"392570",10,"20000",10,"10857716",10,"0",10,"23052019",10,"792391",10,"5180606",10,"0",10,"0",10,"247576",10,"58948733",10,"363689",10,"225441",10,"359476",10,"1149966",10,"1968641",10,"4414145",10,"8481358",10,"0",10,"0",10,"8939439",10,"6045300",18,"0",10,"0",18,"0",10,"0",10,"1558360",10,"686466",10,"3977174",10,"1535652",10,"7795883",10,"2233060",10,"5648700",10,"239870",10,"8481358",10,"0",18,"0",10,"0",18,"0",10,"0",10,"0",10,"36400914",10,"10740348",10,"2685281",10,"2456706",10,"719643",10,"19798936",10,"58948733",10,"-36400914",10,"-2575364",10,"19972455",10,"141965480",10,"0",10,"161937935",10,"124653846",10,"197696897",10,"35758962",10,"75311335",10,"86626600",10,"161937935",10,"2375505",10,"44231387",10,"19288272",10,"0"
"101073",10,"2272227",10,"1240134",10,"18075",10,"0",10,"0",10,"0",10,"0",10,"218975",10,"1272419",10,"558332",10,"0",10,"739312",10,"0",10,"0",10,"64158",10,"6383632",10,"985485",10,"0",10,"18700",10,"0",10,"1451915",10,"0",10,"2456100",10,"0",10,"0",10,"1261799",10,"268330",10,"53651",10,"40712",18,"0",10,"0",10,"284638",10,"113052",10,"213601",10,"158752",10,"949835",10,"392261",10,"997974",10,"117870",10,"1451915",10,"0",18,"0",10,"0",18,"0",10,"0",11,"62412",10,"5213413",11,"1153389",11,"232102",10,"264504",18,"0",11,"3563418",10,"6383632",10,"-5213413",11,"0",10,"1170219",10,"11734108",10,"0",10,"12904327",10,"6498603",10,"16016521",11,"3112194",10,"7471004",10,"5433323",10,"12904327",10,"39303",10,"7280328",10,"1400524",10,"0"
"101189",10,"9878027",10,"0",10,"0",10,"0",10,"1784629",10,"0",10,"0",10,"2730277",10,"0",10,"1534824",10,"0",10,"1240984",10,"0",10,"0",10,"394024",10,"17562765",10,"1695677",10,"132824",10,"1243149",10,"0",10,"115086",10,"1150409",10,"4337145",10,"2879464",10,"1457681",10,"4625877",17,"3432108",18,"0",17,"53317",18,"0",17,"53009",10,"1119627",17,"559507",10,"4118548",17,"849253",10,"3317768",17,"1248253",10,"737700",17,"321553",18,"0",17,"19318",18,"0",17,"4774",18,"0",17,"24258",17,"443473",10,"13919520",10,"7008823",10,"879699",10,"867581",10,"451814",10,"4711603",10,"17562765",10,"-13919520",10,"0",10,"3643245",10,"15577914",10,"0",10,"19221159",10,"8407626",10,"32894905",10,"13673746",10,"11435679",10,"7785480",10,"19221159",10,"1068902",10,"13352037",10,"5861831",10,"0"
"101435",10,"2854000",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3386850",10,"0",10,"7514783",10,"0",10,"2177526",10,"0",10,"0",10,"285088",10,"16218247",10,"289499",10,"174865",10,"332465",10,"0",10,"2241684",10,"1214929",10,"4253442",10,"0",10,"0",10,"3810217",10,"2037854",18,"0",10,"0",18,"0",10,"0",10,"712725",10,"331754",10,"2461295",10,"943120",10,"1463302",10,"661524",10,"2291727",10,"0",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"401676",10,"10739266",10,"4375928",10,"769814",10,"975003",10,"991274",10,"3627247",10,"16218247",10,"-10739266",10,"-35846",10,"5443135",10,"37515119",10,"0",10,"42958254",10,"35147653",10,"67192140",10,"24233886",10,"6127603",10,"36830651",10,"42958254",10,"882787",10,"16440171",10,"7202694",10,"0"
"101453",10,"507889",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2162426",10,"61432",10,"210027",10,"0",10,"81325",10,"0",10,"0",10,"21708",10,"3044807",10,"133269",10,"13687",10,"0",10,"0",10,"123943",10,"15380",10,"286279",10,"13630",10,"0",10,"345034",10,"252468",10,"11066",10,"800",10,"41513",10,"1089",10,"144431",10,"103037",10,"303787",10,"171331",10,"1145050",10,"534627",10,"94463",10,"8504",10,"144311",10,"0",18,"0",10,"0",18,"0",10,"0",10,"37380",10,"2229655",10,"1109236",10,"177861",10,"143580",10,"45218",10,"753760",10,"3044807",10,"-2229655",10,"-13476",11,"801676",10,"3109099",10,"0",10,"3910775",10,"1893301",10,"4827881",10,"917106",10,"1388291",10,"2522484",10,"3910775",10,"447445",10,"1175386",10,"1587129",10,"0"
"101541",10,"1715348",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5948572",10,"0",10,"2024087",10,"0",10,"1119364",10,"0",10,"0",10,"342268",10,"11149639",10,"173832",10,"16716",10,"150150",10,"0",10,"546225",10,"310830",11,"1197753",10,"0",10,"0",10,"1945750",10,"914737",18,"0",10,"0",18,"0",10,"0",10,"282202",10,"154137",10,"823813",10,"433467",10,"1536075",10,"286962",10,"895179",10,"13970",10,"866056",10,"0",18,"0",10,"0",18,"0",10,"0",11,"327800",10,"6349075",11,"2131073",11,"399409",10,"509221",10,"191644",11,"3117728",10,"11149639",10,"-6349075",10,"0",10,"4800564",10,"13035374",10,"0",10,"17835938",10,"7572440",10,"22996936",10,"5160998",10,"3026457",10,"14809481",10,"17835938",10,"267348",10,"7791742",10,"2879905",10,"0"
"101648",10,"3653021",10,"0",10,"441912",10,"0",10,"0",10,"0",10,"0",10,"479660",10,"0",10,"30529",10,"0",10,"776696",10,"0",10,"0",10,"205241",10,"5587059",10,"125480",10,"33680",10,"0",10,"0",10,"45600",10,"343553",10,"548313",10,"874324",10,"0",10,"1047202",10,"742572",18,"0",10,"0",18,"0",10,"0",10,"201125",10,"117847",10,"1589590",10,"616282",10,"702821",10,"263714",10,"854070",10,"111168",10,"343553",10,"0",18,"0",10,"0",10,"586584",10,"0",10,"892906",10,"5324945",10,"2744489",10,"267797",18,"0",18,"0",10,"2312659",10,"5587059",10,"-5324945",10,"1216252",10,"1478366",10,"12314635",10,"0",10,"13793001",10,"1553834",10,"14054627",10,"261626",10,"12661016",10,"1131985",10,"13793001",10,"9025828",10,"0",10,"1613786",10,"0"
"101675",10,"6554085",10,"0",10,"0",10,"0",10,"5692366",10,"0",10,"0",10,"1504542",10,"0",10,"485420",10,"0",10,"1467116",10,"0",10,"0",10,"262095",10,"15965624",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3631356",10,"2077339",18,"0",10,"0",18,"0",10,"0",10,"407747",10,"164198",10,"1801281",10,"580967",10,"3029754",10,"470316",10,"2083287",10,"198995",10,"4167287",10,"0",18,"0",10,"0",18,"0",10,"0",10,"0",10,"15120712",10,"3491815",10,"368159",10,"1578859",18,"0",10,"9681879",10,"15965624",10,"-15120712",10,"0",10,"844912",10,"19709266",10,"0",10,"20554178",10,"8808396",10,"26642994",10,"6088816",10,"12575732",10,"7978446",10,"20554178",10,"1401250",10,"13210748",10,"6683295",10,"0"
"101693",10,"13383342",10,"0",10,"0",10,"0",10,"175563",10,"0",10,"0",10,"3257358",10,"115000",10,"535456",10,"0",10,"2391347",10,"0",10,"0",10,"153097",10,"20011163",10,"1655155",10,"175563",10,"1009814",10,"366406",10,"630381",10,"3691014",10,"7528333",10,"4321395",10,"0",10,"9359264",10,"5619421",18,"0",10,"0",18,"0",10,"0",10,"886256",10,"395957",10,"1399597",10,"770689",10,"3914457",10,"1372854",10,"3909756",10,"762914",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"251934",10,"19469330",10,"9173769",10,"2258255",10,"1073353",10,"710736",10,"6253217",10,"20011163",10,"-19469330",10,"1408120",10,"1949953",10,"13695760",10,"0",10,"15645713",10,"5305251",10,"27791316",10,"12145603",10,"7632490",10,"8013223",10,"15645713",10,"844206",10,"18947405",10,"6442639",10,"0"
"101912",10,"10118690",10,"0",10,"0",10,"0",10,"943989",10,"0",10,"0",10,"11249953",10,"0",10,"1403321",10,"99598",10,"5256782",10,"0",10,"624955",10,"507250",10,"30204538",10,"3080982",10,"985224",10,"132840",10,"0",10,"590078",10,"3577904",11,"8367028",11,"4183514",10,"0",10,"6677288",10,"4083349",10,"661398",10,"282836",10,"48297",10,"14798",10,"3300427",10,"1501304",10,"2677573",10,"1015557",10,"5961807",10,"2183453",10,"5623572",10,"795769",10,"91922",10,"0",18,"0",10,"0",10,"908154",10,"170034",10,"0",10,"25950438",10,"10047100",10,"2323424",10,"945992",10,"400875",10,"12233047",10,"30204538",10,"-25950438",10,"-32777",10,"4221323",10,"24423924",10,"0",10,"28645247",10,"8320811",10,"35224818",10,"6579571",10,"19334915",10,"9310332",10,"28645247",10,"1702110",10,"19994305",10,"12250365",10,"0"
"102049",10,"36698620",10,"0",10,"0",10,"0",10,"122045",10,"0",10,"0",10,"15205492",10,"4386562",10,"44263301",10,"0",10,"11337297",10,"0",10,"0",10,"3457467",10,"115470784",10,"591503",10,"458882",10,"0",10,"0",10,"8754621",10,"0",10,"9805006",10,"0",10,"0",10,"34939533",10,"18345715",10,"3377",10,"0",10,"1303117",10,"559387",10,"8539193",10,"2546780",10,"9610644",10,"3307724",10,"9257124",10,"3403183",10,"8452201",10,"405785",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"206944",10,"72105189",10,"28775518",10,"8168951",18,"0",10,"2384913",10,"32775807",10,"115470784",10,"-72105189",10,"-372503",10,"42993092",10,"233354667",10,"0",10,"276347759",10,"224273192",10,"351761790",10,"75414031",10,"156380783",10,"119966976",10,"276347759",10,"19168754",10,"100388903",10,"34654101",10,"0"
"102216",31,"703177",31,"0",31,"39681",31,"0",31,"0",31,"0",31,"0",31,"30225",31,"537130",31,"0",31,"0",31,"36348",31,"0",31,"0",31,"0",31,"1346561",31,"49511",31,"3755",31,"233241",31,"23742",31,"13230",31,"30458",31,"353937",31,"0",31,"0",31,"658910",31,"585556",31,"0",31,"0",31,"0",31,"0",31,"229939",31,"153363",31,"118666",31,"78376",31,"281473",31,"195862",31,"53749",31,"0",31,"3800",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"1346537",31,"1013157",31,"126774",31,"0",31,"0",31,"206606",31,"1346561",31,"-1346537",31,"0",31,"24",31,"0",31,"0",31,"24",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0"
"102234",10,"9366517",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3091335",10,"0",10,"1200876",10,"0",10,"5402074",10,"0",10,"0",10,"683317",10,"19744119",10,"509932",10,"235524",10,"0",10,"0",10,"0",10,"5193961",10,"5939417",10,"5193961",10,"0",10,"5984644",10,"3374645",18,"0",10,"0",10,"490127",10,"264025",10,"1331691",10,"540832",10,"3217603",10,"1044334",10,"3196818",10,"1560170",10,"5330286",10,"176019",10,"472352",10,"0",18,"0",10,"0",18,"0",10,"0",10,"89275",10,"20023521",10,"7049300",10,"1701616",10,"1320404",10,"1939625",10,"8012576",10,"19744119",10,"-20023521",10,"3418483",10,"3139081",10,"39150550",10,"0",11,"42289631",10,"28481326",10,"64658881",10,"22369250",10,"28616869",10,"13672762",10,"42289631",10,"2903747",10,"30324089",10,"11090861",10,"0"
"102261",10,"571913",10,"0",10,"0",10,"0",10,"155967",10,"5655",10,"0",10,"677276",10,"0",10,"162573",10,"0",10,"272437",10,"0",10,"0",10,"65743",10,"1911564",10,"142705",10,"13262",10,"5655",10,"0",10,"63298",10,"101491",10,"326411",10,"0",10,"0",10,"446177",10,"290717",18,"0",10,"0",18,"0",10,"0",10,"96272",10,"47880",10,"291452",10,"36160",10,"764034",10,"238761",10,"310891",10,"0",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"0",10,"1908826",10,"613518",10,"81303",10,"223721",10,"45965",10,"944319",10,"1911564",10,"-1908826",10,"0",10,"2738",10,"3940806",10,"-29386",10,"3914158",10,"1337796",10,"4639672",10,"725514",10,"3051774",10,"862384",10,"3914158",10,"2000000",10,"2044206",10,"744469",10,"0"
"102270",10,"5764380",10,"0",10,"0",10,"0",10,"4313423",10,"198026",10,"0",10,"375749",10,"323000",10,"3664965",10,"3477926",10,"2229698",10,"0",10,"1376432",10,"1101167",10,"22824766",10,"1737326",10,"317581",10,"554385",10,"26000",10,"34951",10,"0",10,"2670243",10,"0",10,"0",11,"4495292",10,"2740662",18,"0",10,"0",11,"557152",10,"321621",11,"1248650",10,"586466",11,"969800",10,"521392",11,"3168142",10,"1145278",11,"577538",10,"483488",10,"3835188",10,"0",18,"0",10,"0",18,"0",10,"0",10,"487391",11,"14851762",11,"6286298",10,"1461439",10,"628011",10,"190520",11,"6285494",10,"22824766",11,"-14851762",10,"0",11,"7973004",10,"29483345",11,"-3173800",10,"34282549",10,"23110148",10,"39743672",10,"5461123",10,"7260317",10,"27022232",10,"34282549",10,"211968",10,"11567360",10,"5076563",10,"38074"
"102298",10,"3754401",10,"0",10,"435540",10,"0",10,"3179412",10,"0",10,"0",10,"1718937",10,"0",10,"1022523",10,"0",10,"2052694",10,"0",10,"0",10,"199158",10,"12362665",10,"1002861",10,"487586",10,"18000",10,"0",10,"486085",10,"1297457",10,"3291989",10,"0",10,"0",10,"2460671",10,"1450125",10,"660571",10,"341079",10,"659485",10,"253324",10,"1264816",10,"446280",10,"1945227",10,"874768",10,"2574562",10,"792367",10,"1621392",10,"74892",10,"1812587",10,"0",18,"0",10,"0",18,"0",10,"0",10,"695564",10,"12999311",10,"4928399",10,"650318",10,"261709",10,"149804",10,"7009081",11,"12362665",10,"-12999311",10,"369874",11,"-266772",10,"13346481",11,"-590656",10,"12489053",10,"7060141",10,"17028087",10,"4539034",10,"2984778",10,"9504275",10,"12489053",10,"74795",10,"9398160",10,"3806576",10,"0"
"102377",10,"0",10,"0",10,"3968000",10,"0",10,"26894000",10,"166000",10,"5000",10,"9865000",10,"0",10,"5982000",10,"28290000",10,"7110000",10,"0",10,"2114000",10,"5626000",10,"90020000",10,"2538000",10,"2080000",10,"31000",10,"85000",10,"1624000",10,"3319000",10,"9677000",10,"0",10,"0",10,"27689000",10,"14392000",10,"10357000",10,"3173000",10,"3991000",10,"1759000",10,"3313000",10,"1365000",10,"5629000",10,"1909000",10,"12539000",10,"3529000",10,"5643000",10,"698000",10,"10898000",10,"1004000",18,"0",10,"0",10,"4266000",10,"1238000",10,"1974000",10,"84325000",10,"31041000",10,"4362000",10,"9055000",10,"1855000",10,"38012000",10,"90020000",10,"-84325000",10,"0",10,"5695000",10,"113075000",11,"1194000",11,"119964000",10,"53883000",10,"185510000",10,"65546000",10,"94822000",10,"25142000",10,"119964000",10,"805000",10,"123496",10,"49484",10,"0"
"102395",10,"1514788",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"50737",10,"49465",10,"2668098",10,"0",10,"163946",10,"0",10,"0",10,"399971",10,"4847005",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"456140",10,"310287",18,"0",10,"0",18,"0",10,"0",10,"581224",10,"406300",10,"267015",10,"119169",10,"1670100",10,"505668",10,"64250",10,"2240",10,"18400",10,"0",18,"0",10,"0",18,"0",10,"0",10,"92119",10,"3057129",10,"1435783",10,"133939",10,"222697",18,"0",10,"1264710",10,"4847005",10,"-3057129",10,"0",10,"1789876",10,"8766421",10,"0",10,"10556297",10,"6700477",10,"10843201",10,"286904",10,"10556297",10,"0",10,"10556297",10,"875000",10,"3093033",10,"2180800",10,"0"
"102580",31,"4054370",31,"0",31,"0",31,"0",31,"2692627",31,"200513",31,"0",31,"3335026",31,"0",31,"1618409",31,"0",31,"1922064",31,"0",31,"0",31,"595251",31,"14418260",31,"670433",31,"279590",31,"0",31,"0",31,"539988",31,"389081",31,"1879092",31,"279590",31,"0",31,"4487975",31,"1795331",31,"0",31,"0",31,"0",31,"0",31,"448070",31,"151115",31,"1248205",31,"398943",31,"5663525",31,"2123921",31,"1280000",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"13127775",31,"4469310",31,"893863",31,"0",31,"0",31,"7764602",31,"14418260",31,"-13127775",31,"0",31,"1290485",31,"17832154",31,"0",31,"19122639",31,"12913152",31,"24642084",31,"5519445",31,"10000129",31,"9122510",31,"19122639",31,"502643",31,"13316130",31,"2134525",31,"0"
"102669",10,"3354208",10,"0",10,"0",10,"0",10,"83321",10,"0",10,"0",10,"2267778",10,"0",10,"3008040",10,"0",10,"1216555",10,"0",10,"0",10,"286808",10,"10216710",10,"143797",10,"67565",10,"0",10,"0",10,"53590",10,"601861",10,"866813",10,"555752",10,"0",10,"2867309",10,"1902217",18,"0",10,"0",18,"0",10,"0",10,"233934",10,"28423",10,"1213180",10,"576234",10,"1711772",10,"906075",10,"1711208",10,"115515",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"203467",10,"7737403",10,"3731931",10,"629563",18,"0",18,"0",10,"3375909",10,"10216710",10,"-7737403",10,"-1196319",10,"1282988",10,"22715569",10,"0",10,"23998557",10,"34117930",10,"45992407",10,"21993850",10,"22548431",10,"1450126",10,"23998557",10,"856550",10,"14459654",10,"2458562",10,"0"
"103440",31,"38300879",31,"0",31,"0",31,"0",31,"557958",31,"0",31,"0",31,"52430074",31,"46548",31,"13816106",31,"0",31,"7190134",31,"0",31,"0",31,"3520649",31,"115862348",31,"458332",31,"571761",31,"1219137",31,"0",31,"5208992",31,"12909515",31,"20367737",31,"0",31,"0",31,"19429323",31,"10326142",31,"273171",31,"0",31,"44238",31,"0",31,"5058167",31,"1947536",31,"10640221",31,"3045986",31,"8135624",31,"2729758",31,"6835185",31,"1522168",31,"17294118",31,"0",31,"0",31,"0",31,"0",31,"0",31,"507665",31,"67710047",31,"20079255",31,"6134135",31,"2767935",31,"2331674",31,"36397048",31,"115862348",31,"-67710047",31,"30993165",31,"79145466",31,"359664508",31,"0",31,"438809974",31,"365427592",31,"494721698",31,"55911724",31,"171690436",31,"267119538",31,"438809974",31,"7192953",31,"97918918",31,"24267864",31,"0"
"103778",10,"42322471",10,"0",10,"0",10,"0",10,"875686",10,"0",10,"0",10,"4043065",10,"0",10,"4850968",10,"68907",10,"2328047",10,"0",10,"0",10,"694490",10,"55183634",10,"0",10,"133636",10,"0",10,"0",10,"579794",10,"3597130",10,"4310560",10,"4176924",10,"0",10,"29314660",10,"14546552",18,"0",10,"0",18,"0",10,"0",10,"5422260",10,"1943666",10,"3064747",10,"1078963",10,"8341655",10,"2505100",10,"3320647",10,"106434",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"965456",10,"49463969",10,"21146171",10,"4916736",10,"3050522",10,"1241410",10,"19109130",10,"55183634",10,"-49463969",10,"15146",10,"5734811",10,"50942531",10,"0",10,"56677342",10,"16111923",10,"94896611",10,"38219269",10,"46497999",10,"10179343",10,"56677342",10,"4449246",10,"45349528",10,"15651268",10,"0"
"103787",10,"263146",10,"0",10,"0",10,"0",10,"136744",10,"1280",10,"0",10,"628632",10,"0",10,"19102",10,"0",10,"183955",10,"0",10,"0",10,"33480",10,"1266339",10,"121488",10,"15256",10,"1280",10,"0",10,"14361",10,"0",10,"152385",10,"0",10,"0",10,"333442",10,"258301",18,"0",10,"0",18,"0",10,"0",10,"57228",10,"22580",10,"194043",10,"93886",10,"374302",10,"118698",10,"182736",10,"8038",10,"152385",10,"0",18,"0",10,"0",18,"0",10,"0",10,"15603",10,"1294136",10,"517106",10,"40945",10,"106315",10,"17417",10,"612353",10,"1266339",10,"-1294136",10,"0",10,"-27797",10,"1934938",10,"0",10,"1907141",10,"174219",10,"2171021",10,"263880",10,"1720911",10,"186230",10,"1907141",10,"182510",10,"1945600",10,"561617",10,"0"
"104090",10,"1535256",10,"0",10,"0",10,"0",10,"800168",10,"0",10,"0",10,"0",10,"0",10,"12036",10,"0",10,"0",10,"0",10,"0",10,"24896",10,"2372356",10,"786337",10,"13831",10,"0",10,"0",10,"0",10,"0",10,"800168",10,"0",10,"0",10,"1318807",10,"585555",18,"0",10,"0",18,"0",10,"0",10,"55426",10,"26373",10,"135565",10,"94376",10,"740801",10,"56236",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"0",10,"2250599",10,"762540",10,"93181",10,"66868",10,"3352",10,"1324658",10,"2372356",10,"-2250599",10,"216",10,"121973",10,"0",11,"1347910",11,"1469883",10,"0",10,"4534719",10,"3064836",10,"1469883",10,"0",10,"1469883",10,"0",10,"0",10,"1628387",10,"0"
"104717",10,"16599580",10,"0",10,"0",10,"0",10,"1498352",10,"32200",10,"0",10,"3797771",10,"245315",10,"807426",10,"0",10,"1978369",10,"0",10,"0",10,"616468",10,"25575481",10,"962974",10,"497377",10,"123950",10,"0",10,"0",10,"0",10,"1584301",10,"0",10,"0",10,"8334593",10,"4461173",10,"45242",10,"31342",18,"0",10,"0",10,"822756",10,"256373",10,"1482390",10,"607324",10,"3481413",10,"896037",10,"3610046",10,"473991",10,"4681948",10,"0",18,"0",10,"0",18,"0",10,"0",10,"499672",10,"22458388",10,"7225912",10,"650527",10,"931237",10,"1727394",10,"11923318",10,"25575481",10,"-22458388",10,"-6536",10,"3110557",10,"6877239",10,"0",10,"9987796",10,"6059355",10,"31849644",10,"21861848",10,"3701661",10,"6286135",10,"9987796",10,"2098344",10,"14473503",10,"6310742",10,"0"
"105367",31,"2909513",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"721340",31,"2062050",31,"0",31,"31364",31,"5724267",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"2691755",31,"2041364",31,"0",31,"0",31,"0",31,"0",31,"1466501",31,"289853",31,"770482",31,"365228",31,"0",31,"0",31,"697285",31,"180743",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"1380237",31,"5626023",31,"4257425",31,"971329",31,"397269",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"0",31,"79044",31,"2591071",31,"1579947",31,"0"
"105589",10,"8032649",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"218914",10,"0",10,"93634",10,"0",10,"257456",10,"0",10,"0",10,"203394",10,"8806047",10,"501970",10,"152713",10,"0",10,"0",10,"261206",10,"0",10,"915889",10,"0",10,"261206",10,"4361327",10,"2398730",18,"0",10,"0",10,"182048",10,"55614",10,"1334972",10,"720885",10,"1028844",10,"524710",10,"1063413",10,"566800",10,"159712",10,"75384",18,"0",10,"0",18,"0",10,"0",18,"0",10,"0",10,"109000",10,"8130316",10,"4451123",10,"1158837",10,"293502",10,"298420",10,"1928434",10,"8806047",10,"-8130316",10,"0",10,"675731",10,"1476144",10,"0",10,"2151875",10,"0",10,"4361647",10,"2209772",10,"1966357",10,"185518",10,"2151875",10,"608710",10,"1492343",10,"1107515",10,"215694"
"105899",10,"1373588",10,"0",10,"0",10,"0",10,"173502",10,"0",10,"0",10,"572328",10,"0",10,"31585",10,"0",10,"397990",10,"0",10,"0",10,"42077",10,"2591070",10,"133899",10,"39603",10,"0",10,"0",10,"231752",10,"0",10,"405254",10,"0",10,"0",10,"818601",10,"353844",18,"0",10,"0",18,"0",10,"0",10,"130494",10,"58984",10,"361544",10,"132410",10,"471237",10,"189513",10,"259018",10,"71565",10,"378542",10,"0",18,"0",10,"0",18,"0",10,"0",10,"58486",10,"2419436",10,"864802",10,"81068",10,"103826",10,"206434",10,"1163306",10,"2591070",10,"-2419436",10,"-36000",10,"135634",10,"2929889",10,"0",10,"3065523",10,"397802",10,"5347738",10,"2282215",10,"2581117",10,"484406",10,"3065523",10,"2340000",10,"2267738",10,"695315",10,"0"
"106102",10,"6318000",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"6318000",10,"138372",10,"0",10,"0",10,"0",10,"0",10,"0",10,"138372",10,"2343959",10,"0",10,"4446000",17,"594868",18,"0",17,"9241",18,"0",17,"9188",18,"0",17,"96976",10,"755000",17,"147196",10,"873000",17,"216352",18,"0",17,"55733",18,"0",17,"3349",18,"0",17,"827",18,"0",17,"4205",17,"76865",10,"6074000",17,"1214800",17,"1214800",17,"1214800",17,"1214800",17,"1214800",10,"6318000",10,"-6074000",10,"-97000",10,"147000",10,"6994000",10,"32000",10,"7173000",10,"0",11,"9675000",10,"2502000",10,"2502000",10,"4671000",10,"7173000",10,"0",10,"0",10,"774000",10,"2107000"
