unitid,part,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a147,a148,a149,a150,a151,a152,a153,a154,a155,ga34,ga35,ga69,ga70,ga74,ga75,ga109,ga110,ga144,ga145,ga149,ga150
"155973","A","6","1","0","7","240540","3","3","0","6","176688","0","4","1","5","126626","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","9","8","2","19","0","1","0","0","1","0","1","0","0","1","0","0","5","2","7","174012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","2","9","0","11","13","4","28","795698","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","543854","7","174012","25","717866","0","0","0","0","0","0"
"156082","A","55","0","0","55","3463608","22","3","0","25","1185264","10","16","2","28","993944","0","2","3","5","156584","0","0","3","3","94716","0","0","0","0","0","87","21","8","116","5894116","14","0","0","14","924054","20","3","0","23","1022800","11","21","0","32","1138208","0","3","2","5","151908","0","0","2","2","0","0","0","0","0","0","45","27","4","76","0","132","48","12","192","0","6","0","0","6","405528","3","0","0","3","158832","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","9","0","1","10","0","1","0","0","1","0","3","0","0","3","149364","2","0","0","2","0","0","1","1","2","0","1","0","0","1","0","0","0","0","0","0","7","1","1","9","461667","16","1","2","19","1062027","0","0","0","0","0","116","5894116","74","3236970","190","9131086","9","564360","9","461667","18","1026027"
"156107","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","35","974776","35","0","0","35","974776","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","0","0","73","1846401","73","0","0","73","1846401","108","0","0","108","2821177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","12","435360","12","0","0","12","435360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","20","605604","20","0","0","20","605604","32","0","0","32","1040964","0","0","0","0","0","35","974776","73","1846401","108","2821177","12","435360","20","605604","32","1040964"
"156125","A","85","1","1","87","5180869","96","9","1","106","5062347","23","44","18","85","3388342","0","0","11","11","287401","0","0","0","0","0","0","0","0","0","0","204","54","31","289","13918959","8","0","1","9","482060","40","10","1","51","2076014","15","34","4","53","2037683","0","0","17","17","478385","0","0","0","0","0","0","0","0","0","0","63","44","23","130","5074142","267","98","54","419","18993101","16","0","0","16","1233647","4","1","1","6","361670","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","20","2","2","24","0","2","0","0","2","0","1","2","0","3","168353","1","5","0","6","250721","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","7","1","12","580876","24","9","3","36","2269206","0","0","0","0","0","289","13918959","130","5074142","419","18993101","22","1595317","12","580876","34","2176193"
"156189","A","0","0","5","5","177448","0","0","5","5","143946","0","0","6","6","155381","0","0","9","9","204070","0","0","0","0","0","0","0","0","0","0","0","0","25","25","680845","0","0","1","1","0","0","0","1","1","0","0","0","5","5","109661","0","0","14","14","278880","0","0","0","0","0","0","0","0","0","0","0","0","21","21","0","0","0","46","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","680845","19","388541","44","1069386","0","0","0","0","0","0"
"156213","A","29","0","0","29","1301923","18","2","0","20","768607","0","12","1","13","415073","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","47","14","2","63","0","4","0","0","4","175962","5","2","0","7","264045","0","5","1","6","188432","0","0","4","4","101556","0","0","0","0","0","0","0","0","0","0","9","7","5","21","729995","56","21","7","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","2485603","21","729995","83","3215598","0","0","0","0","0","0"
"156222","A","22","6","0","28","1574524","3","2","0","5","227797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","8","0","33","1802321","1","0","0","1","0","1","1","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","5","222831","27","11","0","38","2025152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","1802321","5","222831","38","2025152","0","0","0","0","0","0"
"156231","A","94","0","0","94","4448762","164","34","0","198","6928674","0","115","0","115","3538482","0","36","0","36","1007190","0","0","0","0","0","0","0","0","0","0","258","185","0","443","15923108","114","0","0","114","5038596","195","32","0","227","7976179","0","125","0","125","3857198","0","53","0","53","1477688","0","0","0","0","0","0","0","0","0","0","309","210","0","519","18349661","567","395","0","962","34272769","11","0","0","11","604898","9","1","0","10","435220","0","3","0","3","125317","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","20","6","0","26","0","10","0","0","10","537744","12","3","0","15","659832","0","3","0","3","108005","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","22","7","0","29","0","42","13","0","55","2570333","0","0","0","0","0","443","15923108","519","18349661","962","34272769","24","1165435","28","1305581","52","2471016"
"156286","A","24","0","0","24","1308500","18","0","0","18","761000","1","8","1","10","347300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","8","1","52","2416800","6","0","0","6","283000","10","2","0","12","439700","5","8","6","19","666800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","10","6","37","1389500","64","18","7","89","3806300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","2416800","37","1389500","89","3806300","0","0","0","0","0","0"
"156295","A","32","0","0","32","1878800","24","0","0","24","1110100","2","5","3","10","357200","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","58","5","4","67","0","4","0","0","4","217500","15","1","1","17","760000","4","14","2","20","748800","0","2","3","5","143400","0","0","0","0","0","0","0","0","0","0","23","17","6","46","1869700","81","22","10","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","2","3","136300","0","0","0","0","0","66","3346100","46","1869700","112","5215800","0","0","0","0","0","0"
"156356","A","1","0","0","1","0","5","1","0","6","202407","1","8","0","9","290508","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","7","11","0","18","582577","1","0","0","1","0","3","1","0","4","130154","5","2","0","7","189922","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","9","4","0","13","0","16","15","0","31","964313","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","2","0","0","0","0","0","0","18","582577","11","320076","29","902653","0","0","0","0","0","0"
"156365","A","15","0","0","15","578750","5","6","0","11","376355","2","9","0","11","329550","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","22","15","2","39","0","1","0","0","1","0","0","3","0","3","100270","1","11","0","12","327685","0","0","5","5","114415","0","0","0","0","0","0","0","0","0","0","2","14","5","21","0","24","29","7","60","1904975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","1284655","20","542370","57","1827025","0","0","0","0","0","0"
"156408","A","21","0","1","22","1275340","14","1","0","15","710390","0","15","5","20","767610","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","35","16","8","59","0","6","1","0","7","399240","6","0","2","8","334165","0","7","3","10","372890","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","12","8","6","26","0","47","24","14","85","3961855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","2753340","25","1106295","82","3859635","0","0","0","0","0","0"
"156417","A","0","0","2","2","0","0","0","3","3","113709","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","237471","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","7","7","265751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","237471","0","0","6","237471","0","0","0","0","0","0"
"156541","A","16","0","0","16","580892","8","9","0","17","539836","2","17","0","19","571275","0","4","0","4","107247","0","0","0","0","0","0","2","0","2","0","26","32","0","58","0","1","1","0","2","0","5","6","0","11","332333","2","7","0","9","270323","0","7","0","7","184055","0","0","0","0","0","1","2","0","3","79760","9","23","0","32","0","35","55","0","90","2797649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","1799250","30","866471","86","2665721","0","0","0","0","0","0"
"147369","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","31","1562760","0","0","13","13","533160","0","0","9","9","327600","0","0","3","3","96900","0","0","0","0","0","0","0","0","0","0","0","0","56","56","2520420","0","0","7","7","339120","0","0","5","5","202500","0","0","4","4","138840","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","0","0","0","74","74","0","0","0","0","0","0","0","0","0","0","0","0","56","2520420","16","680460","72","3200880"
"147378","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","5","0","83","4295153","78","5","0","83","4295153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","8","1","74","3476534","65","8","1","74","3476534","143","13","1","157","7771687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","4295153","74","3476534","157","7771687","0","0","0","0","0","0"
"147396","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","138555","0","0","5","5","138555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","72537","0","0","3","3","72537","0","0","8","8","211092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","138555","3","72537","8","211092","0","0","0","0","0","0"
"147411","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","3","0","19","1010415","16","3","0","19","1010415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","4","1","28","1393431","23","4","1","28","1393431","39","7","1","47","2403846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","1010415","28","1393431","47","2403846","0","0","0","0","0","0"
"147518","A","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147536","A","16","1","0","17","961602","22","5","0","27","1220676","7","19","17","43","1544772","0","2","2","4","117960","0","0","0","0","0","0","0","1","1","0","45","27","20","92","0","13","0","0","13","684486","35","0","0","35","1509662","15","40","33","88","3171026","0","2","19","21","691783","0","0","0","0","0","0","0","9","9","189197","63","42","61","166","6246154","108","69","81","258","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","125659","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","7","7","281206","0","0","0","0","0","91","3845010","166","6246154","257","10091164","0","0","3","125659","3","125659"
"147660","A","23","0","0","23","1215591","21","3","0","24","1067976","2","5","3","10","343386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","8","3","57","2626953","5","1","0","6","307070","13","4","0","17","727050","0","8","0","8","280114","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","18","15","0","33","0","64","23","3","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","2626953","31","1314234","88","3941187","0","0","0","0","0","0"
"157207","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","6","284500","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","5","2","1","8","0","2","0","0","2","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","4","153800","7","4","1","12","517200","0","0","0","0","0","0","0","0","0","0","0","6","284500","4","153800","10","438300"
"157216","A","0","0","6","6","249414","0","0","5","5","192301","0","0","12","12","330651","0","0","4","4","144850","0","0","1","1","0","0","0","1","1","0","0","0","29","29","0","0","0","0","0","0","1","0","1","2","0","0","0","6","6","180476","0","0","4","4","110411","0","0","0","0","0","0","0","4","4","54000","1","0","15","16","0","1","0","44","45","1372119","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","3","3","113950","0","0","0","0","0","27","917216","14","344887","41","1262103","0","0","0","0","0","0"
"157270","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","277012","0","0","11","11","277012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","165740","0","0","7","7","165740","0","0","18","18","442752","0","0","0","0","0","0","0","0","0","0","0","11","277012","7","165740","18","442752"
"157289","A","138","1","0","139","8761032","80","17","0","97","4574094","1","61","11","73","2912008","1","1","1","3","119639","0","0","4","4","139377","0","0","0","0","0","220","80","16","316","16506150","28","1","0","29","1773037","38","9","0","47","2084937","2","50","3","55","2150971","2","1","6","9","305668","0","0","4","4","89860","0","0","0","0","0","70","61","13","144","6404473","290","141","29","460","22910623","106","0","1","107","8930992","32","9","0","41","2646825","1","11","2","14","765531","0","0","1","1","0","0","0","5","5","150733","0","0","0","0","0","139","20","9","168","0","15","0","0","15","1023992","19","4","2","25","1331897","1","7","4","12","613028","0","0","1","1","0","0","0","10","10","358082","0","0","0","0","0","35","11","17","63","0","174","31","26","231","0","0","0","0","0","0","316","16506150","144","6404473","460","22910623","167","12494081","62","3326999","229","15821080"
"157298","A","7","0","0","7","364981","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","0","9","0","3","0","0","3","168827","0","2","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","6","314449","10","5","0","15","796745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","364981","6","314449","13","679430","0","0","0","0","0","0"
"157359","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","3","85600","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","3","85600","0","0","3","85600"
"157377","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","3","11","340820","3","5","3","11","340820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","11","6","31","997320","14","11","6","31","997320","17","16","9","42","1338140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","4","166140","1","3","0","4","166140","1","4","0","5","0","0","0","49","49","431645","11","340820","31","997320","42","1338140","0","0","4","166140","4","166140"
"157386","A","68","0","0","68","3687530","52","3","1","56","2372247","18","48","4","70","2499986","1","0","5","6","157894","0","0","0","0","0","0","0","0","0","0","139","51","10","200","8717657","8","1","0","9","483434","27","0","0","27","1120387","23","46","5","74","2565660","2","0","14","16","403143","0","0","0","0","0","0","0","0","0","0","60","47","19","126","4572624","199","98","29","326","13290281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","8717657","126","4572624","326","13290281","0","0","0","0","0","0"
"157401","A","69","1","0","70","3714777","57","4","0","61","2786909","8","49","1","58","2162962","0","1","0","1","0","0","0","16","16","533430","0","0","0","0","0","134","55","17","206","0","11","0","0","11","546667","16","4","0","20","813080","6","36","0","42","1525955","0","1","1","2","0","0","0","27","27","800729","0","0","0","0","0","33","41","28","102","0","167","96","45","308","12967730","21","1","0","22","1432521","6","0","0","6","340861","1","1","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","28","2","1","31","1923549","1","1","0","2","0","5","0","0","5","279717","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","8","427959","35","3","1","39","2351508","0","0","0","0","0","205","9198078","100","3686431","305","12884509","31","1923549","8","427959","39","2351508"
"157447","A","64","0","0","64","3921272","68","2","0","70","3164775","5","37","2","44","1735954","0","0","1","1","0","0","0","29","29","774461","0","0","0","0","0","137","39","32","208","0","18","0","0","18","1012511","41","2","0","43","1818356","4","35","1","40","1427824","0","1","3","4","114978","0","0","34","34","841143","0","0","0","0","0","63","38","38","139","5214812","200","77","70","347","0","10","1","0","11","782939","3","0","0","3","198526","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","13","1","1","15","0","5","0","0","5","350931","3","0","0","3","244277","0","0","0","0","0","0","0","0","0","0","0","0","3","3","97809","0","0","0","0","0","8","0","3","11","693017","21","1","4","26","0","0","0","0","0","0","207","9596462","139","5214812","346","14811274","14","981465","11","693017","25","1674482"
"157465","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","102673","0","0","0","0","0","0","0","0","0","0","0","0"
"157535","A","1","0","4","5","192900","0","0","10","10","352800","0","0","9","9","274600","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","25","26","0","0","0","2","2","0","0","0","15","15","499800","0","0","5","5","144400","0","0","2","2","0","0","0","3","3","53500","0","0","0","0","0","0","0","27","27","827400","1","0","52","53","1698200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","820300","27","827400","51","1647700","0","0","0","0","0","0"
"157599","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","340134","0","0","12","12","340134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","340134","0","0","0","0","0","0","0","0","0","0","0","12","340134","0","0","12","340134"
"157632","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","4","4","83200","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","202164","0","0","0","0","0","1","0","4","5","118360","0","0","2","2","0","0","0","4","4","104000","0","0","1","1","0","0","0","0","0","0","1","0","11","12","287710","1","0","20","21","489874","0","0","0","0","0","0","0","0","0","0","0","9","202164","12","287710","21","489874"
"157696","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","65000","3","0","0","3","65000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","65000","0","0","0","0","0","0","0","0","0","0","0","3","65000","0","0","3","65000"
