UNITID,XF1A01,F1A01,XF1A02,F1A02,XF1A03,F1A03,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A211,F1A211,XF1A212,F1A212,XF1A213,F1A213,XF1A214,F1A214,XF1A221,F1A221,XF1A222,F1A222,XF1A223,F1A223,XF1A224,F1A224,XF1A231,F1A231,XF1A232,F1A232,XF1A233,F1A233,XF1A234,F1A234,XF1A241,F1A241,XF1A242,F1A242,XF1A243,F1A243,XF1A244,F1A244,XF1A251,F1A251,XF1A252,F1A252,XF1A253,F1A253,XF1A254,F1A254,XF1A261,F1A261,XF1A262,F1A262,XF1A263,F1A263,XF1A264,F1A264,XF1A271,F1A271,XF1A272,F1A272,XF1A273,F1A273,XF1A274,F1A274,XF1A27T1,F1A27T1,XF1A27T2,F1A27T2,XF1A27T3,F1A27T3,XF1A27T4,F1A27T4,XF1A281,F1A281,XF1A282,F1A282,XF1A283,F1A283,XF1A284,F1A284,XF1A31,F1A31,XF1A324,F1A324,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1B26,F1B26,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C014,F1C014,XF1C015,F1C015,XF1C016,F1C016,XF1C017,F1C017,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C024,F1C024,XF1C025,F1C025,XF1C026,F1C026,XF1C027,F1C027,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C034,F1C034,XF1C035,F1C035,XF1C036,F1C036,XF1C037,F1C037,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C054,F1C054,XF1C055,F1C055,XF1C056,F1C056,XF1C057,F1C057,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C064,F1C064,XF1C065,F1C065,XF1C066,F1C066,XF1C067,F1C067,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C074,F1C074,XF1C075,F1C075,XF1C076,F1C076,XF1C077,F1C077,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C084,F1C084,XF1C085,F1C085,XF1C086,F1C086,XF1C087,F1C087,XF1C091,F1C091,XF1C094,F1C094,XF1C101,F1C101,XF1C102,F1C102,XF1C103,F1C103,XF1C104,F1C104,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C114,F1C114,XF1C115,F1C115,XF1C116,F1C116,XF1C117,F1C117,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C124,F1C124,XF1C125,F1C125,XF1C126,F1C126,XF1C127,F1C127,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C134,F1C134,XF1C135,F1C135,XF1C136,F1C136,XF1C137,F1C137,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C144,F1C144,XF1C145,F1C145,XF1C146,F1C146,XF1C147,F1C147,XF1C151,F1C151,XF1C152,F1C152,XF1C153,F1C153,XF1C154,F1C154,XF1C155,F1C155,XF1C161,F1C161,XF1C165,F1C165,XF1C171,F1C171,XF1C172,F1C172,XF1C173,F1C173,XF1C174,F1C174,XF1C175,F1C175,XF1C181,F1C181,XF1C182,F1C182,XF1C183,F1C183,XF1C184,F1C184,XF1C185,F1C185,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C194,F1C194,XF1C195,F1C195,XF1C197,F1C197,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
100654,"R",54591844,"R",202736045,"R",77530882,"R",0,"R",125205163,"R",179797007,"R",3441491,"R",39243901,"R",42685392,"R",60012967,"R",0,"R",60012967,"R",102698359,"R",61750705,"R",22361455,"Z",0,"R",-7013512,"R",77098648,"R",4982207,"Z",0,"R",0,"R",4982207,"Z",0,"Z",0,"Z",0,"Z",0,"R",141008356,"R",4020956,"R",0,"R",145029312,"R",11306307,"R",206979,"R",0,"R",11513286,"R",13806677,"R",160376,"R",0,"R",13967053,"R",1883060,"Z",0,"R",1258149,"R",624911,"R",12688132,"R",14556055,"R",0,"R",27244187,"R",185674739,"R",18944366,"R",1258149,"R",203360956,"R",72609889,"R",4920993,"R",0,"R",77530882,"R",125205163,"A",,"A",,"A",,"R",27824051,"R",9476517,"R",1735796,"R",3227332,"A",,"A",,"R",10316864,"R",2150001,"Z",0,"R",0,"R",54730561,"R",3925299,"R",42451040,"R",11805130,"R",11805130,"Z",0,"Z",0,"R",0,"R",150771,"R",2212840,"R",72350210,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"R",127080771,"A",,"R",28383086,"R",21860390,"R",6006026,"Z",0,"R",516670,"A",,"A",,"R",10724649,"R",5953432,"R",1214952,"Z",0,"R",3556265,"A",,"A",,"R",17752847,"R",8846561,"R",2237220,"Z",0,"R",6669066,"A",,"A",,"R",6886357,"R",4503107,"R",1158802,"Z",0,"R",1224448,"A",,"A",,"R",8974558,"R",4618897,"R",1262672,"Z",0,"R",3092989,"A",,"A",,"R",13961998,"R",5846743,"R",2133960,"Z",0,"R",5981295,"A",,"A",,"R",6910290,"R",3042606,"R",439727,"Z",0,"R",3427957,"A",,"A",,"R",4920993,"R",4920993,"R",13027512,"A",,"A",,"A",,"R",13027512,"R",8841986,"R",2564978,"R",527962,"Z",0,"R",5749046,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",120384276,"R",57236714,"R",14981321,"R",4920993,"R",43245248,"R",2593617,"R",2593617,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2593617,"R",0,"R",0,"R",0,"R",2593617,"R",122977893,"R",57236714,"R",14981321,"R",4920993,"R",45838865,"A",,"R",127080771,"R",122977893,"R",4102878,"R",72986059,"R",9711,"R",77098648,"R",11805130,"R",1222382,"Z",0,"Z",0,"R",8030651,"R",0,"R",21058163,"R",8030651,"R",0,"R",8030651,"R",13027512,2 ,"A",,"A",
100663,"R",642216670,"R",2784792000,"R",1337264128,"R",1048048649,"R",2495576521,"R",3137793191,"R",24583155,"R",275827653,"R",300410808,"R",688381790,"R",29810285,"R",718192075,"R",1018602883,"R",743546872,"R",197833455,"R",223772637,"R",954037344,"R",2119190308,"R",81767485,"R",2909447,"R",26222,"R",84650710,"R",91927795,"R",1500363,"R",74124,"R",93354034,"R",1668107000,"R",25160720,"R",1705053,"R",1691562667,"R",602984522,"R",31461979,"R",6114155,"R",628332346,"R",81278078,"R",3245073,"R",0,"R",84523151,"R",0,"Z",0,"R",0,"Z",0,"R",144521345,"R",80905027,"R",23057280,"R",202369092,"R",2670586225,"R",145182609,"R",30976834,"R",2784792000,"R",1228205324,"R",115015500,"R",5956696,"R",1337264128,"R",1447527872,"A",,"A",,"A",,"R",89836298,"R",374470352,"R",5710615,"R",80292515,"A",,"A",,"R",19442032,"R",891786416,"R",50831174,"R",371412574,"R",1883781976,"R",0,"R",284944757,"R",0,"R",20931822,"R",101950,"R",406816,"R",31085870,"R",10651780,"R",1241485,"R",349364480,"R",4131110,"R",11560345,"R",5704258,"R",0,"R",21395713,"R",2254542169,"A",,"R",231920402,"R",158510624,"R",46219686,"Z",0,"R",27190092,"A",,"A",,"R",313930039,"R",169156698,"R",37510900,"Z",0,"R",107262441,"A",,"A",,"R",75707290,"R",36543328,"R",10778833,"Z",0,"R",28385129,"A",,"A",,"R",415106630,"R",92017482,"R",17531192,"Z",0,"R",305557956,"A",,"A",,"R",22044722,"R",11105376,"R",3062387,"Z",0,"R",7876959,"A",,"A",,"R",88613927,"R",50189348,"R",17674915,"Z",0,"R",20749664,"A",,"A",,"R",63863984,"R",21671175,"R",6273480,"Z",0,"R",35919329,"A",,"A",,"R",115131432,"R",115131432,"R",20733767,"A",,"A",,"A",,"R",20733767,"R",30710833,"R",11893429,"R",3609868,"Z",0,"R",15207536,"A",,"A",,"R",818426692,"R",353312732,"R",106888910,"Z",0,"R",358225050,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",2196189718,"R",904400192,"R",249550171,"R",115131432,"R",927107923,"R",27359670,"R",27359670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27359670,"R",0,"R",0,"R",0,"R",27359670,"R",2223549388,"R",904400192,"R",249550171,"R",115131432,"R",954467593,"A",,"R",2254542169,"R",2223549388,"R",30992781,"R",2088197527,"R",0,"R",2119190308,"R",11179118,"R",11118705,"R",423885,"R",770983,"R",6031186,"R",25547288,"R",55071165,"R",31538935,"R",2798463,"R",34337398,"R",20733767,1 ,"R",330920594,"R",326256324
100706,"R",98599124,"R",356708111,"R",163380941,"R",58211731,"R",251538901,"R",350138025,"R",2490000,"R",44092274,"R",46582274,"R",58111000,"R",0,"R",58111000,"R",104693274,"R",135705109,"R",6713538,"R",2906024,"R",100120080,"R",245444751,"R",11348423,"R",306393,"R",0,"R",11654816,"R",0,"R",0,"R",0,"R",0,"R",240929426,"R",10577494,"R",2185999,"R",249320921,"R",58698771,"R",1702750,"R",850174,"R",59551347,"R",26295990,"R",1436926,"R",0,"R",27732916,"R",0,"R",0,"R",0,"R",0,"R",7749400,"R",8448111,"R",7749400,"R",8448111,"R",345022010,"R",22471674,"R",10785573,"R",356708111,"R",153787608,"R",11338255,"R",1744922,"R",163380941,"R",193327170,"A",,"A",,"A",,"R",37329764,"R",66593792,"R",5284366,"R",3451755,"A",,"A",,"R",5860094,"R",0,"R",0,"R",3267819,"R",121787590,"R",0,"R",45861449,"R",0,"R",5205261,"R",0,"R",0,"R",2644230,"R",865840,"R",211382,"R",54788162,"R",0,"R",640330,"R",373294,"R",0,"R",1013624,"R",177589376,"A",,"R",46572499,"R",31274119,"R",9301824,"R",0,"R",5996556,"A",,"A",,"R",65218878,"R",40770381,"R",11205005,"R",0,"R",13243492,"A",,"A",,"R",267414,"R",135404,"R",65289,"R",0,"R",66721,"A",,"A",,"R",7093760,"R",4484425,"R",1354039,"R",0,"R",1255296,"A",,"A",,"R",9494792,"R",4296551,"R",1263064,"R",0,"R",3935177,"A",,"A",,"R",15673674,"R",9257374,"R",3555548,"R",0,"R",2860752,"A",,"A",,"R",9434866,"R",3369221,"R",1216284,"R",0,"R",4849361,"A",,"A",,"R",11338255,"R",11338255,"R",928253,"A",,"A",,"A",,"R",928253,"R",3329830,"R",753925,"R",197682,"R",0,"R",2378223,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",169352221,"R",94341400,"R",28158735,"R",11338255,"R",35513831,"R",2323481,"R",2323481,"R",1045093,"R",0,"R",0,"R",0,"R",1045093,"R",3368574,"R",0,"R",0,"R",0,"R",3368574,"R",172720795,"R",94341400,"R",28158735,"R",11338255,"R",38882405,"A",,"R",177589376,"R",172720795,"R",4868581,"R",240576170,"R",0,"R",245444751,"R",5205261,"R",399110,"R",28387,"R",0,"R",1802066,"R",5880292,"R",13315116,"R",11842131,"R",544732,"R",12386863,"R",928253,1 ,"R",41293561,"R",39961534
100724,"R",157515156,"R",253005025,"R",88094799,"R",7163174,"R",172073400,"R",329588556,"R",3320000,"R",31109811,"R",34429811,"R",167075085,"R",2175699,"R",169250784,"R",203680595,"R",89626095,"R",13869804,"R",0,"R",22412062,"R",125907961,"R",15477086,"R",1242226,"R",0,"R",16719312,"R",10865391,"R",1735074,"R",0,"R",12600465,"R",139960184,"R",41351343,"R",0,"R",181311527,"R",23575908,"R",3953968,"R",362531,"R",27167345,"R",9488766,"R",307426,"R",0,"R",9796192,"R",0,"Z",0,"R",0,"Z",0,"R",24334783,"R",23893642,"R",42818241,"R",5410184,"R",223702118,"R",72483679,"R",43180772,"R",253005025,"R",81809519,"R",6610429,"R",325149,"R",88094799,"R",164910226,"A",,"A",,"A",,"R",32405475,"R",12434578,"R",2978903,"R",1718092,"A",,"A",,"R",9916158,"Z",0,"Z",0,"R",4442700,"R",63895906,"Z",0,"R",45730267,"Z",0,"R",15141911,"Z",0,"Z",0,"R",232371,"R",803827,"R",0,"R",61908376,"R",2813625,"Z",0,"Z",0,"R",0,"R",2813625,"R",128617907,"A",,"R",31912308,"R",22901862,"R",5483533,"Z",0,"R",3526913,"A",,"A",,"R",2517422,"R",864571,"R",216477,"Z",0,"R",1436374,"A",,"A",,"R",3562593,"R",1067370,"R",269087,"Z",0,"R",2226136,"A",,"A",,"R",6895322,"R",3969083,"R",977970,"Z",0,"R",1948269,"A",,"A",,"R",11041401,"R",5865823,"R",2087294,"Z",0,"R",3088284,"A",,"A",,"R",20992946,"R",8648270,"R",3728520,"Z",0,"R",8616156,"A",,"A",,"R",10617986,"R",1998720,"R",644433,"Z",0,"R",7974833,"A",,"A",,"R",6610429,"R",6610429,"R",17907212,"A",,"A",,"A",,"R",17907212,"R",9545551,"R",3102678,"R",1045249,"Z",0,"R",5397624,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",121603170,"R",48418377,"R",14452563,"R",6610429,"R",52121801,"R",6163466,"R",6163466,"R",377451,"R",0,"R",0,"R",0,"R",377451,"R",6540917,"R",0,"R",0,"R",0,"R",6540917,"R",128144087,"R",48418377,"R",14452563,"R",6610429,"R",58662718,"A",,"R",128617907,"R",128144087,"R",473820,"R",125434141,"R",0,"R",125907961,"R",15141911,"R",300893,"R",9000,"Z",0,"R",2455408,"R",8683730,"R",26590942,"R",4776051,"R",3907679,"R",8683730,"R",17907212,1 ,"R",51641547,"R",55924452
100733,"R",1862253,"R",2523015,"R",1847210,"R",11283252,"R",11959057,"R",13821310,"R",0,"R",1954331,"R",1954331,"R",0,"R",0,"R",0,"R",1954331,"R",675805,"R",0,"R",0,"R",11191174,"R",11866979,"R",106750,"Z",0,"R",0,"R",106750,"R",56543,"Z",0,"R",0,"R",56543,"R",1750878,"R",20259,"R",0,"R",1771137,"R",602080,"Z",0,"R",13495,"R",588585,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",14532,"Z",0,"R",14532,"R",0,"R",2530783,"R",20259,"R",28027,"R",2523015,"R",1707675,"R",149657,"R",10122,"R",1847210,"R",675805,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",12377643,"R",12377643,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",671123,"R",16700,"R",687823,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13065466,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",11991379,"R",9942717,"R",1899005,"R",149657,"R",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",11991379,"R",9942717,"R",1899005,"R",149657,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11991379,"R",9942717,"R",1899005,"R",149657,"R",0,"A",,"R",13065466,"R",11991379,"R",1074087,"R",10792892,"R",0,"R",11866979,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",
100751,"R",316202108,"A",,"A",,"R",754381172,"R",1654637549,"R",1970839657,"R",8264600,"R",227694765,"R",235959365,"R",353278616,"R",15056453,"R",368335069,"R",604294434,"R",544163550,"R",306949218,"R",266927421,"R",248505034,"R",1366545223,"A",,"A",,"A",,"R",52501261,"A",,"A",,"A",,"R",40296979,"A",,"A",,"A",,"R",946824550,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45575429,"A",,"A",,"A",,"R",1329766805,"A",,"A",,"A",,"R",429510428,"R",900256377,"R",244568586,"R",5550637,"R",0,"R",227904509,"R",40251994,"R",19661696,"R",5147525,"R",283355,"R",4864170,"R",102293742,"R",0,"R",0,"R",30148237,"R",437635096,"R",0,"R",156521464,"R",0,"R",17383634,"R",0,"Z",0,"R",47104474,"R",1257811,"R",933668,"R",223201051,"R",9749544,"R",8766955,"R",16369994,"R",0,"R",34886493,"R",695722640,"R",12227393,"R",250878520,"R",150991525,"R",54360902,"R",10232133,"R",29732208,"R",1809139,"R",3752613,"R",38356807,"R",12574496,"R",4623886,"R",3141076,"R",16916388,"R",553696,"R",547265,"R",37080283,"R",19255015,"R",5691100,"R",1209412,"R",10711566,"R",213190,"Z",0,"R",78934073,"R",34485671,"R",10210514,"R",6404494,"R",26704436,"R",1128958,"Z",0,"R",33791022,"R",16239022,"R",4548251,"R",2178323,"R",10441440,"R",383986,"Z",0,"R",74360102,"R",29800962,"R",20692816,"R",11018140,"R",10809633,"R",1859992,"R",178559,"A",,"R",0,"R",0,"R",0,"R",7092073,"R",-7092073,"R",0,"A",,"A",,"R",16747396,"A",,"A",,"A",,"R",16747396,"R",108146195,"R",33670612,"R",9277539,"R",6484787,"R",44153607,"R",1143112,"R",13416538,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20377732,"R",0,"R",0,"R",0,"R",20333092,"R",0,"R",44640,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",658672130,"R",297017303,"R",109405008,"R",40668365,"R",193641839,"R",17939615,"R",695722640,"R",658672130,"R",37050510,"R",1329494713,"R",0,"R",1366545223,"R",17383634,"R",2750355,"R",497425,"R",0,"R",11007566,"R",47193304,"R",78832284,"R",54898543,"R",7186345,"R",62084888,"R",16747396,1 ,"R",516270624,"R",508933888
100760,"R",10269174,"A",,"A",,"R",838537,"R",20760409,"R",31029583,"R",370000,"R",2098020,"R",2468020,"R",6970000,"R",335383,"R",7305383,"R",9773403,"R",12751322,"R",1198269,"R",500,"R",7306089,"R",21256180,"A",,"A",,"A",,"R",1618974,"A",,"A",,"A",,"R",2207546,"A",,"A",,"A",,"R",24048930,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",589187,"A",,"A",,"A",,"R",33563336,"A",,"A",,"A",,"R",13641465,"R",19921872,"R",5098699,"Z",0,"Z",0,"R",2773427,"R",1857657,"R",888293,"R",37110,"R",37110,"Z",0,"Z",0,"A",,"A",,"R",0,"R",5574547,"Z",0,"R",9273538,"Z",0,"R",5387871,"Z",0,"Z",0,"R",0,"R",43786,"R",481491,"R",15186686,"Z",0,"R",67016,"Z",0,"R",2538,"R",69554,"R",20830787,"R",18060,"R",10654713,"R",5975108,"R",1633915,"R",817837,"R",1042378,"R",967126,"R",218349,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",367474,"R",162581,"R",78004,"R",25557,"R",64286,"R",30223,"R",6823,"R",1063284,"R",564668,"R",181212,"R",76672,"R",129594,"R",90668,"R",20470,"R",2267312,"R",1027054,"R",399848,"R",178902,"R",402187,"R",211558,"R",47763,"R",2314021,"R",1052455,"R",387533,"R",178903,"R",435805,"R",211560,"R",47765,"A",,"R",345044,"R",156584,"R",0,"R",1009507,"R",-1511135,"R",0,"A",,"A",,"R",3786440,"A",,"A",,"A",,"R",3786440,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",111415,"R",0,"R",0,"R",0,"R",111415,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20564659,"R",9126910,"R",2837096,"R",1277871,"R",6981612,"R",341170,"R",20830787,"R",20564659,"R",266128,"R",20990052,"R",0,"R",21256180,"R",5328897,"Z",0,"R",888293,"Z",0,"Z",0,"R",408585,"R",6625775,"R",2839335,"R",0,"R",2839335,"R",3786440,1 ,"R",186512,"R",189902
100812,"R",16829832,"A",,"A",,"R",1130466,"R",25108244,"R",41938076,"R",475000,"R",4417759,"R",4892759,"R",11930000,"R",721104,"R",12651104,"R",17543863,"R",11723523,"R",3603263,"R",0,"R",9067427,"R",24394213,"A",,"A",,"A",,"R",1795613,"A",,"A",,"A",,"R",1122155,"A",,"A",,"A",,"R",18015148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9956062,"A",,"A",,"A",,"R",34457680,"A",,"A",,"A",,"R",10479902,"R",23977778,"R",3568702,"R",0,"R",0,"R",10476520,"R",1665923,"R",2004351,"R",96731,"R",96731,"Z",0,"R",191552,"Z",0,"Z",0,"R",9456,"R",14444533,"R",0,"R",12288445,"R",0,"R",2646949,"Z",0,"Z",0,"R",0,"R",157949,"R",0,"R",15093343,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",29537876,"Z",0,"R",16563894,"R",9668568,"R",2693541,"R",380816,"R",2263987,"R",1504865,"R",52117,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2594193,"R",1494864,"R",527547,"R",60307,"R",273161,"R",238314,"Z",0,"R",2390199,"R",1509635,"R",520266,"R",54886,"R",88518,"R",216894,"Z",0,"R",5259826,"R",1871653,"R",712858,"R",181599,"R",1776094,"R",717622,"Z",0,"A",,"R",1230259,"R",516071,"Z",0,"R",931365,"R",-2677695,"Z",0,"A",,"A",,"R",1590020,"A",,"A",,"A",,"R",1590020,"R",62274,"R",20099,"R",10155,"Z",0,"R",32020,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",103652,"R",0,"R",0,"R",0,"R",103652,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28564058,"R",15795078,"R",4980438,"R",677608,"R",7058817,"R",52117,"R",29537876,"R",28564058,"R",973818,"R",23420395,"R",0,"R",24394213,"R",2646949,"R",418303,"R",52910,"Z",0,"Z",0,"R",576182,"R",3694344,"R",2104324,"R",0,"R",2104324,"R",1590020,1 ,"R",1614386,"R",1527927
100830,"R",13372993,"R",85514666,"R",50514831,"R",40694947,"R",75694782,"R",89067775,"R",270000,"R",15663841,"R",15933841,"R",1135000,"R",19995544,"R",21130544,"R",37064385,"R",13509653,"R",24673709,"R",4955904,"R",8864124,"R",52003390,"R",1085032,"Z",0,"R",0,"R",1085032,"R",1471207,"R",42952,"R",0,"R",1514159,"R",54151052,"Z",0,"R",0,"R",54151052,"R",6091900,"R",406462,"R",384318,"R",6114044,"R",21973487,"Z",0,"R",0,"R",21973487,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",84772678,"R",449414,"R",384318,"R",84837774,"R",48313907,"R",2570483,"R",369559,"R",50514831,"R",34999835,"A",,"A",,"A",,"R",21405880,"R",2263642,"R",7252208,"R",296828,"A",,"A",,"R",5679248,"Z",0,"Z",0,"R",5584555,"R",42482361,"Z",0,"R",24830698,"Z",0,"R",5671940,"Z",0,"Z",0,"R",426054,"R",2195332,"R",0,"R",33124024,"Z",0,"R",35152,"R",40181,"R",0,"R",75333,"R",75681718,"A",,"R",24291186,"R",18088176,"R",4510832,"Z",0,"R",1692178,"A",,"A",,"R",258788,"R",124047,"R",27254,"Z",0,"R",107487,"A",,"A",,"R",13113085,"R",3816995,"R",936718,"Z",0,"R",8359372,"A",,"A",,"R",3006662,"R",2031587,"R",540316,"Z",0,"R",434759,"A",,"A",,"R",4465206,"R",2723512,"R",754483,"Z",0,"R",987211,"A",,"A",,"R",10515917,"R",4802636,"R",2393339,"Z",0,"R",3319942,"A",,"A",,"R",4948037,"R",1244051,"R",477039,"Z",0,"R",3226947,"A",,"A",,"R",2570483,"R",2570483,"R",3627206,"A",,"A",,"A",,"R",3627206,"R",3939487,"R",893414,"R",236229,"Z",0,"R",2809844,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",3702821,"R",1264371,"R",465284,"R",0,"R",1973166,"A",,"A",,"R",74438878,"R",34988789,"R",10341494,"R",2570483,"R",26538112,"R",1289560,"R",1289560,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1289560,"R",0,"R",0,"R",0,"R",1289560,"R",75728438,"R",34988789,"R",10341494,"R",2570483,"R",27827672,"A",,"R",75681718,"R",75728438,"R",-46720,"R",52050110,"R",0,"R",52003390,"R",5671940,"R",237974,"R",171305,"R",0,"R",475232,"R",3381440,"R",9937891,"R",5792792,"R",517893,"R",6310685,"R",3627206,1 ,"R",33187631,"R",32138438
