unitid,"xa011",a011,"xa012",a012,"xa013",a013,"xa021",a021,"xa022",a022,"xa023",a023,"xaline03",aline03,"xa041",a041,"xa042",a042,"xa043",a043,"xa051",a051,"xa052",a052,"xa053",a053,"xa061",a061,"xa062",a062,"xa063",a063,"xa071",a071,"xa072",a072,"xa073",a073,"xa081",a081,"xa082",a082,"xa083",a083,"xa091",a091,"xa092",a092,"xa093",a093,"xa101",a101,"xa102",a102,"xa103",a103,"xa111",a111,"xa112",a112,"xa113",a113,"xa121",a121,"xa122",a122,"xa123",a123,"xa131",a131,"xa132",a132,"xa133",a133,"xa141",a141,"xa142",a142,"xa143",a143,"xa151",a151,"xa152",a152,"xa153",a153,"xa161",a161,"xa162",a162,"xa163",a163,"xb011",b011,"xb012",b012,"xb013",b013,"xb014",b014,"xb021",b021,"xb022",b022,"xb023",b023,"xb024",b024,"xb031",b031,"xb032",b032,"xb033",b033,"xb034",b034,"xb041",b041,"xb042",b042,"xb043",b043,"xb044",b044,"xbline05",bline05,"xb061",b061,"xb062",b062,"xb063",b063,"xb064",b064,"xb071",b071,"xb072",b072,"xb073",b073,"xb074",b074,"xb081",b081,"xb082",b082,"xb083",b083,"xb084",b084,"xb091",b091,"xb092",b092,"xb093",b093,"xb101",b101,"xb102",b102,"xb103",b103,"xb111",b111,"xb112",b112,"xb113",b113,"xb121",b121,"xb122",b122,"xb123",b123,"xb124",b124,"xb131",b131,"xb132",b132,"xb133",b133,"xb134",b134,"xbline14",bline14,"xbline15",bline15,"xb161",b161,"xb162",b162,"xb163",b163,"xb164",b164,"xbline17",bline17,"xbline18",bline18,"xb191",b191,"xb192",b192,"xb193",b193,"xb194",b194,"xbline20",bline20,"xbline21",bline21,"xb221",b221,"xb222",b222,"xb223",b223,"xb224",b224,"xb234",b234,"xb244",b244,"xb254",b254,"xb264",b264,"xb274",b274,c1_1,c1_2,c1amt,c2a,c2b,c2c,c2d,c3_1,c3_3,c3amt3,c3_4,c3amt4,c3_5,c3amt5,c3_6,c3amt6,c4a,c4a1,c4reven,c4expen,c4b,c4c,c5,c5reven,c5expen,c6,c6amt,c7,c8a,c8b,c8c,"xd01",d01,"xe012",e012,"xe013",e013,"xe021",e021,"xe022",e022,"xe023",e023,"xe031",e031,"xe032",e032,"xe033",e033,"xe041",e041,"xe042",e042,"xe043",e043,"xe051",e051,"xe052",e052,"xe053",e053,"xe061",e061,"xe062",e062,"xe063",e063,"xe071",e071,"xe072",e072,"xe073",e073,"xf01",f01,"xf02",f02,"xf03",f03,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xh033",h033,"xh043",h043,"xh053",h053,"xi01",i01,"xi02",i02,"xi03",i03,"xi04",i04,"xi05",i05,"xi06",i06,"xj011",j011,"xj012",j012,"xj013",j013,"xj021",j021,"xj022",j022,"xj023",j023,"xj031",j031,"xj032",j032,"xj033",j033,"xj041",j041,"xj042",j042,"xj043",j043,"xj051",j051,"xj052",j052,"xj053",j053,"xj061",j061,"xj062",j062,"xj063",j063,"xj071",j071,"xj072",j072,"xj073",j073,"xj081",j081,"xj082",j082,"xj083",j083,"xk011",k011,"xk012",k012,"xk013",k013,"xk014",k014,"xk021",k021,"xk022",k022,"xk023",k023,"xk024",k024,"xk025",k025,"xk031",k031,"xk032",k032,"xk033",k033,"xk034",k034,"xk035",k035
"100830",10,"12841088",13,"0",10,"12841088",13,"0",13,"0",13,"0",13,"0",10,"16389398",13,"0",10,"16389398",13,"0",13,"0",13,"0",10,"86221",10,"3619224",10,"3705445",10,"246362",10,"2477037",10,"2723399",13,"0",10,"426526",10,"426526",10,"63465",10,"560593",10,"624058",10,"483327",10,"236530",10,"719857",10,"1323989",13,"0",10,"1323989",10,"3830628",13,"0",10,"3830628",13,"0",13,"0",13,"0",10,"697221",10,"2396",10,"699617",13,"0",13,"0",13,"0",10,"35961699",10,"7322306",10,"43284005",10,"16782559",10,"436471",10,"17219030",10,"12551191",10,"113841",10,"184917",10,"298758",10,"127514",10,"1578348",10,"2254343",10,"3832691",10,"1856881",10,"3174930",10,"94681",10,"3269611",10,"1715646",10,"1595173",10,"2730021",10,"411271",10,"3141292",10,"1603086",10,"4593387",10,"6851",10,"4600238",10,"2459541",10,"2641828",13,"0",10,"2641828",10,"838762",10,"584696",10,"3240934",10,"3825630",10,"59020",13,"0",10,"59020",10,"-528649",10,"384622",10,"-144027",10,"31729981",10,"7014090",10,"38744071",10,"21152621",10,"3931077",10,"71000",10,"4002077",10,"714122",10,"146025",10,"13045",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"35661058",10,"7085090",10,"42746148",10,"21866743",10,"21152621",10,"4545586",13,"0",13,"0",10,"25698207","1","-1","202290","12841088","0","0","12841088","1","-1","0","-1","0","1","625014","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","699617","214972","0",10,"1215161",10,"2758430",10,"2758430",13,"0",10,"239564",10,"239564",13,"0",10,"63800",10,"63800",13,"0",13,"0",13,"0",13,"0",10,"149258",10,"149258",10,"584696",10,"29882",10,"614578",10,"584696",10,"3240934",10,"3825630",10,"447684",13,"0",10,"447684",10,"2740000",13,"0",10,"110000",10,"2630000",10,"92282","1",10,"5390445",10,"9350000",10,"5659272",10,"9816295",10,"202444",10,"16381",13,"0",10,"4417072",10,"5659272",10,"1075304",10,"1117895",10,"531146",10,"12800689",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1085032",13,"0",13,"0",10,"1085032",10,"35566339",10,"419920",13,"0",10,"35986259",10,"54845400",10,"10234021",10,"1045693",10,"288456",10,"10991258",10,"21985000"
"100858",10,"69000483",13,"0",10,"69000483",13,"0",10,"14207274",10,"14207274",13,"0",10,"159277788",13,"0",10,"159277788",13,"0",10,"2038545",10,"2038545",10,"2959289",10,"31321515",10,"34280804",10,"516768",10,"2419055",10,"2935823",13,"0",10,"252009",10,"252009",10,"2867687",10,"13691320",10,"16559007",10,"1634641",10,"3889989",10,"5524630",10,"14447390",13,"0",10,"14447390",10,"50518327",13,"0",10,"50518327",13,"0",13,"0",13,"0",10,"10830769",10,"1913523",10,"12744292",13,"0",13,"0",13,"0",10,"312053142",10,"69733230",10,"381786372",10,"91922085",10,"4778498",10,"96700583",10,"69942360",10,"33469718",10,"32694456",10,"66164174",10,"34531551",10,"32493332",10,"18759141",10,"51252473",10,"27711954",10,"23602113",10,"1129360",10,"24731473",10,"12523299",10,"9735106",10,"7997545",10,"98957",10,"8096502",10,"3811340",10,"18510739",10,"116654",10,"18627393",10,"15396096",10,"23126618",10,"457598",10,"23584216",10,"10371934",10,"7312342",10,"11571192",10,"18883534",10,"6781490",13,"0",10,"6781490",10,"12697932",10,"-21136",10,"12676796",10,"257913914",10,"69584720",10,"327498634",10,"174288534",10,"48845700",10,"127374",10,"48973074",10,"11034193",10,"6577709",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"306759614",10,"69712094",10,"376471708",10,"185322727",10,"174288534",10,"38670509",13,"0",13,"0",10,"212959043","2","-1","0","69000483","1329772","0","69000483","1","1","18700243","-1","0","-1","0","1","3186155","1","2","0","0","1","1","2","0","0","2","0","2","12744292","4951693","0",10,"11672870",10,"4660450",10,"4660450",13,"0",10,"748267",10,"748267",10,"19065",13,"0",10,"19065",13,"0",13,"0",10,"0",13,"0",10,"5766962",10,"5766962",10,"7293277",10,"395513",10,"7688790",10,"7312342",10,"11571192",10,"18883534",10,"3656747",13,"0",10,"3656747",10,"132640000",13,"0",10,"6585000",10,"126055000",10,"7341763","1",10,"71779875",10,"77518289",10,"80644950",10,"92439211",10,"3898868",13,"0",13,"0",10,"78863212",10,"67345818",10,"18569070",10,"28894561",10,"4171798",10,"197844459",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12016599",13,"0",13,"0",10,"12016599",10,"306159536",10,"4581833",13,"0",10,"310741369",10,"608057794",10,"131448256",10,"12946564",10,"15085338",10,"129309482",10,"178312658"
"100919",10,"1427278",10,"0",10,"1427278",10,"0",10,"0",10,"0",13,"0",10,"5275195",10,"86143",10,"5361338",13,"0",13,"0",13,"0",13,"0",10,"1546473",10,"1546473",13,"0",16,"23200",16,"23200",10,"833090",13,"0",18,"833090",10,"900",10,"18330",10,"19230",13,"0",13,"0",13,"0",10,"12309",13,"0",10,"12309",10,"738409",13,"0",10,"738409",13,"0",13,"0",13,"0",10,"132256",13,"0",10,"132256",13,"0",13,"0",13,"0",10,"8419437",10,"1674146",10,"10093583",10,"3923386",10,"336502",10,"4259888",10,"3095786",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"407460",13,"0",10,"407460",10,"234429",10,"110453",10,"768274",10,"175051",10,"943325",10,"644577",10,"1356084",13,"0",10,"1356084",10,"689253",10,"880085",13,"0",10,"880085",10,"231897",10,"142456",10,"1162594",10,"1305050",10,"49227",13,"0",10,"49227",10,"378040",13,"0",10,"378040",10,"7905012",10,"1674147",10,"9579159",10,"4895942",10,"792212",13,"0",10,"792212",10,"148107",13,"0",10,"12386",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",18,"8697224",10,"1674147",18,"10371371",10,"5044049",10,"4895942",10,"906942",13,"0",10,"0",10,"5802884","-1","-1","0","1427278","0","0","1427278","-1","-1","0","-1","0","-1","0","-1","0","-1","-1","0","0","-1","-1","-1","0","0","-1","0","-1","132256","53775","0",10,"213059",10,"999517",10,"999517",13,"0",10,"121547",10,"121547",13,"0",10,"23200",10,"23200",13,"0",13,"0",13,"0",13,"0",10,"18330",10,"18330",10,"142456",13,"0",10,"142456",10,"142456",10,"1162594",10,"1305050",10,"110453",13,"0",10,"110453",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1222099",13,"0",10,"1132123",13,"0",13,"0",10,"2354222",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"45000",10,"0",10,"0",10,"45000",10,"4978092",10,"0",10,"0",10,"4978092",13,"0",10,"3864265",10,"302816",10,"40368",18,"4126713",13,"0"
"101028",10,"2340522",13,"0",10,"2340522",13,"0",13,"0",13,"0",13,"0",10,"3845724",10,"76800",10,"3922524",16,"50000",13,"0",16,"50000",13,"0",10,"1588285",10,"1588285",10,"5077",16,"26800",10,"31877",13,"0",13,"0",13,"0",10,"465",13,"0",10,"465",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"60343",13,"0",10,"60343",13,"0",13,"0",13,"0",10,"45590",13,"0",10,"45590",13,"0",13,"0",13,"0",10,"6347721",18,"1691885",18,"8039606",10,"2663348",10,"61713",10,"2725061",10,"2150243",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"539678",10,"28583",10,"568261",10,"357879",10,"257738",10,"567965",10,"58431",10,"626396",10,"452678",10,"800746",10,"50000",10,"850746",10,"442571",10,"630898",13,"0",10,"630898",10,"165224",10,"586661",10,"1466358",10,"2053019",10,"87193",13,"0",10,"87193",10,"307856",13,"0",10,"307856",10,"6184345",10,"1665085",10,"7849430",10,"3568595",10,"164652",13,"0",10,"164652",13,"0",13,"0",10,"-100000",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6348997",10,"1665085",10,"8014082",10,"3568595",10,"3568595",10,"725704",13,"0",13,"0",10,"4294299","1","2","0","2340522","0","0","2340522","1","1","2183","-1","0","-1","0","-1","0","2","-1","0","0","-1","-1","2","0","0","2","0","2","45590","19375","0",10,"167650",10,"1406229",10,"1406229",13,"0",10,"33329",10,"33329",13,"0",10,"26800",10,"26800",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"586661",13,"0",10,"586661",10,"586661",10,"1466358",10,"2053019",10,"4245",13,"0",10,"4245",10,"375000",13,"0",10,"78286",10,"296714",10,"5333","1",10,"36328",10,"36328",10,"36859",10,"36859",10,"1294",13,"0",13,"0",10,"861712",10,"36859",10,"385888",10,"137216",10,"0",10,"1421675",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"306000",13,"0",13,"0",10,"306000",10,"5563566",10,"997",13,"0",10,"5564563",10,"8000000",10,"1790724",10,"291796",10,"28184",10,"2054336",10,"2500000"
"101037",10,"822008",13,"0",10,"822008",13,"0",13,"0",13,"0",13,"0",10,"3073903",10,"22900",10,"3096803",13,"0",13,"0",13,"0",13,"0",10,"1553731",10,"1553731",13,"0",16,"17063",16,"17063",13,"0",10,"20000",10,"20000",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"56832",13,"0",10,"56832",10,"211236",13,"0",10,"211236",13,"0",13,"0",13,"0",10,"162029",10,"16308",10,"178337",13,"0",13,"0",13,"0",10,"4326008",18,"1630002",18,"5956010",10,"2021190",10,"344352",10,"2365542",10,"1515941",13,"0",13,"0",13,"0",13,"0",10,"32392",10,"233181",10,"265573",10,"206724",10,"341441",10,"14878",10,"356319",10,"198446",10,"14537",10,"248488",10,"344174",10,"592662",10,"372190",10,"529705",10,"446",10,"530151",10,"368293",10,"383945",13,"0",10,"383945",10,"145520",10,"354294",10,"635686",10,"989980",10,"17953",13,"0",10,"17953",10,"5725",13,"0",10,"5725",10,"3935133",10,"1572717",10,"5507850",10,"2807114",10,"178744",13,"0",10,"178744",10,"22017",13,"0",10,"5725",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4113877",10,"1572717",10,"5686594",10,"2829131",10,"2807114",10,"600713",13,"0",13,"0",10,"3407827","2","-1","0","822008","0","0","822008","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","-1","-1","-1","0","0","2","0","-1","178337","101324","77013",10,"83718",10,"578682",10,"578682",13,"0",10,"39941",10,"39941",13,"0",10,"17063",10,"17063",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"354294",13,"0",10,"354294",10,"354294",10,"635686",10,"989980",10,"14537",13,"0",10,"14537",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2604994",13,"0",10,"1307537",10,"35796",13,"0",10,"3948327",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"61657",13,"0",13,"0",10,"61657",10,"4116988",10,"46902",13,"0",10,"4163890",10,"15242000",10,"2713992",10,"270574",10,"5595",18,"2978971",10,"4780000"
"101107",10,"742514",13,"0",10,"742514",13,"0",13,"0",13,"0",13,"0",10,"2838575",13,"0",10,"2838575",13,"0",13,"0",13,"0",10,"3034",10,"1323196",10,"1326230",13,"0",10,"22664",10,"22664",10,"60040",10,"4134",10,"64174",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"41784",13,"0",10,"41784",10,"210170",13,"0",10,"210170",13,"0",13,"0",13,"0",10,"111039",13,"0",10,"111039",13,"0",13,"0",13,"0",10,"4007156",10,"1349994",10,"5357150",10,"2017684",10,"329620",10,"2347304",10,"1711712",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"7623",10,"65183",10,"72806",13,"0",10,"5820",10,"182108",10,"232482",10,"414590",10,"242419",10,"575966",13,"0",10,"575966",10,"362380",10,"315560",13,"0",10,"315560",10,"93459",10,"261989",10,"722709",10,"984698",13,"0",13,"0",13,"0",10,"266000",13,"0",10,"266000",10,"3626930",10,"1349994",10,"4976924",10,"2409970",10,"284063",13,"0",10,"284063",10,"11416",13,"0",10,"100000",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3910993",10,"1349994",10,"5260987",10,"2421386",10,"2409970",10,"494731",13,"0",13,"0",10,"2904701","2","-1","0","742514","0","0","742514","2","-1","0","-1","0","-1","0","-1","0","2","-1","0","0","-1","-1","-1","0","0","2","0","2","111039","25045","0",10,"111464",10,"715045",10,"715045",10,"0",10,"0",10,"0",10,"0",10,"7664",10,"7664",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"261989",10,"0",10,"261989",10,"261989",10,"722709",10,"984698",10,"5820",10,"0",10,"5820",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"874648",10,"0",10,"1954939",10,"0",10,"0",10,"2829587",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"80000",10,"0",10,"0",10,"80000",10,"2757680",10,"25951",10,"0",10,"2783631",10,"5944652",10,"1939567",10,"116102",10,"164347",10,"1891322",10,"1255000"
"101143",10,"2277722",13,"0",10,"2277722",13,"0",13,"0",13,"0",13,"0",10,"4038476",13,"0",10,"4038476",13,"0",13,"0",13,"0",13,"0",10,"2645024",10,"2645024",13,"0",10,"257704",10,"257704",13,"0",10,"34497",10,"34497",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"484262",13,"0",10,"484262",13,"0",13,"0",13,"0",10,"166272",13,"0",10,"166272",13,"0",13,"0",13,"0",10,"6966732",10,"2937225",10,"9903957",10,"2768357",10,"1228214",10,"3996571",10,"3008095",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"799212",10,"27145",10,"826357",10,"567633",10,"306289",10,"817281",10,"213317",10,"1030598",10,"770334",10,"1004626",10,"23658",10,"1028284",10,"535299",10,"590619",10,"3665",10,"594284",10,"213755",10,"432750",10,"1443882",10,"1876632",10,"61656",13,"0",10,"61656",10,"-112007",13,"0",10,"-112007",10,"6362494",10,"2939881",10,"9302375",10,"5095116",10,"417278",10,"5046",10,"422324",10,"55032",10,"0",10,"-90864",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6779772",10,"2944927",10,"9724699",10,"5150148",10,"5095116",10,"1029377",13,"0",13,"0",10,"6124493","1","-1","0","2277722","0","0","2277722","1","1","104393","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","166272","11379","11379",10,"193261",10,"1392682",10,"1392682",13,"0",10,"31400",10,"31400",13,"0",10,"19800",10,"19800",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"432750",13,"0",10,"432750",10,"432750",10,"1443882",10,"1876632",10,"17279",13,"0",10,"17279",30,"",30,"",30,"",30,"",30,"","1",10,"672058",10,"672058",10,"690666",10,"690666",10,"37229",10,"37229",13,"0",10,"348697",10,"690666",10,"273802",10,"127889",13,"0",10,"1441054",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"241625",13,"0",13,"0",10,"241625",10,"4212352",13,"0",13,"0",10,"4212352",10,"16929545",10,"3197033",10,"122757",10,"726469",10,"2593321",10,"9137000"
"101161",10,"3805979",13,"0",10,"3805979",13,"0",13,"0",13,"0",13,"0",10,"6526744",13,"0",10,"6526744",10,"611613",13,"0",10,"611613",13,"0",10,"2874502",10,"2874502",10,"5077",10,"442168",10,"447245",13,"0",10,"96457",10,"96457",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13498",13,"0",10,"13498",10,"1489304",13,"0",10,"1489304",13,"0",13,"0",13,"0",10,"298153",13,"0",10,"298153",13,"0",13,"0",13,"0",10,"12750368",10,"3413127",10,"16163495",10,"4433672",10,"670204",10,"5103876",10,"3493563",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1324811",10,"16937",10,"1341748",10,"671564",10,"377397",10,"923549",10,"469913",10,"1393462",10,"846557",10,"1323844",10,"4114",10,"1327958",10,"640301",10,"1329316",10,"1717",10,"1331033",10,"420154",10,"1084623",10,"2194602",10,"3279225",10,"746723",13,"0",10,"746723",10,"256699",13,"0",10,"256699",10,"11423237",10,"3357487",10,"14780724",10,"6072139",10,"1488842",10,"39005",10,"1527847",10,"280239",13,"0",10,"-256675",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"12912079",10,"3396492",10,"16308571",10,"6352378",10,"6072139",10,"1221685",13,"0",13,"0",10,"7293824","2","-1","0","3805979","0","0","3805979","1","1","200815","-1","0","-1","0","-1","0","2","-1","0","0","-1","-1","2","0","0","2","0","2","298153","139296","0",10,"496686",10,"2063877",10,"2063877",13,"0",10,"130725",10,"130725",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1084623",13,"0",10,"1084623",10,"1084623",10,"2194602",10,"3279225",10,"69845",13,"0",10,"69845",10,"7288904",10,"0",10,"300004",10,"6988900",10,"294931","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2753704",13,"0",10,"2182993",10,"282956",10,"316327",10,"5535980",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"486631",13,"0",13,"0",10,"486631",10,"15813496",10,"118148",13,"0",10,"15931644",10,"35500000",10,"4046835",10,"214924",10,"1075",10,"4260684",10,"5275000"
"101240",10,"6724681",13,"0",10,"6724681",13,"0",13,"0",13,"0",13,"0",10,"12733782",10,"3594",10,"12737376",10,"581312",10,"36937",10,"618249",13,"0",10,"5052350",10,"5052350",13,"0",10,"885655",10,"885655",10,"50000",10,"40188",10,"90188",13,"0",13,"0",13,"0",10,"23885",10,"23549",10,"47434",10,"27806",13,"0",10,"27806",10,"742122",13,"0",10,"742122",13,"0",13,"0",13,"0",10,"534049",13,"0",10,"534049",13,"0",13,"0",13,"0",10,"21417637",10,"6042273",10,"27459910",10,"9948699",10,"1182654",10,"11131353",10,"8235059",13,"0",13,"0",13,"0",13,"0",10,"202421",10,"75025",10,"277446",10,"204345",10,"1633852",10,"4073",10,"1637925",10,"1039636",10,"466435",10,"1454806",10,"1074585",10,"2529391",10,"1773319",10,"2518627",13,"0",10,"2518627",10,"1499491",10,"1943199",10,"8000",10,"1951199",10,"421783",10,"1123751",10,"3697936",10,"4821687",10,"753446",13,"0",10,"753446",10,"408186",10,"85",10,"408271",10,"19986987",10,"6042358",10,"26029345",10,"13173633",10,"600122",13,"0",10,"600122",10,"297825",13,"0",10,"-290960",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"20587109",10,"6042358",10,"26629467",10,"13471458",10,"13173633",10,"2709061",13,"0",13,"0",10,"15882694","1","2","0","6724681","0","0","6724681","1","-1","266074","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","534049","139532","0",10,"630267",10,"3355670",10,"3355670",13,"0",10,"99655",10,"99655",13,"0",10,"150707",10,"150707",13,"0",10,"28747",10,"28747",13,"0",10,"63157",10,"63157",10,"1123751",13,"0",10,"1123751",10,"1123751",10,"3697936",10,"4821687",10,"67043",13,"0",10,"67043",10,"4368482",10,"0",10,"418432",10,"3950050",10,"239672","1",10,"1199629",10,"1304084",10,"1339550",10,"1568835",10,"47434",13,"0",13,"0",10,"2161712",10,"1339550",13,"0",10,"159524",10,"805474",10,"4466260",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"344158",13,"0",13,"0",10,"344158",10,"17904566",10,"5543",13,"0",10,"17910109",10,"38763666",10,"9863406",10,"677532",13,"0",10,"10540938",10,"22740531"
"101286",10,"4135774",13,"0",10,"4135774",13,"0",13,"0",13,"0",13,"0",10,"8400580",13,"0",10,"8400580",13,"0",13,"0",13,"0",13,"0",10,"2877752",10,"2877752",13,"0",10,"192277",10,"192277",13,"0",10,"23981",10,"23981",10,"16000",13,"0",10,"16000",13,"0",13,"0",13,"0",10,"42407",13,"0",10,"42407",10,"994598",13,"0",10,"994598",13,"0",13,"0",13,"0",10,"172109",13,"0",10,"172109",13,"0",13,"0",13,"0",10,"13761468",10,"3094010",10,"16855478",10,"7445053",10,"134607",10,"7579660",10,"5995469",13,"0",13,"0",13,"0",13,"0",10,"27500",13,"0",10,"27500",10,"21976",10,"904117",10,"56304",10,"960421",10,"677776",16,"4207",10,"868340",10,"564461",10,"1432801",10,"966891",10,"1494776",10,"60996",10,"1555772",10,"834253",10,"1152270",13,"0",10,"1152270",10,"531361",10,"494518",10,"2154718",10,"2649236",10,"355025",13,"0",10,"355025",10,"-11185",13,"0",10,"-11185",10,"12730414",10,"2971086",10,"15701500",10,"9027726",10,"960334",13,"0",10,"960334",10,"70596",13,"0",10,"-88815",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13690748",10,"2971086",10,"16661834",10,"9098322",10,"9027726",10,"1820982",13,"0",13,"0",10,"10848708","2","2","0","4135774","228317","0","4135774","1","-1","117211","-1","0","-1","0","-1","0","1","2","0","0","-1","-1","2","0","0","2","0","2","172109","49745","0",10,"319800",10,"2078961",10,"2078961",13,"0",10,"75757",10,"75757",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"494518",13,"0",10,"494518",10,"494518",10,"2154718",10,"2649236",10,"4207",13,"0",10,"4207",10,"1940000",13,"0",10,"85000",10,"1855000",10,"149730","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"659126",10,"88886",10,"1121233",13,"0",10,"232138",10,"2101383",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"238970",13,"0",13,"0",10,"238970",10,"10513251",13,"0",10,"85000",10,"10428251",10,"20000000",10,"4240012",10,"318816",10,"254038",10,"4304790",10,"8000000"
