UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
156356,"R",6965624,"R",22086829,"R",5806140,"R",2221837,"R",6727727,"R",9552962,"R",8230921,"R",1322041,"R",16280689,"R",3121980,"R",16388458,"R",3983725,"A",,"R",0,"R",1844045,"R",25338208,"R",12886319,"R",12451889,"R",0,"R",6424866,"R",10359768,"R",-53578,"R",-3988480,"R",20269169,"R",0,"R",16280689,"R",674876,"R",410524,"R",1206594,"R",0,"R",55314,"R",3009599,"R",5356907,"R",3009599,"R",0,"R",4428231,"R",4428231,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",410524,"R",410524,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1201524,"R",1101472,"R",46061,"R",53991,"R",1201524,"R",1101472,"R",46061,"R",53991,"R",0,"R",0,"R",0,"R",0,"R",134700,"R",134700,"R",0,"R",0,"R",-1936309,"R",-2013101,"R",63681,"R",13111,"R",0,"R",0,"R",2128416,"R",2128416,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57780,"R",851779,"R",-793999,"R",0,"R",6424866,"R",7042021,"R",-684257,"R",67102,"R",793999,"R",-793999,"Z",0,"R",6424866,"R",7836020,"R",-1478256,"R",67102,"R",3679299,"R",2484724,"R",421276,"R",218557,"R",171098,"R",0,"R",383644,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",444402,"R",175133,"R",22651,"R",26398,"R",97835,"R",0,"R",122385,"R",2438709,"R",1035340,"R",156944,"R",144864,"R",189804,"R",0,"R",911757,"R",1839428,"R",721638,"R",116375,"R",109266,"R",54820,"R",0,"R",837329,"R",1755918,"R",63205,"R",13015,"R",104305,"R",267947,"R",205786,"R",1101660,"R",202012,"A",,"A",,"A",,"A",,"A",,"R",202012,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-603390,"R",0,"R",0,"R",603390,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10359768,"R",4480040,"R",730261,"R",0,"R",781504,"R",205786,"R",4162177,"R",9312710,"R",7129017, 1
156365,"R",10750979,"R",76586902,"R",39053989,"A",,"R",25156250,"R",12376663,"R",7133756,"A",,"R",37532913,"R",6561441,"R",49377515,"R",13568891,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",29113460,"R",29333511,"R",-1323047,"R",-1543098,"R",39076011,"R",0,"R",37532913,"R",2802565,"R",288931,"R",4862631,"R",1239903,"R",150607,"R",10465908,"R",19810545,"R",10465908,"Z",0,"R",18683636,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",279314,"A",,"A",,"A",,"R",211140,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",1941942,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1554700,"A",,"A",,"A",,"R",490336,"A",,"A",,"A",,"R",0,"A",,"R",5113399,"A",,"R",0,"A",,"Z",0,"A",,"A",,"A",,"R",838993,"A",,"A",,"A",,"R",29113460,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10513354,"R",6534124,"R",1199511,"R",997079,"R",820395,"Z",0,"R",962245,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1929962,"R",972232,"R",223107,"R",183036,"R",150602,"Z",0,"R",400985,"R",5751665,"R",2620394,"R",516098,"R",545483,"R",448823,"Z",0,"R",1620867,"R",8341289,"R",1988718,"R",378980,"R",737329,"R",606673,"R",1753695,"R",2875894,"R",2797241,"R",323703,"R",57953,"R",265288,"R",218279,"Z",0,"R",1932018,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",783939,"R",161921,"R",-2728215,"Z",0,"Z",0,"R",1782355,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29333511,"R",13223110,"R",2537570,"R",0,"R",2244772,"R",1753695,"R",9574364,"R",6594404,"R",7270329, 1
156408,"R",149031000,"R",302957886,"R",96549642,"R",85935704,"R",74656935,"R",131751309,"R",127006189,"R",4745120,"R",206408244,"R",5540284,"R",89303394,"R",19519288,"A",,"R",16104915,"R",0,"R",130467881,"R",50350750,"R",80117131,"R",1038241,"R",-1530508,"R",47924914,"R",0,"R",-49455422,"R",257368528,"R",-1504862,"R",206408244,"R",603608,"R",389359,"R",2602738,"R",0,"R",4959638,"R",9652013,"R",18207356,"R",14990404,"R",0,"R",29132071,"R",29132071,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",324070,"R",324070,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9120523,"R",4203322,"R",544394,"R",4372807,"R",9120523,"R",4203322,"R",544394,"R",4372807,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-42219793,"R",-10693907,"R",-26740790,"R",-4785096,"R",0,"R",0,"R",1826268,"R",1826268,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",286353,"R",-27555795,"R",27842148,"R",0,"R",-1530508,"R",-2763971,"R",1645752,"R",-412289,"R",8020829,"R",-8020829,"Z",0,"R",-1530508,"R",5256858,"R",-6375077,"R",-412289,"R",17437025,"R",8703247,"R",2435504,"R",2126558,"R",828692,"Z",0,"R",3343024,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3341860,"R",993405,"R",287735,"R",923831,"R",360005,"Z",0,"R",776884,"R",8107008,"R",2591853,"R",733861,"R",1617079,"R",630155,"Z",0,"R",2534060,"R",9417567,"R",3206831,"R",746992,"R",610955,"R",238081,"Z",0,"R",4614708,"R",9621454,"R",975097,"R",272036,"R",1319606,"R",1926231,"Z",0,"R",5128484,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1368367,"R",468493,"R",-6598029,"R",209538,"R",2890685,"R",1660946,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47924914,"R",17838800,"R",4944621,"R",0,"R",4192702,"R",2890685,"R",18058106,"R",191326054,"R",159479195, 1
156417,"R",11860016,"R",17491069,"R",239955,"A",,"R",6308703,"R",10942411,"R",9657356,"A",,"R",17251114,"R",39663,"R",7973669,"R",2364495,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",1344010,"R",3895979,"R",0,"R",-2551969,"R",19803083,"R",0,"R",17251114,"R",419132,"R",19343,"R",14255,"R",0,"R",115781,"R",134870,"R",703381,"R",307596,"R",118753,"R",432901,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",438475,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",2025933,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-1981726,"A",,"A",,"A",,"R",0,"A",,"R",428427,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1344010,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",685322,"R",411713,"R",142359,"R",76503,"R",44256,"R",0,"R",10491,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",538590,"R",223874,"R",71059,"R",76503,"R",44256,"R",0,"R",122898,"R",323489,"R",128726,"R",28946,"R",76503,"R",44256,"R",0,"R",45058,"R",999336,"R",504732,"R",152634,"R",76503,"R",44256,"R",0,"R",221211,"R",870345,"R",0,"R",0,"R",76503,"R",44256,"R",0,"R",749586,"R",59765,"A",,"A",,"A",,"A",,"A",,"R",59765,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-382515,"R",0,"R",0,"R",382515,"R",419132,"R",0,"R",0,"R",0,"R",0,"R",0,"R",419132,"R",3895979,"R",1269045,"R",394998,"R",0,"R",221280,"R",0,"R",2010656,"R",14284550,"R",11860016, 1
156541,"R",59218096,"R",156506370,"R",60131240,"R",50403930,"R",41667341,"R",54707789,"R",50086621,"R",4621168,"R",96375130,"R",13917291,"R",72719038,"R",19389975,"A",,"R",234870,"Z",0,"R",106261174,"R",31480011,"R",74781163,"R",0,"R",24350827,"R",33163705,"R",0,"R",-8812878,"R",105188008,"R",0,"R",96375130,"R",2344194,"R",919741,"R",3337906,"R",0,"R",1726198,"R",9525037,"R",17853076,"R",8775963,"R",2475272,"R",16343505,"R",16343505,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1561569,"Z",0,"R",1561569,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",6575117,"R",3215107,"R",2430842,"R",929168,"R",6527748,"R",3215107,"R",2383473,"R",929168,"R",47369,"R",0,"R",47369,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-5754715,"R",-3665635,"R",1247762,"R",-3336842,"R",311437,"R",311437,"R",5764036,"R",5764036,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-450122,"R",0,"R",-107159,"R",-342963,"R",24350827,"R",21968450,"R",5133014,"R",-2750637,"R",-4713239,"R",4713239,"R",0,"R",24350827,"R",17255211,"R",9846253,"R",-2750637,"R",8995579,"R",6231387,"R",679401,"R",667335,"R",714457,"R",0,"R",702999,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2399627,"R",1180132,"R",146224,"R",0,"R",0,"R",0,"R",1073271,"R",2331107,"R",725027,"R",76944,"R",133467,"R",97055,"R",0,"R",1298614,"R",6436137,"R",672911,"R",68640,"R",667335,"R",485273,"R",0,"R",4541978,"R",6426885,"R",1741209,"R",316646,"R",266934,"R",194109,"R",2014668,"R",1893319,"R",6574370,"R",1183795,"R",107037,"R",934269,"R",679383,"Z",0,"R",3669886,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-2669340,"Z",0,"Z",0,"R",2669340,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33163705,"R",11734461,"R",1394892,"R",0,"R",2170277,"R",2014668,"R",15849407,"R",60727813,"R",53218490, 1
156727,"R",6727270,"R",8202389,"R",2137425,"A",,"R",5388696,"R",676268,"Z",0,"A",,"R",6064964,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",4916604,"R",7802479,"R",0,"R",-2885875,"R",8950839,"R",0,"R",6064964,"Z",0,"R",583210,"Z",0,"Z",0,"Z",0,"Z",0,"R",583210,"Z",0,"Z",0,"R",6431842,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",583210,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",567118,"A",,"A",,"A",,"R",-3422753,"A",,"A",,"A",,"R",0,"A",,"R",584285,"A",,"Z",0,"A",,"R",111730,"A",,"A",,"A",,"R",61172,"A",,"A",,"A",,"R",4916604,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1494375,"R",1301630,"R",192745,"Z",0,"Z",0,"Z",0,"R",0,"R",133459,"R",116245,"R",17214,"Z",0,"Z",0,"Z",0,"R",0,"R",173575,"R",151187,"R",22388,"Z",0,"Z",0,"Z",0,"R",0,"R",582488,"R",507358,"R",75130,"Z",0,"Z",0,"Z",0,"R",0,"R",1000904,"R",871807,"R",129097,"Z",0,"Z",0,"Z",0,"R",0,"R",602867,"R",525109,"R",77758,"Z",0,"Z",0,"Z",0,"R",0,"R",606065,"R",527894,"R",78171,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3208746,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",3208746,"R",7802479,"R",4001230,"R",592503,"R",0,"Z",0,"Z",0,"R",3208746,"R",9528955,"R",6528952, 1
156745,"R",30174922,"R",89407885,"R",54205551,"A",,"R",-3262844,"R",38465178,"R",33595703,"A",,"R",35202334,"R",6395810,"R",54145393,"R",25091282,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",27583257,"R",37534603,"R",-2296116,"R",-12247462,"R",47449796,"R",0,"R",35202334,"R",1041886,"R",620397,"R",3946639,"R",0,"R",727392,"R",14135374,"R",20471688,"R",16827142,"R",0,"R",17476284,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",910953,"A",,"A",,"A",,"R",94472,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",4933798,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",441013,"A",,"A",,"A",,"R",-9267999,"A",,"A",,"A",,"R",0,"A",,"R",11593743,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",1400993,"A",,"A",,"A",,"R",27583257,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9854934,"R",6785338,"R",1177393,"R",354391,"R",258339,"R",0,"R",1279473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32500,"R",3955358,"R",1020665,"R",176289,"R",325611,"R",708948,"R",0,"R",1723845,"R",6081507,"R",2729174,"R",476790,"R",477451,"R",404214,"R",0,"R",1993878,"R",7788662,"R",2386738,"R",427825,"R",119948,"R",199344,"R",2445312,"R",2209495,"R",9821642,"R",710587,"R",141946,"R",1152772,"R",789383,"R",0,"R",7026954,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",1102787,"R",179859,"R",-2430173,"R",287404,"R",0,"R",860123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37534603,"R",14735289,"R",2580102,"R",0,"R",2647632,"R",2445312,"R",15126268,"R",40742080,"R",31483030, 1
157030,"R",1266737,"R",4731049,"R",124343,"A",,"R",3543374,"R",1063332,"R",571715,"A",,"R",4606706,"R",0,"R",757456,"R",19841,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",1196920,"R",1262000,"R",-169884,"R",-234964,"R",4841670,"R",0,"R",4606706,"R",152894,"R",81934,"R",0,"R",0,"R",28251,"R",46871,"R",309950,"R",37561,"R",37561,"R",354246,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",505180,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",62866,"A",,"A",,"A",,"R",0,"A",,"R",212428,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",62200,"A",,"A",,"A",,"R",1196920,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120469,"R",30182,"R",10748,"R",79539,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66188,"R",7708,"R",7165,"R",51315,"R",0,"R",0,"R",0,"R",43860,"R",0,"R",5374,"R",38486,"R",0,"R",0,"R",0,"R",154324,"R",64038,"R",10748,"R",79538,"R",0,"R",0,"R",0,"R",8771,"R",0,"R",1074,"R",7697,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-256576,"Z",0,"Z",0,"R",256576,"R",868388,"R",0,"R",0,"R",1,"R",0,"R",0,"R",868387,"R",1262000,"R",101928,"R",35109,"R",0,"Z",0,"Z",0,"R",1124963,"R",2285067,"R",1266237, 1
157076,"R",21144756,"R",45070178,"R",11465725,"R",5723948,"R",3667189,"R",29937264,"R",28818186,"R",1119078,"R",33604453,"R",100417,"R",24662757,"R",5758813,"A",,"R",22121,"Z",0,"R",30544108,"R",13414075,"R",17130033,"Z",0,"R",8629825,"R",14847492,"R",12949393,"R",6731726,"R",40336179,"R",-13463452,"R",33604453,"R",1141812,"R",387483,"R",1565118,"R",0,"R",1825756,"R",4893198,"R",9813367,"R",5956165,"R",0,"R",3806763,"R",3806763,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1529295,"R",1529295,"R",0,"R",0,"R",1565118,"R",1565118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2660016,"R",1071040,"R",81148,"R",1507828,"R",2660016,"R",1071040,"R",81148,"R",1507828,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",791995,"R",746278,"R",45717,"R",0,"R",433431,"R",433431,"R",2798450,"R",2798450,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-4955243,"R",-3320550,"R",-126865,"R",-1507828,"R",8629825,"R",8629825,"Z",0,"Z",0,"R",310260,"R",-310260,"Z",0,"R",8629825,"R",8940085,"R",-310260,"R",0,"R",3494320,"R",2287409,"R",546683,"R",472834,"R",0,"R",0,"R",187394,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19268,"R",9123,"R",658,"R",0,"R",0,"R",0,"R",9487,"R",878071,"R",325102,"R",41722,"R",89738,"R",0,"R",0,"R",421509,"R",3545040,"R",1369392,"R",238312,"R",361847,"R",0,"R",0,"R",1575489,"R",3660404,"R",1218588,"R",375665,"R",147978,"R",0,"R",301871,"R",1616302,"R",2990231,"R",85410,"R",20968,"R",803614,"R",0,"R",0,"R",2080239,"R",257658,"A",,"A",,"A",,"A",,"A",,"R",257658,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",353584,"R",83739,"R",-1876011,"R",857746,"R",0,"R",580942,"R",2500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2500,"R",14847492,"R",5648608,"R",1307747,"R",0,"R",857746,"R",301871,"R",6731520,"R",26961003,"R",23177158, 1
157100,"R",4986675,"R",27705128,"R",11047465,"A",,"R",11821518,"R",4836145,"R",4244888,"A",,"R",16657663,"R",2781230,"R",24129520,"R",8183605,"R",54786,"A",,"A",,"A",,"A",,"A",,"A",,"R",13235340,"R",15431073,"R",0,"R",-2195733,"R",18853396,"R",0,"R",16657663,"R",908970,"R",338988,"R",920027,"R",0,"R",217614,"R",2386308,"R",4771907,"R",2603922,"R",0,"R",4989755,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1247958,"A",,"A",,"A",,"R",920027,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1061592,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-1626133,"A",,"A",,"A",,"R",0,"A",,"R",3121978,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",3520163,"A",,"A",,"A",,"R",13235340,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2317332,"R",1967681,"R",0,"R",0,"R",0,"R",0,"R",349651,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",229940,"R",163662,"R",0,"R",0,"R",0,"R",0,"R",66278,"R",1148864,"R",655594,"R",0,"R",0,"R",0,"R",0,"R",493270,"R",3194716,"R",1206652,"R",0,"R",0,"R",0,"R",0,"R",1988064,"R",1550211,"R",138380,"R",0,"R",0,"R",0,"R",0,"R",1411831,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6990010,"R",0,"R",821619,"R",0,"R",862239,"R",433806,"R",4872346,"R",15431073,"R",4131969,"R",821619,"R",0,"R",862239,"R",433806,"R",9181440,"R",4482790,"R",4470118, 1
