UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
203085,"R",30746017,"R",89826724,"R",24588352,"A",,"R",19975143,"R",45263229,"R",27316435,"A",,"R",65238372,"R",2830899,"R",47326919,"R",22299930,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",31412519,"R",28328790,"R",-10444581,"R",-7360852,"R",72599224,"R",0,"R",65238372,"R",1317740,"R",464265,"R",1538442,"R",0,"R",825918,"R",9217489,"R",13363854,"R",10293401,"R",0,"R",15080093,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",388751,"A",,"A",,"A",,"R",640447,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",4540745,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",1775970,"A",,"A",,"A",,"R",0,"A",,"R",8833926,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",152587,"A",,"A",,"A",,"R",31412519,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10094118,"R",5380635,"R",1579130,"R",1042966,"R",542692,"R",230058,"R",1318637,"R",1065820,"R",533795,"R",156660,"R",46613,"R",24254,"R",10282,"R",294216,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1900422,"R",608406,"R",178557,"R",230152,"R",119756,"R",50767,"R",712784,"R",5296380,"R",1985078,"R",582589,"R",608882,"R",316823,"R",134307,"R",1668701,"R",4979129,"R",1877634,"R",551055,"R",235978,"R",122788,"R",52052,"R",2139622,"R",4992921,"R",241289,"R",70814,"R",748721,"R",389586,"R",165153,"R",3377358,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-2913312,"Z",0,"Z",0,"R",2913312,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28328790,"R",10626837,"R",3118805,"R",0,"R",1515899,"R",642619,"R",12424630,"R",39136584,"R",29952656, 1
203128,"R",53712355,"R",125304774,"R",44726692,"A",,"R",21471129,"R",59106953,"R",39657403,"A",,"R",80578082,"R",3032809,"R",67846150,"R",13799876,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",14248786,"R",34928089,"R",0,"R",-20679303,"R",101257385,"R",0,"R",80578082,"R",1373804,"R",781012,"R",1422847,"R",0,"R",1192383,"R",13289738,"R",18059784,"R",11111065,"R",3566657,"R",17200253,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",1089508,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",3953677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-14206907,"A",,"A",,"A",,"R",690995,"A",,"R",5521260,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",14248786,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9677880,"R",6259415,"R",1424227,"Z",0,"Z",0,"R",51498,"R",1942740,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3735873,"R",1343963,"R",297025,"Z",0,"Z",0,"R",44312,"R",2050573,"R",5090055,"R",2582178,"R",659665,"Z",0,"Z",0,"R",114698,"R",1733514,"R",5977676,"R",2775277,"R",644693,"Z",0,"Z",0,"R",1209288,"R",1348418,"R",6119326,"R",809732,"R",150265,"Z",0,"Z",0,"R",438211,"R",4721118,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",4327279,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4327279,"R",34928089,"R",13770565,"R",3175875,"R",0,"R",0,"R",1858007,"R",16123642,"R",72618003,"R",54851514, 1
203146,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6312060,"R",5019720,"A",,"A",,"A",,"A",,"A",,"R",241561,"R",388307,"R",0,"R",0,"R",0,"R",24210,"R",654078,"R",654078,"R",0,"R",2360061,"R",2360061,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",629868,"R",629868,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",99885,"R",99885,"Z",0,"Z",0,"R",2926794,"R",2926794,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",295452,"R",295452,"R",0,"R",0,"R",6312060,"R",6312060,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",6312060,"R",6312060,"R",0,"R",0,"R",3309187,"R",1378401,"R",302487,"R",1547529,"R",80770,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",594836,"R",135420,"R",37214,"R",348520,"R",73682,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1115697,"R",337339,"R",63683,"R",637041,"R",77634,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-2533090,"R",253304,"Z",0,"R",2279786,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",5019720,"R",1851160,"R",403384,"R",0,"R",485390,"Z",0,"R",2279786,"A",,"A",,-2
203164,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1904848,"R",2769869,"A",,"A",,"A",,"A",,"A",,"R",240875,"Z",0,"R",61071,"Z",0,"R",185183,"Z",0,"R",487129,"R",185183,"Z",0,"R",1417719,"R",1417719,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",240875,"R",240875,"Z",0,"Z",0,"R",61071,"R",61071,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",185183,"R",185183,"R",0,"R",0,"R",1904848,"R",1904848,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",1904848,"R",1904848,"R",0,"R",0,"R",2064500,"R",1682117,"R",381028,"Z",0,"Z",0,"Z",0,"R",1355,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",589901,"R",369245,"R",83640,"Z",0,"R",19324,"Z",0,"R",117692,"R",21235,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21235,"R",94233,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",94233,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",2769869,"R",2051362,"R",464668,"R",0,"R",19324,"Z",0,"R",234515,"A",,"A",,-2
203368,"R",162153183,"R",360323883,"R",95264267,"R",73364277,"R",176947445,"R",88112171,"R",75864649,"R",12247522,"R",265059616,"R",12143623,"R",206386125,"R",54602297,"A",,"R",213283,"R",0,"R",273345328,"R",98028950,"R",175316378,"R",0,"R",36463108,"R",86213719,"R",0,"R",-49750611,"R",314810227,"R",0,"R",265059616,"R",2382162,"R",563508,"R",0,"R",0,"R",6015282,"R",33357844,"R",42318796,"R",40829296,"R",1489500,"R",52184533,"R",52184533,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5084526,"R",5084526,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6137185,"R",1696858,"R",2700097,"R",1740230,"R",1890632,"R",128580,"R",21822,"R",1740230,"R",4246553,"R",1568278,"R",2678275,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-42147620,"R",-41880000,"R",-51335,"R",-216285,"R",0,"R",0,"R",13268193,"R",13268193,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1936291,"R",1936291,"R",0,"R",0,"R",36463108,"R",32290401,"R",2648762,"R",1523945,"R",2008504,"R",-2008504,"R",0,"R",36463108,"R",34298905,"R",640258,"R",1523945,"R",32692264,"R",17626867,"R",5601215,"R",3909025,"R",2050525,"R",1485427,"R",2019205,"R",4833296,"R",1395301,"R",464635,"R",309429,"R",130637,"R",22329,"R",2510965,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",11532236,"R",4273275,"R",1386503,"R",947664,"R",1563921,"R",267311,"R",3093562,"R",12105522,"R",5591505,"R",1730850,"R",1240001,"R",773463,"R",132203,"R",2637500,"R",11008455,"R",4795167,"R",1485645,"R",1063401,"R",430869,"R",73646,"R",3159727,"R",11564979,"R",2190295,"R",710950,"R",3513398,"R",1082978,"R",1035935,"R",3031423,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2568158,"R",919717,"R",-12482580,"R",400062,"R",0,"R",8594643,"R",2476967,"R",0,"R",0,"R",1499662,"R",421857,"R",555448,"R",0,"R",86213719,"R",38440568,"R",12299515,"R",0,"R",6854312,"R",3572299,"R",25047025,"R",177145420,"R",131423642, 1
203535,"R",251122982,"R",565708744,"R",201058208,"A",,"R",189364712,"R",175285824,"R",120990899,"A",,"R",364650536,"R",1589553,"R",234641627,"R",40441223,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",28183512,"R",84769192,"R",-7349127,"R",-63934807,"R",428585343,"R",0,"R",364650536,"R",457311,"R",274195,"R",365809,"R",285267,"R",3601523,"R",15255599,"R",20239704,"R",19028756,"R",0,"R",43539384,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",699305,"A",,"A",,"A",,"R",24314,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",19130123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-52097957,"A",,"A",,"A",,"R",466139,"A",,"R",14877893,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",1544311,"A",,"A",,"A",,"R",28183512,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29967697,"R",16149297,"R",4579196,"R",2174947,"R",2251983,"R",1961254,"R",2851020,"R",393258,"R",123900,"R",24184,"R",0,"R",0,"R",0,"R",245174,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5930927,"R",2322210,"R",664016,"R",636905,"R",944766,"R",0,"R",1363030,"R",19900569,"R",5336301,"R",1621323,"R",2337984,"R",2244586,"R",2593917,"R",5766458,"R",11535781,"R",5128478,"R",1886653,"R",246386,"R",450558,"R",316331,"R",3507375,"R",17040960,"R",2076749,"R",531416,"R",0,"R",2225099,"R",1455124,"R",10752572,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3955680,"R",1380296,"R",-5396222,"R",0,"R",0,"R",60246,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",84769192,"R",35092615,"R",10687084,"R",0,"R",8116992,"R",6326626,"R",24545875,"R",188695722,"R",151055850, 1
203544,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12227420,"R",12817960,"A",,"A",,"A",,"A",,"A",,"R",656673,"Z",0,"Z",0,"Z",0,"R",328569,"Z",0,"R",985242,"R",985242,"Z",0,"R",6464246,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",4380000,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",236059,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"R",1147115,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",12227420,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6305925,"R",4651793,"R",1194382,"Z",0,"R",43449,"Z",0,"R",416301,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1293401,"R",532882,"R",168184,"Z",0,"R",19413,"Z",0,"R",572922,"R",1663142,"R",914546,"R",242298,"Z",0,"R",6977,"Z",0,"R",499321,"R",2157580,"R",483965,"R",237218,"Z",0,"R",726048,"Z",0,"R",710349,"R",1397912,"R",180397,"R",42205,"Z",0,"R",240,"Z",0,"R",1175070,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",12817960,"R",6763583,"R",1884287,"R",0,"R",796127,"Z",0,"R",3373963,"R",1474932,"R",1398586, 1
203580,"R",32757734,"R",72686361,"R",32645466,"R",27613561,"R",9737143,"R",30303752,"R",23355667,"R",6948085,"R",40040895,"R",3214996,"R",34662294,"R",11151229,"A",,"R",210062,"R",208500,"R",49447081,"R",18271824,"R",31175257,"R",691428,"R",14419923,"R",24082135,"R",0,"R",-9662212,"R",49703107,"R",0,"R",40040895,"R",928762,"R",145478,"R",938702,"R",0,"R",541115,"R",9445728,"R",11999785,"R",11999785,"R",0,"R",11614307,"R",11614307,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126848,"R",0,"R",126848,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5471,"R",5471,"R",0,"R",0,"R",3751686,"R",1622187,"R",2051452,"R",78047,"R",3222324,"R",1551387,"R",1592890,"R",78047,"R",529362,"R",70800,"R",458562,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-5206928,"R",-94188,"R",645266,"R",-5758006,"R",265150,"R",265150,"R",3863389,"R",3863389,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14419923,"R",17276316,"R",2823566,"R",-5679959,"R",1479895,"R",-1479895,"R",0,"R",14419923,"R",18756211,"R",1343671,"R",-5679959,"R",6540268,"R",3545694,"R",778879,"R",764264,"R",597024,"R",223424,"R",630983,"R",17068,"R",500,"R",0,"R",0,"R",0,"R",0,"R",16568,"R",85872,"R",12328,"R",1952,"R",0,"R",0,"R",0,"R",71592,"R",1214942,"R",344693,"R",89538,"R",149856,"R",117063,"R",0,"R",513792,"R",6334753,"R",2095232,"R",556780,"R",831700,"R",649702,"R",497930,"R",1703409,"R",5457657,"R",2167141,"R",609693,"R",215417,"R",168279,"R",0,"R",2297127,"R",4431575,"R",515708,"R",142890,"R",374639,"R",292659,"R",632028,"R",2473651,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-2335876,"R",0,"R",0,"R",2335876,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24082135,"R",8681296,"R",2179732,"R",0,"R",1824727,"R",1353382,"R",10042998,"R",8998274,"R",5982263, 1
203757,"R",4814929,"R",29393335,"R",10923021,"R",7740000,"R",14558567,"R",3911747,"R",3465776,"R",445971,"R",18470314,"R",2077720,"R",12211996,"R",4303066,"A",,"R",0,"R",16000,"R",18608782,"R",4452980,"R",14155802,"R",0,"R",23666974,"R",22299122,"R",-1430967,"R",-63115,"R",18533429,"R",0,"R",18470314,"R",2728640,"R",1226613,"R",1810280,"Z",0,"R",231434,"R",746360,"R",6743327,"R",6743327,"Z",0,"R",16574324,"R",16574324,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",804299,"R",804299,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1106761,"R",821068,"R",195966,"R",89727,"R",880167,"R",631970,"R",158470,"R",89727,"R",226594,"R",189098,"R",37496,"R",0,"R",421666,"R",421666,"R",0,"R",0,"R",281659,"R",142921,"R",138738,"R",0,"R",0,"R",0,"R",313807,"R",313807,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4164458,"R",4451880,"R",-322994,"R",35572,"R",23666974,"R",23529965,"R",11710,"R",125299,"R",0,"Z",0,"Z",0,"R",23666974,"R",23529965,"R",11710,"R",125299,"R",9744366,"R",6818972,"R",1602961,"Z",0,"Z",0,"Z",0,"R",1322433,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1080988,"R",713572,"R",213227,"Z",0,"Z",0,"Z",0,"R",154189,"R",1739331,"R",1007787,"R",332942,"Z",0,"Z",0,"Z",0,"R",398602,"R",8999422,"R",1777062,"R",951631,"Z",0,"R",1178257,"R",248783,"R",4843689,"R",735015,"R",313478,"R",102346,"Z",0,"R",26862,"Z",0,"R",292329,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22299122,"R",10630871,"R",3203107,"R",0,"R",1205119,"R",248783,"R",7011242,"R",6922788,"R",5687793, 1
203775,"R",14957897,"R",68443122,"R",22031714,"A",,"R",28368697,"R",18042711,"R",15312994,"A",,"R",46411408,"R",3639307,"R",46901091,"R",21351196,"R",29448,"A",,"A",,"A",,"A",,"A",,"A",,"R",34871580,"R",38197102,"R",0,"R",-3325522,"R",49736930,"R",0,"R",46411408,"R",2001701,"R",385350,"R",2089417,"R",0,"R",10638085,"R",0,"R",15114553,"R",10638085,"R",0,"R",27533910,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",2111351,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-2307431,"A",,"A",,"A",,"R",0,"A",,"R",7533750,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",34871580,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15120856,"R",9623426,"R",3441500,"R",0,"R",855113,"R",0,"R",1200817,"R",57762,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57762,"R",186602,"R",0,"R",0,"R",0,"R",0,"R",0,"R",186602,"R",1111997,"R",578612,"R",206922,"R",0,"R",62885,"R",0,"R",263578,"R",3510655,"R",1508020,"R",539293,"R",0,"R",195377,"R",0,"R",1267965,"R",10796594,"R",3869992,"R",1383975,"R",0,"R",600858,"R",0,"R",4941769,"R",7412636,"R",994222,"R",355551,"R",0,"Z",0,"R",0,"R",6062863,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38197102,"R",16574272,"R",5927241,"R",0,"R",1714233,"R",0,"R",13981356,"R",18252810,"R",14957897, 1
