UNITID,XF1A01,F1A01,XF1A02,F1A02,XF1A03,F1A03,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A211,F1A211,XF1A212,F1A212,XF1A213,F1A213,XF1A214,F1A214,XF1A221,F1A221,XF1A222,F1A222,XF1A223,F1A223,XF1A224,F1A224,XF1A231,F1A231,XF1A232,F1A232,XF1A233,F1A233,XF1A234,F1A234,XF1A241,F1A241,XF1A242,F1A242,XF1A243,F1A243,XF1A244,F1A244,XF1A251,F1A251,XF1A252,F1A252,XF1A253,F1A253,XF1A254,F1A254,XF1A261,F1A261,XF1A262,F1A262,XF1A263,F1A263,XF1A264,F1A264,XF1A271,F1A271,XF1A272,F1A272,XF1A273,F1A273,XF1A274,F1A274,XF1A281,F1A281,XF1A282,F1A282,XF1A283,F1A283,XF1A284,F1A284,XF1A31,F1A31,XF1A324,F1A324,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1B26,F1B26,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C014,F1C014,XF1C015,F1C015,XF1C016,F1C016,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C024,F1C024,XF1C025,F1C025,XF1C026,F1C026,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C034,F1C034,XF1C035,F1C035,XF1C036,F1C036,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C054,F1C054,XF1C055,F1C055,XF1C056,F1C056,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C064,F1C064,XF1C065,F1C065,XF1C066,F1C066,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C074,F1C074,XF1C075,F1C075,XF1C076,F1C076,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C084,F1C084,XF1C085,F1C085,XF1C086,F1C086,XF1C091,F1C091,XF1C094,F1C094,XF1C101,F1C101,XF1C102,F1C102,XF1C103,F1C103,XF1C104,F1C104,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C114,F1C114,XF1C115,F1C115,XF1C116,F1C116,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C124,F1C124,XF1C125,F1C125,XF1C126,F1C126,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C134,F1C134,XF1C135,F1C135,XF1C136,F1C136,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C144,F1C144,XF1C145,F1C145,XF1C146,F1C146,XF1C151,F1C151,XF1C152,F1C152,XF1C153,F1C153,XF1C154,F1C154,XF1C155,F1C155,XF1C161,F1C161,XF1C165,F1C165,XF1C171,F1C171,XF1C172,F1C172,XF1C173,F1C173,XF1C174,F1C174,XF1C175,F1C175,XF1C181,F1C181,XF1C182,F1C182,XF1C183,F1C183,XF1C184,F1C184,XF1C185,F1C185,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C194,F1C194,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
100654,"R",57734244,"R",181796905,"R",72506144,"R",753914,"R",110044675,"R",167778919,"R",3286666,"R",29860499,"R",33147165,"R",63267866,"R",0,"R",63267866,"R",96415031,"R",42736229,"R",38931871,"Z",0,"R",-10304212,"R",71363888,"R",4982207,"Z",0,"R",0,"R",4982207,"R",0,"Z",0,"R",0,"Z",0,"R",140586443,"R",421913,"R",0,"R",141008356,"R",10138561,"R",1174003,"R",0,"R",11312564,"R",13523000,"R",1271362,"R",987685,"R",13806677,"R",0,"Z",0,"R",0,"Z",0,"R",6363582,"R",5433519,"R",1110000,"R",10687101,"R",67812237,"R",4693907,"R",0,"R",72506144,"R",109290761,"A",,"A",,"A",,"R",29114837,"R",19418084,"R",2143603,"R",3076786,"A",,"A",,"R",9346291,"R",0,"R",0,"R",1847179,"R",64946780,"R",3910526,"R",52786936,"R",0,"R",9538941,"R",0,"R",0,"R",0,"R",563206,"R",5586227,"R",72385836,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137332616,"A",,"R",29630163,"R",22397770,"R",6182414,"R",0,"R",1049979,"A",,"R",13102431,"R",6220621,"R",1204327,"R",0,"R",5677483,"A",,"R",13564296,"R",7714810,"R",1870385,"R",0,"R",3979101,"A",,"R",7986681,"R",4546893,"R",1141852,"R",0,"R",2297936,"A",,"R",9783591,"R",5242152,"R",1369231,"R",0,"R",3172208,"A",,"R",21828653,"R",8699323,"R",3760333,"R",0,"R",9368997,"A",,"R",7838269,"R",3043379,"R",874813,"R",0,"R",3920077,"A",,"R",4797652,"R",4797652,"R",11154715,"A",,"A",,"A",,"R",11154715,"R",9205557,"R",2783819,"R",570875,"R",0,"R",5850863,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",128892008,"R",60648767,"R",16974230,"R",4797652,"R",46471359,"R",3273806,"R",3273806,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3273806,"R",0,"R",0,"R",0,"R",3273806,"R",132165814,"R",60648767,"R",16974230,"R",4797652,"R",49745165,"R",137332616,"R",132165814,"R",5166802,"R",54870981,"R",11326105,"R",71363888,"R",9538941,"R",1615774,"R",0,"R",0,"R",0,"R",6787493,"R",17942208,"R",6787493,"R",0,"R",6787493,"R",11154715,2 ,"A",,"A",
100663,"R",605129452,"R",2670586225,"R",1228205324,"R",1096647492,"R",2539028393,"R",3144157845,"R",23755305,"R",303337820,"R",327093125,"R",712248464,"R",16618729,"R",728867193,"R",1055960318,"R",730562480,"R",200791863,"R",222397229,"R",934445955,"R",2088197527,"R",70170709,"R",12236826,"R",640050,"R",81767485,"R",87895035,"R",4032760,"R",0,"R",91927795,"R",1514369630,"R",159220245,"R",5482875,"R",1668107000,"R",590251734,"R",82144033,"R",69411245,"R",602984522,"R",76337347,"R",4940731,"R",0,"R",81278078,"R",0,"R",0,"R",0,"R",0,"R",111008822,"R",100948752,"R",67436229,"R",144521345,"R",1145141913,"R",152042322,"R",68978911,"R",1228205324,"R",1442380901,"A",,"A",,"A",,"R",77975763,"R",395230152,"R",4838521,"R",76412570,"A",,"A",,"R",19018981,"R",864019507,"R",50025572,"R",352932309,"R",1840453375,"R",0,"R",358088951,"R",0,"R",10572826,"R",124584,"R",432730,"R",28536648,"R",-136413807,"R",26730578,"R",288072510,"R",5096600,"R",19099511,"R",5235022,"R",768900,"R",30200033,"R",2158725918,"A",,"R",244233024,"R",168319388,"R",43742979,"Z",0,"R",32170657,"A",,"R",317196046,"R",165274354,"R",32798643,"Z",0,"R",119123049,"A",,"R",89549016,"R",37943208,"R",10048031,"Z",0,"R",41557777,"A",,"R",385339986,"R",85968330,"R",20843829,"Z",0,"R",278527827,"A",,"R",23774219,"R",11595308,"R",2960200,"Z",0,"R",9218711,"A",,"R",91651744,"R",53108247,"R",15903088,"Z",0,"R",22640409,"A",,"R",59013730,"R",23711815,"R",6391885,"Z",0,"R",28910030,"A",,"R",111343621,"R",111343621,"R",20498768,"A",,"A",,"A",,"R",20498768,"R",31337276,"R",12402587,"R",3382408,"Z",0,"R",15552281,"A",,"R",812346578,"R",350562505,"R",105470100,"Z",0,"R",356313973,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",2186284008,"R",908885742,"R",241541163,"R",111343621,"R",924513482,"R",27375953,"R",27375953,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27375953,"R",0,"R",0,"R",0,"R",27375953,"R",2213659961,"R",908885742,"R",241541163,"R",111343621,"R",951889435,"R",2158725918,"R",2213659961,"R",-54934043,"R",2040399936,"R",102731634,"R",2088197527,"R",9108418,"R",10633729,"R",686006,"R",664530,"R",7797044,"R",23002420,"R",51892147,"R",29135838,"R",2257541,"R",31393379,"R",20498768,1 ,"R",400677321,"R",330920594
100706,"R",80489781,"R",345022010,"R",153787608,"R",60910176,"R",252144578,"R",332634359,"R",2125000,"R",37447189,"R",39572189,"R",52486000,"R",0,"R",52486000,"R",92058189,"R",139604839,"R",7035194,"R",2537233,"R",91398904,"R",240576170,"R",9911987,"R",1592695,"R",156259,"R",11348423,"R",0,"R",0,"R",0,"R",0,"R",185116914,"R",55812512,"R",0,"R",240929426,"R",58309579,"R",1758600,"R",1369408,"R",58698771,"R",24787538,"R",1508452,"R",0,"R",26295990,"R",0,"R",0,"R",0,"R",0,"R",49202375,"R",7352215,"R",48805190,"R",7749400,"R",142769049,"R",11684932,"R",666373,"R",153787608,"R",191234402,"A",,"A",,"A",,"R",32067025,"R",59212310,"R",5408206,"R",3001434,"A",,"A",,"R",5596733,"R",0,"R",0,"R",2236694,"R",107522402,"R",0,"R",58100801,"R",0,"R",4306328,"R",0,"R",0,"R",2739818,"R",-8114771,"R",0,"R",57032176,"R",0,"R",11473364,"R",388807,"R",0,"R",11862171,"R",176416749,"A",,"R",43779703,"R",30422558,"R",9149211,"R",0,"R",4207934,"A",,"R",64417660,"R",39074619,"R",10584175,"R",0,"R",14758866,"A",,"R",462367,"R",179517,"R",69615,"R",0,"R",213235,"A",,"R",7483125,"R",4568498,"R",1309957,"R",0,"R",1604670,"A",,"R",10740295,"R",4801206,"R",1348189,"R",0,"R",4590900,"A",,"R",15250766,"R",8940629,"R",3626099,"R",0,"R",2684038,"A",,"R",9952047,"R",3448002,"R",1210066,"R",0,"R",5293979,"A",,"R",11684932,"R",11684932,"R",510664,"A",,"A",,"A",,"R",510664,"R",2516492,"R",768375,"R",195727,"R",0,"R",1552390,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",166798051,"R",92203404,"R",27493039,"R",11684932,"R",35416676,"R",2384569,"R",2384569,"R",471496,"R",0,"R",0,"R",0,"R",471496,"R",2856065,"R",0,"R",0,"R",0,"R",2856065,"R",169654116,"R",92203404,"R",27493039,"R",11684932,"R",38272741,"R",176416749,"R",169654116,"R",6762633,"R",233813537,"R",0,"R",240576170,"R",4306328,"R",511676,"R",59430,"R",0,"R",1105810,"R",4741270,"R",10724514,"R",9789836,"R",424014,"R",10213850,"R",510664,1 ,"R",48412234,"R",41293561
100724,"R",141672522,"R",221702480,"R",81529228,"R",6850797,"R",147024049,"R",288696571,"R",2022000,"R",16873375,"R",18895375,"R",133087013,"R",2093307,"R",135180320,"R",154075695,"R",87639389,"R",17411250,"R",0,"R",29570237,"R",134620876,"R",14292222,"R",1184864,"R",0,"R",15477086,"R",7208634,"R",3656757,"R",0,"R",10865391,"R",87206435,"R",52141363,"R",0,"R",139347798,"R",21861076,"R",952912,"R",639532,"R",22174456,"R",9245745,"R",243021,"R",0,"R",9488766,"R",0,"Z",0,"R",0,"Z",0,"R",30780262,"R",21092464,"R",27523743,"R",24348983,"R",77028702,"R",5119465,"R",618939,"R",81529228,"R",140173252,"A",,"A",,"A",,"R",29698022,"R",12156204,"R",35472011,"R",1725513,"A",,"A",,"R",12179958,"R",0,"R",0,"R",15124188,"R",106355896,"Z",0,"R",49166559,"Z",0,"R",12051242,"Z",0,"Z",0,"R",322604,"R",809950,"R",0,"R",62350355,"R",0,"R",0,"R",0,"R",0,"R",0,"R",168706251,"A",,"R",32078272,"R",22770865,"R",5379240,"Z",0,"R",3928167,"A",,"R",2307385,"R",829261,"R",211279,"Z",0,"R",1266845,"A",,"R",3803057,"R",1096788,"R",271408,"Z",0,"R",2434861,"A",,"R",7129556,"R",3997890,"R",983080,"Z",0,"R",2148586,"A",,"R",10745028,"R",5696741,"R",2037261,"Z",0,"R",3011026,"A",,"R",21420038,"R",8825536,"R",3469786,"Z",0,"R",9124716,"A",,"R",9311408,"R",2137009,"R",700017,"Z",0,"R",6474382,"A",,"R",5119465,"R",5119465,"R",14580821,"A",,"A",,"A",,"R",14580821,"R",10561306,"R",3365162,"R",1092520,"Z",0,"R",6103624,"A",,"R",0,"R",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",117056336,"R",48719252,"R",14144591,"R",5119465,"R",49073028,"R",5565630,"R",5565630,"R",340761,"R",0,"R",0,"R",0,"R",340761,"R",5906391,"R",0,"R",0,"R",0,"R",5906391,"R",122962727,"R",48719252,"R",14144591,"R",5119465,"R",54979419,"R",168706251,"R",122962727,"R",45743524,"R",101251198,"R",-12373846,"R",134620876,"R",12051242,"R",385995,"R",12500,"R",0,"R",2131084,"R",6594570,"R",21175391,"R",3627013,"R",2967557,"R",6594570,"R",14580821,1 ,"R",52466420,"R",51641547
100733,"R",4851474,"R",2530783,"R",1707675,"R",7912130,"R",8735238,"R",13586712,"R",0,"R",2793820,"R",2793820,"R",0,"R",0,"R",0,"R",2793820,"R",823108,"R",0,"R",0,"R",9969784,"R",10792892,"R",106750,"R",0,"R",0,"R",106750,"R",56543,"R",0,"R",0,"R",56543,"R",1750878,"R",0,"R",0,"R",1750878,"R",797936,"R",20908,"R",216764,"R",602080,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14532,"R",0,"R",14532,"R",1756563,"R",156137,"R",205025,"R",1707675,"R",823108,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",13541426,"R",13541426,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-341310,"R",31955,"R",-309355,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13232071,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",12283104,"R",7705024,"R",2476391,"R",156136,"R",1945553,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12283104,"R",7705024,"R",2476391,"R",156136,"R",1945553,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12283104,"R",7705024,"R",2476391,"R",156136,"R",1945553,"R",13232071,"R",12283104,"R",948967,"R",9843926,"R",-1,"R",10792892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,2 ,"A",,"A",
100751,"R",322516999,"R",1230827194,"R",395036939,"R",774470495,"R",1610260750,"R",1932777749,"R",4867545,"R",209397987,"R",214265532,"R",361756627,"R",16247920,"R",378004547,"R",592270079,"R",478161759,"R",315077098,"R",260258054,"R",287010759,"R",1340507670,"R",32335915,"R",10283993,"R",28088,"R",42591820,"R",25237076,"R",3852499,"R",0,"R",29089575,"R",807769568,"R",39126348,"R",8282328,"R",838613588,"R",107070734,"R",6025788,"R",7846347,"R",105250175,"R",103248560,"R",1175217,"R",7341,"R",104416436,"Z",0,"Z",0,"Z",0,"Z",0,"R",72897147,"R",80947121,"R",42978668,"R",110865600,"R",371410252,"R",30545927,"R",6919240,"R",395036939,"R",835790255,"A",,"A",,"A",,"R",193516439,"R",34616639,"R",18551686,"R",4091619,"A",,"A",,"R",80215194,"R",0,"R",0,"R",58846569,"R",389838146,"R",0,"R",199417373,"R",0,"R",15888773,"R",253500,"R",616133,"R",35997781,"R",-96804836,"R",1747639,"R",157116363,"R",0,"R",37960384,"R",18965286,"R",2069340,"R",58995010,"R",605949519,"A",,"R",191625311,"R",124036815,"R",37720123,"R",0,"R",29868373,"A",,"R",35531900,"R",11806285,"R",4062814,"R",0,"R",19662801,"A",,"R",40663763,"R",22358154,"R",6681847,"R",0,"R",11623762,"A",,"R",61957983,"R",29902307,"R",13649144,"R",0,"R",18406532,"A",,"R",29339349,"R",15501983,"R",4351885,"R",0,"R",9485481,"A",,"R",59956291,"R",28752668,"R",20694717,"R",0,"R",10508906,"A",,"R",54740146,"R",25440091,"R",8340231,"R",0,"R",20959824,"A",,"R",30545927,"R",30545927,"R",14214342,"A",,"A",,"A",,"R",14214342,"R",90258841,"R",30973929,"R",7059820,"R",0,"R",52225092,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",608833853,"R",288772232,"R",102560581,"R",30545927,"R",186955113,"R",18027317,"R",18027317,"R",2638918,"R",0,"R",0,"R",0,"R",2638918,"R",20666235,"R",0,"R",0,"R",0,"R",20666235,"R",629500088,"R",288772232,"R",102560581,"R",30545927,"R",207621348,"R",605949519,"R",629500088,"R",-23550569,"R",1379922013,"R",-15863774,"R",1340507670,"R",12663197,"R",3200576,"R",615333,"R",0,"R",10685890,"R",39140280,"R",66305276,"R",45731438,"R",6359496,"R",52090934,"R",14214342,1 ,"R",516495678,"R",516270624
100760,"R",9504048,"A",,"A",,"R",843275,"R",21611572,"R",31115620,"R",360000,"R",1953071,"R",2313071,"R",7340000,"R",472496,"R",7812496,"R",10125567,"R",13249602,"R",1124808,"R",500,"R",6615143,"R",20990053,"A",,"A",,"A",,"R",1618974,"A",,"A",,"A",,"R",2053646,"A",,"A",,"A",,"R",24048930,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",522171,"A",,"A",,"A",,"R",12363594,"R",20768297,"R",4888170,"Z",0,"Z",0,"R",2619734,"R",1900421,"R",838408,"R",72751,"Z",0,"R",72751,"R",226249,"A",,"A",,"R",40994,"R",5698557,"Z",0,"R",11169048,"Z",0,"R",3934122,"Z",0,"Z",0,"Z",0,"R",214236,"R",258208,"R",15575614,"Z",0,"R",170239,"Z",0,"R",0,"R",170239,"R",21444410,"Z",0,"R",10371193,"R",5904742,"R",1644933,"R",783491,"R",1125402,"R",912625,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",63340,"R",16692,"R",3048,"R",12844,"R",15795,"R",14961,"R",1124995,"R",586247,"R",204656,"R",89909,"R",139456,"R",104727,"R",1927871,"R",910259,"R",360426,"R",141285,"R",351329,"R",164572,"R",2476785,"R",1116266,"R",424714,"R",192662,"R",518727,"R",224416,"A",,"R",359521,"R",150543,"Z",0,"R",986042,"R",-1496106,"A",,"A",,"R",2779686,"A",,"A",,"A",,"R",2779686,"R",879775,"R",324245,"R",121096,"R",64221,"R",295408,"R",74805,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19623645,"R",9217972,"R",2909416,"R",1284412,"R",6211845,"R",354518,"R",354518,"R",173642,"R",0,"R",0,"R",0,"R",173642,"R",528160,"R",0,"R",0,"R",0,"R",528160,"R",20151805,"R",9217972,"R",2909416,"R",1284412,"R",6740005,"R",21444410,"R",20151805,"R",1292605,"R",19697448,"R",0,"R",20990053,"R",3934122,"R",90893,"R",121429,"Z",0,"R",3005,"R",1181258,"R",5330707,"R",2551021,"R",0,"R",2551021,"R",2779686,1 ,"R",186521,"R",186512
100812,"R",24838479,"A",,"A",,"R",150745,"R",16771908,"R",41610387,"R",460000,"R",4637492,"R",5097492,"R",12405000,"R",687500,"R",13092500,"R",18189992,"R",15006163,"R",-1060689,"Z",0,"R",9474921,"R",23420395,"A",,"A",,"A",,"R",1325714,"A",,"A",,"A",,"R",1122155,"A",,"A",,"A",,"R",18004713,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2509360,"A",,"A",,"A",,"R",9819658,"R",16621163,"R",3478880,"Z",0,"Z",0,"R",4951823,"R",12333600,"R",1633845,"R",144758,"R",144758,"Z",0,"R",196795,"Z",0,"Z",0,"R",7115,"R",19267936,"Z",0,"R",15148593,"Z",0,"R",2908439,"Z",0,"Z",0,"Z",0,"R",669001,"R",105307,"R",18831340,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",38099276,"Z",0,"R",15720716,"R",9538855,"R",2779987,"R",321330,"R",1769296,"R",1311248,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2139536,"R",1173583,"R",385436,"R",57125,"R",290281,"R",233111,"R",2212908,"R",1461354,"R",510201,"R",28560,"R",96234,"R",116559,"R",6091964,"R",2017895,"R",774706,"R",307047,"R",1739344,"R",1252972,"A",,"R",1272956,"R",527555,"Z",0,"R",1113379,"R",-2913890,"A",,"A",,"R",8393096,"A",,"A",,"A",,"R",8393096,"R",61776,"R",22480,"R",10282,"Z",0,"R",29014,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34619996,"R",15487123,"R",4988167,"R",714062,"R",13430644,"R",603639,"R",603639,"R",298394,"R",0,"R",0,"R",0,"R",298394,"R",902033,"R",0,"R",0,"R",0,"R",902033,"R",35522029,"R",15487123,"R",4988167,"R",714062,"R",14332677,"R",38099276,"R",35522029,"R",2577247,"R",20843148,"R",0,"R",23420395,"R",2908439,"R",11456221,"R",192956,"Z",0,"Z",0,"R",511332,"R",15068948,"R",6675852,"R",0,"R",6675852,"R",8393096,1 ,"R",1254890,"R",1614386
100830,"R",12733571,"R",84772678,"R",48313908,"R",39758001,"R",76216771,"R",88950342,"R",260000,"R",15274859,"R",15534859,"R",1245000,"R",20120373,"R",21365373,"R",36900232,"R",14719655,"R",24478853,"R",4915723,"R",7935879,"R",52050110,"R",1085032,"Z",0,"R",0,"R",1085032,"R",1471207,"Z",0,"R",0,"R",1471207,"R",54151052,"Z",0,"R",0,"R",54151052,"R",5332920,"R",997180,"R",238200,"R",6091900,"R",21549469,"R",695019,"R",271001,"R",21973487,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",46195968,"R",2576821,"R",458882,"R",48313907,"R",36458770,"A",,"A",,"A",,"R",18777456,"R",6457907,"R",13244448,"R",244413,"A",,"A",,"R",4691833,"R",0,"R",0,"R",3616728,"R",47032785,"R",0,"R",31026696,"Z",0,"R",4124101,"Z",0,"Z",0,"R",-239424,"R",1731574,"R",0,"R",36642947,"Z",0,"R",23677,"R",62517,"R",0,"R",86194,"R",83761926,"A",,"R",24497371,"R",18156685,"R",4463363,"Z",0,"R",1877323,"A",,"R",217794,"R",97097,"R",20454,"Z",0,"R",100243,"A",,"R",17723104,"R",3859668,"R",920375,"Z",0,"R",12943061,"A",,"R",2803516,"R",1853753,"R",479809,"Z",0,"R",469954,"A",,"R",4260810,"R",2637833,"R",719405,"Z",0,"R",903572,"A",,"R",8806138,"R",4695731,"R",2207676,"Z",0,"R",1902731,"A",,"R",5563416,"R",1439480,"R",531567,"Z",0,"R",3592369,"A",,"R",2576821,"R",2576821,"R",3197163,"A",,"A",,"A",,"R",3197163,"R",5866531,"R",878989,"R",205845,"Z",0,"R",4781697,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",2264487,"R",1254845,"R",426515,"R",0,"R",583127,"A",,"R",77777151,"R",34874081,"R",9975009,"R",2576821,"R",30351240,"R",1296444,"R",1296444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1296444,"R",0,"R",0,"R",0,"R",1296444,"R",79073595,"R",34874081,"R",9975009,"R",2576821,"R",31647684,"R",83761926,"R",79073595,"R",4688331,"R",51485880,"R",-4124101,"R",52050110,"R",4124101,"R",220681,"R",243986,"R",0,"R",695813,"R",2508088,"R",7792669,"R",4428960,"R",166546,"R",4595506,"R",3197163,1 ,"R",37037175,"R",33187631
