UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
153533,"R",29966397,"R",33579880,"R",1612266,"R",35192146,"R",65158543,"R",1507106,"R",2370000,"R",5016719,"R",7386719,"R",21150661,"R",2502982,"R",23653643,"R",31040362,"R",7329888,"R",27579151,"R",1689295,"R",1000000,"R",-1973047,"R",28295399,"R",1385940,"R",3731558,"R",43968676,"R",10754079,"R",1202493,"R",61042746,"R",27462866,"R",0,"R",0,"R",37981301,"R",38121468,"R",-140167,"R",28435566,"R",0,"R",28295399,"R",5198937,"R",1786801,"R",1377003,"Z",0,"Z",0,"Z",0,"R",4205710,"A",,"Z",0,"A",,"R",4703765,"R",17272216,"R",0,"R",12236246,"R",5713491,"R",2717933,"Z",0,"Z",0,"Z",0,"R",41415,"R",0,"R",20709085,"R",37981301,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37981301,"R",12215934,"R",7144057,"Z",0,"Z",0,"R",1485897,"R",103239,"R",607526,"R",368266,"R",2168918,"R",1223912,"R",13479276,"R",4362328,"R",444360,"R",5095128,"R",1124407,"A",,"A",,"A",,"A",,"R",2624429,"R",0,"R",38121468,"R",14326209,"R",6672350,"R",11705556,"R",1871985,"R",368937,"R",3176431,1 ,"R",255320,"R",4163257,"R",1419543,"R",1507106,"R",2717933,"R",43918,"R",331873,"Z",0,"Z",0,"R",1630781,"R",4724505,"R",2946076,"R",1334069,"R",4280145,"R",444360,1 ,"R",7838279,"R",7392785
153603,"R",273437704,"R",1351786480,"R",737071525,"R",2088858005,"R",2362295709,"R",13741879,"R",28784240,"R",210537684,"R",239321924,"R",518698819,"R",135677769,"R",654376588,"R",893698512,"R",4269087,"R",896085898,"R",38703228,"R",28959984,"R",514320879,"R",1478069989,"R",54824537,"R",284918606,"R",1666470363,"R",551214121,"R",92945468,"R",2650373095,"R",1303388797,"R",4802182,"R",0,"R",1266140792,"R",1198261445,"R",67879347,"R",1410190642,"R",0,"R",1478069989,"R",329318063,"R",159338197,"R",18761575,"R",31502744,"R",105874,"R",31396870,"R",219364747,"R",0,"R",76286422,"R",43048453,"R",24999862,"R",902620063,"R",0,"R",251782168,"R",0,"R",24901496,"R",0,"R",0,"R",55565710,"R",7784513,"R",886984,"R",340920871,"R",1243540934,"R",11000000,"R",10548025,"R",0,"R",1051833,"R",22599858,"R",1266140792,"R",317833742,"R",194733688,"R",208249931,"R",91621633,"R",93313735,"R",39476076,"R",208596625,"R",93035736,"R",42062583,"R",17649332,"R",51868509,"R",30574715,"R",30158167,"R",192892925,"R",68143396,"R",0,"R",0,"R",50860602,"R",20740869,"R",2424626,"R",0,"R",1198261445,"R",555975445,"R",168278740,"R",72013203,"R",88387515,"R",18064930,"R",295541612,1 ,"R",3581048,"R",24620553,"R",2049074,"R",10579127,"R",24900142,"R",2215393,"R",2495691,"R",0,"R",18585283,"R",106034527,"R",154231036,"R",117635776,"R",6437093,"R",124072869,"R",30158167,1 ,"R",711740677,"R",699370690
153630,"R",72358842,"R",131727734,"R",1264635,"R",132992369,"R",205351211,"R",2176201,"R",6780000,"R",25062420,"R",31842420,"R",84596627,"R",11547017,"R",96143644,"R",127986064,"R",14639677,"R",31870429,"R",11988925,"Z",0,"R",21042317,"R",64901671,"R",560164,"R",46144719,"R",117941852,"R",10557063,"R",5828990,"R",181032788,"R",51644569,"Z",0,"R",691200,"R",71654610,"R",64927058,"R",6727552,"R",56339186,"R",1834933,"R",64901671,"R",16191960,"R",2338360,"R",863256,"Z",0,"Z",0,"Z",0,"R",9515907,"A",,"Z",0,"A",,"R",2840611,"R",31750094,"Z",0,"R",15752992,"R",14079386,"R",9993985,"Z",0,"Z",0,"R",0,"R",72560,"R",5593,"R",39904516,"R",71654610,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71654610,"R",24874091,"R",12336789,"Z",0,"Z",0,"R",4594601,"R",1970347,"R",5221281,"R",1211401,"R",5859470,"R",2864552,"R",14527521,"R",3276742,"R",29731,"R",9820363,"R",2463127,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",64927058,"R",24122958,"R",11563876,"R",7294511,"R",5170396,"R",2687958,"R",14087359,1 ,"R",913714,"R",7994386,"R",665342,"R",2176201,"R",9993985,"Z",0,"R",1201917,"Z",0,"Z",0,"R",0,"R",11195902,"R",7060815,"R",4105356,"R",11166171,"R",29731,1 ,"R",11063638,"R",11731596
153658,"R",818986000,"R",2524995000,"R",2940135000,"R",5465130000,"R",6284116000,"R",32675000,"R",64715000,"R",642864000,"R",707579000,"R",1248375000,"R",298892000,"R",1547267000,"R",2254846000,"R",9308000,"R",2368562000,"R",408879000,"R",44562000,"R",1230634000,"R",4052637000,"R",88272000,"R",618953000,"R",3507548000,"R",1085424000,"R",695327000,"R",5995524000,"R",2405188000,"R",56674000,"R",0,"R",3366064000,"R",3112120000,"R",253944000,"R",3798693000,"R",0,"R",4052637000,"R",385185000,"R",269003000,"R",19901000,"R",53150000,"R",0,"R",53150000,"R",197017000,"R",1789411000,"R",0,"R",0,"R",150324000,"R",2863991000,"R",0,"R",242855000,"R",0,"R",17310000,"R",0,"R",0,"R",88939000,"R",43730000,"R",0,"R",392834000,"R",3256825000,"R",19383000,"R",15694000,"R",0,"R",74162000,"R",109239000,"R",3366064000,"R",398540000,"R",232047000,"R",380826000,"R",170062000,"R",111121000,"R",45739000,"R",150113000,"R",76193000,"R",42059000,"R",17273000,"R",76988000,"R",40071000,"R",30234000,"R",219183000,"R",58485000,"R",1648356000,"R",670640000,"R",0,"R",0,"R",54700000,"R",0,"R",3112120000,"R",1310510000,"R",456183000,"R",185943000,"R",196888000,"R",31378000,"R",931218000,1 ,"R",7010000,"R",53461000,"R",4449000,"R",19872000,"R",17310000,"R",5425000,"R",1904000,"R",0,"R",106416000,"R",17649000,"R",148704000,"R",109262000,"R",9208000,"R",118470000,"R",30234000,1 ,"R",1263043000,"R",1259309000
153737,"R",103102349,"R",230807647,"R",30635132,"R",261442779,"R",364545128,"R",1983886,"R",8377334,"R",52021697,"R",60399031,"R",127912876,"R",60079616,"R",187992492,"R",248391523,"R",1435505,"R",125771177,"R",8227154,"R",0,"R",-17296345,"R",116701986,"R",6242592,"R",110460130,"R",210048978,"R",27248706,"R",1071148,"R",355071554,"R",116950167,"R",0,"R",0,"R",155538038,"R",151631979,"R",3906059,"R",113854429,"R",-1058502,"R",116701986,"R",25624454,"R",626356,"R",0,"R",6541684,"R",6541684,"R",0,"R",17784843,"A",,"R",1154577,"A",,"R",11298046,"R",63029960,"R",0,"R",40286090,"R",24058881,"R",17958236,"R",0,"R",0,"R",3614927,"R",418148,"R",923265,"R",87259547,"R",150289507,"R",0,"R",0,"R",0,"R",5248531,"R",5248531,"R",155538038,"R",64151793,"R",40799875,"R",0,"R",0,"R",0,"R",0,"R",2270960,"R",1269473,"R",6999807,"R",4252595,"R",51934977,"R",10705792,"R",0,"R",19144641,"R",4258578,"A",,"A",,"A",,"A",,"R",7129801,"R",2617060,"R",151631979,"R",63903373,"R",19564072,"R",8899264,"R",10942999,"R",1023908,"R",47298363,1 ,"R",963744,"R",12286595,"R",1435505,"R",1983886,"R",17599160,"R",359076,"R",1872590,"R",0,"R",799280,"R",2850821,"R",23480927,"R",23480927,"R",0,"R",23480927,"R",0,1 ,"R",26552417,"R",25036381
153922,"R",17200520,"R",36389370,"R",0,"R",36389370,"R",53589890,"R",535622,"R",3225550,"R",3356546,"R",6582096,"R",8587775,"R",4347335,"R",12935110,"R",19517206,"R",5302762,"R",27837245,"R",1299235,"R",163892,"R",5172,"R",29305544,"R",2133692,"R",0,"R",50276159,"R",4690100,"R",278529,"R",57378480,"R",21223880,"Z",0,"Z",0,"R",29285930,"R",27012813,"R",2273117,"R",27032428,"R",-1,"R",29305544,"R",4244825,"R",3569861,"R",898324,"R",0,"R",0,"R",0,"R",3060038,"A",,"R",0,"A",,"R",1401909,"R",13174957,"R",0,"R",6582822,"R",5552677,"R",2558932,"R",451361,"R",0,"R",935595,"R",29586,"R",0,"R",16110973,"R",29285930,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29285930,"R",7955384,"R",4865940,"R",0,"R",0,"R",0,"R",0,"R",2196314,"R",958490,"R",1346709,"R",860303,"R",4466791,"R",2014733,"R",3785071,"R",3013089,"R",743818,"A",,"A",,"A",,"A",,"R",4249455,"R",659680,"R",27012813,"R",10102964,"R",3737581,"R",1979603,"R",1762386,"R",438144,"R",8992135,1 ,"R",-146105,"R",3203506,"R",320158,"R",535622,"R",2314741,"R",244190,"R",451361,"R",0,"R",935595,"R",349097,"R",4294984,"R",509913,"Z",0,"R",509913,"R",3785071,2 ,"A",,"A",
154059,"R",39660603,"R",44013908,"R",2938048,"R",46951956,"R",86612559,"R",1023090,"R",1840000,"R",5003588,"R",6843588,"R",32280000,"R",8796233,"R",41076233,"R",47919821,"R",5145160,"R",18873908,"R",7424364,"R",0,"R",8272396,"R",34570668,"R",340756,"R",2724445,"R",59086431,"R",7511385,"R",851051,"R",70514068,"R",26637443,"R",137283,"Z",0,"R",40185226,"R",38889450,"R",1295776,"R",32947471,"R",327421,"R",34570668,"R",8286884,"R",2647188,"R",0,"R",0,"R",0,"R",0,"R",5179735,"A",,"R",155583,"A",,"R",3498039,"R",19767429,"R",0,"R",11730098,"R",4704382,"R",3046406,"R",0,"R",0,"R",832498,"R",104413,"R",0,"R",20417797,"R",40185226,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40185226,"R",17086159,"R",7823465,"R",0,"R",0,"R",0,"R",0,"R",2835951,"R",884906,"R",4840759,"R",2417529,"R",4911777,"R",1555847,"R",360450,"R",6192425,"R",800461,"A",,"A",,"A",,"A",,"R",2661929,"R",1145735,"R",38889450,"R",14627943,"R",5478693,"R",3471554,"R",1633137,"R",1394108,"R",12284015,1 ,"R",489614,"R",5371996,"R",447091,"R",1023090,"R",2966656,"R",98707,"R",291227,"R",0,"R",0,"R",446554,"R",3803144,"R",3442694,"R",0,"R",3442694,"R",360450,1 ,"R",24127479,"R",29200195
154095,"R",156092917,"R",359673399,"R",72813250,"R",432486649,"R",588579566,"R",3756648,"R",26483066,"R",36722326,"R",63205392,"R",135887739,"R",41344505,"R",177232244,"R",240437636,"R",1024358,"R",260251204,"R",48261238,"R",615895,"R",41745883,"R",350874220,"R",20898860,"R",41595488,"R",495497922,"R",90352537,"R",32221706,"R",680566513,"R",290541448,"R",6454335,"R",0,"R",294309200,"R",270215639,"R",24093561,"R",326780659,"R",0,"R",350874220,"R",63775249,"R",13990170,"R",3580203,"R",4115024,"R",68513,"R",4046511,"R",61406866,"R",0,"R",5911251,"R",0,"R",876457,"R",153655220,"R",0,"R",101757980,"R",0,"R",10670342,"R",0,"R",0,"R",2536628,"R",1333323,"R",3958547,"R",120256820,"R",273912040,"R",19118946,"R",1278214,"R",0,"R",0,"R",20397160,"R",294309200,"R",102568443,"R",64321817,"R",3377371,"R",1581589,"R",23332906,"R",8265290,"R",26228855,"R",12858360,"R",11861059,"R",6198385,"R",34144294,"R",16651986,"R",5182233,"R",62123420,"R",23474663,"R",0,"R",0,"R",0,"R",0,"R",1397058,"R",680988,"R",270215639,"R",134033078,"R",45783775,"R",20132206,"R",18121445,"R",4392263,"R",47752872,1 ,"R",-171554,"R",12308121,"R",1024358,"R",3756648,"R",10670342,"R",2135416,"R",6500,"R",0,"R",3263236,"R",16529882,"R",32605376,"R",27423143,"R",0,"R",27423143,"R",5182233,1 ,"R",103181394,"R",103415550
154110,"R",51964115,"R",48136798,"R",12076739,"R",60213537,"R",112177652,"R",2293158,"R",8891152,"R",4649922,"R",13541074,"R",45130110,"R",0,"R",45130110,"R",58671184,"R",20007240,"R",35616995,"R",2202960,"R",0,"R",-2027569,"R",35792386,"R",683366,"R",3718584,"R",70311565,"R",8434245,"R",1269446,"R",84417206,"R",34327596,"R",0,"R",0,"R",56741810,"R",58865395,"R",-2123585,"R",37915971,"R",0,"R",35792386,"R",9269320,"R",4228651,"R",0,"R",0,"R",0,"R",0,"R",3886491,"A",,"R",0,"A",,"R",12004761,"R",29389223,"R",0,"R",12262797,"R",9520459,"R",4843395,"R",0,"R",0,"R",176742,"R",311931,"R",237263,"R",27352587,"R",56741810,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56741810,"R",32285948,"R",16163744,"Z",0,"Z",0,"Z",0,"Z",0,"R",1679025,"R",597147,"R",2865287,"R",1728084,"R",9449817,"R",3056110,"R",2748479,"R",4963953,"R",1082251,"A",,"A",,"A",,"A",,"R",4872886,"R",0,"R",58865395,"R",22627336,"R",8590526,"R",4221979,"R",2893294,"R",1680078,"R",18852182,1 ,"R",898448,"R",7658347,"R",637375,"R",2293158,"R",4843395,"R",83068,"R",535679,"R",141063,"R",0,"R",0,"R",5603205,"R",2821249,"R",33477,"R",2854726,"R",2748479,1 ,"R",1700779,"R",1781302
154129,"R",27044475,"R",24706205,"R",3626573,"R",28332778,"R",55377253,"R",731979,"R",1436918,"R",2211231,"R",3648149,"R",13350603,"R",0,"R",13350603,"R",16998752,"R",3764863,"R",19144628,"R",5145120,"R",119016,"R",10936853,"R",35345617,"R",338966,"R",1017800,"R",27967892,"R",9135710,"R",4638982,"R",43099350,"R",18393145,"Z",0,"Z",0,"R",23298875,"R",19618695,"R",3680180,"R",31665437,"R",0,"R",35345617,"R",3907485,"R",822402,"R",1422350,"R",0,"R",0,"R",0,"R",2661158,"A",,"R",0,"A",,"R",2224603,"R",11037998,"R",0,"R",8099114,"R",2776132,"R",1266573,"R",0,"R",0,"R",0,"R",101563,"R",17495,"R",12260877,"R",23298875,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23298875,"R",6622628,"R",4430246,"R",0,"R",0,"R",1516903,"R",0,"R",1267550,"R",702419,"R",1044221,"R",773476,"R",1907493,"R",583180,"R",453360,"R",2636670,"R",654473,"A",,"A",,"A",,"A",,"R",4169870,"R",0,"R",19618695,"R",7143794,"R",1428758,"R",2494832,"R",1360173,"R",205126,"R",6986012,1 ,"R",175187,"R",2221968,"R",576604,"R",731979,"R",1249523,"R",17050,"R",366594,"R",0,"R",396234,"R",0,"R",2029401,"R",1576041,"R",0,"R",1576041,"R",453360,1 ,"R",4664616,"R",4109206
154378,"R",31485472,"R",28030811,"R",3551874,"R",31582685,"R",63068157,"R",1005984,"R",2495000,"R",7850737,"R",10345737,"R",19433779,"R",6859650,"R",26293429,"R",36639166,"R",4868589,"R",16035811,"R",3045029,"R",231408,"R",3254138,"R",22566386,"R",4872738,"R",0,"R",25650239,"R",8010701,"R",8848637,"R",47382315,"R",19351504,"R",0,"R",0,"R",42729473,"R",42415849,"R",313624,"R",22254362,"R",-1600,"R",22566386,"R",6617154,"R",4068601,"R",2400204,"R",0,"R",0,"R",0,"R",2131025,"A",,"R",1057755,"A",,"R",3970121,"R",20244860,"R",0,"R",8595606,"R",4255166,"R",3933614,"R",2472690,"R",0,"R",451587,"R",74338,"R",2701612,"R",22484613,"R",42729473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42729473,"R",18782625,"R",9015218,"R",0,"R",0,"R",4817833,"R",1442300,"R",449716,"R",262935,"R",3074275,"R",1709839,"R",5705833,"R",2158818,"R",1326672,"R",3041315,"R",253510,"A",,"A",,"A",,"A",,"R",5217580,"R",0,"R",42415849,"R",14842620,"R",4459303,"R",3679262,"R",1523891,"R",498146,"R",17412627,1 ,"R",490933,"R",6111896,"R",596837,"R",1005984,"R",3851026,"R",84548,"R",324765,"R",0,"R",449403,"R",524218,"R",5233960,"R",3375626,"R",531662,"R",3907288,"R",1326672,1 ,"R",5337441,"R",5362312
154396,"R",15994246,"R",22091282,"R",438041,"R",22529323,"R",38523569,"R",442976,"R",1800083,"R",1873345,"R",3673428,"R",9836749,"R",3470167,"R",13306916,"R",16980344,"R",2960227,"R",13805882,"R",2780643,"Z",0,"R",2439449,"R",19025974,"R",1419479,"R",0,"R",30763329,"R",3545307,"R",260428,"R",35988543,"R",13459220,"Z",0,"Z",0,"R",23903497,"R",23355764,"R",547733,"R",18478241,"R",0,"R",19025974,"R",3478731,"R",1047425,"R",170083,"R",140165,"R",140165,"R",0,"R",2395701,"A",,"R",182223,"A",,"R",4725916,"R",12140244,"R",0,"R",4686620,"R",2314482,"R",2277499,"R",1759808,"R",0,"R",0,"R",44002,"R",0,"R",11082411,"R",23222655,"Z",0,"R",680842,"Z",0,"R",0,"R",680842,"R",23903497,"R",7599350,"R",4702466,"R",0,"R",0,"R",0,"R",0,"R",210663,"R",80275,"R",1183263,"R",837113,"R",4592679,"R",1674293,"R",287007,"R",7895436,"R",340155,"A",,"A",,"A",,"A",,"R",1587366,"R",686521,"R",23355764,"R",8320823,"R",2099608,"R",1203128,"R",1134494,"R",452872,"R",10144839,1 ,"R",175235,"R",2415730,"R",307652,"R",442976,"R",2277499,"R",33942,"R",410176,"R",0,"Z",0,"R",245751,"R",2967368,"R",2521443,"R",158918,"R",2680361,"R",287007,1 ,"R",1431936,"R",1626003
154572,"R",37498326,"R",55958778,"R",1087764,"R",57046542,"R",94544868,"R",992138,"R",2238777,"R",9526135,"R",11764912,"R",23189396,"R",5689248,"R",28878644,"R",40643556,"R",6504506,"R",40473778,"R",3483902,"R",0,"R",4431264,"R",48388944,"R",854907,"R",0,"R",80506425,"R",16938908,"R",221076,"R",98521316,"R",42562538,"R",0,"R",0,"R",54173917,"R",51589092,"R",2584825,"R",44946606,"R",857513,"R",48388944,"R",10243507,"R",4357647,"R",1105550,"R",0,"R",0,"R",0,"R",6297280,"A",,"R",0,"A",,"R",3613750,"R",25617734,"R",0,"R",13983572,"R",5936594,"R",8163763,"R",0,"R",0,"R",405662,"R",66592,"R",0,"R",28556183,"R",54173917,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54173917,"R",21632643,"R",11219845,"R",167951,"R",89097,"R",4303612,"R",1153292,"R",5042037,"R",1637638,"R",3239622,"R",1556873,"R",8461134,"R",3201993,"R",1540090,"R",7202003,"R",565767,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",51589092,"R",19424505,"R",6178674,"R",7225706,"R",3933107,"R",714780,"R",14112320,1 ,"R",437673,"R",4608477,"R",383546,"R",992138,"R",8163763,"R",112742,"R",857513,"R",0,"R",0,"R",0,"R",9134018,"R",7593928,"R",0,"R",7593928,"R",1540090,1 ,"R",1650000,"R",1900000
154642,"R",15946133,"R",7836769,"R",504668,"R",8341437,"R",24287570,"R",0,"R",75000,"R",2091535,"R",2166535,"R",945000,"R",482517,"R",1427517,"R",3594052,"R",0,"R",6816769,"R",0,"R",0,"R",13876749,"R",20693518,"R",145550,"R",0,"R",17683689,"R",3742735,"R",0,"R",21571974,"R",13735205,"R",0,"R",0,"R",16532185,"R",14877199,"R",1654986,"R",19210763,"R",-172231,"R",20693518,"R",2701875,"R",963,"R",14168,"Z",0,"Z",0,"Z",0,"R",1933580,"A",,"R",0,"A",,"R",268498,"R",4919084,"R",0,"R",5808450,"R",2900051,"R",2706438,"R",0,"R",0,"R",172231,"R",25931,"R",0,"R",11613101,"R",16532185,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",16532185,"R",5131982,"R",3464273,"Z",0,"Z",0,"Z",0,"Z",0,"R",725310,"R",382375,"R",2089976,"R",1144284,"R",2853658,"R",558548,"R",2080362,"R",1480860,"R",160066,"A",,"A",,"A",,"A",,"R",515051,"R",0,"R",14877199,"R",5709546,"R",1115389,"R",309721,"R",1155218,"R",50228,"R",6537097,2 ,"A",,"A",,"A",,"A",,"R",2632971,"R",43600,"R",0,"R",0,"R",0,"R",384418,"R",3060989,"R",980627,"Z",0,"R",980627,"R",2080362,1 ,"R",5815834,"R",5397152
154697,"R",30174247,"R",22581390,"R",701533,"R",23282923,"R",53457170,"R",465787,"R",505938,"R",2617499,"R",3123437,"R",11184427,"R",0,"R",11184427,"R",14307864,"R",5489,"R",11985832,"R",5150577,"R",0,"R",22473195,"R",39609604,"R",1051986,"R",843340,"R",28143611,"R",7572229,"R",0,"R",37611166,"R",13396873,"R",0,"R",0,"R",43349635,"R",41666874,"R",1682761,"R",37639889,"R",286954,"R",39609604,"R",13517621,"R",1516128,"Z",0,"Z",0,"Z",0,"Z",0,"R",2526628,"A",,"Z",0,"A",,"R",2731292,"R",20291669,"Z",0,"R",10066893,"R",9156292,"R",3166220,"Z",0,"Z",0,"R",45776,"R",31346,"R",565779,"R",23032306,"R",43323975,"Z",0,"Z",0,"Z",0,"R",25660,"R",25660,"R",43349635,"R",18521234,"R",9454661,"Z",0,"Z",0,"R",682154,"R",441047,"R",4508355,"R",2578096,"R",3909898,"R",1962954,"R",8474682,"R",3030280,"R",2609746,"R",2960805,"R",365658,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",41666874,"R",17832696,"R",4093994,"R",3188263,"R",947317,"R",433447,"R",15171157,1 ,"R",-74469,"R",94092,"R",5489,"R",10636,"R",3143045,"R",76575,"R",9050,"Z",0,"Z",0,"R",1929472,"R",5158142,"R",2334997,"R",213399,"R",2548396,"R",2609746,1 ,"R",8251610,"R",8029781
154800,"R",21831832,"R",47189759,"R",5172817,"R",52362576,"R",74194408,"R",52452,"R",2102722,"R",4047496,"R",6150218,"R",9804454,"R",6158297,"R",15962751,"R",22112969,"R",76958,"R",36110564,"R",106778,"R",0,"R",15839591,"R",52056933,"R",6526204,"R",0,"R",54669950,"R",24503648,"R",2431161,"R",88130963,"R",40941204,"R",0,"R",0,"R",73344306,"R",70855439,"R",2488867,"R",49888519,"R",-320453,"R",52056933,"R",17614202,"R",944484,"R",0,"R",0,"R",0,"R",0,"R",6980689,"A",,"R",0,"A",,"R",1586421,"R",27125796,"R",0,"R",18121848,"R",13160368,"R",12371312,"R",0,"R",0,"R",490000,"R",11925,"R",2063057,"R",46218510,"R",73344306,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73344306,"R",22256469,"R",15080696,"R",0,"R",0,"R",137951,"R",17457,"R",5048968,"R",2948860,"R",7617100,"R",4552164,"R",15827487,"R",3291134,"R",12330422,"R",6972028,"R",1183569,"A",,"A",,"A",,"A",,"R",665014,"R",1,"R",70855439,"R",27073881,"R",7829528,"R",3741814,"R",3553716,"R",394208,"R",28262292,1 ,"R",2794400,"R",651561,"R",76958,"R",52452,"R",12101387,"R",105042,"R",0,"R",0,"R",0,"R",3393196,"R",15599625,"R",2003722,"R",1265481,"R",3269203,"R",12330422,1 ,"R",8717470,"R",9243665
154907,"R",8472699,"R",13140695,"R",1201721,"R",14342416,"R",22815115,"Z",0,"Z",0,"R",1130210,"R",1130210,"R",5277078,"R",1599638,"R",6876716,"R",8006926,"Z",0,"R",7863617,"R",528628,"R",0,"R",6415944,"R",14808189,"R",425086,"Z",0,"R",16933854,"R",5125274,"R",25322,"R",22509536,"R",10705129,"Z",0,"R",1336288,"R",17422799,"R",16821235,"R",601564,"R",14206626,"R",-1,"R",14808189,"R",3119058,"R",575188,"R",761214,"Z",0,"Z",0,"Z",0,"R",1157360,"A",,"R",0,"A",,"R",2018997,"R",7631817,"Z",0,"R",4428230,"R",2892318,"R",2454815,"Z",0,"Z",0,"R",0,"R",15619,"R",0,"R",9790982,"R",17422799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17422799,"R",7664038,"R",3331548,"Z",0,"Z",0,"Z",0,"Z",0,"R",503444,"R",397390,"R",1696543,"R",1385786,"R",2248459,"R",1025246,"R",942434,"R",2084775,"R",447410,"A",,"A",,"A",,"A",,"R",1681542,"R",277401,"R",16821235,"R",6864781,"R",1695345,"R",860609,"R",974663,"R",158618,"R",6267219,2 ,"A",,"A",,"A",,"A",,"R",2454815,"R",56550,"R",32000,"Z",0,"R",216670,"R",850369,"R",3610404,"R",1034127,"R",1633843,"R",2667970,"R",942434,1 ,"R",9149986,"R",9069627
154925,"R",10257246,"R",21758000,"R",2024881,"R",23782881,"R",34040127,"R",0,"R",0,"R",1615666,"R",1615666,"R",18758199,"R",1434554,"R",20192753,"R",21808419,"R",0,"R",2999801,"R",1237777,"R",0,"R",7994130,"R",12231708,"R",427441,"R",0,"R",28888140,"R",3227954,"R",0,"R",32543535,"R",10785535,"R",0,"R",0,"R",21191940,"R",22249114,"R",-1057174,"R",13288882,"R",0,"R",12231708,"R",4493116,"R",161345,"R",837566,"R",0,"R",0,"R",0,"R",525049,"A",,"R",0,"A",,"R",2404525,"R",8421601,"R",0,"R",3037329,"R",7121480,"R",2603534,"R",0,"R",0,"R",0,"R",7995,"R",0,"R",12770338,"R",21191939,"R",0,"R",0,"R",0,"R",1,"R",1,"R",21191940,"R",8612691,"R",3648566,"R",0,"R",0,"R",0,"R",0,"R",493723,"R",306986,"R",2394621,"R",1504961,"R",919827,"R",573613,"R",2409510,"R",1604876,"R",105461,"A",,"A",,"A",,"A",,"R",5813866,"R",1059900,"R",22249114,"R",7199487,"R",2293641,"R",3504276,"R",887649,"R",648093,"R",7715968,2 ,"A",,"A",,"A",,"A",,"R",2603534,"R",81591,"R",0,"R",0,"R",0,"R",439992,"R",3125117,"R",715607,"R",0,"R",715607,"R",2409510,1 ,"R",8199349,"R",7885490
