unitid,contract,arank,"xempcntm",empcntm,"xoutlaym",outlaym,"xavesalm",avesalm,"xempcntw",empcntw,"xoutlayw",outlayw,"xavesalw",avesalw,"xempcntt",empcntt,"xoutlayt",outlayt,"xavesalt",avesalt
"100654","1","1",10,"29",10,"1749592",10,"60331",10,"15",10,"896849",10,"59790",10,"44",10,"2646441",10,"60146"
"100654","1","2",10,"54",10,"3025017",10,"56019",10,"12",10,"625598",10,"52133",10,"66",10,"3650615",10,"55312"
"100654","1","3",10,"84",10,"3753983",10,"44690",10,"38",10,"1564294",10,"41166",10,"122",10,"5318277",10,"43592"
"100654","1","4",10,"20",10,"737700",10,"36885",10,"21",10,"730879",10,"34804",10,"41",10,"1468579",10,"35819"
"100654","1","6",,"",,"",,"",10,"1",10,"29216",10,"29216",10,"1",10,"29216",10,"29216"
"100654","1","7",10,"187",10,"9266292",10,"49552",10,"87",10,"3846836",10,"44217",10,"274",10,"13113128",10,"47858"
"100654","2","1",10,"3",10,"254938",10,"84979",,"",,"",,"",10,"3",10,"254938",10,"84979"
"100654","2","2",10,"3",10,"166306",10,"55435",10,"1",10,"75318",10,"75318",10,"4",10,"241624",10,"60406"
"100654","2","3",10,"2",10,"140408",10,"70204",,"",,"",,"",10,"2",10,"140408",10,"70204"
"100654","2","6",,"",,"",,"",10,"1",10,"65520",10,"65520",10,"1",10,"65520",10,"65520"
"100654","2","7",10,"8",10,"561652",10,"70207",10,"2",10,"140838",10,"70419",10,"10",10,"702490",10,"70249"
"100654","3","1",10,"1",10,"85147",10,"85147",,"",,"",,"",10,"1",10,"85147",10,"85147"
"100654","3","3",10,"2",10,"73237",10,"36619",,"",,"",,"",10,"2",10,"73237",10,"36619"
"100654","3","4",,"",,"",,"",10,"3",10,"34275",10,"11425",10,"3",10,"34275",10,"11425"
"100654","3","7",10,"3",10,"158384",10,"52795",10,"3",10,"34275",10,"11425",10,"6",10,"192659",10,"32110"
"100654","4","1",10,"32",10,"1958182",10,"61193",10,"15",10,"896849",10,"59790",10,"47",10,"2855031",10,"60745"
"100654","4","2",10,"57",10,"3161089",10,"55458",10,"13",10,"687223",10,"52863",10,"70",10,"3848312",10,"54976"
"100654","4","3",10,"86",10,"3868865",10,"44987",10,"38",10,"1564294",10,"41166",10,"124",10,"5433159",10,"43816"
"100654","4","4",10,"20",10,"737700",10,"36885",10,"21",10,"730879",10,"34804",10,"41",10,"1468579",10,"35819"
"100654","4","6",,"",,"",,"",10,"2",10,"82824",10,"41412",10,"2",10,"82824",10,"41412"
"100654","4","7",10,"195",10,"9725836",10,"49876",10,"89",10,"3962070",10,"44518",10,"284",10,"13687906",10,"48197"
"100663","1","1",10,"68",10,"5080022",10,"74706",10,"14",10,"939240",10,"67089",10,"82",10,"6019262",10,"73406"
"100663","1","2",10,"90",10,"5146430",10,"57183",10,"37",10,"1979572",10,"53502",10,"127",10,"7126002",10,"56110"
"100663","1","3",10,"67",10,"3567776",10,"53250",10,"45",10,"2111432",10,"46921",10,"112",10,"5679208",10,"50707"
"100663","1","4",10,"14",10,"472360",10,"33740",10,"14",10,"501455",10,"35818",10,"28",10,"973815",10,"34779"
"100663","1","5",10,"2",10,"91659",10,"45830",10,"1",10,"29700",10,"29700",10,"3",10,"121359",10,"40453"
"100663","1","7",10,"241",10,"14358247",10,"59578",10,"111",10,"5561399",10,"50103",10,"352",10,"19919646",10,"56590"
"100663","2","1",10,"117",10,"14627343",10,"125020",10,"30",10,"3315066",10,"110502",10,"147",10,"17942409",10,"122057"
"100663","2","2",10,"74",10,"6283336",10,"84910",10,"65",10,"4976189",10,"76557",10,"139",10,"11259525",10,"81004"
"100663","2","3",10,"54",10,"3568623",10,"66086",10,"70",10,"4377042",10,"62529",10,"124",10,"7945665",10,"64078"
"100663","2","4",10,"13",10,"611329",10,"47025",10,"12",10,"611631",10,"50969",10,"25",10,"1222960",10,"48918"
"100663","2","6",10,"7",10,"342157",10,"48880",10,"10",10,"454862",10,"45486",10,"17",10,"797019",10,"46883"
"100663","2","7",10,"265",10,"25432788",10,"95973",10,"187",10,"13734790",10,"73448",10,"452",10,"39167578",10,"86654"
"100663","4","1",10,"185",10,"17048114",10,"92152",10,"44",10,"3651627",10,"82992",10,"229",10,"20699741",10,"90392"
"100663","4","2",10,"164",10,"10287456",10,"62728",10,"102",10,"6051090",10,"59324",10,"266",10,"16338546",10,"61423"
"100663","4","3",10,"121",10,"6487623",10,"53617",10,"115",10,"5692728",10,"49502",10,"236",10,"12180351",10,"51612"
"100663","4","4",10,"27",10,"972549",10,"36020",10,"26",10,"1001891",10,"38534",10,"53",10,"1974440",10,"37254"
"100663","4","5",10,"2",10,"91659",10,"45830",10,"1",10,"29700",10,"29700",10,"3",10,"121359",10,"40453"
"100663","4","6",10,"7",10,"279953",10,"39993",10,"10",10,"372168",10,"37217",10,"17",10,"652121",10,"38360"
"100663","4","7",10,"506",10,"35167354",10,"69501",10,"298",10,"16799204",10,"56373",10,"804",10,"51966558",10,"64635"
"100690","2","1",10,"8",10,"305000",10,"38125",,"",,"",,"",10,"8",10,"305000",10,"38125"
"100690","2","4",10,"1",10,"22000",10,"22000",10,"1",10,"32000",10,"32000",10,"2",10,"54000",10,"27000"
"100690","2","7",10,"9",10,"327000",10,"36333",10,"1",10,"32000",10,"32000",10,"10",10,"359000",10,"35900"
"100690","4","1",10,"8",10,"249551",10,"31194",,"",,"",,"",10,"8",10,"249551",10,"31194"
"100690","4","4",10,"1",10,"18000",10,"18000",10,"1",10,"26182",10,"26182",10,"2",10,"44182",10,"22091"
"100690","4","7",10,"9",10,"267551",10,"29728",10,"1",10,"26182",10,"26182",10,"10",10,"293733",10,"29373"
"100706","1","1",10,"49",10,"3750885",10,"76549",10,"6",10,"465277",10,"77546",10,"55",10,"4216162",10,"76657"
"100706","1","2",10,"49",10,"2932850",10,"59854",10,"19",10,"967427",10,"50917",10,"68",10,"3900277",10,"57357"
"100706","1","3",10,"35",10,"2016560",10,"57616",10,"46",10,"2163431",10,"47031",10,"81",10,"4179991",10,"51605"
"100706","1","4",10,"2",10,"66250",10,"33125",10,"2",10,"71944",10,"35972",10,"4",10,"138194",10,"34549"
"100706","1","5",10,"6",10,"232907",10,"38818",10,"16",10,"525551",10,"32847",10,"22",10,"758458",10,"34475"
"100706","1","7",10,"141",10,"8999452",10,"63826",10,"89",10,"4193630",10,"47119",10,"230",10,"13193082",10,"57361"
"100706","2","1",10,"27",10,"2822585",10,"104540",10,"1",10,"68228",10,"68228",10,"28",10,"2890813",10,"103243"
"100706","2","2",10,"3",10,"193364",10,"64455",10,"4",10,"244312",10,"61078",10,"7",10,"437676",10,"62525"
"100706","2","3",10,"1",10,"65500",10,"65500",10,"2",10,"132016",10,"66008",10,"3",10,"197516",10,"65839"
"100706","2","5",10,"4",10,"173411",10,"43353",10,"3",10,"87081",10,"29027",10,"7",10,"260492",10,"37213"
"100706","2","7",10,"35",10,"3254860",10,"92996",10,"10",10,"531637",10,"53164",10,"45",10,"3786497",10,"84144"
"100706","4","1",10,"76",10,"6060324",10,"79741",10,"7",10,"521101",10,"74443",10,"83",10,"6581425",10,"79294"
"100706","4","2",10,"52",10,"3091060",10,"59443",10,"23",10,"1167323",10,"50753",10,"75",10,"4258383",10,"56778"
"100706","4","3",10,"36",10,"2070152",10,"57504",10,"48",10,"2271446",10,"47322",10,"84",10,"4341598",10,"51686"
"100706","4","4",10,"2",10,"66250",10,"33125",10,"2",10,"71944",10,"35972",10,"4",10,"138194",10,"34549"
"100706","4","5",10,"10",10,"374792",10,"37479",10,"19",10,"596801",10,"31411",10,"29",10,"971593",10,"33503"
"100706","4","7",10,"176",10,"11662578",10,"66265",10,"99",10,"4628615",10,"46754",10,"275",10,"16291193",10,"59241"
"100724","1","1",10,"28",10,"1735713",10,"61990",10,"13",10,"746858",10,"57451",10,"41",10,"2482571",10,"60551"
"100724","1","2",10,"25",10,"1335868",10,"53435",10,"25",10,"1223447",10,"48938",10,"50",10,"2559315",10,"51186"
"100724","1","3",10,"32",10,"1369953",10,"42811",10,"38",10,"1644004",10,"43263",10,"70",10,"3013957",10,"43057"
"100724","1","4",10,"16",10,"572292",10,"35768",10,"33",10,"1205162",10,"36520",10,"49",10,"1777454",10,"36275"
"100724","1","7",10,"101",10,"5013826",10,"49642",10,"109",10,"4819471",10,"44215",10,"210",10,"9833297",10,"46825"
"100724","2","1",10,"2",10,"177668",10,"88834",10,"2",10,"126416",10,"63208",10,"4",10,"304084",10,"76021"
"100724","2","2",,"",,"",,"",10,"4",10,"251944",10,"62986",10,"4",10,"251944",10,"62986"
"100724","2","3",10,"1",10,"49921",10,"49921",10,"4",10,"226032",10,"56508",10,"5",10,"275953",10,"55191"
"100724","2","4",10,"3",10,"148012",10,"49337",10,"3",10,"147198",10,"49066",10,"6",10,"295210",10,"49202"
"100724","2","7",10,"6",10,"375601",10,"62600",10,"13",10,"751590",10,"57815",10,"19",10,"1127191",10,"59326"
"100724","4","1",10,"30",10,"1881081",10,"62703",10,"15",10,"850292",10,"56686",10,"45",10,"2731373",10,"60697"
