unitid,"xf2a01_1",f2a01_1,"xf2a02_1",f2a02_1,"xf2a04_1",f2a04_1,"xf2a05_1",f2a05_1,"xf2a06_1",f2a06_1,"xf2a07_1",f2a07_1,"xf2a08_1",f2a08_1,"xf2a09_1",f2a09_1,"xf2a10_1",f2a10_1,"xf2a11_1",f2a11_1,"xf2a12_1",f2a12_1,"xf2a13_1",f2a13_1,"xf2a14_1",f2a14_1,"xf2a15_1",f2a15_1,"xf2a16_1",f2a16_1,"xf2a17_1",f2a17_1,"xf2aa01",f2aa01,"xf2aa02",f2aa02,"xf2aa03",f2aa03,"xf2aa04",f2aa04,"xf2aa05",f2aa05,"xf2aa06",f2aa06,"xf2aa07",f2aa07,"xf2aa08",f2aa08,"xf2aa09",f2aa09,"xf2b01_1",f2b01_1,"xf2b01_2",f2b01_2,"xf2b02_1",f2b02_1,"xf2b02_2",f2b02_2,"xf2b03_1",f2b03_1,"xf2b03_2",f2b03_2,"xf2b04_1",f2b04_1,"xf2b04_2",f2b04_2,"xf2b05_1",f2b05_1,"xf2b05_2",f2b05_2,"xf2b06_1",f2b06_1,"xf2b06_2",f2b06_2,"xf2b07_1",f2b07_1,"xf2b07_2",f2b07_2,"xf2b08_1",f2b08_1,"xf2b08_2",f2b08_2,"xf2b09_1",f2b09_1,"xf2b09_2",f2b09_2,"xf2b10_1",f2b10_1,"xf2b10_2",f2b10_2,"xf2b11_2",f2b11_2,"xf2b12_1",f2b12_1,"xf2b12_2",f2b12_2,"xf2b12_3",f2b12_3,"xf2b12_5",f2b12_5,"xf2b12_6",f2b12_6,"xf2b12_7",f2b12_7,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c0308",f2c0308,"xf2c09",f2c09,"xf2c10",f2c10,"xf2c11",f2c11,"xf2c12",f2c12,"xf2d05",f2d05,"xf2d08",f2d08,"xf2d17",f2d17,"xf2d20",f2d20,"xf2d23",f2d23,"xf2d24",f2d24,"xf2dc014",f2dc014,"xf2dc024",f2dc024,"xf2dc034",f2dc034,"xf2dc044",f2dc044
"101912",10,"11792376",10,"0",10,"0",10,"0",10,"1152660",10,"0",10,"0",10,"5589403",10,"6778214",10,"1049922",10,"301128",10,"5577757",10,"0",10,"896399",10,"704949",10,"33842808",10,"3601136",10,"813158",10,"139338",10,"0",10,"1555940",10,"3601330",11,"9710902",10,"3201387",11,"1654084",10,"7854282",10,"4796413",10,"389608",10,"97879",10,"120312",10,"52616",10,"3873615",10,"1867277",10,"2841105",10,"999176",10,"7180431",10,"2285400",10,"5597301",10,"970909",10,"1593780",10,"0",10,"0",10,"0",10,"939474",10,"241604",11,"1564321",10,"30389908",11,"12875595",11,"3295945",10,"1320724",10,"197857",11,"12699787",10,"33842808",10,"-30389908",10,"0",10,"3452900",10,"28645247",10,"0",10,"32098147",10,"9341319",10,"37333011",10,"5234864",10,"21141665",10,"10956482",10,"32098147",10,"2136980",10,"20486042",10,"13004204",10,"0"
"102049",10,"37867127",10,"0",10,"0",10,"0",10,"102055",10,"44209",10,"0",10,"9621097",10,"4418148",10,"31684329",10,"0",10,"11431151",10,"0",10,"0",10,"4281880",10,"99449996",10,"716771",10,"452225",10,"0",10,"0",10,"2763708",10,"7953200",10,"11885904",10,"10716908",10,"0",10,"35843104",10,"19072450",10,"2817",10,"0",10,"977418",10,"433243",10,"9439082",10,"2778853",10,"9260914",10,"3573917",10,"9271482",10,"3623403",10,"8629464",10,"415142",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"194755",10,"73424281",10,"30091763",10,"8658686",10,"0",10,"2113800",10,"32560032",10,"99449996",10,"-73424281",10,"-582947",10,"25442768",10,"276347759",10,"0",10,"301790527",10,"259586726",10,"382371761",10,"80581234",10,"168356331",10,"133434196",11,"301790527",10,"20660245",10,"101498024",10,"37145792",10,"0"
"102216",10,"162548",10,"0",10,"0",10,"0",10,"88130",10,"0",10,"0",10,"87394",10,"51362",10,"0",10,"1439",10,"0",10,"0",10,"0",10,"0",10,"390873",10,"111832",10,"0",10,"26278",10,"0",10,"0",10,"0",10,"138110",11,"0",10,"0",10,"67156",13,"0",10,"0",10,"0",10,"16765",13,"0",10,"129660",13,"0",10,"38797",13,"0",10,"62141",13,"0",10,"7932",13,"0",10,"23616",13,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"346067",13,"0",13,"0",13,"0",13,"0",13,"0",10,"390873",10,"-346067",10,"0",10,"44806",10,"267617",11,"-21409",10,"291014",10,"0",11,"529162",10,"238148",10,"291014",10,"0",10,"291014",10,"0",10,"55300",10,"22045",10,"0"
"102234",10,"9601000",10,"0",10,"0",10,"0",10,"341000",10,"0",10,"0",10,"7112000",10,"0",10,"1673000",10,"0",10,"5562000",10,"0",10,"0",10,"524000",10,"24813000",10,"598345",10,"248270",10,"14900",10,"0",10,"520000",10,"5567081",10,"6948596",10,"6087081",10,"0",10,"5880000",10,"3486946",10,"0",10,"0",10,"529000",10,"257733",10,"1375000",10,"516929",10,"3361000",10,"1091085",10,"3551000",10,"1699598",10,"5488000",10,"201852",10,"520000",10,"0",10,"0",10,"0",10,"0",10,"0",10,"132465",10,"20704000",10,"7386608",10,"1680804",10,"1325330",10,"1188886",10,"9122372",10,"24813000",10,"-20704000",10,"2078000",10,"6187000",10,"39151000",10,"0",10,"45338000",10,"42072118",10,"74683496",11,"29345496",10,"30281000",10,"15057000",10,"45338000",10,"2783747",10,"30355425",10,"11542804",10,"0"
"102261",10,"762414",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"536661",10,"0",10,"59656",10,"0",10,"225576",10,"0",10,"0",10,"63127",10,"1647434",10,"147593",10,"408842",10,"0",10,"0",10,"51217",10,"84685",10,"692337",10,"692337",10,"0",10,"362340",10,"303394",10,"0",10,"0",10,"0",10,"0",10,"70481",10,"51490",10,"220256",10,"35727",10,"952458",10,"296388",10,"201438",10,"4980",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1806973",10,"691979",10,"60851",10,"232875",10,"26224",10,"795044",10,"1647434",10,"-1806973",10,"0",10,"-159539",10,"3914158",10,"0",10,"3754619",10,"1311890",10,"4203214",10,"448595",10,"3064301",10,"690318",11,"3754619",10,"308854",10,"3767472",10,"840634",10,"0"
"102270",10,"6475725",10,"0",10,"0",10,"0",10,"9082765",10,"0",10,"0",10,"1155234",10,"229116",10,"1293935",10,"0",10,"2322329",10,"0",10,"0",10,"537395",10,"21096499",10,"1877055",10,"5454436",10,"0",10,"0",10,"0",10,"0",10,"7331491",10,"0",10,"0",10,"4427523",10,"1911734",10,"0",10,"0",10,"812365",10,"243190",10,"1775791",10,"506426",10,"1382619",10,"741681",10,"4240195",10,"1283020",10,"1816592",10,"195466",10,"4610690",10,"0",10,"0",10,"0",10,"0",10,"0",10,"518116",10,"19065775",11,"5399633",11,"1349907",10,"645017",10,"173134",11,"11498084",10,"21096499",10,"-19065775",10,"-173134",10,"1857590",10,"34282549",10,"0",10,"36140139",10,"25466483",10,"45467056",10,"9326917",10,"8283287",10,"27856852",10,"36140139",10,"211968",10,"11605434",10,"5556024",10,"0"
"102298",10,"3453972",10,"0",10,"431942",10,"0",10,"3282850",10,"7350",10,"0",10,"2458158",10,"0",10,"405800",10,"0",10,"1762837",10,"0",10,"0",10,"179875",10,"11982784",10,"1116915",10,"3282850",10,"7350",10,"0",10,"1246327",10,"1211831",10,"6865273",10,"0",10,"0",10,"2231719",10,"1391374",10,"684807",10,"181299",10,"968731",10,"418323",10,"507566",10,"235137",10,"1502230",10,"700220",10,"2774815",10,"876476",10,"1411871",10,"82338",10,"1367247",10,"0",10,"0",10,"0",10,"0",10,"0",10,"699645",10,"11448986",10,"4584812",10,"559593",10,"431517",10,"168071",10,"5704993",10,"11982784",10,"-11448986",10,"135427",18,"669225",10,"12489053",11,"0",18,"13158278",10,"7229780",10,"17023186",10,"3864908",10,"2203173",10,"10955105",10,"13158278",10,"74795",10,"9671751",10,"4264645",10,"0"
"102377",10,"31068434",10,"0",10,"4105153",10,"0",10,"24647593",10,"279819",10,"118844",10,"11252279",10,"0",11,"5592933",10,"0",10,"8301550",10,"0",10,"0",11,"5634543",10,"91001148",10,"2968269",10,"1985838",10,"544619",10,"83331",10,"6264486",10,"1353110",18,"13199653",10,"7047580",10,"596829",11,"24511758",10,"12436679",11,"10392667",10,"3151873",11,"3609396",10,"1556808",11,"3637088",10,"1496733",11,"5422368",10,"1812465",11,"14467292",10,"4085441",11,"6454803",10,"800488",11,"7644409",10,"704256",10,"0",10,"0",11,"3524796",10,"1250183",10,"2195026",10,"79664577",11,"29489952",11,"4201530",11,"9000870",10,"1840709",11,"35131516",10,"91001148",10,"-79664577",10,"0",11,"11336571",10,"132398250",11,"-6551722",10,"137183099",10,"57418858",11,"204820539",10,"67637440",10,"105214065",10,"31969033",18,"137183098",10,"805324",10,"123496388",10,"54320741",10,"0"
"102395",10,"1892941",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"21208",10,"52082",10,"1698701",10,"0",10,"129417",10,"0",10,"0",10,"125713",10,"3920062",10,"0",10,"15665",10,"0",10,"0",10,"0",10,"0",10,"15665",10,"0",10,"0",10,"324266",10,"181307",10,"0",10,"0",10,"0",10,"0",10,"625124",10,"338933",10,"454686",10,"189606",10,"1430116",10,"629173",10,"131946",10,"4272",10,"16500",10,"0",10,"0",10,"0",10,"0",10,"0",10,"92042",10,"2982638",10,"1435333",10,"116368",10,"230145",10,"0",10,"1200792",10,"3920062",10,"-2982638",10,"0",10,"937424",10,"10556297",10,"0",10,"11493721",10,"7864399",10,"11772175",10,"278454",10,"11493721",10,"0",10,"11493721",10,"875000",10,"3093033",10,"2266881",10,"0"
"102580",10,"99729",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"120100",10,"548996",10,"4135",10,"0",10,"163741",10,"0",10,"0",10,"25187",10,"961888",10,"0",10,"0",10,"0",10,"0",10,"700",10,"54555",10,"55255",10,"55255",10,"0",10,"253007",10,"0",10,"0",10,"0",10,"0",10,"0",10,"29021",10,"0",10,"178899",10,"0",10,"213298",10,"0",10,"147116",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"821341",13,"0",10,"0",10,"0",10,"0",10,"821341",10,"961888",10,"-821341",10,"0",10,"140547",10,"934566",10,"0",10,"1075113",10,"12600",10,"1094050",10,"18937",10,"1042102",10,"33011",10,"1075113",10,"17458",10,"963043",10,"464059",10,"0"
"102669",10,"3824338",10,"0",10,"0",10,"0",10,"329000",10,"75500",10,"0",10,"1792806",10,"0",10,"6974510",10,"0",10,"1501966",10,"0",10,"0",10,"317056",10,"14815176",10,"204472",10,"39733",10,"0",10,"0",10,"33579",10,"833615",10,"1111399",10,"780410",10,"0",10,"2912163",10,"2093452",10,"74760",10,"0",10,"186975",10,"0",10,"286333",10,"26920",10,"1932456",10,"674574",10,"2056851",10,"1132173",10,"1429162",10,"254161",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"214111",10,"8878700",10,"4395391",10,"711674",11,"492249",10,"0",11,"3279386",10,"14815176",10,"-8878700",10,"-985769",10,"4950707",10,"23998557",10,"0",10,"28949264",10,"34204640",10,"46195348",10,"17246084",10,"27376684",10,"1572580",10,"28949264",10,"856550",10,"14549572",10,"2717920",10,"0"
"103440",10,"872184",10,"0",10,"0",10,"0",10,"132882",10,"0",10,"0",10,"4579147",10,"0",10,"271120",10,"0",10,"1700314",10,"0",10,"392924",10,"248404",10,"8196975",10,"0",10,"0",10,"0",10,"0",11,"1215918",10,"0",11,"1215918",10,"607959",10,"0",10,"922189",10,"709759",10,"57561",10,"29086",10,"0",10,"0",10,"712328",10,"463581",10,"561208",10,"247695",10,"2517181",10,"406603",10,"1460470",10,"557857",10,"350448",10,"157195",10,"0",10,"0",10,"381507",10,"315461",11,"215842",10,"6962892",11,"3103079",11,"319366",10,"413284",10,"385270",11,"2741893",10,"8196975",10,"-6962892",10,"0",10,"1234083",10,"8020370",10,"0",10,"9254453",10,"5361414",10,"18266371",10,"9011918",10,"4858628",10,"4395825",10,"9254453",10,"3245757",10,"14621086",10,"2678284",10,"0"
"103778",10,"43820104",10,"0",10,"0",10,"0",10,"1257096",10,"0",10,"0",10,"3656299",10,"0",10,"2591632",10,"0",10,"2294223",10,"0",10,"0",10,"1627252",10,"55246606",10,"0",10,"52504",10,"0",10,"0",10,"488295",10,"3579533",10,"4120332",10,"4067828",10,"0",10,"28548409",10,"13629686",10,"0",10,"0",10,"0",10,"0",10,"6815247",10,"3381618",10,"3891241",10,"1516752",10,"9239975",10,"4098839",10,"3363309",10,"149048",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",18,"51858181",10,"22775943",10,"4474945",10,"3276936",10,"1304211",10,"20026147",10,"55246606",10,"-51858182",10,"0",10,"3388424",10,"56677343",10,"0",10,"60065767",10,"28781939",10,"97938458",10,"37872691",10,"47193649",10,"12872118",10,"60065767",10,"4517106",10,"48021570",10,"19937265",10,"0"
"103787",10,"255314",10,"0",10,"0",10,"0",10,"141784",10,"1256",10,"0",10,"747112",10,"0",10,"25976",10,"0",10,"145921",10,"0",10,"0",10,"42955",10,"1360318",10,"126476",10,"15308",10,"1256",10,"0",10,"28146",10,"0",10,"171186",11,"28146",10,"0",10,"343512",10,"284513",10,"0",10,"0",10,"0",10,"0",10,"58341",10,"24796",10,"180321",10,"93023",10,"345893",10,"127075",10,"173743",10,"5540",10,"171186",10,"0",10,"0",10,"0",10,"0",10,"0",10,"18460",10,"1272996",10,"553407",10,"25863",10,"104630",10,"16315",10,"572781",10,"1360318",10,"-1272996",10,"0",10,"87322",10,"1907141",10,"0",10,"1994463",10,"177124",10,"2236348",10,"241885",10,"1781311",10,"213152",10,"1994463",10,"182510",10,"1957603",10,"566718",10,"0"
"104090",10,"5409410",10,"0",10,"0",10,"0",10,"3356614",10,"0",10,"0",10,"0",10,"0",10,"107117",10,"0",10,"0",10,"0",10,"0",10,"200934",10,"9074075",10,"3311351",10,"45263",10,"0",10,"0",10,"0",10,"0",10,"3356614",11,"0",10,"0",10,"4665126",10,"2660076",10,"0",10,"0",10,"0",10,"0",10,"465241",10,"180514",10,"521075",10,"416495",10,"3009652",10,"1084365",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"26794",10,"8661094",10,"4368244",10,"326676",10,"283473",10,"7591",10,"3675110",10,"9074075",10,"-8661094",10,"0",10,"412981",10,"1469883",10,"0",10,"1882864",10,"0",10,"5913679",10,"4030815",10,"1882864",10,"0",10,"1882864",10,"0",10,"0",10,"1923197",10,"0"
"104717",10,"16849567",10,"0",10,"0",10,"0",10,"1512579",10,"37350",10,"0",10,"1868605",10,"270110",10,"2229703",10,"0",10,"1891757",10,"0",10,"0",10,"185884",10,"24845555",10,"1001719",10,"431897",10,"132469",10,"0",10,"0",10,"0",10,"1566085",10,"0",10,"0",10,"9828297",10,"4800128",10,"46835",10,"27692",10,"0",10,"0",10,"756508",10,"241452",10,"1576339",10,"682960",10,"4241642",10,"945371",10,"3418787",10,"464134",10,"4655221",10,"0",10,"0",10,"0",10,"0",10,"0",10,"414427",10,"24523629",10,"7576164",10,"760484",10,"926462",10,"1556686",10,"13703833",10,"24845555",10,"-24523629",10,"-21293",10,"300633",10,"9987796",10,"0",10,"10288429",10,"6205517",10,"32867962",10,"22579533",10,"4106982",10,"6181447",10,"10288429",10,"2152557",10,"15023163",10,"6822492",10,"0"
"105367",10,"6844180",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2040",10,"0",10,"0",10,"0",10,"49714",10,"0",10,"0",10,"36359",10,"6932293",10,"415557",10,"0",10,"0",10,"0",10,"20855",10,"0",10,"436412",10,"20855",10,"0",10,"2325538",10,"1958134",10,"0",10,"0",10,"0",10,"0",10,"463024",10,"177743",10,"675779",10,"458470",10,"1607811",10,"264700",10,"58253",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5130405",10,"2859047",10,"451273",10,"40022",10,"0",10,"1780063",10,"6932293",11,"-5130405",10,"0",11,"1801888",10,"0",10,"0",18,"1801888",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0"
"105589",10,"9010388",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"197359",10,"0",10,"95726",10,"0",10,"196910",10,"0",10,"0",10,"65443",10,"9565826",10,"556464",10,"142736",10,"0",10,"0",10,"377889",10,"0",10,"1077089",10,"0",10,"0",10,"4707866",10,"3355572",10,"0",10,"0",10,"187847",10,"69510",10,"1306639",10,"785263",10,"1215719",10,"537784",10,"1435698",10,"736670",10,"174697",10,"80325",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"111412",10,"9028466",10,"5676536",10,"752974",10,"192663",10,"86396",10,"2319897",10,"9565826",10,"-9028466",10,"0",10,"537360",10,"2151875",10,"0",10,"2689235",10,"177579",10,"4775610",10,"2086375",10,"2484325",10,"204910",10,"2689235",10,"1129029",10,"1596065",10,"1011025",10,"284622"
