unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"173805","2006990","6045146","399514","0","399514","0","0","0","0","0","0","4981189","1463471","6444660","3048437","749696","0","0","3798133","142703","0","25347","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"63585","2070575","1335765","0","0","0","0","131249","12030","143279","87354","409064","87394","496458","272255","572896","22344","595240","381294","1085855","17312","1103167","721772","375621","148564","524185","249997","0","1108492","1108492","0","3750","3750","0","0","0","4581675","1463471",10,10,10,10,10,10,13,10,10,13,10,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,10,13,13,13,13
"173814","1604107","3131556","180740","17875","198615","0","0","0","0","0","0","2936504","393667","3330171","2008369","421757","0","0","2430126","68751","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"198260","1802367","1333752","0","0","0","0","27500","33612","61112","30312","203962","25209","229171","144149","217254","57751","275005","180128","403186","39876","443062","210011","272866","17417","290283","110017","","","0","0","0","0","26889","3667","30556","2755764","375792",,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"173869","6342805","15822386","1428216","0","1428216","0","0","0","0","0","0","14847466","2403136","17250602","9098187","1976072","0","0","11074259","341577","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","6342805","4310654","0","0","0","0","765995","5113","771108","520580","1772541","85592","1858133","1204642","1611531","371375","1982906","1095218","1959156","9424","1968580","1325155","944564","244095","1188659","641938","22658","1687537","1710195","0","0","0","0","0","0","13419250","2403136",10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,18,10,13,13,18,10,13,13,13,13,13,13
"173887","179444","717403","29605","0","29605","0","0","0","165","0","165","716777","30396","747173","338460","46830","70","963","386323","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"5360","184804","143777","2292","0","2292","2067","309","0","309","180","43051","3240","46291","27034","125684","4021","129705","64593","198813","8284","207097","80975","130098","8599","138697","19834","","","","7070","892","7962","246","0","246","687007","30396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173896","2806006","8446971","2409312","17150","2426462","0","0","0","0","0","0","9192090","1681343","10873433","4072015","963491","0","0","5035506","597590","245554","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"488693","3294699","2201441","0","0","0","0","0","0","0","0","591737","161275","753012","373142","528493","23214","551707","348664","1855197","193611","2048808","909214","867750","4891","872641","239554","0","792509","792509","133595","0","133595","0","0","0","6782778","1664193",10,10,10,10,10,10,13,10,10,10,13,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"173902","4848496","45597472","4128600","31968","4160568","0","0","0","0","0","0","32036778","17721262","49758040","16047340","3075118","0","0","19122458","1204936","239130","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"7187251","12035747","8192653","0","482644","482644","119407","176485","75455","251940","47695","1583682","728053","2311735","1196149","3319121","1049326","4368447","2607394","4514595","260130","4774725","2401253","2273442","70457","2343899","1482789","2657584","5005085","7662669","446938","36543","483481","8087835","2794350","10882185","27908178","17689294",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13
"173911","5602141","10703956","454909","44991","499900","0","0","0","0","0","0","9008687","2195169","11203856","6355929","1334745","0","0","7690674","173042","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"692399","6294540","4657960","0","0","0","0","69217","84599","153816","76293","513359","63449","576808","362812","546814","145356","692170","453371","1014797","100365","1115162","528587","686787","43837","730624","276906","52984","1010944","1063928","0","0","0","67679","9229","76908","8553778","2150178",,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"173920","37662766","88250543","11981205","47926","12029131","0","0","0","0","0","0","85353563","14926111","100279674","49366856","11054951","0","0","60421807","4568704","1503000","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1728055","39390821","29406551","239278","864507","1103785","503459","572649","289061","861710","398598","10387203","488500","10875703","5562120","9132675","376065","9508740","5572972","8094074","112449","8206523","5469856","5563014","6143","5569157","2453300","441074","11010920","11451994","1279625","0","1279625","0","2485","2485","73372358","14878185",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"173948","14618593","46346848","6104675","121599","6226274","0","0","0","354163","16700","370863","46436943","6507042","52943985","14858373","2949387","0","0","17807760","1434776","535133","37517","0","0","159480","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,"706952","15325545","6381557","76606","90848","167454","69728","1166274","477924","1644198","684644","3675725","256186","3931911","1637248","3495991","181127","3677118","1531152","7185357","352817","7538174","3138896","3304119","94411","3398530","1415148","4517162","4255736","8772898","867389","7413","874802","1070889","-54671","1016218","39978105","6368743",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,21,21,21,21,21,21,21,21,21,21,21,21
"173416","5704126","11075795","755191","0","755191","0","0","0","0","2470767","2470767","10213272","4088481","14301753","5984843","1505920","0","0","7490763","78909","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"0","5704126","4160168","0","0","0","0","0","0","0","0","615010","52769","667779","404302","579248","22523","601771","430961","1056195","47521","1103716","538659","1503502","0","1503502","450753","0","1494901","1494901","0","0","0","0","0","0","9458081","1617714",10,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,10,10,10,10,10,10,10,13,13,10,16,13,13,13,13,13,13
"173425","3193197","6382245","196265","19411","215676","0","0","0","0","0","0","4707333","1890588","6597921","3387587","711393","0","0","4098980","74657","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"394665","3587862","2655018","0","0","0","0","29863","36499","66362","32916","221483","27374","248857","156531","235916","62712","298628","195601","437823","43301","481124","228053","296306","18913","315219","119468","67281","1283731","1351012","0","0","0","29199","3982","33181","4511068","1871177",,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"173452","0","3813448","0","529139","529139","0","0","0","0","0","0","0","4342587","4342587","2013038","445294","0","0","2458332","176303","0","0","0","0","0","0",13,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,13,10,10,10,13,10,"1253073","1253073","914608","0","0","0","0","0","0","0","0","0","851521","851521","495615","0","249258","249258","158777","0","197185","197185","112564","0","882659","882659","331474","0","379752","379752","0","0","0","0","0","0","0","3813448",10,10,13,10,10,10,21,21,21,13,13,13,13,13,13,13,18,18,13,10,10,13,13,13,13,13,13,31,18,18,10,10,13,13,10,16,13,13,13,13,13,13
"173513","2339425","5728174","421476","41684","463160","0","0","0","0","0","0","5446513","744821","6191334","3518315","738846","0","0","4257161","160325","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"289142","2628567","1945140","0","0","0","0","64130","78381","142511","70685","475629","58786","534415","336147","506625","134673","641298","420050","940214","92988","1033202","489738","636310","40616","676926","256555","","","0","0","0","0","62704","8551","71255","5025037","703137",,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"173559","1858072","5078145","250801","0","250801","0","0","0","0","0","0","4351658","977288","5328946","2577148","612030","0","0","3189178","199244","0","3500","0","0","0","0",10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","1858072","1168816","0","0","0","0","44146","3251","47397","27770","437856","34734","472590","275432","755718","70441","826159","475383","643108","20241","663349","402059","361957","72434","434391","227688","0","776187","776187","0","0","0","0","0","0","4100857","977288",10,10,10,10,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,10,13,13,13,13
"173638","977742","1908759","110165","10895","121060","0","0","0","0","0","0","1789871","239948","2029819","1224149","257071","0","0","1481220","41906","","","","","","",,,21,,,,,,,,,,,,,,,,,,,,"120844","1098586","812954","0","0","0","0","16762","20487","37249","18476","124320","15365","139685","87862","132421","35201","167622","109792","245753","24305","270058","128007","166318","10616","176934","67058","","","0","0","0","0","16390","2235","18625","1679706","229053",,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,
"173647","11454945","31719957","6440838","54099","6494937","0","0","0","0","0","0","34971107","3243787","38214894","12533340","3906984","0","0","16440324","944032","72418","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"611884","12066829","7313376","35793","9644","45437","7820","163687","61085","224772","17527","1097572","411229","1508801","617119","2858015","155389","3013404","1221852","3853484","132844","3986328","1816102","2826331","45000","2871331","1539544","4087783","1762613","5850396","912528","0","912528","1240131","0","1240131","28530269","3189688",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"173665","9010933","32715924","3928254","54106","3982360","0","0","0","0","0","0","31684617","5013667","36698284","14045566","3137092","0","0","17182658","1362308","195545","14576","0","0","0","0",10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"447722","9458655","7094351","0","21098","21098","12460","270941","229666","500607","213117","3844446","236250","4080696","2101319","3056803","101361","3158164","1944838","4189914","89962","4279876","2026012","2050109","9795","2059904","653469","4277113","3836424","8113537","309289","0","309289","746815","-12717","734098","27756363","4959561",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"173708","14552535","29102202","1416969","140140","1557109","0","0","0","0","0","0","25114392","5544919","30659311","17388760","3651640","0","0","21040400","538999","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"1798628","16351163","12099861","0","0","0","0","215600","263510","479110","237639","1599031","197633","1796664","1130102","1703237","452759","2155996","1412177","3160931","312619","3473550","1646463","2139228","136546","2275774","862518","116053","2214337","2330390","0","0","0","210808","28747","239555","23697423","5404779",,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"173717","4332807","6092122","62058","6138","68196","0","0","0","0","0","0","4828510","1331808","6160318","3834192","805180","0","0","4639372","23606","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"535515","4868322","3602558","0","0","0","0","9442","11541","20983","10408","70031","8656","78687","49494","74596","19829","94425","61848","138436","13692","152128","72109","93690","5980","99670","37775","38217","729198","767415","0","0","0","9233","1259","10492","4766452","1325670",,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
"173735","2999060","7458282","445706","0","445706","0","0","0","0","0","0","6456703","1447285","7903988","3740026","925708","0","0","4665734","151773","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,13,"0","2999060","1866007","0","0","0","0","22298","10378","32676","13874","455693","68091","523784","283531","725474","17869","743343","451388","1269019","0","1269019","789580","539453","72779","612232","335646","0","1274547","1274547","0","3621","3621","0","0","0","6010997","1447285",10,10,10,10,10,10,13,10,10,13,10,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,18,10,13,13,18,10,13,13,13,13,13,13
"173115","1164218","4587072","351818","0","351818","0","0","0","0","0","0","4226587","712303","4938890","2224723","509537","0","0","2734260","202958","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"161110","1325328","912386","0","0","0","0","446924","23557","470481","304585","346021","10962","356983","182494","266448","29655","296103","189781","1197821","3691","1201512","491210","453337","102","453439","144267","0","483226","483226","0","0","0","0","0","0","3874769","712303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173124","11763179","31589897","4765690","0","4765690","0","0","0","0","0","0","28241397","8114190","36355587","16938264","4305725","0","0","21243989","1013858","871500","197273","0","0","0","0",10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,13,"0","11763179","9916465","0","145347","145347","53452","34562","1204153","1238715","467868","2336325","70557","2406882","1425753","1934407","0","1934407","1093894","3888198","0","3888198","2451401","3519036","0","3519036","1529431","0","6694133","6694133","0","0","0","0","0","0","23475707","8114190",10,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"173142","702074","3567422","762948","11623","774571","0","0","0","0","0","0","3602724","739269","4341993","1328254","227002","0","0","1555256","135543","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"70980","773054","573523","0","0","0","0","0","0","0","0","138407","5257","143664","74583","656258","31714","687972","304912","568342","28297","596639","274182","274405","7539","281944","101054","402715","583859","986574","97575","0","97575","0","0","0","2839776","727646",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"173160","6450481","25104102","4926352","18319","4944671","0","0","0","0","0","0","24640462","5408311","30048773","9968675","2532043","0","0","12500718","550563","0","0","0","0","0","0",10,10,10,10,10,10,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"760381","7210862","4763279","0","0","0","0","197808","6107","203915","138210","1487607","356340","1843947","1016299","1482423","179495","1661918","942517","4671543","284107","4955650","2401234","1415755","27481","1443236","707136","2779225","3776081","6555306","1110015","0","1110015","119253","0","119253","19714110","5389992",10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,18,10,18,10,10,10,13,13,13,13,13,13,18,18,18,10,10,10,10,10,16,13,13,13,13,13,13
"173179","1074415","3734000","292196","0","292196","0","0","0","0","0","0","3942714","83482","4026196","2206497","560450","0","0","2766947","276405","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"15247","1089662","1006302","0","0","0","0","0","0","0","0","1173638","0","1173638","578618","121354","0","121354","73042","853071","0","853071","423747","249839","0","249839","124788","178201","68235","246436","0","0","0","0","0","0","3650518","83482",10,10,10,13,10,10,21,21,21,13,13,13,13,13,13,18,10,18,10,13,10,13,13,13,13,13,13,18,10,18,10,10,10,10,10,10,13,13,13,13,13,13
"173197","5088212","11008186","492669","48726","541395","0","0","0","0","0","0","8803200","2746381","11549581","6069557","1274607","0","0","7344164","187406","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"628880","5717092","4230648","0","0","0","0","74962","91621","166583","82625","555971","68715","624686","392927","592203","157421","749624","491004","1099031","108695","1207726","572462","743793","47476","791269","299891","83062","1584852","1667914","0","0","0","73297","9995","83292","8310531","2697655",,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"173203","2501622","6835082","361488","0","361488","0","0","0","0","0","0","5429739","1766831","7196570","3343350","865202","0","0","4208552","153258","0","5663","0","0","0","0",10,13,10,10,13,13,13,13,10,13,10,10,10,10,10,10,10,10,10,10,10,10,"0","2501622","1654772","0","0","0","0","65496","0","65496","43324","538922","40433","579355","356486","800123","535778","1335901","529265","821213","23195","844408","534021","340875","108462","449337","225482","0","1058591","1058591","0","372","372","0","0","0","5068251","1766831",10,10,10,10,10,10,13,10,10,13,10,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,18,10,13,13,18,10,13,10,13,13,13,13
"173249","916632","1789461","103280","10214","113494","0","0","0","0","0","0","1678002","224953","1902955","1147640","241004","0","0","1388644","39287","","","","","","",,,21,,,,,,,,,,,,,,,,,,,,"113292","1029924","762144","0","0","0","0","15714","19207","34921","17321","116550","14405","130955","82371","124145","33001","157146","102931","230392","22786","253178","120006","155923","9953","165876","62867","","","0","0","0","0","15366","2095","17461","1574722","214739",,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,
"173258","11332608","43652544","7704704","0","7704704","0","0","0","0","0","0","42620889","8736359","51357248","17708525","3936412","0","0","21644937","1855556","120777","661391","0","0","0","0",10,10,10,10,13,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"3681300","15013908","9731659","0","1318801","1318801","587460","0","0","0","0","2948935","760699","3709634","1081771","4574666","94619","4669285","1995751","7666078","17492","7683570","3267978","3573791","15588","3589379","1043906","4545645","2847860","7393505","274462","0","274462","0","0","0","34916185","8736359",10,10,10,10,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"173300","12336839","37552405","6254182","129846","6384028","0","0","0","4113610","106961","4220571","43487409","4669595","48157004","13846926","3003771","0","0","16850697","964161","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"378372","12715211","8081795","0","0","0","0","583076","194077","777153","216622","1352185","238551","1590736","554646","2733317","328220","3061537","1405149","4731704","342577","5074281","2149317","2622286","12795","2635081","1439397","3895823","2938196","6834019","837454","0","837454","4026933","0","4026933","33119617","4432788",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"173328","3468782","13898664","1546128","20826","1566954","0","0","0","0","0","0","11775492","3690126","15465618","4570869","1037160","0","0","5608029","402081","0","0","0","0","0","0",10,10,10,10,10,13,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,"156709","3625491","2468166","37853","0","37853","28256","261516","0","261516","149360","891136","32268","923404","450699","1096807","15013","1111820","576922","1811349","142299","1953648","615986","1098518","43108","1141626","281480","944983","3278339","4223322","265335","0","265335","353085","1564","354649","10229364","3669300",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"172635","16180466","48011329","50500","0","50500","0","0","0","0","0","0","39301624","8760205","48061829","24077753","7136051","0","0","31213804","359259","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","16180466","11335660","184184","0","184184","121557","0","0","0","0","5142808","0","5142808","3572337","7539868","0","7539868","5233896","5278912","0","5278912","2948671","4349754","0","4349754","865632","0","8760205","8760205","410683","0","410683","164449","0","164449","39251124","8760205",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,13,13,10,10
"172644","129033226","399556426","10423493","0","10423493","0","0","0","0","0","0","303018151","106961768","409979919","214207769","48492411","0","0","262700180","11804569","631841","1381525","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"10122179","139155405","96796809","16577331","45319305","61896636","28719837","3455631","36023801","39479432","25691077","36173587","662478","36836065","23548344","17998783","680276","18679059","11512980","32413915","98536","32512451","18098982","30964765","84638","31049403","9839740","10810648","13122246","23932894","721725","0","721725","14445047","848309","15293356","292594658","106961768",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"172671","2214968","6620654","441410","0","441410","0","0","0","0","0","0","5304257","1757807","7062064","3045879","922862","0","0","3968741","124850","0","6822","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,"672","2215640","1561649","0","0","0","0","222082","182018","404100","122984","506282","464","506746","339636","289304","492597","781901","304473","688521","0","688521","415154","637787","0","637787","301983","48384","1078411","1126795","4444","0","4444","251075","3645","254720","4862847","1757807",10,10,10,10,10,10,11,11,11,11,11,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,13,10,13,13,13,13
"172699","67406578","190284149","49070379","0","49070379","0","0","0","0","0","0","217743102","21611426","239354528","87261400","26966666","0","0","114228066","7240378","1917358","5054999","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,13,"1087616","68494194","49066694","2227326","6269493","8496819","3435154","5140474","3266356","8406830","3202768","17625885","229310","17855195","9136773","13083423","383315","13466738","5679340","16705638","0","16705638","9753891","17572232","0","17572232","6986780","9891260","10406738","20297998","788460","0","788460","18231447","-31402","18200045","168672723","21611426",11,10,10,13,10,10,10,10,10,11,13,10,10,10,10,11,18,11,10,13,10,13,13,13,13,13,13,11,18,11,10,10,13,13,10,10,10,10,13,13,13,13
"172705","763704","2319323","253935","0","253935","0","0","0","0","0","0","2330083","243175","2573258","1123407","240120","0","0","1363527","207509","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,13,10,10,10,13,10,10,10,13,10,10,10,10,"0","763704","573211","0","0","0","0","213563","0","213563","43833","207509","0","207509","102914","65510","0","65510","39639","638305","1598","639903","319545","187557","0","187557","44265","0","241577","241577","0","0","0","0","0","0","2076148","243175",10,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"172778","301799","2063835","55307","0","55307","0","0","0","0","0","0","1664408","454734","2119142","812632","142771","0","0","955403","46470","0","0","0","0","0","0",10,10,10,10,10,10,10,13,10,10,10,13,10,10,10,10,10,10,10,10,10,10,"0","301799","280281","0","0","0","0","0","0","0","0","96655","0","96655","70294","227442","0","227442","149957","579922","0","579922","282812","160017","0","160017","29288","0","454734","454734","0","0","0","243266","0","243266","1609101","454734",10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"172909","2210588","4578884","158132","15639","173771","0","0","0","0","0","0","3422746","1329909","4752655","2428250","509933","0","0","2938183","60152","","","","","","",,,10,,,,,,,,,,,,,,,,,,,,"273219","2483807","1838017","0","0","0","0","24061","29407","53468","26520","178449","22056","200505","126118","190079","50527","240606","157597","352754","34888","387642","183742","238735","15238","253973","96256","46422","885727","932149","0","0","0","23526","3208","26734","3264614","1314270",,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
"172918","6741612","13863415","419685","0","419685","0","0","0","0","0","0","11125718","3157382","14283100","6298440","1806860","0","0","8105300","116086","0","0","0","0","0","0",10,10,10,10,13,13,10,13,13,13,10,13,10,13,10,10,10,13,10,10,10,13,"1101395","7843007","4432218","0","0","0","0","0","0","0","0","849083","0","849083","623272","732492","0","732492","471104","1162093","0","1162093","533275","1220753","0","1220753","238571","0","1881987","1881987","0","174000","174000","0","0","0","10706033","3157382",10,10,10,13,10,10,13,10,10,13,10,10,13,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"172963","7105899","16287441","1488414","0","1488414","0","0","0","0","0","0","15404302","2371553","17775855","9278181","2091784","0","0","11369965","416824","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","7105899","4740363","0","0","0","0","365962","3211","369173","244134","1512181","58523","1570704","1008780","1946681","67363","2014044","1298636","1980902","30682","2011584","1316322","1004263","74107","1078370","669946","0","2137667","2137667","0","0","0","0","0","0","13915888","2371553",10,10,10,10,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"173045","9846275","26797613","2756293","37718","2794011","0","0","0","0","0","0","24386006","5205618","29591624","12061552","2106611","0","0","14168163","675690","338714","0","0","0","0","0",10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"349087","10195362","6573607","0","392092","392092","348103","172030","399559","571589","279829","1209032","581657","1790689","945346","2196805","441801","2638606","1254385","3364304","227481","3591785","2087934","1958521","70557","2029078","572348","2910217","2454246","5364463","684149","0","684149","-711620","251420","-460200","21629713","5167900",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"173063","1963752","5146253","277257","0","277257","0","0","0","0","0","0","4576345","847165","5423510","2824451","679388","0","0","3503839","207086","0","19455","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1699","1965451","1290162","0","0","0","0","78681","7501","86182","51692","448230","27662","475892","294482","682812","29507","712319","448600","713799","5640","719439","468958","411814","75578","487392","270557","0","699578","699578","0","0","0","0","0","0","4299088","847165",10,10,10,10,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,18,10,13,13,18,10,13,10,13,13,13,13
"172051","12341098","42563584","4606277","1536","4607813","0","0","0","0","0","0","33647720","13523677","47171397","17691442","5054123","0","0","22745565","1019516","338534","-189444","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"382071","12723169","9089857","322379","8546004","8868383","1098294","452448","64247","516695","172233","3285067","592888","3877955","2019295","2024165","602420","2626585","1466192","4416230","37692","4453922","2428366","3102767","20520","3123287","1417205","1080313","3488896","4569209","148034","0","148034","1868942","-212597","1656345","29041443","13522141",10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,18,10,10,10,10,13,13,13,13,13,13,11,18,18,10,10,13,13,10,10,10,10,13,13,13,13
"172121","694591","2401350","297294","0","297294","0","0","0","0","0","0","2320795","377849","2698644","1199467","0","0","98784","1298251","84370","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,11,13,10,10,10,13,10,10,10,13,"0","694591","670315","0","0","0","0","0","0","0","0","312932","0","312932","250744","390316","0","390316","209281","247007","0","247007","6521","179923","0","179923","62606","198732","377849","576581","0","0","0","0","0","0","2023501","377849",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,18,10,18,10,13,10,13,13,13,13,13,13,18,10,18,10,13,13,11,11,16,13,13,13,13,13,13
