unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"100654","11556155","48309991","4226633","0","4226633","0","0","0","0","0","0","35124577","17412047","52536624","23864283","3770791","0","923213","28558287","1224442","511783","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,"231987","11788142","10871765","322275","4748171","5070446","1892720","481707","4872248","5353955","3015583","2314737","318446","2633183","1629336","3601275","0","3601275","1883049","8628718","3011975","11640693","3523201","2807215","0","2807215","1048629","1185862","4229220","5415082","0","0","0","0","0","0","30897944","17412047",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,10,13,13,13,13,13
"100663","104956052","363624949","13822677","0","13822677","435372482","0","435372482","0","0","0","675942053","136878055","812820108","184604124","27391986","0","9015598","221011708","5832256","1356798","105612","4077352","27985582","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"9325347","114281399","77787140","7370461","82911556","90282017","47141951","16063896","31887407","47951303","20066645","21839188","527354","22366542","13495709","7991350","355414","8346764","4220900","23798805","50580","23849385","14640203","19540407","7689","19548096","7251576","1763184","9932181","11695365","8681811","0","8681811","14741740","1880527","16622267","226746894","136878055",10,10,10,10,10,10,10,10,10,10,13,11,10,10,10,10,10,10,10,13,10,10,13,10,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,13,13
"100672","1973697","4172016","134779","0","134779","0","0","0","0","0","0","3535054","771741","4306795","2166772","209700","203103","0","2579575","98912","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"247102","2220799","1350593","0","0","0","0","0","0","0","0","180439","17529","197968","110549","242301","181245","423546","292984","571736","0","571736","307421","387690","19726","407416","105225","44412","306139","350551","0","0","0","0","0","0","3400275","771741",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,13,13,13,13,13
"100690","620561","1421016","3312","0","3312","0","0","0","0","0","0","1367292","57036","1424328","619657","160691","0","0","780348","36940","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,13,13,"0","620561","273370","0","0","0","0","0","0","0","0","481766","1654","483420","270689","93660","479","94139","73719","0","0","0","0","46633","0","46633","1879","69041","51365","120406","0","0","0","52319","3538","55857","1363980","57036",13,13,10,13,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"100706","24845545","79972056","4039760","0","4039760","0","0","0","0","0","0","57300580","26711236","84011816","40329326","5712325","0","1710911","47752562","1971389","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"452600","25298145","17590843","4809027","22968338","27777365","12443074","83243","204666","287909","185208","5732141","81702","5813843","3253943","3371497","35902","3407399","1539453","5298110","18559","5316669","3932067","3725467","0","3725467","1384738","1333621","2268830","3602451","2109924","0","2109924","1952245","680639","2632884","53260820","26711236",10,10,10,13,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
"100724","10051664","37969689","5789155","253550","6042705","0","0","0","0","0","0","33865977","10146417","44012394","17907681","2389247","0","0","20296928","1103511","750310","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1450624","11502288","9484102","45072","490388","535460","188856","138424","394382","532806","170135","1886328","530638","2416966","1554007","3379903","687826","4067729","2313005","5240812","349703","5590515","2180561","3795895","26721","3822616","2017015","1182299","5962585","7144884","802916","0","802916","1553509","0","1553509","28076822","9892867",10,10,10,10,10,10,21,21,21,10,13,10,10,13,10,18,10,18,10,10,10,13,13,13,13,13,13,18,10,18,10,10,13,13,10,10,10,13,13,13,13,13
"100733","0","143609","0","0","0","0","0","0","0","0","0","137142","6467","143609","","","","","","0","0","0","0","0","0","0",13,13,98,31,13,13,13,31,13,10,10,31,13,13,13,31,13,13,13,31,10,13,"0","0","","0","0","0","","0","6467","6467","","0","0","0","","0","0","0","","8316","0","8316","","0","0","0","","0","0","0","0","0","0","128826","0","128826","137142","6467",10,31,13,13,13,31,13,13,13,13,13,13,10,13,10,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,31,31,31,31,31,13,13,13,13,13,13,13
"100751","58462793","186609012","50295012","175377","50470389","0","0","0","0","0","0","207201251","29878150","237079401","106583434","23675479","0","0","130258913","8348972","3872812","8449784","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"4608904","63071697","43485598","18188664","8514863","26703527","18098113","8016780","7543367","15560147","7911140","25988997","807168","26796165","14812103","4538436","331340","4869776","2826605","15248888","275865","15524753","11285696","13336445","112285","13448730","8164179","6984528","8398801","15383329","5300542","0","5300542","840166","-889820","-49654","156906239","29702773",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"100760","3375820","9081049","498067","0","498067","0","0","0","0","0","0","7135444","2443672","9579116","5092041","481497","0","403999","5977537","241989","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1215091","4590911","3361767","0","0","0","0","379","101594","101973","72410","515615","72445","588060","391455","613053","302079","915132","612777","700066","2147","702213","444837","689333","6330","695663","208795","643559","743986","1387545","99552","0","99552","0","0","0","6637377","2443672",10,10,10,10,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
"100779","148782","428604","0","","0","0","","0","0","","0","428604","","428604","209007","48228","321","588","258144","1957","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"","148782","100130","0","","0","0","41651","","41651","15702","5755","","5755","2901","0","","0","0","190787","","190787","86236","10627","","10627","4038","31002","","31002","0","","0","0","","0","428604","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100812","4654180","10547638","707131","0","707131","0","0","0","0","0","0","9881954","1372815","11254769","6218114","759207","647575","0","7624896","349411","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"175978","4830158","3792463","0","0","0","0","0","0","0","0","706142","39714","745856","462484","1057375","23501","1080876","767933","896835","158852","1055687","689925","1031730","0","1031730","505309","175723","974770","1150493","113853","0","113853","538985","0","538985","9174823","1372815",10,10,10,13,10,10,11,11,11,10,13,10,10,13,10,11,11,11,10,13,10,13,13,13,13,13,13,11,11,11,10,10,10,13,10,10,13,13,13,13,13,13
"100830","13108837","32047267","3900506","0","3900506","0","0","0","0","0","0","29034550","6913223","35947773","18052165","3268194","0","0","21320359","1402286","146375","317244","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"40673","13149510","10323450","182384","16631","199015","84527","754850","4157536","4912386","1992656","3159745","120297","3280042","1985171","1919431","41173","1960604","1060096","2931559","9736","2941295","1825458","2680237","0","2680237","780807","317179","2527177","2844356","42881","0","42881","36941","0","36941","25134044","6913223",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"100858","79018086","265787523","38287411","0","38287411","0","0","0","0","0","0","244738047","59336887","304074934","154215308","20796392","7245301","0","182257001","8290778","7209804","1032035","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"3227473","82245559","63674582","29439147","25513047","54952194","28696283","26043826","16131145","42174971","25235422","20214964","2145651","22360615","10788341","7141834","87185","7229019","4309067","15637786","100662","15738448","12780766","18568758","1191908","19760666","8730847","439924","10181582","10621506","6878484","0","6878484","3067827","758234","3826061","206450636","59336887",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,10,10,13,13,13,13
"100919","2996317","8674912","764943","0","764943","0","0","0","0","0","0","7823537","1616318","9439855","4591744","355587","511335","0","5458666","38718","0","0","0","0","0","0",10,10,10,10,10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,13,"348252","3344569","2458524","1405329","0","1405329","698830","0","0","0","0","230430","34975","265405","166236","450515","236059","686574","464368","1138282","0","1138282","553777","693630","0","693630","250009","95820","997032","1092852","45877","0","45877","2394","0","2394","7058594","1616318",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,13,13,13,13,13
"100937","6045983","21601558","4233897","10003","4243900","0","0","0","0","0","0","21199089","4646369","25845458","7788113","1951994","0","0","9740107","764413","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"808813","6854796","4440121","0","0","0","0","0","0","0","0","1262358","57418","1319776","501167","1934521","276783","2211304","983622","3079627","176245","3255872","1445438","1772927","0","1772927","417765","2845849","3317107","6162956","23927","0","23927","0","0","0","16965192","4636366",10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10
"100964","1024675","3388469","208384","0","208384","0","0","0","0","0","0","2503304","1093549","3596853","1680991","182136","0","116116","1979243","97111","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"191479","1216154","919573","0","0","0","0","0","0","0","0","198919","13139","212058","153043","188565","445924","634489","446514","148668","36730","185398","88389","352355","0","352355","73472","338838","406277","745115","0","0","0","42900","0","42900","2294920","1093549",10,10,10,13,10,10,10,10,10,13,13,13,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
"100973","795626","2346185","12795","0","12795","0","0","0","0","0","0","1356719","1002261","2358980","1380543","152640","106980","0","1640163","0","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"58962","854588","660837","0","0","0","0","0","0","0","0","69049","236945","305994","217935","150227","301461","451688","305595","158835","48797","207632","145275","150860","0","150860","50901","12393","356096","368489","6934","0","6934","0","0","0","1343924","1002261",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,13,13,13,13,13,13,13
"100991","1265876","3711458","44413","0","44413","0","0","0","0","0","0","2367662","1388209","3755871","1935718","340398","0","0","2276116","17714","0","0","0","0","0","0",10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"83348","1349224","945757","1541","17629","19170","14617","0","4097","4097","937","156472","17660","174132","93015","237415","211200","448615","349006","407169","372522","779691","480705","106734","0","106734","51681","22564","681753","704317","23466","0","23466","102012","0","102012","2323249","1388209",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,11,10,13,10,13,13,13,13,13,13,10,10,11,10,10,13,13,10,10,13,13,13,13,13,13
"101028","1904044","4923267","78034","0","78034","0","0","0","0","0","0","4155929","845372","5001301","2691612","218575","281910","0","3192097","173012","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,"4157","1908201","1570355","0","0","0","0","0","0","0","0","426062","7911","433973","263847","418272","85423","503695","373077","558461","0","558461","367402","437811","0","437811","116931","205712","747881","953593","74762","0","74762","52771","0","52771","4077895","845372",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,13,13,13,13,13
"101037","1281343","3552537","146878","0","146878","0","0","0","0","0","0","2324671","1374744","3699415","1818575","351980","0","0","2170555","10868","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,"192087","1473430","1101979","2664","0","2664","2379","22192","80002","102194","66522","110369","0","110369","80646","133613","184118","317731","211088","279489","389949","669438","283661","207746","7408","215154","72300","140377","521180","661557","0","0","0","0","0","0","2177793","1374744",10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,13,13,13,11,10,11,10,16,10,10,11,10,13,13,13,13,13,13
"101073","262501","2982338","252849","16589","269438","0","0","0","0","0","0","1603944","1647832","3251776","678400","157307","16756","0","852463","108396","0","0","0","0","0","0",10,10,10,10,10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"298580","561081","200620","3396","0","3396","1730","0","0","0","0","157695","16107","173802","93047","149458","47368","196826","115790","568468","4063","572531","224379","144385","2976","147361","42834","65192","1262149","1327341","0","0","0","0","0","0","1351095","1631243",10,10,10,10,10,10,21,21,21,13,13,13,13,13,13,10,18,18,10,10,10,13,13,13,13,13,13,10,18,18,10,10,10,13,10,10,13,13,13,13,13,13
"101107","1503045","4207576","154904","0","154904","0","0","0","0","0","0","3017768","1344712","4362480","1900756","190820","176321","0","2267897","0","0","0","0","0","0","0",10,10,10,10,10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"261236","1764281","1243099","2875","8450","11325","8143","0","0","0","0","86429","209260","295689","133904","198002","112825","310827","170274","404572","49179","453751","279999","211573","0","211573","65337","160868","703762","864630","0","0","0","295500","0","295500","2862864","1344712",10,10,10,13,10,10,21,21,21,13,13,13,10,13,10,10,18,18,10,13,10,13,13,13,13,13,13,10,18,18,10,10,10,13,10,13,10,10,13,13,13,13
"101116","167509","618030","78588","0","78588","0","0","0","0","0","0","696618","0","696618","302134","32703","0","0","334837","13209","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","167509","160604","0","0","0","0","0","0","0","0","25789","0","25789","10233","222026","0","222026","92487","92181","0","92181","33703","110525","0","110525","5107","0","0","0","0","0","0","0","0","0","618030","0",10,10,10,13,10,10,13,13,13,13,13,13,13,13,13,10,13,10,10,13,10,13,13,13,13,13,13,11,13,11,10,10,13,13,10,10,13,13,13,13,13,13
"101143","2450740","7120323","476412","0","476412","0","0","0","0","0","0","5556267","2040468","7596735","4394484","406783","0","362392","5163659","239550","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"910672","3361412","2538617","0","0","0","0","0","0","0","0","502464","138468","640932","480218","597385","121254","718639","553202","758829","78926","837755","584671","491978","0","491978","237776","273620","795987","1069607","0","0","0","4839","-4839","0","5079855","2040468",10,10,10,13,10,10,10,10,10,13,13,13,10,10,18,18,10,18,10,13,10,13,13,13,13,13,13,18,10,18,10,10,13,10,10,10,13,13,13,13,13,13
"101161","3146302","9993291","1477197","33039","1510236","0","0","0","0","0","0","9432318","2071209","11503527","4625219","0","0","868880","5494099","302698","0","129203","0","0","0","0",10,10,10,10,10,13,10,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"259339","3405641","2634890","7642","0","7642","0","0","0","0","0","681843","47868","729711","438986","573767","190761","764528","505054","1327496","2786","1330282","701385","1077186","8645","1085831","344904","414553","1528771","1943324","301153","0","301153","425179","0","425179","7955121","2038170",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,13,10,10,10,13,10,13,13,13,13
"101189","2309584","11576092","964990","0","964990","0","0","0","0","0","0","10197162","2343920","12541082","3437645","506545","0","0","3944190","99561","105888","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"33508","2343092","1439795","0","0","0","0","0","0","0","0","562116","9167","571283","296084","1488765","221004","1709769","861046","1881336","63238","1944574","725614","700853","1975","702828","115106","2226188","2015028","4241216","55364","0","55364","7966","0","7966","9232172","2343920",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"101240","8361645","20294401","1416366","0","1416366","0","0","0","0","0","0","17401962","4308805","21710767","10893508","898605","0","1000934","12793047","441585","119669","-228264","0","0","0","0",10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"722327","9083972","6873999","137954","0","137954","53594","144321","89148","233469","179706","1462742","63186","1525928","936751","1100806","509103","1609909","1257805","1557896","137823","1695719","1162603","1827046","0","1827046","429050","913117","2787218","3700335","202145","0","202145","277924","0","277924","15985596","4308805",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,13,13,13,13
"101286","6748788","13243103","937150","0","937150","0","0","0","0","0","0","12232952","1947301","14180253","8172056","631396","0","821432","9624884","209777","0","-98300","0","0","0","0",10,10,10,10,10,13,10,10,10,13,10,13,10,10,10,10,10,10,10,10,10,10,"8614","6757402","5531931","92335","0","92335","58000","404","0","404","0","653512","65524","719036","487775","740395","414472","1154867","683769","1282246","76319","1358565","858129","1192712","0","1192712","552452","418764","1382372","1801136","210176","0","210176","-43530","0","-43530","11295802","1947301",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,10,13,13,13,13
"101295","5765951","17739684","1264936","7980","1272916","0","0","0","0","0","0","14323619","4688981","19012600","7167422","484882","0","781227","8433531","370054","0","0","0","0","0","0",10,10,10,10,10,13,10,10,13,10,10,13,10,10,10,10,10,10,10,10,10,10,"615435","6381386","4728385","78430","0","78430","66841","0","849","849","0","722209","264634","986843","514653","874713","590965","1465678","886092","584371","264983","849354","562963","1137532","40972","1178504","408488","748986","2903163","3652149","781925","0","781925","2364566","0","2364566","13058683","4681001",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
"101301","2951036","7664205","498465","0","498465","0","0","0","0","0","0","6040599","2122071","8162670","4190408","361933","0","435131","4987472","122323","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,"677755","3628791","2834589","2593","48772","51365","29755","2356","0","2356","1100","394620","18864","413484","277010","510773","113619","624392","425418","755549","1000","756549","439403","521343","0","521343","183133","345437","1262061","1607498","69920","0","69920","-11493","0","-11493","5542134","2122071",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
"101347","1451757","3119866","86562","0","86562","0","0","0","0","0","0","2800412","406016","3206428","1681351","153923","0","162807","1998081","86492","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"38738","1490495","1168887","0","0","0","0","0","0","0","0","137191","41442","178633","78853","216753","16767","233520","152845","405889","3343","409232","214762","211443","0","211443","66004","90817","305726","396543","0","0","0","200000","0","200000","2713850","406016",10,10,10,13,10,10,10,10,10,13,13,13,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,13,13,13,13,13,13
"101435","2355128","8854745","1316499","0","1316499","0","0","0","0","0","0","9497128","674116","10171244","3338147","614701","0","0","3952848","97720","69914","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","2355128","1680091","0","0","0","0","0","0","0","0","425665","0","425665","226389","1371957","0","1371957","539302","1477006","0","1477006","560262","845870","0","845870","332103","1705003","674116","2379119","0","0","0","0","0","0","8180629","674116",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,16,10,13,13,13,13,13
"101453","20351","1604285","58784","0","58784","0","0","0","0","0","0","936638","726431","1663069","700137","128771","0","0","828908","77335","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"157866","178217","171347","0","0","0","0","31192","0","31192","0","3632","114895","118527","76368","60035","84093","144128","99273","334350","318495","652845","327569","97330","0","97330","25580","3475","199176","202651","175334","4061","179395","152155","-152155","0","877854","726431",10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","1512763","4212837","165643","0","165643","0","0","0","0","0","0","3019521","1358959","4378480","2384735","479565","0","0","2864300","19578","0","0","0","0","0","0",10,10,10,10,10,13,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"106457","1619220","1224187","52669","0","52669","41708","0","0","0","0","141418","183004","324422","216606","285902","89106","375008","254593","551704","326306","878010","554001","255472","0","255472","93640","23675","654086","677761","30275","0","30275","0","0","0","2853878","1358959",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"101480","16446971","41150156","3253048","0","3253048","0","0","0","0","0","0","38317252","6085952","44403204","21818181","6301759","0","120033","28239973","1797362","1121509","237400","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"807476","17254447","12516539","82872","142512","225384","49639","738887","341936","1080823","515672","3740348","77103","3817451","2179804","3343952","92422","3436374","1761302","4784197","50372","4834569","2857597","4176768","13642","4190410","1937628","1184390","4540069","5724459","0","0","0","565819","20420","586239","35064204","6085952",10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,13,13,13,13
"101499","2491815","7745544","210232","0","210232","0","0","0","0","0","0","6195429","1760347","7955776","3648963","685206","0","0","4334169","165984","0","-46375","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"547094","3038909","2205959","0","0","0","0","0","0","0","0","551085","68842","619927","438050","216577","189077","405654","228877","1001024","1234","1002258","566033","518213","118502","636715","210044","1132122","835598","1967720","27986","0","27986","46375","0","46375","5985197","1760347",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,10,13,13,13,13
"101505","8547698","20102532","1421125","34986","1456111","0","0","0","0","0","0","17364328","4194315","21558643","11734753","1208620","0","0","12943373","90170","0","0","0","0","0","0",10,10,10,11,10,10,10,16,10,13,10,16,10,10,10,16,10,10,10,16,10,10,"347523","8895221","7204074","41836","11130","52966","44736","48402","0","48402","35143","1274523","462174","1736697","1039159","1142191","366998","1509189","1027225","2510204","48721","2558925","1748515","1487578","0","1487578","635901","420091","2922783","3342874","237062","0","237062","233618","0","233618","15943203","4159329",10,16,10,13,10,16,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,11,10,13,13,11,16,13,13,13,13,13,13
"101514","9156168","20851868","1434435","1203408","2637843","0","0","0","0","0","0","18985526","4504185","23489711","12069600","58416","0","1979144","14107160","62610","0","0","0","0","0","0",10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,13,"222401","9378569","7383145","271494","9997","281491","231158","0","142138","142138","102777","1116530","75438","1191968","821655","1347600","547160","1894760","1395154","2248536","0","2248536","1538984","2527371","0","2527371","596727","614777","2303643","2918420","250148","0","250148","18467","0","18467","17551091","3300777",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,10,10,16,13,13,13,13,13,13
"101523","2164390","5106844","144328","0","144328","0","0","0","0","0","0","3712508","1538664","5251172","2758700","502706","0","0","3261406","22844","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"559479","2723869","1795583","0","0","0","0","0","0","0","0","118076","98720","216796","130488","258562","169415","427977","298993","516829","41503","558332","377272","375455","0","375455","156364","134868","669547","804415","0","0","0","0","0","0","3568180","1538664",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"101541","1135666","4322015","503209","0","503209","0","0","0","0","0","0","4467794","357430","4825224","1785614","247513","0","0","2033127","20636","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","1135666","589715","0","0","0","0","0","0","0","0","206957","0","206957","160831","508077","0","508077","285922","922741","0","922741","481094","414258","0","414258","268052","640207","357430","997637","112758","0","112758","23921","0","23921","3964585","357430",10,10,10,13,10,10,10,16,11,10,13,10,10,13,10,10,16,11,10,13,10,13,13,13,13,13,13,10,16,11,10,10,13,13,10,10,13,13,13,13,13,13
"101569","3239925","9975284","391379","0","391379","0","0","0","0","0","0","6782111","3584552","10366663","5032276","321261","548332","0","5901869","155162","0","43645","0","0","0","0",10,10,10,10,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"751776","3991701","3071793","0","0","0","0","0","96166","96166","64792","414012","17421","431433","311619","317947","521905","839852","549251","907937","264631","1172568","688377","934296","325","934621","346444","474114","1932328","2406442","58856","0","58856","43645","0","43645","6390732","3584552",10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,10,13,13,13,13
"101587","4314831","12010710","3304017","0","3304017","0","0","0","0","0","0","12875935","2438792","15314727","6376402","1122124","0","0","7498526","321881","239947","0","0","0","0","0",10,10,18,10,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,13,"543837","4858668","3656915","0","0","0","0","0","142201","142201","33512","1004046","24382","1028428","649342","850116","273795","1123911","492137","1480730","0","1480730","692980","1628680","0","1628680","851516","293515","1454577","1748092","0","0","0","0","0","0","9571918","2438792",10,10,10,13,10,10,21,21,21,13,13,13,13,13,13,18,18,18,10,13,10,13,13,13,13,13,13,18,18,18,10,10,13,13,10,10,10,13,13,13,13,13
