UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D172,F2D172,XF2D173,F2D173,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
201140,"R",11086193,"R",29264641,"R",1481659,"A",,"R",13353215,"R",14429767,"R",10488091,"A",,"R",27782982,"R",297551,"R",16660834,"R",3915964,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",3099270,"R",4448043,"R",0,"R",-1348773,"R",29131755,"R",0,"R",27782982,"R",0,"Z",0,"Z",0,"Z",0,"R",478005,"Z",0,"R",478005,"R",0,"Z",0,"R",770163,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",1302131,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",939443,"A",,"A",,"A",,"R",-155676,"A",,"A",,"A",,"Z",0,"A",,"R",114844,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"R",128365,"A",,"A",,"A",,"R",3099270,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1125172,"R",535312,"R",94427,"R",194026,"R",143697,"Z",0,"R",157710,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",930471,"R",362542,"R",98000,"R",160492,"R",118861,"Z",0,"R",190576,"R",441585,"R",144003,"R",34362,"R",79062,"R",58554,"Z",0,"R",125604,"R",1403622,"R",471900,"R",105544,"R",238791,"R",176848,"R",66626,"R",343913,"R",530460,"R",191243,"R",69254,"R",91513,"R",67775,"Z",0,"R",110675,"R",16733,"A",,"A",,"A",,"A",,"A",,"R",16733,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",222423,"R",83084,"R",-763884,"Z",0,"Z",0,"R",458377,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4448043,"R",1927423,"R",484671,"R",0,"R",565735,"R",66626,"R",1403588,"R",11453848,"R",10488091, 1
201177,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2007806,"R",3269793,"A",,"A",,"A",,"A",,"A",,"R",234620,"R",375,"R",55701,"R",85784,"R",26588,"R",0,"R",403068,"R",216451,"R",0,"R",1981284,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",26522,"A",,"A",,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",2007806,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2138134,"R",1073293,"R",188844,"Z",0,"Z",0,"Z",0,"R",875997,"R",23617,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23617,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",372822,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",372822,"R",535527,"R",388152,"R",107684,"Z",0,"Z",0,"Z",0,"R",39691,"R",199693,"Z",0,"R",123177,"Z",0,"Z",0,"Z",0,"R",76516,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",3269793,"R",1461445,"R",419705,"R",0,"Z",0,"Z",0,"R",1388643,"A",,"A",, 2
201195,"R",125200017,"R",244899656,"R",32321550,"A",,"R",40051642,"R",172526464,"R",107270940,"A",,"R",212578106,"R",4904950,"R",116569440,"R",17603801,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",72957486,"R",82327506,"R",0,"R",-9370020,"R",221948126,"R",0,"R",212578106,"R",2395336,"R",707801,"R",3261461,"Z",0,"R",3741463,"R",24768872,"R",34874933,"R",28828239,"Z",0,"R",51921728,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1793308,"A",,"A",,"A",,"R",385827,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",8697568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-9060121,"A",,"A",,"A",,"R",0,"A",,"R",16796992,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",2422184,"A",,"A",,"A",,"R",72957486,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33148753,"R",17316095,"R",5555098,"R",5045543,"R",2819897,"R",0,"R",2412120,"R",453607,"R",226822,"R",47911,"R",0,"R",0,"R",0,"R",178874,"R",1307487,"R",456313,"R",109671,"R",0,"R",0,"R",0,"R",741503,"R",7789994,"R",4022770,"R",1151217,"R",657629,"R",367542,"R",0,"R",1590836,"R",12562620,"R",5878541,"R",2043884,"R",1805809,"R",275038,"R",0,"R",2559348,"R",13018038,"R",5223065,"R",2151961,"R",417434,"R",233299,"R",785800,"R",4206479,"R",10047007,"R",3170436,"R",870401,"R",1736763,"R",1433391,"R",0,"R",2836016,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3191870,"R",1120347,"R",-9663178,"R",0,"R",0,"R",5350961,"R",4000000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4000000,"R",82327506,"R",39485912,"R",13050490,"R",0,"R",5129167,"R",785800,"R",23876137,"R",142634179,"R",130275665, 1
201371,"R",22420640,"R",61878650,"R",14645162,"A",,"R",21150675,"R",26082813,"R",14977007,"A",,"R",47233488,"R",507194,"R",40647529,"R",14166573,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",21517260,"R",21987626,"R",0,"R",-470366,"R",47703854,"R",0,"R",47233488,"R",773733,"R",353835,"R",1024419,"R",0,"R",490374,"R",6776589,"R",9418950,"R",8244363,"R",0,"R",11122538,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1095298,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",4943219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-2066724,"A",,"A",,"A",,"R",0,"A",,"R",6422929,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",21517260,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7999986,"R",4391804,"R",887211,"R",701744,"R",928526,"R",0,"R",1090701,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2960405,"R",880916,"R",248368,"R",233915,"R",204276,"R",11576,"R",1381354,"R",3638706,"R",1981237,"R",430744,"R",77971,"R",74282,"R",0,"R",1074472,"R",2791202,"R",1342443,"R",372131,"R",77971,"R",37141,"R",0,"R",961516,"R",4597327,"R",543646,"R",14548,"R",467829,"R",464263,"R",445238,"R",2661803,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",658285,"R",155388,"R",-1559430,"R",148564,"R",0,"R",597193,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21987626,"R",9798331,"R",2108390,"R",0,"R",1857052,"R",456814,"R",7767039,"R",22570586,"R",20064494, 1
201548,"R",61032025,"R",195027706,"R",53472637,"R",34739708,"R",90376397,"R",51178672,"R",36001137,"R",15177535,"R",141555069,"R",23218206,"R",96540889,"R",32104750,"A",,"R",309000,"Z",0,"R",152172845,"R",51467646,"R",100705199,"R",0,"R",69710971,"R",68680876,"R",0,"R",1030095,"R",140524974,"R",0,"R",141555069,"R",1833478,"R",1236838,"R",2764500,"R",0,"R",2285529,"R",26213976,"R",34334321,"R",28499505,"R",0,"R",54419314,"R",54419314,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",1485515,"R",190922,"R",1294593,"Z",0,"R",150871,"Z",0,"R",150871,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",6910853,"R",3210131,"R",1467915,"R",2232807,"R",5898865,"R",3210131,"R",455927,"R",2232807,"R",1011988,"Z",0,"R",1011988,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-3654829,"R",-1201924,"R",-1935681,"R",-517224,"R",75802,"R",75802,"R",9548881,"R",9548881,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",774564,"R",4758425,"R",-4036061,"R",52200,"R",69710971,"R",71001551,"R",-3058363,"R",1767783,"R",4914142,"R",-4914142,"R",75915693,"R",-7972505,"R",1767783,"R",35005801,"R",20091037,"R",5084851,"R",2787851,"R",2331800,"R",676221,"R",4034041,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12988,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12988,"R",5098973,"R",2349724,"R",681912,"R",489142,"R",409125,"R",118646,"R",1050424,"R",8734369,"R",3395819,"R",1025939,"R",614958,"R",514360,"R",149164,"R",3034129,"R",11445950,"R",5011489,"R",1493235,"R",290789,"R",243220,"R",70534,"R",4336683,"R",8382795,"R",116667,"R",37070,"R",2236443,"R",1870595,"R",542471,"R",3579549,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-6419183,"Z",0,"Z",0,"R",6419183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68680876,"R",30964736,"R",8323007,"R",0,"R",5369100,"R",1557036,"R",22466997,"R",63381841,"R",60475993, 1
201645,"R",1643623709,"R",2976757883,"R",802882303,"A",,"R",1301679590,"R",872195990,"R",848686659,"A",,"R",2173875580,"R",39263481,"R",1065591876,"R",266361011,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",684932007,"R",774805910,"R",5744479,"R",-84129424,"R",2258005004,"R",0,"R",2173875580,"R",2152863,"R",1602473,"R",2543441,"R",0,"R",20714214,"R",78570828,"R",105583819,"R",105583819,"R",0,"R",161969526,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",3895628,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",319926685,"A",,"A",,"A",,"R",14992667,"A",,"A",,"A",,"R",1576015,"A",,"A",,"A",,"R",113920283,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3666858,"A",,"A",,"A",,"R",-35094499,"A",,"A",,"A",,"R",10653525,"A",,"R",42964339,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",46460980,"A",,"A",,"A",,"R",684932007,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",236177267,"R",138273434,"R",33637004,"R",7679886,"R",9119593,"R",1951758,"R",45515592,"R",360859892,"R",97975557,"R",23833965,"R",18604778,"R",20070053,"R",7531744,"R",192843795,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20590381,"R",5145493,"R",1251715,"R",3186697,"R",5867783,"R",221994,"R",4916699,"R",18775373,"R",9125589,"R",2219931,"R",1092741,"R",1130812,"R",149062,"R",5057238,"R",79069168,"R",27942180,"R",6797338,"R",9531849,"R",9285309,"R",1935054,"R",23577438,"R",59333829,"R",7388983,"R",1797477,"R",3189984,"R",14365597,"R",11035560,"R",21556228,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10113144,"R",2460168,"R",-43285935,"R",541143,"R",138706,"R",30032774,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",774805910,"R",295964380,"R",71997598,"R",0,"R",60380290,"R",22963878,"R",323499764,"R",1841234000,"R",1766478000, 1
201654,"R",22962767,"R",133599003,"R",30455937,"A",,"R",79917857,"R",23225209,"R",17400614,"A",,"R",103143066,"R",6399366,"R",103413606,"R",22647738,"R",3600000,"A",,"A",,"A",,"A",,"A",,"A",,"R",71305910,"R",69360242,"R",0,"R",1945668,"R",101197398,"R",0,"R",103143066,"R",1459849,"R",474670,"R",1151068,"R",0,"R",8515709,"R",1327006,"R",12928302,"R",12128157,"R",0,"R",43521299,"A",,"A",,"A",,"R",3241376,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",3085587,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",8425029,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-1579657,"A",,"A",,"A",,"R",0,"A",,"R",13923287,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",688989,"A",,"A",,"A",,"R",71305910,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28894625,"R",13169461,"R",6492243,"R",2589099,"R",2522193,"Z",0,"R",4121629,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13921416,"R",5402884,"R",1783914,"R",768235,"R",748383,"R",97427,"R",5120573,"R",5824965,"R",1972195,"R",858621,"R",646959,"R",630241,"Z",0,"R",1716949,"R",11245344,"R",3666646,"R",1634832,"R",604068,"R",588458,"Z",0,"R",4751340,"R",9473892,"R",713466,"R",140345,"R",1083110,"R",1055121,"R",554760,"R",5927090,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2028551,"Z",0,"R",-5691471,"R",166182,"Z",0,"R",3496738,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69360242,"R",26953203,"R",10909955,"R",0,"R",5710578,"R",652187,"R",25134319,"R",19134380,"R",17400614, 1
201681,"R",0,"R",398959,"R",46452,"A",,"R",286941,"R",65566,"R",0,"A",,"R",352507,"R",0,"R",165686,"R",159273,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",1093342,"R",1035969,"R",-2182,"R",55191,"R",297316,"R",0,"R",352507,"R",120284,"R",0,"R",0,"R",0,"R",105000,"R",0,"R",225284,"R",225284,"R",0,"R",393060,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",415040,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",3030,"A",,"A",,"A",,"R",54746,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",227466,"A",,"A",,"A",,"R",1093342,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",511017,"R",487509,"R",23508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54282,"R",46333,"R",7949,"R",0,"R",0,"R",0,"R",0,"R",162806,"R",124372,"R",28049,"R",0,"R",10385,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",307864,"R",0,"R",0,"R",0,"R",0,"R",0,"R",307864,"R",1035969,"R",658214,"R",59506,"R",0,"R",10385,"Z",0,"R",307864,"A",,"A",, 2
201751,"R",4433306,"R",5156125,"R",2797123,"A",,"R",144093,"R",2214909,"R",1160794,"A",,"R",2359002,"R",665000,"R",1803149,"R",911029,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",2724426,"R",3097582,"R",0,"R",-373156,"R",2732158,"R",0,"R",2359002,"R",221374,"R",36998,"R",340621,"R",0,"R",0,"R",205817,"R",804810,"R",804810,"R",0,"R",1715038,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",258372,"A",,"A",,"A",,"R",340621,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",352192,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",-97316,"A",,"A",,"A",,"R",131968,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23551,"A",,"A",,"A",,"R",2724426,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",981999,"R",476360,"R",44131,"R",0,"R",0,"R",0,"R",461508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",348124,"R",259080,"R",43052,"R",0,"R",0,"R",0,"R",45992,"R",217199,"R",109533,"R",17376,"R",0,"R",0,"R",0,"R",90290,"R",733598,"R",123951,"R",64635,"R",0,"R",68582,"R",71641,"R",404789,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",816662,"R",0,"R",0,"R",0,"R",0,"R",0,"R",816662,"R",3097582,"R",968924,"R",169194,"R",0,"R",68582,"R",71641,"R",1819241,"R",1254273,"R",1054128, 1
201821,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3321524,"R",5902499,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",13853,"R",0,"R",13853,"R",1603,"R",0,"R",3310275,"R",3310275,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",3627,"R",3627,"R",0,"R",0,"R",3627,"R",3627,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",7622,"Z",0,"R",19283,"R",-11661,"R",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",3321524,"R",3313902,"R",19283,"R",-11661,"Z",0,"R",0,"R",3313902,"R",19283,"R",-11661,"R",3768127,"R",2826567,"R",500004,"R",441556,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",630009,"R",453890,"R",93526,"R",82593,"Z",0,"Z",0,"R",0,"R",630009,"R",453890,"R",93526,"R",82593,"Z",0,"Z",0,"R",0,"R",218080,"R",157116,"R",32374,"R",28590,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-635332,"Z",0,"Z",0,"R",635332,"R",656274,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",656274,"R",5902499,"R",3891463,"R",719430,"R",0,"Z",0,"Z",0,"R",1291606,"R",3190708,"R",3272143, 1
