UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D172,F2D172,XF2D173,F2D173,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
107512,"R",77773734,"R",147146463,"R",35406691,"A",,"R",29223854,"R",82515918,"R",74575136,"A",,"R",111739772,"R",3555095,"R",69124557,"R",11506869,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",30687591,"R",34896305,"R",0,"R",-4208714,"R",115948486,"R",0,"R",111739772,"R",959240,"R",95500,"Z",0,"Z",0,"R",1811430,"R",11593150,"R",14459320,"R",13404580,"Z",0,"R",9358419,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",2187737,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",8217140,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",2480902,"A",,"A",,"A",,"Z",0,"A",,"R",7602615,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"R",840778,"A",,"A",,"A",,"R",30687591,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12201493,"R",6740993,"R",2547843,"Z",0,"R",805739,"R",487787,"R",1619131,"R",222187,"R",94769,"R",23620,"Z",0,"R",4080,"R",2470,"R",97248,"R",2041318,"R",213247,"R",68343,"Z",0,"R",11091,"R",6714,"R",1741923,"R",1202148,"R",417904,"R",159249,"Z",0,"R",132085,"R",79963,"R",412947,"R",6720590,"R",2155580,"R",817120,"Z",0,"R",424642,"R",257013,"R",3066235,"R",4596697,"R",1641183,"R",624555,"Z",0,"R",197435,"R",119525,"R",2013999,"R",6762635,"R",178969,"R",68199,"Z",0,"R",1535740,"R",644505,"R",4335222,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1149237,"R",692030,"R",263711,"R",0,"R",11528,"R",7040,"R",174928,"R",34896305,"R",12134675,"R",4572640,"R",0,"R",3122340,"R",1605017,"R",13461633,"R",77316000,"R",77384000, 1
107558,"R",87443135,"R",128723791,"R",21950083,"A",,"R",28709754,"R",78063954,"R",62907352,"A",,"R",106773708,"R",2818752,"R",33795093,"R",8348341,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",8325793,"R",17693073,"R",0,"R",-9367280,"R",116140988,"R",0,"R",106773708,"R",522592,"R",167606,"R",266179,"R",0,"R",2243793,"R",3351672,"R",6551842,"R",5216535,"R",378930,"R",6240972,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",355589,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",2811150,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",-3540616,"A",,"A",,"A",,"R",0,"A",,"R",1944164,"A",,"R",0,"A",,"R",0,"A",,"A",,"A",,"R",514534,"A",,"A",,"A",,"R",8325793,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5881490,"R",3035230,"R",726414,"R",1814741,"Z",0,"Z",0,"R",305105,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2420763,"R",989769,"R",282328,"R",324737,"Z",0,"Z",0,"R",823929,"R",2830980,"R",1079396,"R",307993,"R",299424,"Z",0,"Z",0,"R",1144167,"R",4082291,"R",1895004,"R",465469,"R",367834,"Z",0,"Z",0,"R",1353984,"R",2477549,"R",112412,"R",26182,"R",1031083,"Z",0,"Z",0,"R",1307872,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",520467,"R",157497,"R",-3837819,"Z",0,"Z",0,"R",3159855,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",17693073,"R",7632278,"R",1965883,"R",0,"Z",0,"Z",0,"R",8094912,"R",95112621,"R",85475683, 1
107600,"R",13706263,"R",48565509,"R",10978036,"R",9709474,"R",24043542,"R",13543931,"R",7218582,"R",6325349,"R",37587473,"R",1222243,"R",35850292,"R",4782246,"A",,"R",379520,"R",583403,"R",42817704,"R",11371980,"R",31445724,"R",0,"R",11348929,"R",12902208,"R",0,"R",-1553279,"R",39140752,"R",0,"R",37587473,"R",1453327,"R",291422,"Z",0,"Z",0,"R",719824,"Z",0,"R",2464573,"R",900455,"R",0,"R",3685859,"R",3685859,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",1613539,"R",1613539,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",4443616,"R",3101864,"R",952101,"R",389651,"R",4443616,"R",3101864,"R",952101,"R",389651,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-269194,"R",-13772,"R",-255422,"Z",0,"R",0,"Z",0,"R",1535358,"R",1535358,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",339751,"R",1426081,"R",-696679,"R",-389651,"R",11348929,"R",11348929,"Z",0,"Z",0,"Z",0,"R",0,"R",11348929,"R",0,"R",0,"R",3351621,"R",2009236,"R",301934,"Z",0,"R",274117,"R",154608,"R",611726,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",672658,"R",273074,"R",44385,"Z",0,"R",55014,"R",31029,"R",269156,"R",1817941,"R",748532,"R",124690,"Z",0,"R",148682,"R",83860,"R",712177,"R",1955411,"R",793642,"R",124173,"Z",0,"R",159926,"R",90202,"R",787468,"R",3720268,"R",1402281,"R",276120,"Z",0,"R",304268,"R",171614,"R",1565985,"R",1384309,"R",184008,"R",31199,"Z",0,"R",113217,"R",63857,"R",992028,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12902208,"R",5410773,"R",902501,"R",0,"R",1055224,"R",595170,"R",4938540,"R",14732296,"R",13706263, 1
107877,"R",9227903,"R",31866873,"R",4783915,"A",,"R",16278858,"R",10804100,"R",8989228,"A",,"R",27082958,"R",592138,"R",13907260,"R",3911593,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",8472397,"R",6441049,"R",0,"R",2031348,"R",25051610,"R",0,"R",27082958,"R",742169,"R",127125,"R",408298,"Z",0,"R",53785,"R",1811509,"R",3142886,"R",3142886,"R",0,"R",2936525,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",3546627,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",466424,"A",,"A",,"A",,"Z",0,"A",,"R",1522821,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",8472397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2012948,"R",1301844,"R",245620,"R",212226,"R",161283,"Z",0,"R",91975,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",400734,"R",197567,"R",39693,"R",35371,"R",26881,"Z",0,"R",101222,"R",1425491,"R",548730,"R",114868,"R",224016,"R",170243,"Z",0,"R",367634,"R",1435759,"R",505764,"R",96700,"R",80006,"R",60801,"Z",0,"R",692488,"R",1166117,"R",43456,"R",10286,"R",290547,"R",220804,"Z",0,"R",601024,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-842166,"Z",0,"Z",0,"R",842166,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",6441049,"R",2597361,"R",507167,"R",0,"R",640012,"Z",0,"R",2696509,"R",8359816,"R",9227903, 1
108199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14749355,"R",14693920,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",39355,"R",0,"R",0,"R",0,"R",0,"R",39355,"R",0,"R",0,"R",265668,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",14444332,"A",,"A",,"A",,"R",39355,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",14749355,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10000000,"R",8000000,"R",1600000,"Z",0,"Z",0,"Z",0,"R",400000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3500000,"R",2500000,"R",1000000,"Z",0,"Z",0,"Z",0,"R",0,"R",800000,"R",800000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",145000,"R",145000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",248920,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",248920,"R",14693920,"R",11445000,"R",2600000,"R",0,"Z",0,"Z",0,"R",648920,"A",,"A",, 2
108269,"R",0,"R",974812,"R",571580,"A",,"R",403232,"Z",0,"Z",0,"A",,"R",403232,"R",0,"R",0,"R",77708,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",1569541,"R",1536212,"R",0,"R",33329,"R",369903,"R",0,"R",403232,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",966979,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",18993,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",346310,"A",,"A",,"A",,"R",6505,"A",,"A",,"A",,"R",35481,"A",,"R",0,"A",,"R",195273,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1569541,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",268842,"R",268842,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",498532,"R",263652,"R",10650,"Z",0,"R",22674,"Z",0,"R",201556,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",357141,"R",56900,"R",1140,"Z",0,"Z",0,"Z",0,"R",299101,"R",411697,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",411697,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",1536212,"R",589394,"R",11790,"R",0,"R",22674,"Z",0,"R",912354,"A",,"A",, 2
108852,"R",0,"R",9542445,"R",7716963,"A",,"R",1788065,"R",37417,"Z",0,"A",,"R",1825482,"R",5142246,"R",4598927,"R",124687,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",4049839,"R",4750589,"R",1401500,"R",700750,"R",2526232,"R",-1401500,"R",1825482,"R",203800,"R",0,"R",151851,"Z",0,"R",0,"Z",0,"R",355651,"R",266559,"Z",0,"R",4093261,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",50252,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",-263886,"A",,"A",,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",170212,"A",,"A",,"A",,"R",4049839,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",758994,"R",685051,"R",71372,"Z",0,"Z",0,"Z",0,"R",2571,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",560840,"R",414517,"R",19797,"Z",0,"Z",0,"Z",0,"R",126526,"R",364332,"R",242991,"R",34856,"Z",0,"Z",0,"Z",0,"R",86485,"R",3002513,"R",1122637,"R",126839,"Z",0,"R",164639,"R",284867,"R",1303531,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",63910,"R",0,"R",0,"R",0,"R",0,"R",0,"R",63910,"R",4750589,"R",2465196,"R",252864,"R",0,"R",164639,"R",284867,"R",1583023,"R",0,"R",0, 1
108861,"R",5074114,"R",17853155,"R",4409158,"A",,"R",8395984,"R",5048013,"R",4725072,"A",,"R",13443997,"R",1825000,"R",10543053,"R",221586,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",1773716,"R",2321124,"R",0,"R",-547408,"R",13991405,"R",0,"R",13443997,"R",0,"R",0,"R",0,"R",0,"R",153770,"R",0,"R",153770,"R",153770,"R",0,"R",390233,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",399956,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",-2107,"A",,"A",,"A",,"Z",0,"A",,"R",113269,"A",,"Z",0,"A",,"R",872365,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",1773716,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",828560,"R",403077,"R",127656,"R",179942,"R",106801,"Z",0,"R",11084,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",233679,"R",37652,"R",30258,"Z",0,"Z",0,"Z",0,"R",165769,"R",66547,"R",17671,"R",5510,"Z",0,"Z",0,"Z",0,"R",43366,"R",899031,"R",431180,"R",97750,"R",119962,"R",71200,"Z",0,"R",178939,"R",293307,"R",30148,"R",49257,"Z",0,"Z",0,"R",213902,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",77523,"R",52905,"R",-299904,"Z",0,"Z",0,"R",169476,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2321124,"R",997251,"R",363336,"R",0,"R",178001,"R",213902,"R",568634,"R",4578624,"R",4725072, 1
108870,"R",16438244,"R",39836825,"R",9259266,"A",,"R",12936368,"R",17641191,"R",6551693,"A",,"R",30577559,"R",2345188,"R",1956644,"R",1325697,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",36217905,"R",36799716,"R",0,"R",-581811,"R",31159370,"R",0,"R",30577559,"R",0,"R",0,"R",0,"R",0,"R",711300,"R",0,"R",711300,"R",711300,"R",0,"R",7108549,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",712245,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",12164199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"R",992678,"A",,"A",,"A",,"R",15240234,"A",,"Z",0,"A",,"Z",0,"A",,"Z",0,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"R",36217905,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2943977,"R",1437129,"R",380316,"R",176240,"R",56135,"Z",0,"R",894157,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19503849,"R",3113780,"R",1045869,"R",176240,"R",433043,"Z",0,"R",14734917,"R",7727940,"R",3952106,"R",950790,"R",446475,"R",160386,"Z",0,"R",2218183,"R",1103991,"R",598804,"R",126772,"R",58747,"R",24058,"Z",0,"R",295610,"R",5519957,"R",2874259,"R",665553,"R",317232,"R",128309,"R",232348,"R",1302256,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1174934,"Z",0,"Z",0,"R",1174934,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",36799716,"R",11976078,"R",3169300,"R",0,"R",801931,"R",232348,"R",20620059,"R",7340215,"R",6551693, 1
109086,"R",38186798,"R",45859718,"R",6745191,"R",183881,"R",11410775,"R",27703752,"R",24704236,"R",2999516,"R",39114527,"R",1173889,"R",24603812,"R",4387055,"A",,"Z",0,"Z",0,"R",30164756,"R",12428326,"R",17736430,"R",0,"R",22220080,"R",21957150,"R",0,"R",262930,"R",38851597,"R",0,"R",39114527,"R",8620,"R",8000,"Z",0,"Z",0,"R",269404,"Z",0,"R",286024,"R",286024,"Z",0,"R",1563967,"R",1563967,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",45000,"R",45000,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",424960,"R",424960,"Z",0,"Z",0,"R",9198952,"R",4694974,"R",755126,"R",3748852,"R",9198952,"R",4694974,"R",755126,"R",3748852,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-531670,"R",-462434,"R",-69236,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",11518871,"R",11518871,"R",0,"R",0,"R",22220080,"R",17785338,"R",685890,"R",3748852,"R",1216165,"R",-1216165,"R",19001503,"R",-530275,"R",3748852,"R",888363,"R",729081,"R",159281,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22634,"R",17750,"R",3878,"R",1006,"Z",0,"Z",0,"R",0,"R",1671765,"R",803312,"R",175498,"R",692954,"Z",0,"Z",0,"R",1,"R",49942,"R",35000,"R",7646,"R",7296,"Z",0,"Z",0,"R",0,"R",1273467,"R",407684,"R",89066,"R",548664,"R",219877,"R",8176,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18050979,"R",8149342,"R",1780372,"R",7429568,"R",634473,"R",57223,"R",1,"R",0,"Z",0,"Z",0,"R",-8679488,"Z",0,"Z",0,"R",8679488,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21957150,"R",10142169,"R",2215741,"R",0,"R",854350,"R",65399,"R",8679491,"R",19167294,"R",20464561, 1
