UNITID,XF1A01,F1A01,XF1A02,F1A02,XF1A03,F1A03,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A211,F1A211,XF1A212,F1A212,XF1A213,F1A213,XF1A214,F1A214,XF1A221,F1A221,XF1A222,F1A222,XF1A223,F1A223,XF1A224,F1A224,XF1A231,F1A231,XF1A232,F1A232,XF1A233,F1A233,XF1A234,F1A234,XF1A241,F1A241,XF1A242,F1A242,XF1A243,F1A243,XF1A244,F1A244,XF1A251,F1A251,XF1A252,F1A252,XF1A253,F1A253,XF1A254,F1A254,XF1A261,F1A261,XF1A262,F1A262,XF1A263,F1A263,XF1A264,F1A264,XF1A271,F1A271,XF1A272,F1A272,XF1A273,F1A273,XF1A274,F1A274,XF1A281,F1A281,XF1A282,F1A282,XF1A283,F1A283,XF1A284,F1A284,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B05,F1B05,XF1B06,F1B06,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C014,F1C014,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C024,F1C024,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C034,F1C034,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C054,F1C054,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C064,F1C064,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C074,F1C074,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C084,F1C084,XF1C085,F1C085,XF1C091,F1C091,XF1C094,F1C094,XF1C101,F1C101,XF1C102,F1C102,XF1C103,F1C103,XF1C104,F1C104,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C114,F1C114,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C124,F1C124,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C134,F1C134,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C144,F1C144,XF1C145,F1C145,XF1C151,F1C151,XF1C152,F1C152,XF1C153,F1C153,XF1C154,F1C154,XF1C155,F1C155,XF1C161,F1C161,XF1C165,F1C165,XF1C171,F1C171,XF1C172,F1C172,XF1C173,F1C173,XF1C174,F1C174,XF1C175,F1C175,XF1C181,F1C181,XF1C182,F1C182,XF1C183,F1C183,XF1C184,F1C184,XF1C185,F1C185,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C194,F1C194,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
157401,"R",48479918,"R",257065671,"R",135440370,"R",51776781,"R",173402082,"R",221882000,"R",3961923,"R",14924791,"R",18886714,"R",44759450,"R",149762,"R",44909212,"R",63795926,"R",92579768,"R",19075601,"R",14854340,"R",31576365,"R",158086074,"R",16415588,"R",849699,"R",0,"R",17265287,"R",0,"Z",0,"R",0,"R",0,"R",182540678,"R",5384657,"R",337084,"R",187588251,"R",19988038,"R",1265040,"R",610262,"R",20642816,"R",26454957,"R",1073669,"R",59910,"R",27468716,"R",0,"Z",0,"R",0,"R",0,"R",3055589,"R",1238214,"R",193202,"R",4100601,"R",129200235,"R",7076956,"R",836821,"R",135440370,"R",35595332,"R",12544061,"R",8343541,"R",365702,"R",19338130,"R",0,"R",0,"R",6587050,"R",82773816,"R",0,"R",54954200,"R",0,"R",1056839,"R",1718265,"R",603304,"R",991666,"R",3580765,"R",660629,"R",63565668,"R",2350797,"R",1384098,"R",0,"R",0,"R",3734895,"R",150074379,"R",50564149,"R",34929012,"R",8325021,"R",0,"R",7310116,"R",2968954,"R",1232979,"R",260449,"Z",0,"R",1475526,"R",5948602,"R",3590295,"R",879307,"R",0,"R",1479000,"R",7812628,"R",4091492,"R",882066,"R",0,"R",2839070,"R",12878334,"R",6733147,"R",1535607,"R",0,"R",4609580,"R",12449351,"R",8364830,"R",2672452,"R",0,"R",1412069,"R",14539404,"R",4196765,"R",1106878,"R",0,"R",9235761,"R",6621914,"R",6621914,"R",7172114,"A",,"A",,"A",,"R",7172114,"R",17025697,"R",4168812,"R",922167,"R",455042,"R",11479676,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",137981147,"R",67307332,"R",16583947,"R",7076956,"R",47012912,"R",1739697,"R",1739697,"R",244115,"R",0,"R",0,"R",0,"R",244115,"R",1983812,"R",0,"R",0,"R",0,"R",1983812,"R",139964959,"R",67307332,"R",16583947,"R",7076956,"R",48996724,"R",150074379,"R",139964959,"R",10109420,"R",147976654,"R",0,"R",158086074,"R",6311670,"R",680404,"R",6730576,"Z",0,"R",454933,"R",21294090,"R",35471673,"R",27344929,"R",954630,"R",28299559,"R",7172114,1 ,"R",39376000,"R",39724000
157438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2147972,"R",4108876,"R",1940182,"R",0,"R",262279,"A",,"A",,"R",235090,"R",8694399,"R",0,"R",6706016,"R",0,"R",0,"R",0,"R",0,"R",1060729,"R",22536,"R",117345,"R",7906626,"R",0,"R",0,"R",266,"R",481734,"R",482000,"R",17083025,"R",6331106,"R",4042935,"R",1053285,"R",0,"R",1234886,"R",0,"R",0,"R",0,"R",0,"R",0,"R",532979,"R",351952,"R",143797,"R",0,"R",37230,"R",1740474,"R",1073380,"R",283448,"R",0,"R",383646,"R",1936970,"R",1327944,"R",342972,"R",0,"R",266054,"R",2350019,"R",1222651,"R",443226,"R",0,"R",684142,"R",1275085,"R",259852,"R",67021,"R",0,"R",948212,"R",305004,"R",305004,"R",1120110,"A",,"A",,"A",,"R",1120110,"R",52986,"R",20477,"R",6473,"R",0,"R",26036,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15644733,"R",8299191,"R",2340222,"R",305004,"R",4700316,"R",0,"R",0,"R",5192,"R",0,"R",0,"R",0,"R",5192,"R",5192,"R",0,"R",0,"R",0,"R",5192,"R",15649925,"R",8299191,"R",2340222,"R",305004,"R",4705508,"R",17083025,"R",15649925,"R",1433100,"A",,"A",,"A",,"R",562379,"R",84229,"R",420504,"R",0,"R",52998,"R",1717221,"R",2837331,"R",1717221,"R",0,"R",1717221,"R",1120110,2 ,"A",,"A",
157447,"R",55331000,"R",271873000,"R",114638000,"R",26340000,"R",183575000,"R",238906000,"R",14509000,"R",16653000,"R",31162000,"R",57156000,"R",908000,"R",58064000,"R",89226000,"R",82835000,"R",23605000,"R",7616000,"R",35624000,"R",149680000,"R",11071000,"R",2329000,"R",201000,"R",13199000,"R",0,"R",0,"R",0,"R",0,"R",195732000,"R",2978000,"R",37000,"R",198673000,"R",20283000,"R",1438000,"R",154000,"R",21567000,"R",25709000,"R",1549000,"R",341000,"R",26917000,"R",0,"R",0,"R",0,"R",0,"R",6490000,"R",5027000,"R",0,"R",11517000,"R",106575000,"R",8655000,"R",592000,"R",114638000,"R",65530000,"R",3258000,"R",11020000,"R",2293000,"R",6295000,"R",0,"R",0,"R",8898000,"R",97294000,"R",0,"R",51334000,"R",0,"R",7643000,"R",0,"R",0,"R",23000,"R",3585000,"R",23000,"R",62608000,"R",102000,"R",1537000,"R",0,"R",0,"R",1639000,"R",161541000,"R",56516000,"R",40382000,"R",8841000,"R",0,"R",7293000,"R",1325000,"R",713000,"R",93000,"R",0,"R",519000,"R",5818000,"R",3287000,"R",662000,"R",0,"R",1869000,"R",16258000,"R",10821000,"R",2529000,"R",0,"R",2908000,"R",10239000,"R",5785000,"R",1315000,"R",0,"R",3139000,"R",16145000,"R",10348000,"R",2543000,"R",0,"R",3254000,"R",12421000,"R",4679000,"R",1263000,"R",0,"R",6479000,"R",7504000,"R",7504000,"R",9399000,"A",,"A",,"A",,"R",9399000,"R",4005000,"R",657000,"R",117000,"R",1151000,"R",2080000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188000,"R",0,"R",0,"R",0,"R",188000,"R",139818000,"R",76672000,"R",17363000,"R",8655000,"R",37128000,"R",3022000,"R",3022000,"R",150000,"R",0,"R",0,"R",0,"R",150000,"R",3172000,"R",0,"R",0,"R",0,"R",3172000,"R",142990000,"R",76672000,"R",17363000,"R",8655000,"R",40300000,"R",161541000,"R",142990000,"R",18551000,"R",131129000,"R",0,"R",149680000,"R",7389000,"R",388000,"R",7423000,"R",0,"R",98000,"R",8411000,"R",23709000,"R",13928000,"R",382000,"R",14310000,"R",9399000,1 ,"R",29709000,"R",33747000
157483,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5538459,"R",6741789,"R",2727887,"R",13300,"R",178565,"A",,"A",,"R",212315,"R",15412315,"R",0,"R",10528107,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188975,"R",10717082,"R",0,"R",0,"R",0,"R",355130,"R",355130,"R",26484527,"R",12040381,"R",7934979,"R",2166438,"R",0,"R",1938964,"R",0,"R",0,"R",0,"R",0,"R",0,"R",375050,"R",268869,"R",82098,"R",0,"R",24083,"R",1430892,"R",900095,"R",264085,"R",0,"R",266712,"R",2109644,"R",1450979,"R",430474,"R",0,"R",228191,"R",2563132,"R",1542234,"R",512472,"R",0,"R",508426,"R",2814201,"R",733469,"R",223951,"R",0,"R",1856781,"R",537685,"R",537685,"R",3752947,"A",,"A",,"A",,"R",3752947,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25623932,"R",12830625,"R",3679518,"R",537685,"R",8576104,"R",0,"R",0,"R",64983,"R",0,"R",0,"R",0,"R",64983,"R",64983,"R",0,"R",0,"R",0,"R",64983,"R",25688915,"R",12830625,"R",3679518,"R",537685,"R",8641087,"R",26484527,"R",25688915,"R",795612,"A",,"A",,"A",,"R",1787984,"R",429577,"R",1482409,"R",0,"R",52976,"R",4810001,"R",8562947,"R",4810000,"R",0,"R",4810000,"R",3752947,2 ,"A",,"A",
157553,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2686874,"R",6099708,"R",2457924,"Z",0,"R",229914,"A",,"A",,"R",97626,"R",11572046,"R",0,"R",9837070,"R",0,"R",0,"R",0,"R",0,"R",330860,"R",73313,"R",130383,"R",10371626,"R",0,"R",0,"R",2926,"R",203147,"R",206073,"R",22149745,"R",8295845,"R",6288922,"R",1771537,"R",0,"R",235386,"R",0,"R",0,"R",0,"R",0,"R",0,"R",660027,"R",516083,"R",107848,"R",0,"R",36096,"R",1080043,"R",725563,"R",212971,"R",0,"R",141509,"R",1795427,"R",1190812,"R",314769,"R",0,"R",289846,"R",3388759,"R",2027819,"R",562614,"R",0,"R",798326,"R",2169963,"R",710732,"R",217461,"R",0,"R",1241770,"R",1610423,"R",1610423,"R",3596531,"A",,"A",,"A",,"R",3596531,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22597018,"R",11459931,"R",3187200,"R",1610423,"R",6339464,"R",0,"R",0,"R",338505,"R",0,"R",0,"R",0,"R",338505,"R",338505,"R",0,"R",0,"R",0,"R",338505,"R",22935523,"R",11459931,"R",3187200,"R",1610423,"R",6677969,"R",22149745,"R",22935523,"R",-785778,"A",,"A",,"A",,"R",1605578,"R",256342,"R",1592239,"R",0,"R",142371,"R",4540969,"R",8137499,"R",4540968,"R",0,"R",4540968,"R",3596531,2 ,"A",,"A",
157711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3589831,"R",11285636,"R",3650418,"R",0,"R",133168,"A",,"A",,"R",156512,"R",18815565,"R",0,"R",11912856,"R",0,"R",0,"R",0,"R",0,"R",1457681,"R",90336,"R",265096,"R",13725969,"R",0,"R",0,"R",15002,"R",1443274,"R",1458276,"R",33999810,"R",11886978,"R",8405070,"R",2301965,"R",0,"R",1179943,"R",0,"R",0,"R",0,"R",0,"R",0,"R",640071,"R",459583,"R",143989,"R",0,"R",36499,"R",2620516,"R",1652875,"R",490478,"R",0,"R",477163,"R",2341626,"R",1540190,"R",436978,"R",0,"R",364458,"R",3300055,"R",1810774,"R",613781,"R",0,"R",875500,"R",2825230,"R",971691,"R",286295,"R",0,"R",1567244,"R",1630350,"R",1630350,"R",6568089,"A",,"A",,"A",,"R",6568089,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31812915,"R",14840183,"R",4273486,"R",1630350,"R",11068896,"R",0,"R",0,"R",7433,"R",0,"R",0,"R",0,"R",7433,"R",7433,"R",0,"R",0,"R",0,"R",7433,"R",31820348,"R",14840183,"R",4273486,"R",1630350,"R",11076329,"R",33999810,"R",31820348,"R",2179462,"A",,"A",,"A",,"R",3155652,"R",51920,"R",2722577,"R",0,"R",172940,"R",6457759,"R",12560848,"R",5992759,"R",0,"R",5992759,"R",6568089,2 ,"A",,"A",
157739,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2015929,"R",7605460,"R",2394332,"R",0,"R",222069,"A",,"A",,"R",133898,"R",12371688,"R",0,"R",10010387,"R",0,"R",0,"R",0,"R",0,"R",432090,"R",96139,"R",166419,"R",10705035,"R",314949,"R",0,"R",57572,"R",0,"R",372521,"R",23449244,"R",8806216,"R",6453654,"R",1853002,"R",0,"R",499560,"R",0,"R",0,"R",0,"R",0,"R",0,"R",642395,"R",392030,"R",114596,"R",0,"R",135769,"R",1484662,"R",1090311,"R",332295,"R",0,"R",62056,"R",3056001,"R",1743998,"R",482920,"R",0,"R",829083,"R",2407283,"R",1395191,"R",547145,"R",0,"R",464947,"R",2416345,"R",661897,"R",195008,"R",0,"R",1559440,"R",1077582,"R",1077582,"R",3085773,"A",,"A",,"A",,"R",3085773,"R",89783,"R",33567,"R",9612,"R",0,"R",46604,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23066040,"R",11770648,"R",3534578,"R",1077582,"R",6683232,"R",0,"R",0,"R",180247,"R",0,"R",0,"R",0,"R",180247,"R",180247,"R",0,"R",0,"R",0,"R",180247,"R",23246287,"R",11770648,"R",3534578,"R",1077582,"R",6863479,"R",23449244,"R",23246287,"R",202957,"A",,"A",,"A",,"R",1325782,"R",335315,"R",1305985,"R",0,"R",118691,"R",4806540,"R",7892313,"R",4806540,"R",0,"R",4806540,"R",3085773,2 ,"A",,"A",
157854,"R",171457473,"R",625878000,"R",255184000,"R",75889738,"R",446583738,"R",618041211,"R",518097,"R",52478415,"R",52996512,"R",7961072,"R",3688138,"R",11649210,"R",64645722,"R",362214789,"R",79609536,"R",13968468,"R",97602696,"R",553395489,"R",26558000,"R",657000,"R",0,"R",27215000,"R",34539000,"R",4543000,"R",0,"R",39082000,"R",373763000,"R",23353000,"R",378000,"R",396738000,"R",65058000,"R",7384000,"R",3689000,"R",68753000,"R",47853000,"R",1280000,"R",0,"R",49133000,"R",9273000,"Z",0,"R",7013000,"R",2260000,"R",47689000,"Z",0,"R",4992000,"R",42697000,"R",241645000,"R",16463000,"R",2924000,"R",255184000,"R",595668,"R",1890095,"R",29435906,"R",4055,"R",592916,"A",,"A",,"R",1246723,"R",33765363,"R",0,"R",48795178,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4287012,"R",421823,"R",53504013,"R",0,"R",0,"R",1088773,"R",0,"R",1088773,"R",88358149,"R",13454530,"R",6436377,"R",1560102,"R",0,"R",5458051,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23937241,"R",696137,"R",2779666,"R",0,"R",20461438,"R",2264450,"R",1378047,"R",415062,"R",0,"R",471341,"R",2336448,"R",1656313,"R",506631,"R",0,"R",173504,"R",26082177,"R",8897447,"R",8221034,"R",0,"R",8963696,"R",3283792,"R",1103423,"R",344806,"R",0,"R",1835563,"R",685100,"R",685100,"R",0,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72043738,"R",20167744,"R",13827301,"R",685100,"R",37363593,"R",367875,"R",367875,"R",11351458,"R",0,"R",0,"R",0,"R",11351458,"R",11719333,"R",0,"R",0,"R",0,"R",11719333,"R",83763071,"R",20167744,"R",13827301,"R",685100,"R",49082926,"R",88358149,"R",83763071,"R",4595078,"R",496174212,"R",52626199,"R",553395489,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,1 ,"R",18637054,"R",20670266
157951,"R",57265890,"R",332607089,"R",136275229,"R",32138834,"R",228470694,"R",285736584,"R",7698614,"R",19521319,"R",27219933,"R",59420819,"R",0,"R",59420819,"R",86640752,"R",129921966,"R",22703863,"R",12611316,"R",33858687,"R",199095832,"R",5946131,"R",1323499,"R",0,"R",7269630,"R",16723324,"R",1484048,"R",0,"R",18207372,"R",205533480,"R",23742972,"R",0,"R",229276452,"R",30961153,"R",3726712,"R",139381,"R",34548484,"R",32018208,"R",1948223,"R",75206,"R",33891225,"R",0,"Z",0,"R",0,"Z",0,"R",17868692,"R",16772254,"R",25227020,"R",9413926,"R",124882358,"R",12191912,"R",799041,"R",136275229,"R",68682426,"R",14078886,"R",14206641,"R",0,"R",16631800,"R",0,"R",8585740,"R",8923959,"R",131109452,"R",0,"R",78038800,"R",0,"R",22986158,"R",4442269,"R",4134939,"R",0,"R",2620668,"R",31219,"R",112254053,"R",1983726,"R",0,"R",0,"R",0,"R",1983726,"R",245347231,"R",79925206,"R",56105324,"R",14711923,"R",0,"R",9107959,"R",10840688,"R",4221986,"R",846992,"R",0,"R",5771710,"R",16589903,"R",6416713,"R",1668244,"R",0,"R",8504946,"R",9831842,"R",5568949,"R",1436228,"R",0,"R",2826665,"R",19692430,"R",9076958,"R",2483564,"R",0,"R",8131908,"R",21590197,"R",11949137,"R",4593085,"R",0,"R",5047975,"R",18223071,"R",6841320,"R",2089772,"R",0,"R",9291979,"R",11578776,"R",11578776,"R",11040725,"A",,"A",,"A",,"R",11040725,"R",16725820,"R",4758696,"R",1332896,"R",0,"R",10634228,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5691402,"R",3272685,"R",852452,"R",0,"R",1566265,"R",221730060,"R",108211768,"R",30015156,"R",11578776,"R",71924360,"R",2462429,"R",2462429,"R",20757,"R",0,"R",0,"R",0,"R",20757,"R",2483186,"R",0,"R",0,"R",0,"R",2483186,"R",224213246,"R",108211768,"R",30015156,"R",11578776,"R",74407546,"R",245347231,"R",224213246,"R",21133985,"R",177961847,"R",0,"R",199095832,"R",13846081,"R",5745564,"R",10482968,"R",0,"R",0,"R",13498035,"R",43572648,"R",31718625,"R",813298,"R",32531923,"R",11040725,1 ,"R",11866587,"R",12611315
158352,"R",22570670,"R",104892721,"R",67031677,"R",286936,"R",38147980,"R",60718650,"R",0,"R",8545604,"R",8545604,"R",0,"R",6052472,"R",6052472,"R",14598076,"R",37861044,"R",829591,"R",286936,"R",7143003,"R",46120574,"R",6199395,"R",14800,"R",10000,"R",6204195,"R",0,"R",0,"R",0,"R",0,"R",71107352,"R",1204202,"R",979020,"R",71332534,"R",31118676,"R",2661999,"R",6424683,"R",27355992,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69903653,"R",3394937,"R",6266913,"R",67031677,"R",7467487,"R",26468805,"R",12914875,"R",213274,"R",1549007,"A",,"A",,"R",3799788,"R",52413236,"R",0,"R",69803300,"R",0,"R",0,"R",0,"R",0,"R",743763,"R",531298,"R",635275,"R",71713636,"R",1051858,"R",155045,"R",0,"R",-774013,"R",432890,"R",124559762,"R",57866494,"R",33066478,"R",9654899,"R",0,"R",15145117,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2512185,"R",1392922,"R",319261,"R",0,"R",800002,"R",7517699,"R",4716204,"R",1362159,"R",0,"R",1439336,"R",22415298,"R",11128451,"R",5507995,"R",0,"R",5778852,"R",11509451,"R",2466582,"R",907291,"R",0,"R",8135578,"R",3918311,"R",3918311,"R",12693567,"A",,"A",,"A",,"R",12693567,"R",2247139,"R",167806,"R",37198,"R",0,"R",2042135,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",590140,"R",0,"R",0,"R",0,"R",590140,"R",121270284,"R",52938443,"R",17788803,"R",3918311,"R",46624727,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",121270284,"R",52938443,"R",17788803,"R",3918311,"R",46624727,"R",124559762,"R",121270284,"R",3289478,"R",42831096,"R",0,"R",46120574,"R",17342857,"R",1429702,"R",0,"R",0,"R",0,"R",0,"R",18772559,"R",6078992,"R",0,"R",6078992,"R",12693567,1 ,"R",286936,"R",286936
158431,"R",5012930,"R",55800022,"R",2776970,"R",7323884,"R",60346936,"R",65359866,"R",1661989,"R",2479571,"R",4141560,"R",54005024,"R",0,"R",54005024,"R",58146584,"R",3490428,"R",3307257,"R",100000,"R",315597,"R",7213282,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",55378574,"R",0,"R",55378574,"R",2695153,"R",544715,"R",819263,"R",2420605,"R",0,"Z",0,"R",0,"Z",0,"R",6799,"Z",0,"R",6799,"R",0,"R",53021535,"R",5154825,"R",54621577,"R",3554783,"R",1062936,"R",1767594,"R",53560,"R",2776970,"R",6723929,"R",5680061,"R",4717026,"R",483266,"R",1855843,"A",,"A",,"R",231123,"R",19691248,"Z",0,"R",11437479,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",275414,"R",70904,"R",11783797,"R",4133371,"R",391405,"Z",0,"R",0,"R",4524776,"R",35999821,"R",9605535,"R",7065023,"R",1591753,"Z",0,"R",948759,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",4238641,"R",778382,"R",150121,"Z",0,"R",3310138,"R",2603097,"R",1117973,"R",302543,"Z",0,"R",1182581,"R",6061636,"R",1394473,"R",311927,"Z",0,"R",4355236,"R",2586177,"R",1666776,"R",446334,"Z",0,"R",473067,"R",2787982,"R",996797,"R",270646,"Z",0,"R",1520539,"R",1767594,"R",1767594,"R",1263459,"A",,"A",,"A",,"R",1263459,"R",2393991,"R",311361,"R",77320,"Z",0,"R",2005310,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1391751,"R",0,"R",0,"R",0,"R",1391751,"R",34699863,"R",13330785,"R",3150644,"R",1767594,"R",16450840,"R",2161648,"R",2161648,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2161648,"R",0,"R",0,"R",0,"R",2161648,"R",36861511,"R",13330785,"R",3150644,"R",1767594,"R",18612488,"R",35999821,"R",36861511,"R",-861690,"R",8074972,"R",0,"R",7213282,"R",5430663,"R",96636,"R",440852,"R",0,"R",466715,"R",599447,"R",7034313,"R",5722568,"R",48286,"R",5770854,"R",1263459,1 ,"R",102004,"R",105413
