UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
207403,"R",127709519,"R",95451322,"R",0,"R",234615856,"R",40117998,"R",30504513,"R",68109009,"R",126388849,"R",99065630,"R",27323219,"R",194497858,"R",7414130,"R",109066010,"R",32345705,"R",304502,"R",0,"R",149130347,"R",53679025,"R",54643508,"R",45839613,"R",0,"R",8803895,"R",185693963,"R",0,"R",194497858,"R",3062004,"R",122817,"R",1736967,"R",0,"R",2626413,"R",25549069,"R",33097270,"R",25293578,"R",2881904,"R",28175482,"R",17970801,"R",17970801,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147244,"R",147244,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4819042,"R",1100792,"R",1626332,"R",2091918,"R",4819042,"R",1100792,"R",1626332,"R",2091918,"R",0,"R",0,"R",0,"R",0,"R",2508416,"R",2508416,"R",0,"R",0,"R",13848326,"R",2367133,"R",8247222,"R",3233971,"R",803622,"R",803622,"R",7701550,"R",7701550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6844507,"R",6821303,"R",23204,"R",0,"R",54643508,"R",39420861,"R",9896758,"R",5325889,"R",0,"R",0,"Z",0,"Z",0,"R",54643508,"R",39420861,"R",9896758,"R",5325889,"R",14925260,"R",8678386,"R",0,"R",0,"R",392145,"R",210298,"R",3784608,"R",2081432,"R",10266132,"R",3720149,"R",8796970,"R",3834661,"R",7674498,"R",374710,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45839613,"R",18899636,"R",4708052,"R",4258574,"R",4121649,"R",1189209,"R",12662493, 1,"R",110027708,"R",126016164
207458,"R",103947963,"R",156168180,"R",0,"R",282529640,"R",85551457,"R",51128623,"R",83763717,"R",113214466,"R",71466138,"R",41748328,"R",196978183,"R",41403255,"R",156484136,"R",51150819,"R",621065,"R",0,"R",249659275,"R",93491095,"R",87052830,"R",73647385,"R",0,"R",13405445,"R",183572738,"R",0,"R",196978183,"R",1503072,"R",95466,"R",0,"R",0,"R",4045424,"R",26158957,"R",31802919,"R",29058560,"R",1241287,"R",30299847,"R",50933514,"R",50933514,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",310506,"R",0,"R",310506,"R",0,"R",77500,"R",0,"R",77500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8824524,"R",1005674,"R",4247491,"R",3571359,"R",8762024,"R",1005674,"R",4184991,"R",3571359,"R",62500,"R",0,"R",62500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17447625,"R",11479686,"R",5940662,"R",27277,"R",549877,"R",549877,"R",5941964,"R",5941964,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2967320,"R",2433418,"R",533902,"R",0,"R",87052830,"R",72344133,"R",11110061,"R",3598636,"R",0,"R",9069721,"R",-9461214,"R",391493,"R",87052830,"R",81413854,"R",1648847,"R",3990129,"R",38431298,"R",21941776,"R",0,"R",0,"R",0,"R",0,"R",7484856,"R",2376428,"R",12191626,"R",4877603,"R",7863379,"R",3855388,"R",7676226,"R",468182,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73647385,"R",33519377,"R",6207074,"R",7903734,"R",6363140,"R",3815182,"R",15838878, 1,"R",97170984,"R",100000474
207582,"R",49973890,"R",76862151,"R",0,"R",188050582,"R",39649984,"R",0,"R",79883005,"R",68517593,"R",42979111,"R",25538482,"R",148400598,"R",13288745,"R",134515592,"R",58841144,"R",1679212,"R",0,"R",208324693,"R",131462542,"R",99907508,"R",107433926,"R",-44491,"R",-7570909,"R",155971507,"R",0,"R",148400598,"R",5685575,"R",421416,"R",48160,"Z",0,"R",1918583,"R",35537068,"R",43610802,"R",36734031,"R",850660,"R",37584691,"R",38286768,"R",38286768,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",826071,"R",698553,"R",127518,"R",0,"R",62840,"Z",0,"R",62840,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27583822,"R",12364520,"R",14416099,"R",803203,"R",19915428,"R",4696126,"R",14416099,"R",803203,"R",7668394,"R",7668394,"R",0,"R",0,"R",695980,"R",137735,"R",412210,"R",146035,"R",3376419,"R",1019420,"R",2224050,"R",132949,"Z",0,"Z",0,"R",22474005,"R",22474005,"Z",0,"Z",0,"R",6601603,"R",6601603,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",99907508,"R",81582604,"R",17242717,"R",1082187,"R",0,"R",22711464,"R",-22711464,"Z",0,"R",99907508,"R",104294068,"R",-5468747,"R",1082187,"R",26146406,"R",15575266,"R",232735,"R",53959,"R",3319351,"R",311569,"R",4753522,"R",2182749,"R",12578801,"R",4695347,"R",24420914,"R",7842115,"R",22913504,"R",5022127,"Z",0,"Z",0,"Z",0,"R",13068693,"R",2909382,"R",0,"R",0,"R",107433926,"R",38592514,"R",9303220,"R",12725609,"R",9334500,"R",232252,"R",37245831, 1,"R",41896924,"R",42979111
207856,"R",456723,"R",7105665,"R",0,"R",9298754,"R",6637277,"R",4346592,"R",1502581,"R",1158896,"R",996179,"R",162717,"R",2661477,"R",336903,"R",8347673,"R",1571297,"R",0,"R",0,"R",10255873,"R",3150208,"R",7818254,"R",9305229,"R",-800000,"R",-2286975,"R",4948452,"R",0,"R",2661477,"R",1826488,"R",25000,"R",406818,"R",21143,"R",31844,"R",3787436,"R",6098729,"R",3819280,"R",96715,"R",3915995,"R",5356645,"R",5356645,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70579,"R",70579,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",245881,"R",112523,"R",110888,"R",22470,"R",245881,"R",112523,"R",110888,"R",22470,"R",0,"R",0,"R",0,"R",0,"R",420030,"R",420030,"R",0,"R",0,"R",25829,"R",13471,"R",12358,"R",0,"R",0,"R",0,"R",1699290,"R",1699290,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7818254,"R",7672538,"R",123246,"R",22470,"R",0,"R",172388,"R",-172388,"Z",0,"R",7818254,"R",7844926,"R",-49142,"R",22470,"R",3079949,"R",2163426,"R",0,"R",0,"R",0,"R",0,"R",994862,"R",626936,"R",2118520,"R",955149,"R",1863702,"R",682176,"R",1248196,"R",118988,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9305229,"R",4546675,"R",905991,"R",911751,"R",282332,"R",197745,"R",2460735, 1,"R",984427,"R",505113
207971,"R",469782662,"R",397807098,"R",0,"R",1529882693,"R",205817142,"R",146715178,"R",213859163,"R",1110206388,"R",877504132,"R",232702256,"R",1324065551,"R",82046110,"R",432190943,"R",82732298,"R",0,"Z",0,"R",596969351,"R",199162253,"R",269445174,"R",207678988,"R",38150480,"R",99916666,"R",1224148885,"R",0,"R",1324065551,"R",2370190,"R",761203,"R",502050,"R",0,"R",6393253,"R",82933251,"R",92959947,"R",74625429,"R",15964328,"R",90589757,"R",88169774,"R",88169774,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6801626,"R",6116392,"R",685234,"R",0,"R",303062,"R",303062,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59439469,"R",19249267,"R",13386677,"R",26803525,"R",47486747,"R",7296545,"R",13386677,"R",26803525,"R",11952722,"R",11952722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",89107110,"R",35185073,"R",53671341,"R",250696,"R",10958833,"R",10958833,"R",11570810,"R",11570810,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3094490,"R",3043779,"R",0,"R",50711,"R",269445174,"R",174596990,"R",67743252,"R",27104932,"R",0,"R",33007064,"R",-33007064,"R",0,"R",269445174,"R",207604054,"R",34736188,"R",27104932,"R",67629880,"R",42237789,"R",20089972,"R",9421439,"R",7814024,"R",4070337,"R",32709322,"R",15618263,"R",13442214,"R",5845766,"R",28944611,"R",4874503,"R",37048965,"R",14799820,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",207678988,"R",96867917,"R",27153128,"R",18514546,"R",15658286,"R",6788983,"R",42696128, 1,"R",975601000,"R",1053445000
208488,"R",213726,"R",72303215,"R",0,"R",109345667,"R",69528797,"R",47498966,"R",22588253,"R",17228617,"R",8129748,"R",9098869,"R",39816870,"R",1517503,"R",88728907,"R",12200316,"R",0,"R",0,"R",102446726,"R",30143511,"R",94014977,"R",105349853,"R",0,"R",-11334876,"R",51151746,"R",0,"R",39816870,"R",2016141,"R",544670,"R",128000,"R",0,"R",337670,"R",22488445,"R",25514926,"R",22488445,"R",0,"R",22488445,"R",73503645,"R",73503645,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",544670,"R",0,"R",544670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2953567,"R",488032,"R",2454110,"R",11425,"R",2953567,"R",488032,"R",2454110,"R",11425,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4475313,"R",4475313,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12537782,"R",10746552,"R",1524533,"R",266697,"R",94014977,"R",89213542,"R",4523313,"R",278122,"R",0,"R",12439038,"R",-12439038,"R",0,"R",94014977,"R",101652580,"R",-7915725,"R",278122,"R",16196071,"R",12150100,"R",0,"R",0,"R",0,"R",0,"R",2603991,"R",1217796,"R",45450227,"R",3669225,"R",23971817,"R",13333347,"R",5141877,"R",1317248,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11985870,"R",1845065,"R",105349853,"R",33532781,"R",8593345,"R",3170335,"R",2987052,"R",1097476,"R",55968864, 1,"R",7851626,"R",8129748
208725,"R",1227765,"R",6024019,"R",0,"R",7844078,"R",2183766,"R",2102597,"R",3600527,"R",2059785,"R",1851500,"R",208285,"R",5660312,"R",349707,"R",8766087,"R",1480489,"Z",0,"R",41205,"R",10637488,"R",4613469,"R",2302707,"R",2626545,"R",0,"R",-323838,"R",5984150,"R",0,"R",5660312,"R",317614,"R",19241,"R",0,"R",0,"R",404361,"R",370081,"R",1111297,"R",547906,"Z",0,"R",547906,"R",1082446,"R",1082446,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",532611,"R",527639,"R",442,"R",4530,"R",532611,"R",527639,"R",442,"R",4530,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",99414,"R",26592,"R",12721,"R",60101,"Z",0,"Z",0,"R",422688,"R",422688,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",165548,"R",165548,"R",0,"R",0,"R",2302707,"R",2224913,"R",13163,"R",64631,"R",0,"R",165548,"R",-165548,"Z",0,"R",2302707,"R",2390461,"R",-152385,"R",64631,"R",513513,"R",359260,"Z",0,"Z",0,"Z",0,"Z",0,"R",82066,"R",43892,"R",562717,"R",302899,"R",1313878,"R",340843,"R",154371,"R",87731,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",2626545,"R",1134625,"R",312933,"R",733962,"R",318790,"R",126235,"R",0, 1,"R",1949724,"R",2014355
208822,"R",25795028,"R",89425075,"Z",0,"R",158864075,"R",43603589,"R",23819247,"R",85297768,"R",29962718,"R",19394303,"R",10568415,"R",115260486,"R",22443703,"R",98016926,"R",27139525,"R",914168,"Z",0,"R",148514322,"R",59089247,"R",97073309,"R",79917853,"R",0,"R",17155456,"R",98105030,"R",0,"R",115260486,"R",3376595,"R",212389,"R",885381,"R",0,"R",749588,"R",33700916,"R",38924869,"R",34655749,"R",0,"R",34655749,"R",69750684,"R",69750684,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",641276,"R",641276,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8171795,"R",47872,"R",7278240,"R",845683,"R",8171795,"R",47872,"R",7278240,"R",845683,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5015153,"R",3043475,"R",1895336,"R",76342,"Z",0,"Z",0,"R",13494401,"R",13494401,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",97073309,"R",86977708,"R",9173576,"R",922025,"R",0,"R",0,"Z",0,"Z",0,"R",97073309,"R",86977708,"R",9173576,"R",922025,"R",39446756,"R",22555369,"Z",0,"Z",0,"Z",0,"Z",0,"R",3691205,"R",1915894,"R",10452688,"R",5734513,"R",17500713,"R",6492595,"R",8826491,"R",927093,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",79917853,"R",37625464,"R",12258273,"R",6387377,"R",3235035,"R",1112758,"R",19298946, 1,"R",20442093,"R",22821150
209056,"R",232678632,"R",174259987,"Z",0,"R",439391058,"R",143402586,"R",106759504,"R",99552283,"R",196436189,"R",120348453,"R",76087736,"R",295988472,"R",33902879,"R",216909205,"R",52163025,"R",1008584,"Z",0,"R",303983693,"R",129723706,"R",141534445,"R",122570018,"R",83624,"R",19048051,"R",276940421,"R",0,"R",295988472,"R",1765035,"R",965804,"R",0,"R",0,"R",5458715,"R",48716283,"R",56905837,"R",54174998,"Z",0,"R",54174998,"R",82216582,"R",82216582,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2092048,"R",2010510,"R",81538,"R",0,"R",21703,"R",14703,"R",7000,"Z",0,"R",241474,"R",241474,"Z",0,"Z",0,"R",7581953,"R",1883749,"R",3739350,"R",1958854,"R",6549302,"R",1883749,"R",2706699,"R",1958854,"R",1032651,"R",0,"R",1032651,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27156461,"R",8962623,"R",16946811,"R",1247027,"Z",0,"Z",0,"R",19272870,"R",19272870,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2951354,"R",2951354,"R",0,"R",0,"R",141534445,"R",117553865,"R",20774699,"R",3205881,"R",0,"R",11145925,"R",-11145925,"Z",0,"R",141534445,"R",128699790,"R",9628774,"R",3205881,"R",51958516,"R",29906427,"R",3086364,"R",2148452,"R",1127936,"R",422157,"R",12038434,"R",5792768,"R",14133666,"R",7140540,"R",24052075,"R",10769627,"R",16173027,"R",1413924,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",122570018,"R",57593895,"R",15191111,"R",4431715,"R",7514768,"R",7599564,"R",30238965, 1,"R",204039279,"R",221922307
209065,"R",144409898,"R",97689465,"R",0,"R",254145041,"R",52699176,"R",38616542,"R",112346574,"R",89099291,"R",48929777,"R",40169514,"R",201445865,"R",15664425,"R",110392856,"R",35444468,"R",889458,"R",0,"R",162391207,"R",64701742,"R",78154609,"R",65931944,"R",104394,"R",12327059,"R",189118806,"R",0,"R",201445865,"R",2611388,"R",330660,"R",683445,"R",0,"R",2569944,"R",36903762,"R",43099199,"R",39473706,"R",0,"R",39473706,"R",42535000,"R",42535000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",854849,"R",854849,"R",0,"R",0,"R",23111,"R",23111,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3917624,"R",932688,"R",1838228,"R",1146708,"R",3829680,"R",930688,"R",1752284,"R",1146708,"R",87944,"R",2000,"R",85944,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15849693,"R",6127793,"R",9556924,"R",164976,"R",0,"R",0,"R",13374201,"R",13374201,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1600131,"R",1585971,"R",14160,"R",0,"R",78154609,"R",65433613,"R",11409312,"R",1311684,"R",0,"R",4550096,"R",-4550096,"R",0,"R",78154609,"R",69983709,"R",6859216,"R",1311684,"R",29211285,"R",16496071,"R",0,"R",0,"R",0,"R",0,"R",5822530,"R",1820225,"R",13349262,"R",5569190,"R",9091904,"R",4687294,"R",8456963,"R",751468,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65931944,"R",29324248,"R",10276906,"R",3327736,"R",3537557,"R",1801481,"R",17664016, 1,"R",101629273,"R",113840908
209108,"R",19044642,"R",13671527,"R",0,"R",37543851,"R",2777893,"R",0,"R",13462368,"R",21303590,"R",15769775,"R",5533815,"R",34765958,"R",7312919,"R",22902869,"R",4541227,"R",93170,"R",0,"R",34850185,"R",21178658,"R",14539430,"R",16327084,"R",-20792,"R",-1808446,"R",36574404,"R",0,"R",34765958,"R",746655,"R",820749,"R",0,"R",0,"R",1023302,"R",1060990,"R",3651696,"R",2134949,"R",0,"R",2134949,"R",10014867,"R",10014867,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65852,"R",65852,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1435612,"R",698211,"R",485356,"R",252045,"R",1435612,"R",698211,"R",485356,"R",252045,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2385955,"R",78537,"R",2303324,"R",4094,"R",0,"R",0,"R",448666,"R",448666,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188478,"R",181236,"R",7242,"R",0,"R",14539430,"R",11487369,"R",2795922,"R",256139,"R",0,"R",1470629,"R",-1470629,"R",0,"R",14539430,"R",12957998,"R",1325293,"R",256139,"R",5394349,"R",3360079,"R",0,"R",0,"R",12458,"R",10593,"R",1915741,"R",582542,"R",2332652,"R",949737,"R",5499704,"R",1800922,"R",1172180,"R",195933,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16327084,"R",6899806,"R",1914641,"R",2444578,"R",1252125,"R",1830,"R",3814104, 1,"R",18979755,"R",20529266
209241,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32240,"R",56572,"R",2250,"R",0,"R",119032,"R",0,"R",210094,"R",0,"R",0,"R",0,"R",3152969,"R",3152969,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88812,"R",88812,"R",0,"R",0,"R",2250,"R",2250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23070,"R",23070,"R",0,"R",0,"R",7476,"R",7476,"R",0,"R",0,"R",15594,"R",15594,"R",0,"R",0,"R",725000,"R",725000,"R",0,"R",0,"R",338464,"R",338464,"R",0,"R",0,"R",0,"R",0,"R",1491023,"R",1491023,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7616895,"R",7616895,"R",0,"R",0,"R",13438483,"R",13438483,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13438483,"R",13438483,"R",0,"R",0,"R",2088596,"R",1461832,"R",0,"R",0,"R",0,"R",0,"R",271449,"R",0,"R",320637,"R",194911,"R",2600868,"R",292366,"R",687713,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4354682,"R",1982903,"R",10323945,"R",3932012,"R",1330611,"R",0,"R",0,"R",0,"R",5061322, 1,"R",16987701,"R",16814509
209287,"R",6700000,"R",13104000,"R",0,"R",30533000,"R",4194000,"R",309000,"R",14230000,"R",12109000,"R",9447000,"R",2662000,"R",26339000,"R",1138000,"R",18904000,"R",10291000,"R",32000,"R",130000,"R",30495000,"R",17391000,"R",19873000,"R",13939000,"R",0,"R",5934000,"R",20405000,"R",0,"R",26339000,"R",927794,"R",95417,"Z",0,"Z",0,"R",379000,"R",3074000,"R",4476211,"R",3453000,"Z",0,"R",3453000,"R",6867000,"R",6867000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1179000,"R",802000,"R",372000,"R",5000,"R",1179000,"R",802000,"R",372000,"R",5000,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",945000,"R",343000,"R",706000,"R",-104000,"Z",0,"Z",0,"R",1827000,"R",1827000,"Z",0,"Z",0,"R",9055000,"R",9038000,"R",17000,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",19873000,"R",18877000,"R",1095000,"R",-99000,"R",0,"R",554000,"R",-554000,"Z",0,"R",19873000,"R",19431000,"R",541000,"R",-99000,"R",3520000,"R",2831000,"R",0,"Z",0,"R",0,"Z",0,"R",1251000,"R",767000,"R",2128000,"R",1278000,"R",4677000,"R",2049000,"R",2363000,"R",832000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",13939000,"R",7757000,"R",1128000,"R",1424000,"R",809000,"R",215000,"R",2606000, 1,"R",7160000,"R",7165000
209296,"R",72655,"R",16906629,"R",0,"R",27005192,"R",14175830,"Z",0,"R",10060916,"R",2768446,"R",1338653,"R",1429793,"R",12829362,"R",5633637,"R",15204434,"R",1877045,"R",350215,"R",0,"R",23065331,"R",6158702,"R",22440853,"R",22309503,"R",0,"R",131350,"R",12698012,"R",0,"R",12829362,"R",55540,"R",6667,"R",18000,"R",0,"R",313088,"R",0,"R",393295,"R",0,"R",0,"R",0,"R",17205997,"R",17205997,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",767756,"R",340980,"R",426776,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1243341,"R",310154,"R",932677,"R",510,"R",1243341,"R",310154,"R",932677,"R",510,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",86178,"Z",0,"R",86178,"Z",0,"R",29161,"R",29161,"R",225270,"R",225270,"R",2470429,"R",2470429,"R",0,"R",0,"R",0,"R",0,"R",412721,"R",387994,"R",24727,"R",0,"R",22440853,"R",20969985,"R",1470358,"R",510,"R",0,"R",1391035,"R",-1391035,"R",0,"R",22440853,"R",22361020,"R",79323,"R",510,"R",10131730,"R",6595634,"R",768229,"R",534147,"R",67081,"R",0,"R",1255531,"R",592648,"R",2176402,"R",1173000,"R",4042262,"R",1981956,"R",271322,"R",34287,"R",0,"R",3596946,"R",1678391,"R",0,"R",0,"R",0,"R",0,"R",22309503,"R",12590063,"R",2710608,"R",2088515,"R",684014,"R",458199,"R",3778104, 1,"R",1338143,"R",1338653
