UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
139630,"R",880495,"R",25426861,"R",0,"R",30750429,"R",35734388,"R",28442641,"R",-10644640,"R",5660681,"R",5124467,"R",536214,"R",-4983959,"R",3133382,"R",28537034,"R",5662389,"R",79673,"R",0,"R",37412478,"R",11985617,"R",16218227,"R",17306636,"R",0,"R",-1088409,"R",-3895550,"R",0,"R",-4983959,"R",1503685,"R",38176,"R",2118902,"R",0,"R",479986,"R",6457877,"R",10598626,"R",6457877,"R",0,"R",6457877,"R",8583063,"R",8583063,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2554912,"R",994767,"R",750569,"R",809576,"R",2554912,"R",994767,"R",750569,"R",809576,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3245,"R",2284,"R",961,"R",0,"R",0,"R",0,"R",4161370,"R",4161370,"R",0,"R",0,"R",915637,"R",915637,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16218227,"R",14657121,"R",751530,"R",809576,"R",0,"R",782548,"R",-782548,"R",0,"R",16218227,"R",15439669,"R",-31018,"R",809576,"R",3690776,"R",2821561,"R",0,"R",0,"R",18237,"R",15073,"R",398255,"R",164618,"R",5193584,"R",2037428,"R",4747350,"R",1409257,"R",2778448,"R",195029,"R",479986,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17306636,"R",6642966,"R",1251253,"R",2725804,"R",1096451,"R",1679681,"R",3910481, 1,"R",594464,"R",1405001
139658,"R",9288786000,"R",3102848000,"Z",0,"R",13527249000,"R",4583750000,"R",1918144000,"R",4057062000,"R",4886437000,"R",2163841000,"R",2722596000,"R",8943499000,"R",201696000,"R",3376910000,"R",2722513000,"R",214071000,"Z",0,"R",6515190000,"R",3412342000,"R",5664206000,"R",4976513207,"R",-10757793,"R",676935000,"R",8266564000,"R",0,"R",8943499000,"R",5788000,"R",18215000,"R",4322737,"Z",0,"R",38039000,"R",197319000,"R",263683737,"R",240415000,"Z",0,"R",240415000,"R",394513000,"R",394513000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",471447000,"R",471447000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",245827000,"R",179633000,"R",25465000,"R",40729000,"R",115916000,"R",49722000,"R",25465000,"R",40729000,"R",129911000,"R",129911000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",779917649,"R",528161649,"R",174274000,"R",77482000,"R",461454000,"R",461454000,"R",66544000,"R",66544000,"R",3174419000,"R",3174419000,"R",23097000,"R",23097000,"Z",0,"Z",0,"R",4701351,"R",-192649,"R",4994000,"R",-100000,"R",5621920000,"R",5299076000,"R",204733000,"R",118111000,"R",0,"R",85670703,"R",-85670703,"Z",0,"R",5621920000,"R",5384746703,"R",119062297,"R",118111000,"R",706683000,"R",502539000,"R",490305000,"R",203744999,"R",101845000,"R",48169000,"R",146470000,"R",66639000,"R",86493000,"R",40884000,"R",199057000,"R",148924000,"R",41689999,"R",4793001,"R",17668000,"R",3145643000,"R",1436570000,"R",22062000,"R",7957000,"R",-23016792,"R",0,"R",4934899207,"R",2460220000,"R",526125000,"R",54775000,"R",242239000,"R",76588001,"R",1574952206, 1,"R",6902625000,"R",7613022036
139995,"R",0,"R",541400,"R",0,"R",3933194,"R",83316,"R",0,"R",3849878,"R",0,"R",0,"R",0,"R",3849878,"R",370060,"R",0,"R",207133,"R",0,"R",146519,"R",723712,"R",182312,"R",2163415,"R",1990579,"R",0,"R",172836,"R",3677042,"R",0,"R",3849878,"R",702194,"R",0,"R",0,"R",0,"R",0,"R",0,"R",702194,"R",0,"R",0,"R",0,"R",2159384,"R",2159384,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",4028,"R",4028,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",3,"R",0,"R",0,"R",2163415,"R",2163415,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2163415,"R",2163415,"R",0,"R",0,"R",629410,"R",286567,"R",0,"R",0,"R",0,"R",0,"R",1016226,"R",190376,"R",68408,"R",68408,"R",276535,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1990579,"R",545351,"R",95194,"R",276534,"R",19318,"R",0,"R",1054182, 2,"A",,"A",
140146,"R",8401323,"R",5060992,"Z",0,"R",16730606,"R",5037364,"R",729822,"R",374827,"R",11318415,"R",7543374,"R",3775041,"R",11693242,"R",181617,"R",11769525,"R",2404084,"R",0,"R",0,"R",14355226,"R",9294234,"R",7434633,"R",7731230,"R",306856,"R",10259,"R",11703501,"R",-20518,"R",11693242,"R",0,"R",78229,"R",0,"R",0,"R",890549,"R",0,"R",968778,"R",890549,"R",0,"R",890549,"R",2894823,"R",2894823,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",78229,"R",78229,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2907073,"R",380989,"R",2526084,"R",0,"R",2907073,"R",380989,"R",2526084,"R",0,"R",0,"R",0,"R",0,"R",0,"R",750000,"R",750000,"Z",0,"Z",0,"R",512726,"Z",0,"R",512726,"Z",0,"R",0,"R",0,"R",197227,"R",197227,"Z",0,"Z",0,"R",94555,"R",94555,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",7434633,"R",4395823,"R",3038810,"Z",0,"R",0,"R",1737002,"R",-1737002,"Z",0,"R",7434633,"R",6132825,"R",1301808,"R",0,"R",1718202,"R",1097889,"R",0,"Z",0,"R",440586,"R",156228,"R",508293,"R",0,"R",721349,"R",551909,"R",4014075,"R",1313211,"R",328725,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7731230,"R",3119237,"R",404304,"R",777027,"R",233814,"R",37516,"R",3159332, 1,"R",7856526,"R",8401323
140234,"R",48211527,"R",83829820,"R",0,"R",152979237,"R",49595750,"R",45752272,"R",30922010,"R",72461477,"R",60624351,"R",11837126,"R",103383487,"R",6334405,"R",107947058,"R",18700154,"R",6446931,"R",0,"R",139428548,"R",55598728,"R",33733971,"R",31174038,"R",0,"R",2559933,"R",100823554,"R",0,"R",103383487,"R",1634415,"R",184293,"R",0,"R",0,"R",2037387,"R",10878854,"R",14734949,"R",12916241,"R",0,"R",12916241,"R",14683962,"R",14683962,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5478727,"R",0,"R",5155421,"R",323306,"R",5478727,"R",0,"R",5155421,"R",323306,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6302948,"Z",0,"R",6193591,"R",109357,"Z",0,"Z",0,"R",6513445,"R",6513445,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",754889,"R",754889,"R",170097,"R",-170097,"R",33733971,"R",21952296,"R",11519109,"R",262566,"R",0,"R",13284241,"R",-13284241,"R",0,"R",33733971,"R",35236537,"R",-1765132,"R",262566,"R",12903564,"R",6288432,"R",0,"R",0,"R",0,"R",0,"R",1604196,"R",659397,"R",7535279,"R",2657766,"R",6322793,"R",2077776,"R",2808206,"R",133328,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31174038,"R",11816699,"R",3704154,"R",2679981,"R",3307816,"R",776942,"R",8888446, 1,"R",49011535,"R",50950801
140252,"R",0,"R",75462665,"Z",0,"R",109654744,"R",71983290,"R",0,"R",32566394,"R",5105060,"R",1946490,"R",3158570,"R",37671454,"R",13235875,"R",109031084,"R",33082053,"R",887926,"R",0,"R",156236938,"R",80774273,"R",64172564,"R",68006742,"R",0,"R",-3834178,"R",41505632,"R",0,"R",37671454,"R",1536473,"R",241629,"R",281776,"Z",0,"R",79120,"R",2733082,"R",4872080,"R",3101731,"R",193441,"R",3295172,"R",56186252,"R",56186252,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",661425,"R",661425,"Z",0,"Z",0,"R",281776,"R",281776,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1177208,"R",642307,"R",397646,"R",137255,"R",1177208,"R",642307,"R",397646,"R",137255,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",840162,"R",605883,"R",217719,"R",16560,"R",0,"R",0,"R",4148320,"R",4148320,"R",877421,"R",877421,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",64172564,"R",63403384,"R",615365,"R",153815,"R",0,"R",4287114,"R",-4287114,"Z",0,"R",64172564,"R",67690498,"R",-3671749,"R",153815,"R",15231045,"R",12182141,"R",560259,"R",435665,"R",1057338,"R",195594,"R",3617034,"R",2102119,"R",8680090,"R",4656125,"R",15597807,"R",4649724,"R",6221306,"R",2019027,"R",0,"R",6739724,"R",0,"R",0,"R",0,"R",10302139,"R",6475412,"R",68006742,"R",32715807,"R",1727320,"R",17255433,"R",5447640,"R",4848509,"R",6012033, 2,"A",,"A",
140340,"Z",0,"R",670388,"Z",0,"R",3218929,"R",260279,"Z",0,"R",2958650,"Z",0,"Z",0,"Z",0,"R",2958650,"R",0,"R",724192,"R",444708,"Z",0,"Z",0,"R",1168900,"R",498512,"R",11474473,"R",9505854,"R",9843,"R",1978462,"R",980188,"R",0,"R",2958650,"R",2369064,"R",90062,"R",153450,"Z",0,"Z",0,"R",982424,"R",3595000,"R",982424,"Z",0,"R",982424,"R",11257624,"R",11257624,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",216849,"R",216849,"R",0,"R",0,"R",11474473,"R",11474473,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",11474473,"R",11474473,"R",0,"R",0,"R",3748034,"R",1554679,"Z",0,"Z",0,"Z",0,"Z",0,"R",202135,"R",128937,"R",3931456,"R",890630,"R",1371036,"R",137058,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",253193,"R",24160,"R",9505854,"R",2735464,"R",572777,"R",335170,"R",74660,"Z",0,"R",5787783, 2,"A",,"A",
140447,"R",329447091,"R",316708408,"R",0,"R",732991534,"R",349702902,"R",278749262,"R",141872529,"R",241416103,"R",222203189,"R",19212914,"R",383288632,"R",45710177,"R",402342182,"R",113809660,"R",29382825,"R",0,"R",591244844,"R",274536436,"R",312814169,"R",265241274,"R",0,"R",47572895,"R",335715737,"R",0,"R",383288632,"R",7017234,"R",2083639,"R",0,"R",0,"R",3506057,"R",72546594,"R",85153524,"R",78136290,"R",0,"R",78136290,"R",145682732,"R",145682732,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31969833,"R",31969833,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25963899,"R",25843712,"R",0,"R",120187,"R",203332,"R",203332,"R",0,"R",0,"R",140526,"R",140526,"R",0,"R",0,"R",28005962,"R",16135484,"R",4867646,"R",7002832,"R",14438191,"R",2567713,"R",4867646,"R",7002832,"R",13567771,"R",13567771,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37045457,"R",29022874,"R",3352427,"R",4670156,"R",0,"R",0,"R",38534998,"R",38534998,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5267430,"R",2025041,"R",3652150,"R",-409761,"R",312814169,"R",289558532,"R",11872223,"R",11383414,"R",0,"R",6874072,"R",-6874072,"R",0,"R",312814169,"R",296432604,"R",4998151,"R",11383414,"R",101853633,"R",58761305,"R",29213225,"R",16283675,"R",1294763,"R",790239,"R",28625594,"R",13025184,"R",25895960,"R",8726853,"R",24415317,"R",11774345,"R",51255100,"R",11693580,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2687682,"R",1333440,"R",265241274,"R",122388621,"R",37514561,"R",18302928,"R",16643726,"R",9854375,"R",60537063, 1,"R",275593608,"R",319135024
140553,"R",141981262,"R",153810757,"R",0,"R",330286285,"R",76756121,"R",53930865,"R",92561310,"R",160968854,"R",78270913,"R",82697941,"R",253530164,"R",26346543,"R",179365969,"R",45785587,"R",3241146,"R",0,"R",254739245,"R",100928488,"R",95854218,"R",88718904,"R",0,"R",7135314,"R",246394850,"R",0,"R",253530164,"R",4818923,"R",968356,"R",837883,"Z",0,"R",5324723,"R",12562974,"R",24512859,"R",21805043,"Z",0,"R",21805043,"R",31456177,"R",31456177,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10495181,"R",10495181,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15040807,"R",4092233,"R",9348365,"R",1600209,"R",11206886,"R",4092233,"R",5514444,"R",1600209,"R",3833921,"R",0,"R",3833921,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13174796,"R",924012,"R",12250784,"Z",0,"Z",0,"Z",0,"R",22147827,"R",22147827,"Z",0,"Z",0,"R",3539430,"R",2583723,"R",955707,"Z",0,"R",0,"R",18064767,"R",-18064767,"R",0,"R",95854218,"R",89763920,"R",4490089,"R",1600209,"R",0,"R",0,"Z",0,"Z",0,"R",95854218,"R",89763920,"R",4490089,"R",1600209,"R",24710823,"R",13852588,"R",2771440,"R",1530046,"R",2649734,"R",1570541,"R",5548247,"R",1397379,"R",8506219,"R",3924652,"R",24481143,"R",7579189,"R",20051298,"R",1276363,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",88718904,"R",31130758,"R",7943924,"R",12555187,"R",4977339,"R",1359147,"R",30752549, 1,"R",132316622,"R",141428584
140562,"R",135979431,"R",65049544,"R",0,"R",229653738,"R",33349855,"R",0,"R",70397523,"R",125906360,"R",100941433,"R",24964927,"R",196303883,"R",11403357,"R",82230252,"R",32666330,"R",1766992,"R",0,"R",128066931,"R",63017387,"R",165377930,"R",158642847,"R",0,"R",6735083,"R",189568800,"R",0,"R",196303883,"R",0,"R",0,"R",0,"R",0,"R",3510489,"R",0,"R",3510489,"R",3510489,"R",0,"R",3510489,"R",13654948,"R",13654948,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",19552000,"R",19552000,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",46863730,"R",46863730,"R",0,"R",0,"R",22687643,"R",22687643,"Z",0,"Z",0,"R",27903657,"R",27903657,"Z",0,"Z",0,"R",3436111,"R",2924710,"R",79994,"R",431407,"R",0,"R",0,"R",0,"R",0,"R",3436111,"R",2924710,"R",79994,"R",431407,"R",0,"R",0,"Z",0,"Z",0,"R",11393790,"R",1609664,"R",9784126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17184769,"R",17184769,"Z",0,"Z",0,"R",2701282,"R",2701282,"R",0,"R",0,"R",165377930,"R",155082403,"R",9864120,"R",431407,"R",0,"R",2514858,"R",-2514858,"Z",0,"R",165377930,"R",157597261,"R",7349262,"R",431407,"R",61066064,"R",44873176,"R",28735241,"R",15144900,"R",6806384,"R",2923649,"R",7426199,"R",5090055,"R",3500263,"R",1411124,"R",27946575,"R",11114502,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13171350,"R",5861766,"R",9990771,"R",0,"R",158642847,"R",86419172,"R",22209492,"R",4608478,"R",5382293,"R",431690,"R",39591722, 1,"R",96498930,"R",103129354
140696,"R",32860827,"R",54929178,"R",0,"R",97481569,"R",17479223,"R",11957565,"R",55285117,"R",24717229,"R",18328580,"R",6388649,"R",80002346,"R",4539355,"R",73257407,"R",18048639,"R",384526,"Z",0,"R",96229927,"R",41300749,"R",35138668,"R",26976652,"R",0,"R",8162016,"R",71840330,"R",0,"R",80002346,"R",1924879,"R",215723,"Z",0,"Z",0,"R",847872,"R",21340182,"R",24328656,"R",22188054,"R",0,"R",22188054,"R",15595176,"R",15595176,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7757801,"R",1624352,"R",5804353,"R",329096,"R",7757801,"R",1624352,"R",5804353,"R",329096,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2684403,"R",1914727,"R",769676,"Z",0,"Z",0,"Z",0,"R",8536648,"R",8536648,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",564640,"R",564640,"R",0,"R",0,"R",35138668,"R",28235543,"R",6574029,"R",329096,"R",0,"R",5968652,"R",-5968652,"R",0,"R",35138668,"R",34204195,"R",605377,"R",329096,"R",8904936,"R",5772381,"Z",0,"Z",0,"Z",0,"Z",0,"R",2261777,"R",869499,"R",6190375,"R",2296661,"R",5989519,"R",2227238,"R",3630045,"R",215099,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",26976652,"R",11380878,"R",1546079,"R",11397594,"R",2131765,"R",520336,"R",0, 1,"R",30301222,"R",31724904
140720,"R",10957661,"R",19226994,"R",0,"R",35127262,"R",17524192,"R",7225294,"R",10946314,"R",6656756,"R",5150467,"R",1506289,"R",17603070,"R",1849029,"R",29581405,"R",9519431,"Z",0,"Z",0,"R",40949865,"R",21722871,"R",13271495,"R",14346852,"R",-80,"R",-1075437,"R",18678507,"R",0,"R",17603070,"R",1663895,"R",3245944,"R",327227,"R",0,"R",0,"R",1440446,"R",6677512,"R",1385044,"R",55402,"R",1440446,"R",4509724,"R",4509724,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3245944,"R",3245944,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2670865,"R",2670865,"R",0,"R",0,"R",2670865,"R",2670865,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1430484,"R",1430484,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1414478,"R",1414478,"R",0,"R",0,"R",13271495,"R",13271495,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13271495,"R",13271495,"R",0,"R",0,"R",6753466,"R",3640962,"R",0,"Z",0,"R",0,"Z",0,"R",188929,"R",126162,"R",1548027,"R",361235,"R",4647824,"R",2584004,"R",1208606,"R",602999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",14346852,"R",7315362,"R",895605,"R",1290222,"R",524592,"R",457804,"R",3863267, 1,"R",13190418,"R",11644778
140818,"R",60678392,"R",84905371,"R",0,"R",148885487,"R",28770924,"R",23968702,"R",104909559,"R",15205004,"R",7331430,"R",7873574,"R",120114563,"R",11676929,"R",99154653,"R",14308369,"R",795141,"R",0,"R",125935092,"R",41029721,"R",41446680,"R",38186571,"R",0,"R",3260109,"R",116854454,"R",0,"R",120114563,"R",2680703,"R",175444,"R",3128007,"R",0,"R",1616594,"R",9182299,"R",16783047,"R",2987889,"R",143800,"R",3131689,"R",24361103,"R",24361103,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",127852,"R",127852,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1597331,"R",541193,"R",907309,"R",148829,"R",1597331,"R",541193,"R",907309,"R",148829,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8417871,"R",6420883,"R",1996988,"R",0,"R",0,"R",0,"R",5814621,"R",5814621,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1127902,"R",1127902,"R",0,"R",0,"R",41446680,"R",38393554,"R",2904297,"R",148829,"R",0,"R",2573838,"R",-2573838,"R",0,"R",41446680,"R",40967392,"R",330459,"R",148829,"R",17531263,"R",11511129,"Z",0,"R",0,"Z",0,"R",0,"R",2230187,"R",1233090,"R",7048499,"R",3637756,"R",5018218,"R",2850135,"R",5362111,"R",133796,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",996293,"R",0,"R",38186571,"R",19365906,"R",4398368,"R",2724271,"R",3827550,"R",612991,"R",7257485, 1,"R",47817279,"R",51949292
140872,"R",41641189,"R",40861155,"R",0,"R",91117294,"R",23201147,"R",18399803,"R",37714100,"R",30202047,"R",25820761,"R",4381286,"R",67916147,"R",1640481,"R",69563653,"R",8776546,"R",1366477,"R",0,"R",81347157,"R",40486002,"R",34630271,"R",29794031,"R",0,"R",4836240,"R",63079907,"R",0,"R",67916147,"R",2511710,"R",78688,"R",2908774,"R",0,"R",4514092,"R",4890267,"R",14903531,"R",9404359,"R",0,"R",9404359,"R",17244628,"R",17244628,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",58778,"R",58778,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6733728,"R",3914924,"R",2436188,"R",382616,"R",6733728,"R",3914924,"R",2436188,"R",382616,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4058192,"R",3404998,"R",653194,"Z",0,"Z",0,"Z",0,"R",6360113,"R",6360113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",174832,"R",209977,"R",-132266,"R",97121,"R",34630271,"R",31193418,"R",2957116,"R",479737,"R",0,"R",1184920,"R",-1184920,"Z",0,"R",34630271,"R",32378338,"R",1772196,"R",479737,"R",9855049,"R",6608524,"R",0,"R",0,"R",0,"R",0,"R",1453969,"R",615949,"R",6725087,"R",3009645,"R",6090310,"R",2015916,"R",5669616,"R",294491,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29794031,"R",12544525,"R",1511060,"R",3323984,"R",2557082,"R",670745,"R",9186635, 1,"R",39061984,"R",41641189
