UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D02,F2D02,XF2D03,F2D03,XF2D04,F2D04,XF2D05,F2D05,XF2D06,F2D06,XF2D07,F2D07,XF2D08,F2D08,XF2D09,F2D09,XF2D10,F2D10,XF2D11,F2D11,XF2D12,F2D12,XF2D13,F2D13,XF2D14,F2D14,XF2D15,F2D15,XF2D16,F2D16,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
100690,"R",578188,"R",4010530,"R",1379568,"R",2456157,"R",174805,"R",174805,"R",2630962,"R",610976,"R",1028166,"R",2187931,"Z",0,"R",6536761,"R",5898702,"R",0,"R",638059,"R",1992903,"R",0,"R",2630962,"R",629411,"R",71672,"Z",0,"Z",0,"R",0,"R",2196130,"R",2897213,"R",2196130,"Z",0,"R",5221776,"Z",0,"Z",0,"Z",0,"R",36597,"Z",0,"Z",0,"R",1238590,"Z",0,"R",10215,"Z",0,"Z",0,"Z",0,"Z",0,"R",29583,"R",6536761,"R",2521642,"R",1775418,"R",94630,"R",73060,"R",64336,"Z",0,"R",514198,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",210770,"R",164664,"R",8928,"R",6958,"R",6127,"Z",0,"R",24093,"R",643445,"R",425048,"R",21180,"R",19135,"R",16850,"Z",0,"R",161232,"R",2522845,"R",800894,"R",358822,"R",57471,"R",65868,"R",17328,"R",1222462,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-156624,"Z",0,"Z",0,"R",156624,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5898702,"R",3166024,"R",483560,"Z",0,"R",153181,"R",17328,"R",2078609,"R",174505,"R",174805, 1
100937,"R",122495222,"R",245311695,"R",52836594,"R",90700575,"R",101774526,"R",63719869,"R",192475101,"R",21651464,"R",116741444,"R",24880836,"R",0,"R",54217335,"R",45619471,"R",0,"R",8597864,"R",183877237,"R",0,"R",192475101,"R",464076,"R",613145,"R",140805,"R",28814,"R",12564926,"R",1136564,"R",14948330,"R",12564926,"R",0,"R",12511118,"R",1129660,"R",140805,"R",28814,"R",99350,"R",45003,"R",18351,"R",100768,"Z",0,"R",14218621,"R",1480699,"R",8248550,"R",0,"R",0,"R",16195596,"R",54217335,"R",13630093,"R",7345893,"R",1240759,"R",1271571,"R",2143614,"R",674289,"R",953967,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2870498,"R",547813,"R",214533,"R",293533,"R",494838,"R",155655,"R",1164126,"R",8895326,"R",2717082,"R",863660,"R",835631,"R",1408706,"R",443119,"R",2627128,"R",7320897,"R",3877898,"R",1584927,"R",193162,"R",325632,"R",102430,"R",1236848,"R",10189651,"R",314930,"R",116132,"R",1458649,"R",2458992,"R",773493,"R",5067455,"R",2383404,"A",,"A",,"A",,"A",,"A",,"R",2383404,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-4052546,"Z",0,"Z",0,"R",4052546,"R",329602,"R",0,"R",5,"R",0,"R",0,"R",1,"R",329596,"R",45619471,"R",14803616,"R",4020016,"Z",0,"R",6831782,"R",2148987,"R",17815070,"R",105999224,"R",122495222, 1
101073,"R",3949381,"R",17184515,"R",570796,"R",10325009,"R",6288710,"R",1186051,"R",16613719,"R",781853,"R",6447435,"R",1931956,"R",0,"R",5322691,"R",5256694,"R",0,"R",65997,"R",16547722,"R",0,"R",16613719,"R",2195574,"Z",0,"R",192284,"Z",0,"R",2840000,"Z",0,"R",5227858,"R",2840000,"Z",0,"R",1766445,"Z",0,"Z",0,"Z",0,"R",1739870,"Z",0,"Z",0,"R",696606,"Z",0,"R",364091,"Z",0,"R",702271,"Z",0,"Z",0,"R",53408,"R",5322691,"R",2128844,"R",1539512,"R",244782,"R",303989,"R",40561,"Z",0,"R",0,"R",57217,"R",39698,"R",2838,"R",14681,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",315090,"R",194690,"R",40897,"R",23230,"R",56273,"Z",0,"R",0,"R",218772,"R",72429,"R",27773,"R",118570,"Z",0,"Z",0,"R",0,"R",1317468,"R",532651,"R",94175,"R",648785,"R",41857,"Z",0,"R",0,"R",1219303,"R",228358,"R",48391,"R",764548,"R",178006,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-1873803,"Z",0,"Z",0,"R",1873803,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5256694,"R",2607338,"R",458856,"Z",0,"R",316697,"Z",0,"R",1873803,"R",3714457,"R",3949295, 1
101189,"R",12941524,"R",51579583,"R",20347157,"R",21115152,"R",10117274,"Z",0,"R",31232426,"R",1248395,"R",29019458,"R",12721579,"Z",0,"R",23656931,"R",22860087,"R",0,"R",796844,"R",30435582,"R",0,"R",31232426,"R",3991499,"R",476562,"R",351772,"Z",0,"R",224820,"R",2348422,"R",7393075,"R",2755890,"R",255353,"R",17052187,"Z",0,"Z",0,"Z",0,"R",997393,"Z",0,"Z",0,"R",1841145,"Z",0,"R",1648081,"Z",0,"R",1581910,"Z",0,"Z",0,"R",536215,"R",23656931,"R",9495876,"R",5717022,"R",825441,"R",916188,"R",775405,"R",265638,"R",996182,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1914105,"R",659152,"R",117683,"R",202164,"R",171099,"R",58615,"R",705392,"R",4714786,"R",1804941,"R",312855,"R",372067,"R",314895,"R",107877,"R",1802151,"R",4466385,"R",1894240,"R",335884,"R",137643,"R",116493,"R",39908,"R",1942217,"R",2268935,"R",116483,"R",18822,"R",522614,"R",442308,"R",151526,"R",1017182,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-2150676,"Z",0,"Z",0,"R",2150676,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22860087,"R",10191838,"R",1610685,"Z",0,"R",1820200,"R",623564,"R",8613800,"R",12930080,"R",13917550, 1
101435,"R",34941424,"R",60722394,"R",25609510,"R",-1423376,"R",36536260,"R",34880934,"R",35112884,"R",1040546,"R",22946795,"R",10878072,"Z",0,"R",12619810,"R",13742147,"R",0,"R",-1122337,"R",36235221,"R",0,"R",35112884,"R",530533,"R",193089,"R",86940,"R",0,"R",2101178,"R",1835076,"R",4746816,"R",4746816,"Z",0,"R",4460111,"Z",0,"Z",0,"Z",0,"R",759281,"Z",0,"Z",0,"R",3258165,"Z",0,"R",1810845,"Z",0,"R",2331408,"Z",0,"Z",0,"R",0,"R",12619810,"R",4254113,"R",2048568,"R",491656,"R",405813,"R",425175,"R",362862,"R",520039,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1131473,"R",367182,"R",88124,"R",101453,"R",106294,"R",90716,"R",377704,"R",3724194,"R",1328204,"R",318769,"R",215588,"R",225874,"R",192770,"R",1442989,"R",1908130,"R",1238439,"R",297225,"R",63408,"R",66434,"R",56697,"R",185927,"R",2724237,"Z",0,"Z",0,"R",481903,"R",504895,"R",430899,"R",1306540,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-1268165,"Z",0,"Z",0,"R",1268165,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13742147,"R",4982393,"R",1195774,"Z",0,"R",1328672,"R",1133944,"R",5101364,"R",28277257,"R",29740589, 1
101453,"R",4893521,"R",7918655,"R",2057433,"R",1305213,"R",4556009,"R",2535828,"R",5861222,"R",1037145,"R",1466451,"R",1927771,"Z",0,"R",3031701,"R",2535907,"R",0,"R",495794,"R",5365428,"R",0,"R",5861222,"R",170799,"R",11696,"Z",0,"Z",0,"R",164613,"R",70151,"R",417259,"R",70151,"Z",0,"R",655168,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1743658,"R",33819,"R",494886,"R",19663,"R",84507,"Z",0,"Z",0,"R",0,"R",3031701,"R",552566,"R",482994,"Z",0,"R",49356,"Z",0,"Z",0,"R",20216,"R",4452,"Z",0,"Z",0,"R",566,"Z",0,"Z",0,"R",3886,"R",16837,"Z",0,"Z",0,"R",1431,"Z",0,"Z",0,"R",15406,"R",101861,"R",76028,"R",8088,"R",9360,"Z",0,"Z",0,"R",8385,"R",209697,"R",150159,"Z",0,"R",18948,"Z",0,"Z",0,"R",40590,"R",1402821,"R",428620,"R",229743,"R",221744,"Z",0,"R",88295,"R",434419,"R",68127,"R",8590,"Z",0,"R",6078,"Z",0,"Z",0,"R",53459,"R",179546,"A",,"A",,"A",,"A",,"A",,"R",179546,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",-307483,"R",151642,"Z",0,"R",155841,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2535907,"R",1146391,"R",237831,"Z",0,"R",151642,"R",88295,"R",911748,"R",3028035,"R",3410929, 1
101541,"R",4114532,"R",32418077,"R",11704560,"R",-521229,"R",21234746,"R",20204704,"R",20713517,"R",293792,"R",15821973,"R",4527395,"Z",0,"R",8595167,"R",7477400,"R",0,"R",1117767,"R",19595750,"R",0,"R",20713517,"R",385557,"R",69926,"R",79730,"Z",0,"R",708331,"R",641443,"R",1884987,"R",0,"R",0,"R",2670885,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",3148820,"Z",0,"R",801844,"Z",0,"R",1522108,"Z",0,"Z",0,"R",451510,"R",8595167,"R",2847586,"R",1216282,"R",213001,"Z",0,"R",421212,"R",150120,"R",846971,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",476418,"R",276078,"R",71000,"Z",0,"Z",0,"Z",0,"R",129340,"R",1172160,"R",646858,"R",71000,"Z",0,"Z",0,"R",42034,"R",412268,"R",1935576,"R",505164,"R",71000,"Z",0,"R",105303,"R",108087,"R",1146022,"R",1045660,"R",146624,"Z",0,"Z",0,"R",175505,"Z",0,"R",723531,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7477400,"R",2791006,"R",426001,"Z",0,"R",702020,"R",300241,"R",3258132,"R",18795845,"R",20204704, 1
101648,"R",593734,"R",13841136,"R",3346458,"R",9111318,"R",1383360,"Z",0,"R",10494678,"R",10319136,"R",0,"R",1992572,"R",0,"R",5626030,"R",5973852,"R",-131897,"R",-479719,"R",10974397,"R",0,"R",10494678,"R",126215,"R",27888,"R",10000,"R",0,"R",122307,"R",736058,"R",1022468,"R",1022468,"R",0,"R",3834099,"R",0,"R",257928,"R",0,"R",0,"R",0,"R",0,"R",651393,"R",0,"R",2963,"R",0,"R",626682,"R",0,"R",0,"R",252965,"R",5626030,"R",921684,"R",664223,"R",61545,"R",174715,"R",0,"R",0,"R",21201,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",262091,"R",133062,"R",12329,"R",49682,"R",0,"R",0,"R",67018,"R",1606735,"R",682658,"R",63254,"R",304573,"R",0,"R",0,"R",556250,"R",1159211,"R",408462,"R",37847,"R",219741,"R",0,"R",75625,"R",417536,"R",639414,"R",111806,"R",10360,"R",121208,"R",0,"R",0,"R",396040,"R",736058,"A",,"A",,"A",,"A",,"A",,"R",736058,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",648659,"R",0,"R",0,"R",122960,"R",0,"R",0,"R",525699,"Z",0,"R",218626,"R",20257,"R",-992879,"R",0,"R",0,"R",753996,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5973852,"R",2218837,"R",205592,"Z",0,"R",0,"R",75625,"R",3473798,"R",176543,"R",39277, 1
101675,"R",11841934,"R",47637469,"R",13330858,"R",25777769,"R",8528842,"R",2346442,"R",34306611,"R",1711039,"R",36223498,"R",10989932,"Z",0,"R",22629685,"R",17764171,"R",161687,"R",5027201,"R",29279410,"R",0,"R",34306611,"R",4570623,"R",362881,"R",795950,"Z",0,"R",309904,"R",908725,"R",6948083,"R",1986584,"Z",0,"R",8488919,"Z",0,"Z",0,"Z",0,"R",7084796,"R",238194,"Z",0,"R",1471219,"Z",0,"R",986743,"Z",0,"R",3576023,"Z",0,"R",783792,"R",-1,"R",22629685,"R",7504221,"R",3815875,"R",279270,"Z",0,"Z",0,"Z",0,"R",3409076,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",364172,"R",75831,"R",13454,"Z",0,"Z",0,"Z",0,"R",274887,"R",824898,"R",899489,"R",92788,"Z",0,"Z",0,"Z",0,"R",-167379,"R",1290793,"R",629886,"R",94797,"Z",0,"Z",0,"Z",0,"R",566110,"R",3409783,"R",509575,"R",88709,"Z",0,"Z",0,"Z",0,"R",2811499,"R",2383720,"R",504493,"R",94779,"Z",0,"Z",0,"Z",0,"R",1784448,"R",1986584,"A",,"A",,"A",,"A",,"A",,"R",1986584,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17764171,"R",6435149,"R",663797,"Z",0,"Z",0,"Z",0,"R",10665225,"R",4494441,"R",4494441, 1
101693,"R",8866582,"R",33595785,"R",13579716,"R",8227557,"R",11788512,"R",8607478,"R",20016069,"R",812038,"R",22775654,"R",8502357,"R",0,"R",18489530,"R",17197344,"R",38997,"R",1331183,"R",18684886,"R",0,"R",20016069,"R",2085793,"R",235090,"R",533564,"R",0,"R",771207,"R",3397548,"R",7023202,"R",4336382,"R",0,"R",10760622,"R",0,"R",0,"R",0,"R",235090,"R",0,"R",0,"R",4453087,"R",0,"R",745502,"R",0,"R",2193746,"R",0,"R",0,"R",101483,"R",18489530,"R",7958338,"R",4784112,"R",1417719,"R",673398,"R",389027,"R",191559,"R",502523,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",860066,"R",343552,"R",95213,"R",131516,"R",75978,"R",37412,"R",176395,"R",1269597,"R",673498,"R",204946,"R",56469,"R",32623,"R",16064,"R",285997,"R",3299539,"R",1592908,"R",458450,"R",202320,"R",116889,"R",57557,"R",871415,"R",3809804,"R",740095,"R",203994,"R",775668,"R",448109,"R",220652,"R",1421286,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",-1839371,"R",0,"R",0,"R",1839371,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17197344,"R",8134165,"R",2380322,"Z",0,"R",1062626,"R",523244,"R",5096987,"R",7875905,"R",8897263, 1
