UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A14,F2A14,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D02,F2D02,XF2D03,F2D03,XF2D04,F2D04,XF2D05,F2D05,XF2D06,F2D06,XF2D07,F2D07,XF2D08,F2D08,XF2D09,F2D09,XF2D10,F2D10,XF2D11,F2D11,XF2D12,F2D12,XF2D13,F2D13,XF2D14,F2D14,XF2D15,F2D15,XF2D16,F2D16,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E082,F2E082,XF2E083,F2E083,XF2E084,F2E084,XF2E085,F2E085,XF2E086,F2E086,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,XF2H01,F2H01,XF2H02,F2H02,F2FHA   
165945,"R",40439095,"R",84756317,"R",6624125,"R",27509671,"R",50622521,"R",38803681,"R",78132192,"R",2289086,"R",43044418,"R",5819554,"Z",0,"R",22670475,"R",21395977,"R",0,"R",1274498,"R",76857694,"R",0,"R",78132192,"R",0,"Z",0,"Z",0,"Z",0,"R",860422,"R",3601850,"R",4462272,"R",4462272,"R",0,"R",9736034,"R",124831,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",3709438,"Z",0,"R",4400070,"Z",0,"R",4048322,"Z",0,"Z",0,"R",651780,"R",22670475,"R",8066901,"R",5199063,"R",1020186,"Z",0,"R",385039,"Z",0,"R",1462613,"R",426722,"R",141924,"R",30267,"Z",0,"R",135,"Z",0,"R",254396,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2061738,"R",677414,"R",259124,"Z",0,"R",63649,"R",163563,"R",897988,"R",1539321,"R",904229,"R",290543,"Z",0,"R",32995,"Z",0,"R",311554,"R",5315671,"R",2511822,"R",654605,"Z",0,"R",326844,"R",159796,"R",1662604,"R",3985624,"R",774190,"R",151787,"Z",0,"R",348944,"Z",0,"R",2710703,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21395977,"R",10208642,"R",2406512,"R",0,"R",1157606,"R",323359,"R",7299858,"R",39422356,"R",40439095, 1
166018,"R",37322133,"R",90712678,"R",32913572,"R",22454625,"R",35344481,"R",22697985,"R",57799106,"R",6444068,"R",54622595,"R",23662725,"R",0,"R",49835737,"R",45644349,"R",4161743,"R",8353131,"R",49445975,"R",0,"R",57799106,"R",563350,"R",403837,"R",170600,"R",0,"R",166872,"R",17565290,"R",18869949,"R",18308099,"R",0,"R",36553486,"R",0,"R",0,"R",0,"R",527095,"R",0,"R",0,"R",4780024,"R",0,"R",4161743,"R",0,"R",2331640,"R",0,"R",0,"R",1481749,"R",49835737,"R",16296052,"R",9955815,"R",2562965,"R",532556,"R",657274,"R",277491,"R",2309951,"R",3621162,"R",1618448,"R",275682,"Z",0,"Z",0,"Z",0,"R",1727032,"R",743192,"R",136734,"R",36906,"Z",0,"Z",0,"Z",0,"R",569552,"R",2383152,"R",1603995,"R",430688,"Z",0,"Z",0,"Z",0,"R",348469,"R",5270615,"R",2454955,"R",672945,"R",385644,"R",475957,"R",200942,"R",1080172,"R",10225955,"R",3155841,"R",735263,"R",257096,"R",317305,"R",133961,"R",5626489,"R",7104221,"R",350037,"R",94238,"R",661104,"R",815926,"Z",0,"R",5182916,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1836400,"Z",0,"Z",0,"R",1836400,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45644349,"R",19275825,"R",4808687,"R",0,"R",2266462,"R",612394,"R",18680981,"R",39695445,"R",45380412, 1
166027,"R",52316769000,"R",58323345000,"R",16330957000,"R",10998376000,"R",30994012000,"R",4868186000,"R",41992388000,"R",591932000,"R",5480835000,"R",544314000,"R",7853000,"R",10159878000,"R",3170650000,"R",64661000,"R",7053889000,"R",34938499000,"R",0,"R",41992388000,"R",1996000,"R",9733000,"R",168000,"R",0,"R",208845000,"R",118408000,"R",339150000,"R",230562000,"R",0,"R",533735000,"R",0,"R",0,"R",0,"R",514770000,"R",2324000,"R",626000,"R",656603000,"R",0,"R",7821743000,"R",388186000,"R",282258000,"R",0,"R",0,"R",-40367000,"R",10159878000,"R",883010000,"R",431713000,"R",107434000,"R",77524000,"R",34237000,"R",0,"R",232102000,"R",559314000,"R",149412000,"R",41629000,"R",42437000,"R",22492000,"R",0,"R",303344000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",547443000,"R",249361000,"R",79512000,"R",81886000,"R",33983000,"R",0,"R",102701000,"R",111976000,"R",51495000,"R",16695000,"R",1008000,"R",575000,"R",0,"R",42203000,"R",562255000,"R",195146000,"R",58485000,"R",157515000,"R",112312000,"R",0,"R",38797000,"R",398064000,"R",126082000,"R",38207000,"R",44786000,"R",10719000,"R",0,"R",178270000,"R",108588000,"A",,"A",,"A",,"A",,"A",,"R",108588000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-405156000,"R",0,"R",0,"R",405156000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3170650000,"R",1203209000,"R",341962000,"R",0,"R",214318000,"R",0,"R",1411161000,"R",29219430000,"R",34912068000, 1
166045,"R",12679887,"R",45204575,"R",34649004,"R",-8927289,"R",19482860,"R",8914060,"R",10555571,"R",5273304,"R",20352015,"R",2973106,"R",130043,"R",16220661,"R",20187295,"R",0,"R",-3966634,"R",14522205,"R",0,"R",10555571,"R",1460,"R",0,"R",0,"R",0,"R",761298,"R",800440,"R",1563198,"R",1563198,"R",0,"R",4295286,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2524753,"R",1105764,"R",2168275,"R",0,"R",0,"R",0,"R",964477,"R",5162106,"R",16220661,"R",12139627,"R",6085852,"R",873822,"R",0,"R",0,"R",0,"R",5179953,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1156862,"R",681095,"R",141648,"R",0,"R",0,"R",0,"R",334119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6890806,"R",2588175,"R",445500,"R",0,"R",1096118,"R",1227062,"R",1533951,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20187295,"R",9355122,"R",1460970,"R",0,"R",1096118,"R",1227062,"R",7048023,"R",5984766,"R",6797650, 1
166054,"R",24802651,"R",43517492,"R",9978454,"R",5178265,"R",28360773,"R",16789708,"R",33539038,"R",5715955,"R",18292451,"R",2398146,"R",0,"R",11613580,"R",9476946,"R",0,"R",2136634,"R",31402404,"R",0,"R",33539038,"R",79750,"R",0,"R",0,"R",0,"R",3208857,"R",0,"R",3288607,"R",2085757,"R",1123100,"R",1096728,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5402057,"R",1200000,"R",2890375,"R",0,"R",1024420,"R",0,"R",0,"R",0,"R",11613580,"R",2340411,"R",1646840,"R",390242,"R",13100,"R",265,"Z",0,"R",289964,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1422126,"R",479212,"R",91890,"R",28058,"R",328975,"Z",0,"R",493991,"R",746316,"R",419301,"R",86654,"R",15939,"R",37765,"R",0,"R",186657,"R",3311231,"R",1423064,"R",426661,"R",56169,"R",273702,"R",455776,"R",675859,"R",1656862,"R",320795,"R",91778,"R",50830,"R",246657,"R",0,"R",946802,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-164096,"R",0,"R",0,"R",164096,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9476946,"R",4289212,"R",1087225,"R",0,"R",887364,"R",455776,"R",2757369,"R",23143629,"R",24802651, 1
166124,"R",660608748,"R",932371798,"R",222084739,"R",367916483,"R",342370576,"R",129324957,"R",710287059,"R",28935505,"R",201535751,"R",48920569,"R",0,"R",241680446,"R",126387055,"R",0,"R",115293391,"R",594993668,"R",0,"R",710287059,"R",785999,"R",623546,"R",530500,"R",0,"R",4324613,"R",22440660,"R",28705318,"R",27804194,"R",0,"R",65389714,"Z",0,"Z",0,"Z",0,"R",2115356,"R",530500,"Z",0,"R",24710296,"Z",0,"R",112888377,"Z",0,"R",34496046,"Z",0,"Z",0,"R",1550157,"R",241680446,"R",42541616,"R",20253384,"R",7059476,"R",3476869,"R",2952296,"R",2370570,"R",6429021,"R",2131302,"R",793150,"R",135153,"Z",0,"Z",0,"R",0,"R",1202999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10687989,"R",3000946,"R",945183,"R",977744,"R",571408,"R",215906,"R",4976802,"R",20612275,"R",8915509,"R",2857347,"R",2205442,"R",1289811,"R",583358,"R",4760808,"R",21211677,"R",9339252,"R",3281057,"R",647926,"R",2327689,"R",687973,"R",4927780,"R",29202196,"R",4756286,"R",1428388,"R",7582995,"R",3366129,"R",2365217,"R",9703181,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",5559426,"R",1947119,"R",-14890976,"R",0,"R",0,"R",7384431,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126387055,"R",52617953,"R",17653723,"R",0,"R",10507333,"R",6223024,"R",39385022,"R",544347462,"R",660608748, 1
166391,"R",22388795,"R",74907156,"R",37431346,"R",28253491,"R",9222319,"R",6051593,"R",37475810,"R",3759031,"R",46751221,"R",7635835,"R",0,"R",33777755,"R",26896132,"R",-934897,"R",5946726,"R",31529084,"R",0,"R",37475810,"R",844132,"R",355501,"R",567000,"R",0,"R",450331,"R",9749296,"R",11966260,"R",7585785,"R",2613842,"R",17000535,"R",0,"R",0,"R",0,"R",361237,"R",255500,"R",0,"R",2406292,"R",0,"R",3356647,"R",0,"R",8348100,"R",0,"R",0,"R",2049444,"R",33777755,"R",7159060,"R",4322087,"R",801181,"R",880384,"R",490254,"R",63418,"R",601736,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",131173,"R",103466,"R",9644,"R",0,"R",0,"R",0,"R",18063,"R",752030,"R",540596,"R",104700,"R",13444,"R",8425,"R",5239,"R",79626,"R",4959643,"R",1932902,"R",348043,"R",501214,"R",407208,"R",95391,"R",1674885,"R",3753755,"R",1929660,"R",379728,"R",203394,"R",61581,"R",26194,"R",1153198,"R",8764606,"R",1021070,"R",245549,"R",2560162,"R",1023132,"R",921135,"R",2993558,"R",502812,"A",,"A",,"A",,"A",,"A",,"R",502812,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1154030,"R",240878,"R",-4159307,"R",47790,"R",1399,"R",2715210,"R",873053,"R",654823,"R",110247,"R",709,"R",2518,"R",0,"R",104756,"R",26896132,"R",11658634,"R",2239970,"R",0,"R",2040908,"R",1112776,"R",9843844,"R",17486634,"R",22388795, 1
166407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2762652,"R",6003556,"R",3240904,"A",,"A",,"A",,"A",,"R",116959,"R",27000,"R",10000,"R",7000,"R",75000,"R",2000,"R",237959,"R",65000,"R",0,"R",2568693,"R",0,"R",0,"R",0,"R",116959,"R",10000,"R",7000,"R",60000,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2762652,"R",4230561,"R",3201453,"R",687427,"Z",0,"Z",0,"Z",0,"R",341681,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1504093,"R",515867,"R",110769,"Z",0,"R",408790,"R",133491,"R",335176,"R",268902,"R",172461,"R",37031,"Z",0,"Z",0,"Z",0,"R",59410,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6003556,"R",3889781,"R",835227,"R",0,"R",408790,"R",133491,"R",736267,"R",0,"R",0, 1
166452,"R",94837045,"R",200736258,"R",61483875,"R",81229675,"R",58022708,"R",8719942,"R",139252383,"R",7682345,"R",92411734,"R",23936617,"R",0,"R",110383285,"R",94983882,"R",0,"R",15399403,"R",123852980,"R",0,"R",139252383,"R",1085131,"R",498776,"R",0,"R",0,"R",316328,"R",8676748,"R",10576983,"R",10576983,"R",0,"R",73092793,"R",0,"R",0,"R",0,"R",2523788,"R",0,"R",0,"R",4319782,"R",0,"R",17640893,"R",0,"R",11157429,"R",0,"R",0,"R",1648600,"R",110383285,"R",40554640,"R",24868720,"R",4777105,"R",988587,"R",421918,"R",202633,"R",9295677,"R",1028641,"R",527917,"R",124443,"R",0,"R",0,"R",0,"R",376281,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11796056,"R",7442159,"R",1739930,"R",266480,"R",113730,"R",54621,"R",2179136,"R",17144202,"R",6740109,"R",1564441,"R",2559561,"R",1092392,"R",524640,"R",4663059,"R",14516109,"R",7142411,"R",1392814,"R",1017607,"R",434303,"R",208582,"R",4320392,"R",9944234,"R",685638,"R",159764,"R",0,"R",1064903,"R",63755,"R",7970174,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20121,"R",4479,"R",-4832235,"R",0,"R",0,"R",4807635,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",94983882,"R",47427075,"R",9762976,"R",0,"R",3127246,"R",1054231,"R",33612354,"R",51709947,"R",63583767, 1
166489,"R",8273980,"R",15895501,"R",290019,"R",5982398,"R",9623084,"R",5859368,"R",15605482,"R",646818,"R",5052543,"R",1182202,"R",76245,"R",7501446,"R",6286592,"R",0,"R",1214854,"R",14390628,"R",0,"R",15605482,"R",26600,"R",1364171,"R",17450,"R",0,"R",0,"R",1573718,"R",2981939,"R",1573718,"R",0,"R",4119458,"R",0,"R",0,"R",0,"R",0,"R",40000,"R",0,"R",1798990,"R",0,"R",1304244,"R",238754,"R",0,"R",0,"R",0,"R",0,"R",7501446,"R",3146459,"R",2534459,"R",219472,"Z",0,"Z",0,"Z",0,"R",392528,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",640004,"R",444767,"R",57508,"Z",0,"Z",0,"Z",0,"R",137729,"R",264085,"R",202307,"R",26158,"Z",0,"Z",0,"Z",0,"R",35620,"R",2236044,"R",1123826,"R",145311,"Z",0,"R",212338,"Z",0,"R",754569,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",6286592,"R",4305359,"R",448449,"R",0,"R",212338,"Z",0,"R",1320446,"R",7428329,"R",8250785, 1
166601,"R",0,"R",1922936,"R",281033,"R",1205802,"R",436101,"R",414180,"R",1641903,"R",16833,"R",682417,"R",115247,"R",0,"R",2279065,"R",2752894,"R",0,"R",-473829,"R",2115732,"R",0,"R",1641903,"R",374330,"R",26982,"R",124385,"R",0,"R",79112,"R",647399,"R",1252208,"R",1252208,"R",0,"R",2031562,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4079,"R",0,"R",47181,"R",26290,"R",169953,"A",,"A",,"R",0,"R",2279065,"R",835939,"R",560899,"R",57621,"R",111660,"R",41747,"R",0,"R",64012,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",183315,"R",100991,"R",22219,"R",12296,"R",4597,"R",0,"R",43212,"R",1607257,"R",777593,"R",101256,"R",123447,"R",46152,"R",0,"R",558809,"R",126383,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",126383,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-247403,"Z",0,"Z",0,"R",247403,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2752894,"R",1439483,"R",181096,"R",0,"R",92496,"Z",0,"R",1039819,"R",479145,"R",499482, 1
166656,"R",107606734,"R",295854598,"R",130173585,"R",143822710,"R",21858303,"R",14379657,"R",165681013,"R",2250054,"R",166011107,"R",11792687,"Z",0,"R",102305254,"R",62447535,"R",0,"R",39857719,"R",125823294,"R",0,"R",165681013,"R",1448542,"R",319609,"R",711525,"R",0,"R",188550,"R",8941228,"R",11609454,"R",8941228,"R",0,"R",74546807,"R",0,"R",0,"R",0,"R",208197,"R",605000,"R",0,"R",6312624,"R",0,"R",13881176,"R",330067,"R",6338424,"R",0,"R",0,"R",82959,"R",102305254,"R",29953210,"R",16610359,"R",4214768,"R",2247814,"R",2387895,"R",1367320,"R",3125054,"R",748446,"R",382805,"R",75503,"Z",0,"Z",0,"Z",0,"R",290138,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7250983,"R",2495370,"R",604519,"R",949076,"R",871957,"R",527653,"R",1802408,"R",6369219,"R",3048272,"R",748984,"R",510867,"R",547175,"R",308954,"R",1204967,"R",11852965,"R",4134120,"R",1092781,"R",306521,"R",813412,"R",550822,"R",4955309,"R",6272712,"R",113198,"R",28383,"R",753815,"R",1686514,"R",1609918,"R",2080884,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-4768093,"Z",0,"Z",0,"R",4768093,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62447535,"R",26784124,"R",6764938,"R",0,"R",6306953,"R",4364667,"R",18226853,"R",70481780,"R",107606734, 1
166683,"R",10016152000,"R",14946369000,"R",2251065000,"R",5216844000,"R",7478460000,"R",1794454000,"R",12695304000,"R",81868000,"R",1431371000,"R",229964000,"R",0,"R",3965681000,"R",2207621000,"R",877469000,"R",2635529000,"R",10059775000,"R",0,"R",12695304000,"R",1595000,"R",4210000,"R",14000,"R",0,"R",185399000,"R",0,"R",191218000,"R",185399000,"R",0,"R",209253000,"R",0,"R",0,"R",0,"R",1053088000,"R",13055000,"R",0,"R",443459000,"R",0,"R",1927659000,"R",0,"R",85603000,"R",0,"R",0,"R",233564000,"R",3965681000,"R",551003648,"R",231976339,"R",53608791,"R",130753590,"R",6289616,"R",0,"R",128375312,"R",961327185,"R",375654031,"R",90925830,"R",0,"R",0,"R",1600,"R",494745724,"R",782535,"R",327747,"R",63656,"R",184735,"R",0,"R",0,"R",206397,"R",261536800,"R",52406274,"R",13579672,"R",29538825,"R",0,"R",638205,"R",165373824,"R",60190901,"R",22724366,"R",5477832,"R",12808601,"R",0,"R",158422,"R",19021680,"R",286477050,"R",106063573,"R",17678860,"R",59782791,"R",7273185,"R",8742226,"R",86936415,"R",86302555,"R",15346816,"R",3807068,"R",0,"R",12364562,"R",10234866,"R",44549243,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32186927,"R",8684214,"R",-233068542,"R",85669309,"R",31564127,"R",74963965,"R",326,"R",0,"R",0,"R",0,"R",0,"R",0,"R",326,"R",2207621000,"R",836686073,"R",193825923,"R",0,"R",111596672,"R",51339446,"R",1014172886,"R",8368066000,"R",9980409000, 1
166717,"R",1452569,"R",4114568,"R",986093,"R",2516946,"R",611529,"Z",0,"R",3128475,"R",0,"R",374656,"R",1273235,"R",0,"R",6821825,"R",6297060,"R",0,"R",524765,"R",2603710,"R",0,"R",3128475,"R",0,"R",5684970,"R",0,"R",0,"R",0,"R",0,"R",5684970,"R",233050,"R",0,"R",6100654,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",224595,"R",0,"R",297903,"R",0,"R",0,"R",0,"R",0,"R",198673,"R",6821825,"R",3310801,"R",2187967,"R",328135,"R",259189,"R",81531,"Z",0,"R",453979,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",175521,"R",80448,"R",12067,"R",9438,"R",3552,"Z",0,"R",70016,"R",694788,"R",457255,"R",68588,"R",52764,"R",19843,"Z",0,"R",96338,"R",2115950,"R",818360,"R",122754,"R",128044,"R",48184,"Z",0,"R",998608,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-449435,"Z",0,"Z",0,"R",449435,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6297060,"R",3544030,"R",531544,"R",0,"R",153110,"R",0,"R",2068376,"R",1742000,"R",2104000, 1
166850,"R",39658316,"R",133190125,"R",59841255,"R",41758942,"R",31589928,"R",16660794,"R",73348870,"R",5852656,"R",54504406,"R",11402093,"R",302195,"R",63808010,"R",55085365,"R",0,"R",8722645,"R",64626225,"R",0,"R",73348870,"R",551490,"R",199708,"R",532400,"Z",0,"R",2098215,"R",15378630,"R",18760443,"R",17476845,"R",0,"R",35225606,"R",0,"R",0,"R",0,"R",333524,"R",542511,"R",0,"R",5304065,"R",0,"R",5802691,"R",0,"R",16039730,"R",0,"R",0,"R",559883,"R",63808010,"R",19243152,"R",12133184,"R",3269991,"R",1089597,"R",842922,"R",647126,"R",1260332,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4074217,"R",1560533,"R",376770,"R",439451,"R",740723,"R",958,"R",955782,"R",9670872,"R",4295988,"R",1108289,"R",1023378,"R",914107,"R",9057,"R",2320053,"R",11071917,"R",3627748,"R",1147863,"R",433431,"R",566482,"R",125878,"R",5170515,"R",11025207,"R",695747,"R",197997,"R",3034015,"R",1592838,"R",1508082,"R",3996528,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-6019872,"Z",0,"Z",0,"R",6019872,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55085365,"R",22313200,"R",6100910,"R",0,"R",4657072,"R",2291101,"R",19723082,"R",33672039,"R",38096514, 1
