UNITID,CONTRACT,ARANK,XEMPCNTM,EMPCNTM,XOUTLAYM,OUTLAYM,XAVESALM,AVESALM,XEMPCNTW,EMPCNTW,XOUTLAYW,OUTLAYW,XAVESALW,AVESALW,XEMPCNTT,EMPCNTT,XOUTLAYT,OUTLAYT,XAVESALT,AVESALT 
100724,2,7,"R",4,"R",283330,"R",70833,"R",2,"R",141796,"R",70898,"R",6,"R",425126,"R",70854
100724,4,1,"R",35,"R",2975088,"R",85003,"R",19,"R",1562999,"R",82263,"R",54,"R",4538087,"R",84039
100724,4,2,"R",27,"R",1767557,"R",65465,"R",34,"R",2187614,"R",64342,"R",61,"R",3955171,"R",64839
100724,4,3,"R",29,"R",1592566,"R",54916,"R",37,"R",1982677,"R",53586,"R",66,"R",3575243,"R",54170
100724,4,4,"R",16,"R",717779,"R",44861,"R",42,"R",1811940,"R",43141,"R",58,"R",2529719,"R",43616
100724,4,7,"R",107,"R",7052990,"R",65916,"R",132,"R",7545230,"R",57161,"R",239,"R",14598220,"R",61080
100751,1,1,"R",223,"R",26453447,"R",118625,"R",61,"R",6412901,"R",105130,"R",284,"R",32866348,"R",115727
100751,1,2,"R",139,"R",11207240,"R",80628,"R",77,"R",5940004,"R",77143,"R",216,"R",17147244,"R",79385
100751,1,3,"R",120,"R",8017406,"R",66812,"R",104,"R",6563528,"R",63111,"R",224,"R",14580934,"R",65093
100751,1,4,"R",52,"R",2035652,"R",39147,"R",80,"R",3333860,"R",41673,"R",132,"R",5369512,"R",40678
100751,1,7,"R",534,"R",47713745,"R",89352,"R",322,"R",22250293,"R",69100,"R",856,"R",69964038,"R",81734
100751,2,1,"R",17,"R",2501105,"R",147124,"R",5,"R",710891,"R",142178,"R",22,"R",3211996,"R",146000
100751,2,2,"R",4,"R",370662,"R",92666,"R",4,"R",329675,"R",82419,"R",8,"R",700337,"R",87542
100751,2,3,"R",1,"R",83762,"R",83762,"R",9,"R",715950,"R",79550,"R",10,"R",799712,"R",79971
100751,2,4,"R",5,"R",267640,"R",53528,"R",3,"R",179342,"R",59781,"R",8,"R",446982,"R",55873
100751,2,7,"R",27,"R",3223169,"R",119377,"R",21,"R",1935858,"R",92184,"R",48,"R",5159027,"R",107480
100751,4,1,"R",240,"R",28499851,"R",118749,"R",66,"R",6994552,"R",105978,"R",306,"R",35494403,"R",115995
100751,4,2,"R",143,"R",11510516,"R",80493,"R",81,"R",6209744,"R",76664,"R",224,"R",17720260,"R",79108
100751,4,3,"R",121,"R",8085940,"R",66826,"R",113,"R",7149318,"R",63268,"R",234,"R",15235258,"R",65108
100751,4,4,"R",57,"R",2254635,"R",39555,"R",83,"R",3480598,"R",41935,"R",140,"R",5735233,"R",40966
100751,4,7,"R",561,"R",50350942,"R",89752,"R",343,"R",23834212,"R",69487,"R",904,"R",74185154,"R",82063
100760,1,6,"R",27,"R",1472805,"R",54548,"R",33,"R",1680631,"R",50928,"R",60,"R",3153436,"R",52557
100760,1,7,"R",27,"R",1472805,"R",54548,"R",33,"R",1680631,"R",50928,"R",60,"R",3153436,"R",52557
100760,4,6,"R",27,"R",1472805,"R",54548,"R",33,"R",1680631,"R",50928,"R",60,"R",3153436,"R",52557
100760,4,7,"R",27,"R",1472805,"R",54548,"R",33,"R",1680631,"R",50928,"R",60,"R",3153436,"R",52557
100812,1,1,"R",17,"R",1419396,"R",83494,"R",3,"R",245854,"R",81951,"R",20,"R",1665250,"R",83263
100812,1,2,"R",6,"R",381368,"R",63561,"R",15,"R",1052387,"R",70159,"R",21,"R",1433755,"R",68274
100812,1,3,"R",19,"R",1125913,"R",59259,"R",19,"R",1142599,"R",60137,"R",38,"R",2268512,"R",59698
100812,1,4,"R",1,"R",20000,"R",20000,"R",2,"R",109952,"R",54976,"R",3,"R",129952,"R",43317
100812,1,7,"R",43,"R",2946677,"R",68527,"R",39,"R",2550792,"R",65405,"R",82,"R",5497469,"R",67042
100812,2,1,"R",2,"R",217640,"R",108820,"Z",0,"Z",0,"A",,"R",2,"R",217640,"R",108820
100812,2,4,"Z",0,"Z",0,"A",,"R",2,"R",133266,"R",66633,"R",2,"R",133266,"R",66633
100812,2,7,"R",2,"R",217640,"R",108820,"R",2,"R",133266,"R",66633,"R",4,"R",350906,"R",87727
100812,4,1,"R",19,"R",1597469,"R",84077,"R",3,"R",245854,"R",81951,"R",22,"R",1843323,"R",83787
100812,4,2,"R",6,"R",381368,"R",63561,"R",15,"R",1052387,"R",70159,"R",21,"R",1433755,"R",68274
100812,4,3,"R",19,"R",1125913,"R",59259,"R",19,"R",1142599,"R",60137,"R",38,"R",2268512,"R",59698
100812,4,4,"R",1,"R",20000,"R",20000,"R",4,"R",218990,"R",54748,"R",5,"R",238990,"R",47798
100812,4,7,"R",45,"R",3124750,"R",69439,"R",41,"R",2659830,"R",64874,"R",86,"R",5784580,"R",67263
100830,1,1,"R",28,"R",2353930,"R",84069,"R",11,"R",813700,"R",73973,"R",39,"R",3167630,"R",81221
100830,1,2,"R",27,"R",1918720,"R",71064,"R",15,"R",902310,"R",60154,"R",42,"R",2821030,"R",67167
100830,1,3,"R",31,"R",1679130,"R",54165,"R",30,"R",1651240,"R",55041,"R",61,"R",3330370,"R",54596
100830,1,4,"R",3,"R",114760,"R",38253,"R",8,"R",365460,"R",45683,"R",11,"R",480220,"R",43656
100830,1,5,"Z",0,"Z",0,"A",,"R",2,"R",80290,"R",40145,"R",2,"R",80290,"R",40145
100830,1,6,"R",2,"R",96000,"R",48000,"Z",0,"Z",0,"A",,"R",2,"R",96000,"R",48000
100830,1,7,"R",91,"R",6162540,"R",67720,"R",66,"R",3813000,"R",57773,"R",157,"R",9975540,"R",63538
100830,2,1,"R",1,"R",146320,"R",146320,"Z",0,"Z",0,"A",,"R",1,"R",146320,"R",146320
100830,2,4,"Z",0,"Z",0,"A",,"R",3,"R",191110,"R",63703,"R",3,"R",191110,"R",63703
100830,2,6,"R",2,"R",241220,"R",120610,"R",2,"R",91440,"R",45720,"R",4,"R",332660,"R",83165
100830,2,7,"R",3,"R",387540,"R",129180,"R",5,"R",282550,"R",56510,"R",8,"R",670090,"R",83761
100830,4,1,"R",29,"R",2473649,"R",85298,"R",11,"R",813700,"R",73973,"R",40,"R",3287349,"R",82184
100830,4,2,"R",27,"R",1918720,"R",71064,"R",15,"R",902310,"R",60154,"R",42,"R",2821030,"R",67167
100830,4,3,"R",31,"R",1679130,"R",54165,"R",30,"R",1651240,"R",55041,"R",61,"R",3330370,"R",54596
100830,4,4,"R",3,"R",114760,"R",38253,"R",11,"R",521826,"R",47439,"R",14,"R",636586,"R",45470
100830,4,5,"Z",0,"Z",0,"A",,"R",2,"R",80290,"R",40145,"R",2,"R",80290,"R",40145
100830,4,6,"R",4,"R",293366,"R",73342,"R",2,"R",74816,"R",37408,"R",6,"R",368182,"R",61364
100830,4,7,"R",94,"R",6479625,"R",68932,"R",71,"R",4044182,"R",56960,"R",165,"R",10523807,"R",63781
100858,1,1,"R",265,"R",27978575,"R",105580,"R",39,"R",3459160,"R",88696,"R",304,"R",31437735,"R",103414
100858,1,2,"R",165,"R",12539320,"R",75996,"R",86,"R",5884751,"R",68427,"R",251,"R",18424071,"R",73403
100858,1,3,"R",120,"R",8175950,"R",68133,"R",78,"R",4456670,"R",57137,"R",198,"R",12632620,"R",63801
100858,1,4,"R",33,"R",1164036,"R",35274,"R",40,"R",1343238,"R",33581,"R",73,"R",2507274,"R",34346
100858,1,5,"R",10,"R",519910,"R",51991,"R",5,"R",254800,"R",50960,"R",15,"R",774710,"R",51647
100858,1,7,"R",593,"R",50377791,"R",84954,"R",248,"R",15398619,"R",62091,"R",841,"R",65776410,"R",78212
100858,2,1,"R",137,"R",18189584,"R",132771,"R",33,"R",4249904,"R",128785,"R",170,"R",22439488,"R",131997
100858,2,2,"R",54,"R",5134768,"R",95088,"R",29,"R",2804770,"R",96716,"R",83,"R",7939538,"R",95657
100858,2,3,"R",20,"R",1584330,"R",79217,"R",12,"R",1037750,"R",86479,"R",32,"R",2622080,"R",81940
100858,2,4,"R",1,"R",33587,"R",33587,"R",3,"R",192850,"R",64283,"R",4,"R",226437,"R",56609
100858,2,5,"R",2,"R",138230,"R",69115,"Z",0,"Z",0,"A",,"R",2,"R",138230,"R",69115
100858,2,7,"R",214,"R",25080499,"R",117199,"R",77,"R",8285274,"R",107601,"R",291,"R",33365773,"R",114659
100858,4,1,"R",402,"R",42861293,"R",106620,"R",72,"R",6936431,"R",96339,"R",474,"R",49797724,"R",105058
100858,4,2,"R",219,"R",16740587,"R",76441,"R",115,"R",8179614,"R",71127,"R",334,"R",24920201,"R",74611
100858,4,3,"R",140,"R",9472249,"R",67659,"R",90,"R",5305757,"R",58953,"R",230,"R",14778006,"R",64252
100858,4,4,"R",34,"R",1191517,"R",35045,"R",43,"R",1501028,"R",34908,"R",77,"R",2692545,"R",34968
100858,4,5,"R",12,"R",633010,"R",52751,"R",5,"R",254800,"R",50960,"R",17,"R",887810,"R",52224
100858,4,7,"R",807,"R",70898656,"R",87855,"R",325,"R",22177630,"R",68239,"R",1132,"R",93076286,"R",82223
100937,1,1,"R",30,"R",2348668,"R",78289,"R",13,"R",959826,"R",73833,"R",43,"R",3308494,"R",76942
100937,1,2,"R",15,"R",979958,"R",65331,"R",16,"R",988236,"R",61765,"R",31,"R",1968194,"R",63490
100937,1,3,"R",8,"R",382840,"R",47855,"R",9,"R",437557,"R",48617,"R",17,"R",820397,"R",48259
100937,1,4,"R",2,"R",67112,"R",33556,"R",4,"R",157015,"R",39254,"R",6,"R",224127,"R",37355
100937,1,5,"R",1,"R",40170,"R",40170,"R",2,"R",63419,"R",31710,"R",3,"R",103589,"R",34530
100937,1,7,"R",56,"R",3818748,"R",68192,"R",44,"R",2606053,"R",59228,"R",100,"R",6424801,"R",64248
100937,4,1,"R",30,"R",2348668,"R",78289,"R",13,"R",959826,"R",73833,"R",43,"R",3308494,"R",76942
100937,4,2,"R",15,"R",979958,"R",65331,"R",16,"R",988236,"R",61765,"R",31,"R",1968194,"R",63490
100937,4,3,"R",8,"R",382840,"R",47855,"R",9,"R",437557,"R",48617,"R",17,"R",820397,"R",48259
100937,4,4,"R",2,"R",67112,"R",33556,"R",4,"R",157015,"R",39254,"R",6,"R",224127,"R",37355
100937,4,5,"R",1,"R",40170,"R",40170,"R",2,"R",63419,"R",31710,"R",3,"R",103589,"R",34530
100937,4,7,"R",56,"R",3818748,"R",68192,"R",44,"R",2606053,"R",59228,"R",100,"R",6424801,"R",64248
101028,1,6,"R",10,"R",500017,"R",50002,"R",23,"R",1224460,"R",53237,"R",33,"R",1724477,"R",52257
101028,1,7,"R",10,"R",500017,"R",50002,"R",23,"R",1224460,"R",53237,"R",33,"R",1724477,"R",52257
101028,4,6,"R",10,"R",500017,"R",50002,"R",23,"R",1224460,"R",53237,"R",33,"R",1724477,"R",52257
101028,4,7,"R",10,"R",500017,"R",50002,"R",23,"R",1224460,"R",53237,"R",33,"R",1724477,"R",52257
101073,1,1,"R",2,"R",175113,"R",87557,"R",2,"R",150800,"R",75400,"R",4,"R",325913,"R",81478
101073,1,2,"R",1,"R",52400,"R",52400,"R",1,"R",45000,"R",45000,"R",2,"R",97400,"R",48700
101073,1,3,"R",2,"R",144293,"R",72147,"Z",0,"Z",0,"A",,"R",2,"R",144293,"R",72147
101073,1,7,"R",5,"R",371806,"R",74361,"R",3,"R",195800,"R",65267,"R",8,"R",567606,"R",70951
101073,4,1,"R",2,"R",175113,"R",87557,"R",2,"R",150800,"R",75400,"R",4,"R",325913,"R",81478
101073,4,2,"R",1,"R",52400,"R",52400,"R",1,"R",45000,"R",45000,"R",2,"R",97400,"R",48700
101073,4,3,"R",2,"R",144293,"R",72147,"Z",0,"Z",0,"A",,"R",2,"R",144293,"R",72147
101073,4,7,"R",5,"R",371806,"R",74361,"R",3,"R",195800,"R",65267,"R",8,"R",567606,"R",70951
101116,2,2,"R",2,"R",108000,"R",54000,"Z",0,"Z",0,"A",,"R",2,"R",108000,"R",54000
101116,2,3,"R",3,"R",179180,"R",59727,"R",5,"R",280338,"R",56068,"R",8,"R",459518,"R",57440
101116,2,4,"R",1,"R",30000,"R",30000,"R",5,"R",171200,"R",34240,"R",6,"R",201200,"R",33533
101116,2,7,"R",6,"R",317180,"R",52863,"R",10,"R",451538,"R",45154,"R",16,"R",768718,"R",48045
101116,4,2,"R",2,"R",88366,"R",44183,"Z",0,"Z",0,"A",,"R",2,"R",88366,"R",44183
101116,4,3,"R",3,"R",146605,"R",48868,"R",5,"R",229373,"R",45875,"R",8,"R",375978,"R",46997
101116,4,4,"R",1,"R",24546,"R",24546,"R",5,"R",140076,"R",28015,"R",6,"R",164622,"R",27437
101116,4,7,"R",6,"R",259517,"R",43253,"R",10,"R",369449,"R",36945,"R",16,"R",628966,"R",39310
101143,1,6,"R",34,"R",2027193,"R",59623,"R",21,"R",1202230,"R",57249,"R",55,"R",3229423,"R",58717
101143,1,7,"R",34,"R",2027193,"R",59623,"R",21,"R",1202230,"R",57249,"R",55,"R",3229423,"R",58717
101143,2,6,"R",3,"R",122165,"R",40722,"Z",0,"Z",0,"A",,"R",3,"R",122165,"R",40722
101143,2,7,"R",3,"R",122165,"R",40722,"Z",0,"Z",0,"A",,"R",3,"R",122165,"R",40722
101143,4,6,"R",37,"R",2127148,"R",57490,"R",21,"R",1202230,"R",57249,"R",58,"R",3329378,"R",57403
101143,4,7,"R",37,"R",2127148,"R",57490,"R",21,"R",1202230,"R",57249,"R",58,"R",3329378,"R",57403
101161,1,6,"R",24,"R",1286864,"R",53619,"R",33,"R",1669403,"R",50588,"R",57,"R",2956267,"R",51864
101161,1,7,"R",24,"R",1286864,"R",53619,"R",33,"R",1669403,"R",50588,"R",57,"R",2956267,"R",51864
101161,2,6,"R",8,"R",622202,"R",77775,"R",4,"R",312964,"R",78241,"R",12,"R",935166,"R",77931
101161,2,7,"R",8,"R",622202,"R",77775,"R",4,"R",312964,"R",78241,"R",12,"R",935166,"R",77931
101161,4,6,"R",32,"R",1795950,"R",56123,"R",37,"R",1925470,"R",52040,"R",69,"R",3721420,"R",53934
101161,4,7,"R",32,"R",1795950,"R",56123,"R",37,"R",1925470,"R",52040,"R",69,"R",3721420,"R",53934
101189,1,1,"R",16,"R",1271670,"R",79479,"R",6,"R",400258,"R",66710,"R",22,"R",1671928,"R",75997
101189,1,2,"R",16,"R",1162322,"R",72645,"R",4,"R",291828,"R",72957,"R",20,"R",1454150,"R",72708
101189,1,3,"R",7,"R",283196,"R",40457,"R",14,"R",637820,"R",45559,"R",21,"R",921016,"R",43858
101189,1,4,"R",2,"R",61246,"R",30623,"Z",0,"Z",0,"A",,"R",2,"R",61246,"R",30623
101189,1,7,"R",41,"R",2778434,"R",67767,"R",24,"R",1329906,"R",55413,"R",65,"R",4108340,"R",63205
101189,2,1,"R",8,"R",698576,"R",87322,"R",3,"R",231374,"R",77125,"R",11,"R",929950,"R",84541
101189,2,2,"R",2,"R",116856,"R",58428,"R",3,"R",207457,"R",69152,"R",5,"R",324313,"R",64863
101189,2,3,"R",5,"R",231189,"R",46238,"R",3,"R",136072,"R",45357,"R",8,"R",367261,"R",45908
101189,2,4,"R",1,"R",42004,"R",42004,"R",2,"R",68202,"R",34101,"R",3,"R",110206,"R",36735
101189,2,7,"R",16,"R",1088625,"R",68039,"R",11,"R",643105,"R",58464,"R",27,"R",1731730,"R",64138
101189,4,1,"R",24,"R",1843245,"R",76802,"R",9,"R",589568,"R",65508,"R",33,"R",2432813,"R",73722
101189,4,2,"R",18,"R",1257934,"R",69885,"R",7,"R",461569,"R",65938,"R",25,"R",1719503,"R",68780
101189,4,3,"R",12,"R",472355,"R",39363,"R",17,"R",749154,"R",44068,"R",29,"R",1221509,"R",42121
101189,4,4,"R",3,"R",95614,"R",31871,"R",2,"R",55803,"R",27902,"R",5,"R",151417,"R",30283
101189,4,7,"R",57,"R",3669148,"R",64371,"R",35,"R",1856094,"R",53031,"R",92,"R",5525242,"R",60057
101240,1,6,"R",63,"R",3324593,"R",52771,"R",83,"R",4521248,"R",54473,"R",146,"R",7845841,"R",53739
101240,1,7,"R",63,"R",3324593,"R",52771,"R",83,"R",4521248,"R",54473,"R",146,"R",7845841,"R",53739
101240,4,6,"R",63,"R",3324593,"R",52771,"R",83,"R",4521248,"R",54473,"R",146,"R",7845841,"R",53739
101240,4,7,"R",63,"R",3324593,"R",52771,"R",83,"R",4521248,"R",54473,"R",146,"R",7845841,"R",53739
101286,1,6,"R",51,"R",2743047,"R",53785,"R",73,"R",3668533,"R",50254,"R",124,"R",6411580,"R",51706
101286,1,7,"R",51,"R",2743047,"R",53785,"R",73,"R",3668533,"R",50254,"R",124,"R",6411580,"R",51706
101286,2,6,"R",2,"R",123851,"R",61926,"Z",0,"Z",0,"A",,"R",2,"R",123851,"R",61926
101286,2,7,"R",2,"R",123851,"R",61926,"Z",0,"Z",0,"A",,"R",2,"R",123851,"R",61926
101286,4,6,"R",53,"R",2844382,"R",53668,"R",73,"R",3668533,"R",50254,"R",126,"R",6512915,"R",51690
101286,4,7,"R",53,"R",2844382,"R",53668,"R",73,"R",3668533,"R",50254,"R",126,"R",6512915,"R",51690
101295,1,6,"R",44,"R",2379797,"R",54086,"R",73,"R",3794647,"R",51981,"R",117,"R",6174444,"R",52773
101295,1,7,"R",44,"R",2379797,"R",54086,"R",73,"R",3794647,"R",51981,"R",117,"R",6174444,"R",52773
101295,4,6,"R",44,"R",2379797,"R",54086,"R",73,"R",3794647,"R",51981,"R",117,"R",6174444,"R",52773
101295,4,7,"R",44,"R",2379797,"R",54086,"R",73,"R",3794647,"R",51981,"R",117,"R",6174444,"R",52773
101301,1,6,"R",14,"R",738383,"R",52742,"R",26,"R",1357809,"R",52223,"R",40,"R",2096192,"R",52405
101301,1,7,"R",14,"R",738383,"R",52742,"R",26,"R",1357809,"R",52223,"R",40,"R",2096192,"R",52405
101301,4,6,"R",14,"R",738383,"R",52742,"R",26,"R",1357809,"R",52223,"R",40,"R",2096192,"R",52405
101301,4,7,"R",14,"R",738383,"R",52742,"R",26,"R",1357809,"R",52223,"R",40,"R",2096192,"R",52405
101365,2,2,"R",1,"R",48800,"R",48800,"R",3,"R",198000,"R",66000,"R",4,"R",246800,"R",61700
101365,2,3,"R",1,"R",44342,"R",44342,"R",1,"R",44125,"R",44125,"R",2,"R",88467,"R",44234
101365,2,4,"R",3,"R",132274,"R",44091,"R",1,"R",37296,"R",37296,"R",4,"R",169570,"R",42393
101365,2,7,"R",5,"R",225416,"R",45083,"R",5,"R",279421,"R",55884,"R",10,"R",504837,"R",50484
101365,4,2,"R",1,"R",39928,"R",39928,"R",3,"R",162004,"R",54001,"R",4,"R",201932,"R",50483
101365,4,3,"R",1,"R",36281,"R",36281,"R",1,"R",36103,"R",36103,"R",2,"R",72384,"R",36192
101365,4,4,"R",3,"R",108227,"R",36076,"R",1,"R",30516,"R",30516,"R",4,"R",138743,"R",34686
101365,4,7,"R",5,"R",184436,"R",36887,"R",5,"R",228623,"R",45725,"R",10,"R",413059,"R",41306
101435,1,1,"R",5,"R",259460,"R",51892,"R",3,"R",181209,"R",60403,"R",8,"R",440669,"R",55084
101435,1,2,"R",5,"R",244196,"R",48839,"R",3,"R",142312,"R",47437,"R",8,"R",386508,"R",48314
101435,1,3,"R",13,"R",568330,"R",43718,"R",8,"R",328280,"R",41035,"R",21,"R",896610,"R",42696
101435,1,4,"R",1,"R",43000,"R",43000,"R",4,"R",173750,"R",43438,"R",5,"R",216750,"R",43350
101435,1,7,"R",24,"R",1114986,"R",46458,"R",18,"R",825551,"R",45864,"R",42,"R",1940537,"R",46203
101435,4,1,"R",5,"R",259460,"R",51892,"R",3,"R",181209,"R",60403,"R",8,"R",440669,"R",55084
101435,4,2,"R",5,"R",244196,"R",48839,"R",3,"R",142312,"R",47437,"R",8,"R",386508,"R",48314
101435,4,3,"R",13,"R",568330,"R",43718,"R",8,"R",328280,"R",41035,"R",21,"R",896610,"R",42696
