unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"125231","9310017","0","9310017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9310017","0","9310017","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31
"125435","7519644","0","7519644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","548152","0","548152","0","0","0","391938","25152","417090","0","0","0","8459734","25152","8484886","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"125462","278904","2106","281010","0","0","0","5188671","804812","5993483","2623954","0","2623954","14289","2240413","2254702","0","152593","152593","0","0","0","0","85914","85914","0","0","0","0","107327","107327","370489","0","370489","0","0","0","155441","294974","450415","0","0","0","8631748","3688139","12319887","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,31
"125471","1601054","152622","1753676","0","0","0","8075416","0","8075416","5682119","0","5682119","504","2612525","2613029","804834","835681","1640515","222468","193242","415710","0","0","0","0","0","0","1403998","9250","1413248","0","0","0","0","0","0","346232","0","346232","0","0","0","18136625","3803320","21939945","A","0",10,10,10,31,31,31,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31
"125480","4488337","0","4488337","0","0","0","0","0","0","0","0","0","0","26070","26070","0","0","0","0","0","0","19909","63507","83416","0","0","0","200874","0","200874","0","0","0","0","0","0","64769","0","64769","0","0","0","4773889","89577","4863466","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,16,16,16,31,31,31,11,10,11,31,31,31,31,31,31,11,31,11,31,31,31,11,11,11,31
"125499","2172024","554135","2726159","0","0","0","9515595","632024","10147619","13926477","0","13926477","76416","1648516","1724932","0","1488223","1488223","0","607132","607132","0","2762","2762","0","0","0","593537","0","593537","1842079","251254","2093333","0","0","0","942083","630618","1572701","0","0","0","29068211","5814664","34882875","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"125718","553197","0","553197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","855264","50230","905494","27626","0","27626","0","0","0","0","0","0","0","0","0","53672","0","53672","0","0","0","1489759","50230","1539989","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31
"125727","15986548","0","15986548","0","0","0","0","0","0","0","0","0","0","687866","687866","0","0","0","0","0","0","588393","478340","1066733","242955","73917","316872","0","0","0","8463290","259595","8722885","0","0","0","302449","38840","341289","0","0","0","25583635","1538558","27122193","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"125763","30579851","0","30579851","0","0","0","0","0","0","0","0","0","0","1095437","1095437","0","1037477","1037477","0","0","0","950913","1101024","2051937","486414","484325","970739","0","0","0","4604136","47159","4651295","0","0","0","558838","968416","1527254","0","0","0","37180152","4733838","41913990","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10
"125897","11394462","0","11394462","0","0","0","0","0","0","0","0","0","0","652426","652426","0","657731","657731","0","0","0","0","31800","31800","0","0","0","0","0","0","881491","0","881491","0","0","0","259559","0","259559","0","0","0","12535512","1341957","13877469","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,11,11,31,11,11,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,11,11,31
"126012","2069148","0","2069148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11147","3240","14387","0","0","0","38542","0","38542","0","0","0","0","0","0","38550","28755","67305","0","0","0","2157387","31995","2189382","A","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"126030","7231020","0","7231020","0","0","0","0","0","0","0","0","0","0","578504","578504","0","208815","208815","0","0","0","0","0","0","0","0","0","0","0","0","791943","0","791943","0","0","0","83545","0","83545","0","0","0","8106508","787319","8893827","A","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"126049","24483012","0","24483012","0","0","0","0","0","0","0","0","0","0","528013","528013","0","33330","33330","0","0","0","0","0","0","0","0","0","0","0","0","173813","0","173813","0","0","0","462354","0","462354","0","0","0","25119179","561343","25680522","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"126076","100923","22855","123778","0","0","0","0","0","0","0","0","0","0","21405","21405","0","1450","1450","0","0","0","116353","61092","177445","0","0","0","0","0","0","0","0","0","0","0","0","326","0","326","0","0","0","217602","106802","324404","A","0",10,10,11,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,11,18,31
"126085","1833601","0","1833601","0","0","0","0","0","0","0","0","0","0","312224","312224","0","22135","22135","0","0","0","1541934","0","1541934","0","0","0","0","0","0","710773","0","710773","0","0","0","27046","0","27046","0","0","0","4113354","334359","4447713","A","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"126119","1511759","412665","1924424","21040","0","21040","7611890","0","7611890","11049225","0","11049225","17565","3819946","3837511","6836","1490703","1497539","0","0","0","0","171965","171965","0","0","0","40108","63166","103274","0","590152","590152","0","0","0","128600","46234","174834","0","0","0","20387023","6594831","26981854","A","0",10,10,10,10,31,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,10,10,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126182","4980104","0","4980104","0","0","0","7713259","0","7713259","0","0","0","0","2808860","2808860","0","1082282","1082282","0","0","0","1775","505267","507042","0","2327","2327","0","0","0","4170194","0","4170194","0","0","0","344939","8066","353005","0","0","0","17210271","4406802","21617073","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126207","4950971","0","4950971","0","0","0","7388881","0","7388881","6267003","0","6267003","9926","2144300","2154226","0","853867","853867","0","40443","40443","0","27895","27895","0","0","0","71007","0","71007","1810668","0","1810668","0","0","0","101304","21078","122382","0","0","0","20599760","3087583","23687343","A","0",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,31,10,10,31,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126289","9055760","1","9055761","0","0","0","7468808","138901","7607709","0","0","0","23496","1852314","1875810","0","582119","582119","0","0","0","0","105940","105940","0","0","0","0","0","0","1451531","0","1451531","0","0","0","84542","0","84542","0","0","0","18084137","2679275","20763412","A","0",10,16,18,31,31,31,10,11,11,31,31,31,10,10,10,31,11,11,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,18,31
"126359","1240050","0","1240050","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1240050","0","1240050","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31
"126386","1191668","0","1191668","157630","0","157630","0","0","0","306000","0","306000","2561","185839","188400","0","0","0","0","0","0","0","30000","30000","0","11507","11507","90536","0","90536","0","0","0","0","0","0","19063","0","19063","0","0","0","1767458","227346","1994804","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,31
"126401","1644445","0","1644445","0","0","0","0","0","0","0","0","0","0","529622","529622","0","810","810","0","0","0","1691","0","1691","0","0","0","0","0","0","1476","0","1476","0","0","0","8102","0","8102","0","0","0","1655714","530432","2186146","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,18,31,10,18,31,31,31,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,11,31
"126562","31661344","0","31661344","0","0","0","23053329","1431688","24485017","0","0","0","0","8913764","8913764","0","1222928","1222928","0","247337","247337","0","2585365","2585365","0","0","0","455846","0","455846","238992","0","238992","0","0","0","8019892","75842","8095734","0","0","0","63429403","14476924","77906327","A","0",10,31,10,31,31,31,10,11,11,31,31,31,31,10,10,31,11,18,31,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126571","14259947","0","14259947","0","0","0","50431277","708220","51139497","0","0","0","19893642","70972752","90866394","245866","5320016","5565882","5342","249230","254572","1654731","26926506","28581237","0","0","0","28640224","0","28640224","6232992","0","6232992","26658839","0","26658839","14757833","1438993","16196826","0","0","0","162780693","105615717","268396410","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"126580","12960137","0","12960137","0","432855","432855","12493939","744688","13238627","0","0","0","0","3576339","3576339","0","307499","307499","0","86106","86106","0","1559296","1559296","0","0","0","271139","0","271139","3390474","0","3390474","0","0","0","1509425","45671","1555096","0","0","0","30625114","6752454","37377568","A","432855",10,31,10,31,16,18,10,11,11,31,31,31,31,10,10,31,10,10,31,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,16
"126614","145847050","0","145847050","0","0","0","60684938","0","60684938","0","0","0","19368951","101382015","120750966","225434","7858555","8083989","1531","17466","18997","4929361","18647620","23576981","0","374804","374804","12266496","0","12266496","69373068","0","69373068","0","0","0","18063201","515299","18578500","0","0","0","330760030","128795759","459555789","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"126669","8427596","0","8427596","0","0","0","0","0","0","0","0","0","0","612082","612082","0","0","0","0","0","0","1432583","72190","1504773","0","0","0","0","0","0","1526480","0","1526480","0","0","0","166097","3637","169734","0","0","0","11552756","687909","12240665","A","0",10,31,10,31,10,10,31,31,31,31,31,31,31,16,16,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126678","31895884","0","31895884","0","0","0","0","0","0","0","0","0","47715","1136207","1183922","0","466683","466683","0","0","0","1781936","1395559","3177495","1523973","5842062","7366035","0","0","0","8604656","4756","8609412","0","0","0","750653","0","750653","0","0","0","44604817","8845267","53450084","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"126702","11629983","0","11629983","0","0","0","0","0","0","0","0","0","0","899028","899028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","685317","0","685317","0","0","0","0","0","0","0","0","0","12315300","899028","13214328","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"126711","5064363","0","5064363","0","0","0","3792419","0","3792419","11062133","0","11062133","72996","1350076","1423072","377025","471197","848222","0","321501","321501","0","30503","30503","0","0","0","0","0","0","2383339","0","2383339","0","0","0","98147","43819","141966","0","0","0","22850422","2217096","25067518","A","0",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126748","1109241","0","1109241","0","0","0","1300421","0","1300421","4801084","0","4801084","0","384319","384319","0","217140","217140","0","13542","13542","0","0","0","0","0","0","0","0","0","1274436","0","1274436","0","0","0","264008","0","264008","0","0","0","8749190","615001","9364191","A","0",10,31,10,31,31,31,10,31,10,10,31,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"126775","20401515","0","20401515","0","0","0","12158618","1031043","13189661","0","0","0","1808749","8072478","9881227","6491","952053","958544","0","0","0","1059634","9174674","10234308","0","0","0","487961","0","487961","4764880","0","4764880","0","0","0","21748","0","21748","0","0","0","40709596","19230248","59939844","A","0",10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"126818","96503000","0","96503000","4398000","2524000","6922000","86623000","4634000","91257000","0","0","0","12408000","60853000","73261000","516000","5897000","6413000","43000","454000","497000","2561000","13838000","16399000","1195000","9101000","10296000","2927000","191000","3118000","61251000","0","61251000","0","0","0","1136000","83000","1219000","0","0","0","269561000","97575000","367136000","A","0",10,31,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"126827","6711511","0","6711511","0","0","0","0","0","0","0","0","0","0","536942","536942","0","193813","193813","0","0","0","0","0","0","0","0","0","0","0","0","735046","0","735046","0","0","0","83545","0","83545","0","0","0","7530102","730755","8260857","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"126863","4492209","0","4492209","0","0","0","5242014","0","5242014","0","0","0","13705","1039653","1053358","0","379206","379206","0","0","0","0","17092","17092","0","0","0","0","0","0","419642","0","419642","0","0","0","44728","0","44728","0","0","0","10212298","1435951","11648249","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,11,11,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,11,11,31
"126942","6769682","0","6769682","0","0","0","10221721","0","10221721","0","0","0","0","6646107","6646107","0","1232592","1232592","0","8140","8140","0","559880","559880","0","0","0","296867","0","296867","782765","0","782765","0","0","0","162862","0","162862","0","0","0","18233897","8446719","26680616","A","0",11,31,11,31,31,31,10,10,11,31,31,31,31,10,10,31,11,11,31,10,10,31,10,10,31,31,31,10,31,10,11,31,11,31,31,31,10,31,10,31,31,31,10,10,10,31
"126979","2303759","0","2303759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","941692","105621","1047313","0","0","0","0","0","0","852964","0","852964","0","0","0","20244","11971","32215","0","0","0","4118659","117592","4236251","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"127024","6453178","0","6453178","0","0","0","0","0","0","0","0","0","0","900744","900744","153032","0","153032","0","0","0","0","0","0","0","0","0","380930","0","380930","8768","0","8768","0","0","0","72716","0","72716","0","0","0","7068624","900744","7969368","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127042","3884308","0","3884308","0","0","0","0","0","0","0","0","0","0","776916","776916","0","45352","45352","0","0","0","0","0","0","0","0","0","0","0","0","26939","0","26939","0","0","0","0","0","0","0","0","0","3911247","822268","4733515","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"127060","91555500","0","91555500","0","0","0","0","0","0","0","0","0","2356924","8596442","10953366","259136","2466270","2725406","57572","0","57572","2293008","6746859","9039867","418219","2063148","2481367","1572388","0","1572388","13699028","0","13699028","0","0","0","2280404","0","2280404","0","0","0","114492179","19872719","134364898","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127185","9549063","0","9549063","0","0","0","9785143","130291","9915434","0","0","0","108049","2747692","2855741","0","922786","922786","0","90427","90427","21624","511861","533485","0","0","0","255876","0","255876","10032708","0","10032708","0","0","0","126657","1316","127973","0","0","0","29879120","4404373","34283493","A","0",10,31,10,31,31,31,10,11,11,31,31,31,10,10,10,31,11,11,31,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"127200","13734331","0","13734331","0","0","0","10516410","365088","10881498","0","0","0","28890","3984173","4013063","0","986984","986984","0","0","0","775051","41681","816732","0","0","0","291118","0","291118","2819132","0","2819132","0","0","0","982077","0","982077","0","0","0","29147009","5377926","34524935","A","0",10,31,10,31,31,31,10,11,11,31,31,31,10,10,10,31,11,11,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127273","1691814","0","1691814","0","0","0","0","0","0","0","0","0","8431","23588","32019","0","0","0","0","0","0","1526363","176947","1703310","1355303","540085","1895388","0","0","0","311249","0","311249","0","0","0","19099","0","19099","0","0","0","4912259","740620","5652879","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127389","1098574","0","1098574","0","0","0","2474512","66942","2541454","0","0","0","0","1191904","1191904","0","160813","160813","0","0","0","0","43922","43922","0","0","0","109697","0","109697","724329","0","724329","0","0","0","50226","0","50226","0","0","0","4457338","1463581","5920919","A","0",10,10,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127556","8567460","0","8567460","0","0","0","9142519","0","9142519","0","0","0","66574","3430702","3497276","0","1328150","1328150","0","169782","169782","111377","152999","264376","0","0","0","37969","0","37969","5215227","0","5215227","0","0","0","356659","0","356659","0","0","0","23497785","5081633","28579418","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127565","24833305","0","24833305","0","0","0","30316439","0","30316439","0","0","0","274250","8242287","8516537","0","3447424","3447424","0","0","0","0","162369","162369","0","0","0","2042182","0","2042182","622787","0","622787","0","0","0","1754126","0","1754126","0","0","0","59843089","11852080","71695169","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"127592","299947","","299947","","","","","","","","","","","84600","84600","","","","","","","0","","0","","","","27112","","27112","","","","","","","11235","","11235","","","","338294","84600","422894","A","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"127617","2217188","0","2217188","0","0","0","2489344","102059","2591403","0","0","0","16933","1295971","1312904","0","110059","110059","0","14008","14008","0","121806","121806","0","0","0","6406","0","6406","228079","0","228079","0","0","0","19186","0","19186","0","0","0","4977136","1643903","6621039","A","0",10,31,10,31,31,31,10,11,11,31,31,31,10,10,10,31,11,11,31,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,11,11,10
"127653","4248152","0","4248152","0","0","0","0","0","0","0","0","0","36638","168663","205301","0","0","0","0","0","0","240220","215136","455356","98906","0","98906","13524","0","13524","263222","0","263222","0","0","0","99492","0","99492","0","0","0","5000154","383799","5383953","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,31,18,10,31,18,10,31,18,31,31,31,10,31,18,31,31,31,10,10,10,31
"127680","1563725","0","1563725","0","0","0","0","0","0","0","0","0","0","294758","294758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40125","0","40125","0","0","0","6090","0","6090","0","0","0","1609940","294758","1904698","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127699","1288359","0","1288359","0","0","0","0","0","0","0","0","0","0","169926","169926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32311","0","32311","0","0","0","8564","0","8564","0","0","0","1329234","169926","1499160","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127714","1036017","0","1036017","0","0","0","0","0","0","0","0","0","0","505942","505942","0","0","0","0","0","0","966701","179771","1146472","0","0","0","0","0","0","167964","0","167964","0","0","0","134965","0","134965","0","0","0","2305647","685713","2991360","A","0",10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"127732","2084986","0","2084986","0","0","0","2785232","0","2785232","2176591","0","2176591","0","1098904","1098904","0","717976","717976","0","168432","168432","46986","0","46986","0","0","0","169248","0","169248","1552330","0","1552330","0","0","0","147678","0","147678","0","0","0","8963051","1985312","10948363","A","0",10,31,10,31,31,31,10,31,10,10,31,10,31,10,10,31,10,10,31,10,10,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127741","31665759","0","31665759","0","0","0","30712444","0","30712444","0","0","0","501242","7829317","8330559","2271","3060705","3062976","0","0","0","55067","2101167","2156234","0","0","0","2263292","0","2263292","27489564","0","27489564","0","0","0","167995","5611","173606","204612","0","204612","93062246","12996800","106059046","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,10,31,10,10,10,10,31
"127778","1253021","0","1253021","0","0","0","2993439","0","2993439","0","0","0","0","3963607","3963607","0","363952","363952","0","113314","113314","0","0","0","0","0","0","0","0","0","974980","0","974980","0","0","0","35145","0","35145","0","0","0","5256585","4440873","9697458","A","0",10,10,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127787","2234553","0","2234553","0","0","0","0","0","0","0","0","0","0","620757","620757","0","106260","106260","0","0","0","1690","0","1690","0","0","0","0","0","0","1285","0","1285","0","0","0","2","0","2","0","0","0","2237530","727017","2964547","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10
"127820","11465511","0","11465511","0","0","0","9250546","540978","9791524","0","0","0","0","5085954","5085954","0","948685","948685","0","0","0","0","51760","51760","0","0","0","154123","0","154123","3072305","0","3072305","0","0","0","99280","0","99280","0","0","0","24041765","6627377","30669142","A","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127884","5745284","0","5745284","0","0","0","7149243","268285","7417528","0","0","0","0","4363617","4363617","0","657849","657849","0","0","0","0","6261","6261","0","0","0","110787","0","110787","997686","0","997686","0","0","0","73997","0","73997","0","0","0","14076997","5296012","19373009","A","0",10,31,10,31,31,31,10,11,11,31,31,31,31,10,10,31,16,16,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"127909","8762294","0","8762294","0","0","0","5738044","88154","5826198","0","0","0","14496","2397645","2412141","0","415753","415753","0","15589","15589","202","76947","77149","0","0","0","39733","0","39733","688880","0","688880","0","0","0","268274","0","268274","0","0","0","15511923","2994088","18506011","A","0",10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"127918","30931233","0","30931233","0","0","0","0","0","0","0","0","0","0","1526962","1526962","0","1073703","1073703","0","0","0","2730484","519671","3250155","216374","169934","386308","0","0","0","2904908","0","2904908","0","0","0","1554019","117839","1671858","0","0","0","38337018","3408109","41745127","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"127945","1886912","0","1886912","0","0","0","0","0","0","0","0","0","0","192731","192731","0","30072","30072","0","0","0","0","0","0","0","0","0","0","0","0","104788","0","104788","0","0","0","33127","0","33127","0","0","0","2024827","222803","2247630","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"128027","796313","0","796313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1056001","56928","1112929","278985","0","278985","0","0","0","546054","0","546054","0","0","0","7874","0","7874","0","0","0","2685227","56928","2742155","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
