unitid,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,part,aline03,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"100654","12551814","0","12551814","17068","3145087","3162155","21909811","0","21909811","0","0","0","1567522","13745532","15313054","14000","760214","774214","0","3956","3956","1000","1448519","1449519","0","0","0","322970","0","322970","6296578","0","6296578","0","0","0","188777","6552","195329","0","0","0","42869540","19109860","61979400","A","0",10,31,10,10,10,10,10,31,10,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100663","42147768","0","42147768","0","0","0","145236294","1205860","146442154","0","0","0","26667556","94442017","121109573","183210","6518607","6701817","83484","3129088","3212572","7810213","33751442","41561655","1688","5410826","5412514","18514922","0","18514922","15866112","0","15866112","452676206","0","452676206","40092156","658695","40750851","0","0","0","749279609","145116535","894396144","A","0",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,10,10,10,10,31,31,31,10,10,10,31
"100672","854412","0","854412","0","0","0","2130219","115035","2245254","0","0","0","0","447592","447592","0","170069","170069","0","65","65","0","0","0","0","0","0","1026","0","1026","113126","0","113126","0","0","0","122839","0","122839","0","0","0","3221622","732761","3954383","A","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,11,31,31,31,10,11,11,31
"100690","430560","0","430560","0","0","0","0","0","0","0","0","0","0","43047","43047","0","0","0","0","0","0","1306403","0","1306403","10131","0","10131","0","0","0","0","0","0","0","0","0","23352","0","23352","0","0","0","1770446","43047","1813493","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31
"100706","19524347","0","19524347","0","0","0","31245127","0","31245127","0","0","0","4693076","19712171","24405247","95953","1433509","1529462","19754","25067","44821","634628","3499508","4134136","17759","8512","26271","0","0","0","3425321","0","3425321","0","0","0","3716400","0","3716400","0","0","0","63372365","24678767","88051132","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"100724","12425541","0","12425541","0","0","0","21249334","0","21249334","0","0","0","0","10480609","10480609","0","644888","644888","0","3400","3400","0","264009","264009","0","16706","16706","64884","0","64884","6879560","0","6879560","0","0","0","836492","856","837348","0","0","0","41455811","11410468","52866279","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100733","0","0","0","0","0","0","200492","0","200492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45455","0","45455","0","0","0","245947","0","245947","A","0",31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31
"100751","59145588","161529","59307117","0","0","0","97497737","45676","97543413","0","0","0","2963585","25723493","28687078","166171","4272114","4438285","33117","895784","928901","2710182","8107353","10817535","3303305","2748577","6051882","4811730","0","4811730","56639388","0","56639388","0","0","0","11004300","64757","11069057","0","0","0","238275103","42019283","280294386","A","0",10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100760","2155370","0","2155370","0","165491","165491","4504573","250314","4754887","0","0","0","3800","2310539","2314339","0","97316","97316","0","21586","21586","30441","131183","161624","0","0","0","29319","0","29319","795580","0","795580","0","0","0","358210","4053","362263","0","0","0","7877293","2980482","10857775","A","0",10,31,10,31,10,10,10,10,10,31,31,31,10,10,10,31,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100812","4361869","937959","5299828","0","0","0","6022867","13270","6036137","0","0","0","959","937959","938918","0","292741","292741","0","0","0","0","0","0","0","0","0","0","0","0","635262","0","635262","0","0","0","141162","29253","170415","0","0","0","11162119","2211182","13373301","A","0",10,16,11,31,31,31,10,10,10,31,31,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,11,11,16
"100830","11476939","0","11476939","0","0","0","15298039","0","15298039","0","0","0","16199","2300678","2316877","136646","763312","899958","60276","240848","301124","18055","977815","995870","307152","141726","448878","2102341","0","2102341","3473047","0","3473047","0","0","0","384112","0","384112","0","0","0","33272806","4424379","37697185","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"100858","52916877","0","52916877","32932","14546313","14579245","146833175","0","146833175","0","2822326","2822326","3204955","21338510","24543465","390739","4721803","5112542","0","122412","122412","2150317","17809375","19959692","803793","3437140","4240933","13547435","0","13547435","40712584","0","40712584","0","0","0","8900418","1429500","10329918","0","0","0","269493225","66227379","335720604","A","0",10,31,10,10,10,10,10,31,10,31,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"100919","1485290","0","1485290","0","0","0","4795172","46548","4841720","0","0","0","0","497794","497794","0","0","0","1484648","0","1484648","1779","11691","13470","0","0","0","43887","0","43887","828229","0","828229","0","0","0","222978","0","222978","0","0","0","8861983","556033","9418016","A","0",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,18,10,31,10,31,31,31,10,31,10,31,31,31,10,11,11,31
"100937","14872062","0","14872062","0","0","0","0","0","0","0","0","0","0","546208","546208","0","967627","967627","0","0","0","1357292","2291254","3648546","1366528","1787572","3154100","389807","366098","755905","4491275","0","4491275","0","0","0","156740","0","156740","0","0","0","22633704","5958759","28592463","A","0",10,31,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"100964","1185313","0","1185313","0","0","0","0","0","0","0","0","0","0","782758","782758","0","54179","54179","0","0","0","0","0","0","0","500","500","0","0","0","318084","0","318084","0","0","0","51262","0","51262","0","0","0","1554659","837437","2392096","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,31,31,31,31,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"100973","234294","0","234294","0","0","0","0","0","0","0","0","0","0","1057150","1057150","0","110374","110374","0","0","0","0","0","0","0","0","0","5249","0","5249","0","0","0","0","0","0","0","0","0","0","0","0","239543","1167524","1407067","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31
"101028","1998164","0","1998164","4733000","0","4733000","3172106","12482","3184588","0","0","0","0","1270785","1270785","0","95909","95909","50000","0","50000","71940","10000","81940","0","0","0","0","0","0","63451","0","63451","0","0","0","77210","0","77210","0","0","0","10165871","1389176","11555047","A","0",10,31,10,11,31,11,10,10,10,31,31,31,31,10,10,31,10,10,10,31,10,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,11,10,11,31
"101037","715338","0","715338","0","1377736","1377736","2610689","20726","2631415","0","0","0","0","1470405","1470405","0","504044","504044","0","56002","56002","1256","0","1256","0","0","0","39993","0","39993","190471","0","190471","0","0","0","100910","10298","111208","0","0","0","3658657","3439211","7097868","A","0",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,10,10,31,10,10,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10
"101073","1466139","0","1466139","0","0","0","0","0","0","0","0","0","0","1483776","1483776","0","0","0","0","259124","259124","349346","186268","535614","125572","0","125572","0","0","0","473912","0","473912","0","0","0","43140","0","43140","0","0","0","2458109","1929168","4387277","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,16,16,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101107","655420","0","655420","3386","0","3386","2383370","20696","2404066","0","0","0","12163","911677","923840","0","282716","282716","52727","57070","109797","0","0","0","0","0","0","47348","0","47348","192742","0","192742","0","0","0","40368","0","40368","0","0","0","3387524","1272159","4659683","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"101116","1077327","0","1077327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141601","0","141601","0","0","0","0","0","0","0","0","0","1218928","0","1218928","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,31
"101143","1999194","0","1999194","0","440712","440712","3537189","14443","3551632","0","0","0","0","900046","900046","0","408821","408821","0","0","0","0","0","0","0","0","0","0","0","0","458673","0","458673","0","0","0","107547","0","107547","0","0","0","6102603","1764022","7866625","A","0",10,31,10,31,16,16,10,10,10,31,31,31,31,11,11,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101161","3425591","0","3425591","0","60625","60625","5572240","25836","5598076","243975","0","243975","0","2537240","2537240","0","44600","44600","0","0","0","0","2000","2000","0","0","0","0","0","0","1508254","0","1508254","0","0","0","204014","0","204014","0","0","0","10954074","2670301","13624375","A","0",10,31,10,10,10,10,10,10,10,10,31,10,31,10,10,31,16,16,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,11,11,10
"101189","10696594","0","10696594","0","0","0","0","0","0","0","0","0","0","2171092","2171092","0","945589","945589","0","0","0","625159","27957","653116","10847","45192","56039","0","0","0","932067","0","932067","0","0","0","126080","0","126080","0","0","0","12390747","3189830","15580577","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101240","6716453","0","6716453","0","437953","437953","11460643","142570","11603213","0","47313","47313","0","4099321","4099321","0","499173","499173","0","47313","47313","0","36260","36260","4322","14105","18427","50725","0","50725","589272","0","589272","0","0","0","384108","0","384108","0","0","0","19205523","5324008","24529531","A","437953",11,31,11,10,10,10,10,11,11,31,16,16,31,10,10,31,11,11,31,11,11,31,10,10,10,16,11,10,31,10,11,31,11,31,31,31,11,10,18,31,31,31,18,18,18,10
"101286","3881700","0","3881700","1533","252691","254224","7772848","45520","7818368","0","0","0","0","1868664","1868664","0","76588","76588","0","0","0","500","0","500","0","0","0","58404","0","58404","935133","0","935133","0","0","0","177546","0","177546","0","0","0","12827664","2243463","15071127","A","254224",10,31,10,10,10,10,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10
"101295","4380726","0","4380726","0","309115","309115","9619300","57374","9676674","0","0","0","10580","4650430","4661010","50000","326774","376774","0","0","0","427032","24939","451971","0","0","0","144974","0","144974","1690039","10378","1700417","0","0","0","141249","137718","278967","0","0","0","16463900","5516728","21980628","A","0",10,31,10,31,16,16,10,10,10,31,31,31,10,11,11,10,10,10,31,31,31,10,10,10,31,31,31,10,31,10,11,10,11,31,31,31,10,10,10,31,31,31,11,10,11,31
"101301","2031470","0","2031470","0","114563","114563","4208674","45910","4254584","0","0","0","0","2502511","2502511","0","15000","15000","0","9734","9734","0","0","0","0","0","0","38381","0","38381","465678","0","465678","0","0","0","130341","40","130381","0","0","0","6874544","2687758","9562302","A","0",10,31,10,31,10,10,10,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101347","583252","0","583252","0","74667","74667","2303361","28160","2331521","0","0","0","0","326200","326200","0","0","0","0","0","0","0","1769","1769","0","0","0","37194","0","37194","113139","0","113139","0","0","0","53843","69","53912","0","0","0","3090789","430865","3521654","A","74667",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10
"101435","4403745","0","4403745","0","0","0","0","0","0","0","0","0","53078","358520","411598","0","288720","288720","0","0","0","2355417","52767","2408184","420213","0","420213","0","0","0","1509283","0","1509283","0","0","0","176212","0","176212","0","0","0","8917948","700007","9617955","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101453","298465","0","298465","0","0","0","0","0","0","0","0","0","0","86597","86597","0","0","0","0","0","0","663824","700329","1364153","5106","9046","14152","9348","1466","10814","89231","0","89231","0","0","0","17189","721","17910","0","0","0","1083163","798159","1881322","A","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","675151","0","675151","2420","200840","203260","2590388","22751","2613139","0","0","0","0","1208729","1208729","0","0","0","5000","84181","89181","0","0","0","0","0","0","703","0","703","137848","0","137848","0","0","0","45558","1587","47145","0","0","0","3457068","1518088","4975156","A","0",10,31,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,31,10,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101480","13318068","0","13318068","0","0","0","22941972","855","22942827","0","0","0","607534","4630811","5238345","19920","1145386","1165306","0","147267","147267","137783","173673","311456","156934","62392","219326","339311","0","339311","3137327","0","3137327","0","0","0","1083904","350","1084254","0","0","0","41742753","6160734","47903487","A","0",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101499","1995703","0","1995703","0","0","0","4604977","40797","4645774","0","0","0","4989","1664404","1669393","0","122010","122010","0","0","0","0","146839","146839","0","0","0","53886","0","53886","454094","0","454094","0","0","0","72081","24928","97009","0","0","0","7185730","1998978","9184708","A","0",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31,10,10,31,31,31,31,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101505","6023973","0","6023973","0","288193","288193","10228267","43878","10272145","150000","0","150000","0","3355541","3355541","0","263227","263227","0","26083","26083","14782","90970","105752","0","0","0","0","0","0","1121848","0","1121848","0","0","0","242926","28515","271441","0","0","0","17781796","4096407","21878203","A","0",10,10,10,31,10,10,10,10,10,10,31,10,31,10,10,31,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101514","7203443","0","7203443","0","1225686","1225686","12199344","74339","12273683","0","0","0","0","3097690","3097690","0","345140","345140","0","40010","40010","0","0","0","0","0","0","220279","0","220279","1472970","0","1472970","0","0","0","139559","1610","141169","0","0","0","21235595","4784475","26020070","A","0",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101523","996401","0","996401","0","330974","330974","3386844","25176","3412020","0","0","0","0","837372","837372","0","587","587","0","0","0","0","84786","84786","0","0","0","27644","0","27644","204482","0","204482","0","0","0","257392","358","257750","0","0","0","4872763","1279253","6152016","A","0",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101541","1531543","0","1531543","0","0","0","0","0","0","0","0","0","21697","147415","169112","0","138222","138222","0","0","0","1897663","0","1897663","200920","0","200920","0","0","0","929530","0","929530","0","0","0","269750","0","269750","0","0","0","4851103","285637","5136740","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101569","2516555","0","2516555","0","265819","265819","5845600","95724","5941324","0","0","0","0","3933472","3933472","0","57595","57595","192722","52610","245332","44390","0","44390","0","0","0","0","0","0","449274","0","449274","0","0","0","121805","0","121805","0","0","0","9170346","4405220","13575566","A","0",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,11,11,10,10,10,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,11,11,31
"101587","2898996","38998","2937994","0","0","0","6720134","0","6720134","0","0","0","0","2085284","2085284","0","75230","75230","0","175600","175600","0","66802","66802","0","0","0","0","0","0","3555910","0","3555910","0","0","0","468305","51954","520259","0","0","0","13643345","2493868","16137213","A","0",10,10,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101602","1206048","0","1206048","242","46333","46575","2648281","8973","2657254","0","0","0","0","1836855","1836855","200000","37464","237464","128000","0","128000","0","0","0","0","0","0","0","0","0","250400","0","250400","0","0","0","183995","0","183995","0","0","0","4616966","1929625","6546591","A","0",10,31,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101648","1560069","0","1560069","0","0","0","292706","0","292706","0","0","0","0","77879","77879","0","0","0","0","0","0","374297","0","374297","0","0","0","0","0","0","360410","0","360410","0","0","0","81520","0","81520","0","0","0","2669002","77879","2746881","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101675","3766036","0","3766036","0","0","0","379993","0","379993","0","0","0","62894","3235560","3298454","0","0","0","0","0","0","1387766","71797","1459563","10929","0","10929","0","0","0","923106","0","923106","0","0","0","30444","0","30444","0","0","0","6561168","3307357","9868525","A","0",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101693","10249552","0","10249552","0","0","0","0","0","0","0","0","0","0","1159634","1159634","0","0","0","0","0","0","2846399","280403","3126802","87122","93938","181060","0","0","0","1696610","0","1696610","0","0","0","183673","0","183673","0","0","0","15063356","1533975","16597331","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101709","7253165","0","7253165","0","0","0","11180786","0","11180786","0","0","0","0","2409060","2409060","702051","844133","1546184","0","0","0","0","148381","148381","0","0","0","0","0","0","5361711","0","5361711","0","0","0","869718","35511","905229","0","0","0","25367431","3437085","28804516","A","0",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101736","2774343","0","2774343","0","294355","294355","5247764","33491","5281255","0","0","0","0","2082386","2082386","755105","246035","1001140","0","33261","33261","26658","0","26658","0","0","0","39881","0","39881","859790","0","859790","0","0","0","104830","833","105663","0","0","0","9808371","2690361","12498732","A","0",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"101879","8769118","0","8769118","0","0","0","16984347","0","16984347","481574","0","481574","63632","2983008","3046640","0","560621","560621","480","10029","10509","0","83808","83808","258039","0","258039","0","0","0","2628630","23749","2652379","0","0","0","1317332","0","1317332","0","0","0","30503152","3661215","34164367","A","0",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101897","1501153","0","1501153","3825","0","3825","3475880","12208","3488088","0","0","0","0","1241549","1241549","0","105609","105609","0","0","0","27249","0","27249","0","831","831","0","0","0","71105","0","71105","0","0","0","44556","0","44556","0","0","0","5123768","1360197","6483965","A","0",10,31,10,10,31,10,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"101903","1095022","0","1095022","0","155000","155000","2373692","155000","2528692","0","3087","3087","0","1732003","1732003","0","16098","16098","0","0","0","1375","0","1375","0","0","0","0","0","0","501371","0","501371","0","0","0","101383","0","101383","0","0","0","4072843","2061188","6134031","A","49613",10,31,10,31,10,10,10,10,18,31,16,16,31,10,10,31,10,10,31,31,31,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,18,10
"101912","8945751","0","8945751","0","0","0","0","0","0","0","0","0","61656","2630365","2692021","0","0","0","0","0","0","5866679","486094","6352773","0","0","0","74929","0","74929","3853486","0","3853486","0","0","0","83400","1074","84474","438884","0","438884","19324785","3117533","22442318","A","0",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,10,31,10,10,10,10,31
"101949","1892643","0","1892643","0","289765","289765","4036804","78470","4115274","0","0","0","0","2281013","2281013","0","166962","166962","73525","0","73525","0","0","0","0","15054","15054","0","0","0","474442","0","474442","0","0","0","259032","0","259032","0","0","0","6736446","2831264","9567710","A","289765",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,10,10,10,31,10,31,31,31,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10
"101958","255965","0","255965","0","0","0","0","0","0","0","0","0","0","43537","43537","0","5000","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255965","48537","304502","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31
"101994","836779","0","836779","3282","0","3282","2692665","27066","2719731","0","0","0","0","1037962","1037962","5000","0","5000","0","0","0","0","709","709","0","0","0","27561","0","27561","0","180080","180080","0","0","0","126733","0","126733","0","0","0","3692020","1245817","4937837","A","0",10,31,10,10,31,11,10,10,10,31,31,31,31,11,11,10,10,10,31,31,31,31,10,10,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"102030","4251869","0","4251869","0","355586","355586","10588138","61637","10649775","0","0","0","0","6578517","6578517","0","181034","181034","0","0","0","360848","0","360848","0","0","0","82673","0","82673","1317710","0","1317710","0","0","0","253612","2965","256577","0","0","0","16854850","7179739","24034589","A","0",10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"102049","35724972","725431","36450403","0","0","0","0","0","0","0","0","0","0","1184285","1184285","0","54246","54246","0","57777","57777","4322386","1818248","6140634","1894329","1642231","3536560","0","0","0","9102237","0","9102237","0","0","0","2136017","3292504","5428521","0","0","0","53179941","8774722","61954663","A","0",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,10,10,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"102058","1305335","0","1305335","0","0","0","0","0","0","0","0","0","0","1870484","1870484","0","0","0","0","0","0","220011","0","220011","97595","0","97595","0","0","0","1147903","0","1147903","0","0","0","803664","0","803664","0","0","0","3574508","1870484","5444992","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"102067","5475120","0","5475120","1008","0","1008","11952629","115492","12068121","0","0","0","0","3505816","3505816","100000","639731","739731","0","25962","25962","25000","0","25000","0","0","0","129890","0","129890","1292136","0","1292136","0","0","0","431042","0","431042","0","0","0","19406825","4287001","23693826","A","0",10,31,10,10,31,10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"102076","1618274","0","1618274","0","143178","143178","3221413","82989","3304402","0","0","0","62319","891942","954261","0","25300","25300","0","5137","5137","0","0","0","23444","12058","35502","2870","0","2870","564296","0","564296","0","0","0","76423","0","76423","0","0","0","5569039","1160604","6729643","A","143178",11,10,11,31,11,11,11,10,18,31,31,31,10,11,11,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,11,31,11,31,31,31,11,31,11,31,31,31,18,10,18,10
"102094","27609319","0","27609319","0","0","0","53968726","0","53968726","615569","0","615569","2502022","13183233","15685255","99892","1914602","2014494","0","0","0","20299312","3020523","23319835","875963","357241","1233204","1224369","0","1224369","11202077","0","11202077","216329719","0","216329719","6047887","0","6047887","0","0","0","340774855","18475599","359250454","A","0",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,10,10,10,31
"102155","932104","0","932104","0","0","0","0","0","0","0","0","0","0","511593","511593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","275","0","275","0","0","0","869","0","869","0","0","0","933248","511593","1444841","A","0",10,31,10,31,31,31,31,31,31,31,31,31,31,10,18,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,11,31
"102164","944415","0","944415","0","0","0","0","0","0","0","0","0","0","452890","452890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","944415","452890","1397305","A","0",10,10,10,10,10,10,10,10,10,10,10,10,31,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10
