unitid,part,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,aline03,filler,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"203465","A","5717855","0","5717855","0","0","0","3742476","90984","3833460","0","0","0","0","28199","28199","0","2781","2781","0","10756","10756","0","0","0","0","0","0","9406","0","9406","763784","0","763784","0","0","0","128556","0","128556","0","0","0","10362077","132720","10494797","0","",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"203474","A","4769480","0","4769480","0","0","0","2948232","120875","3069107","0","0","0","0","170678","170678","4068","0","4068","0","0","0","0","4214","4214","0","0","0","31289","0","31289","533197","0","533197","0","0","0","70248","0","70248","0","0","0","8356514","295767","8652281","0","",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,10,31,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"203483","A","2769604","0","2769604","0","0","0","2278039","208676","2486715","0","0","0","0","216559","216559","0","0","0","0","0","0","15105","0","15105","0","0","0","3729","0","3729","394263","1951","396214","0","0","0","33412","0","33412","0","0","0","5494152","427186","5921338","0","",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"203492","A","2244669","0","2244669","0","0","0","1592270","35671","1627941","0","0","0","0","82827","82827","0","31914","31914","0","0","0","11040","564","11604","0","0","0","0","0","0","258955","0","258955","0","0","0","19535","0","19535","0","0","0","4126469","150976","4277445","0","",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"203517","A","74543484","0","74543484","0","0","0","72218224","1432766","73650990","0","0","0","1270676","23484426","24755102","21471","599537","621008","0","60230","60230","1071766","2383515","3455281","0","1000","1000","2991413","0","2991413","44818228","112201","44930429","0","0","0","5620446","0","5620446","0","0","0","202555708","28073675","230629383","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,31,10,10,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"203526","A","935767","0","935767","0","0","0","859885","30312","890197","0","0","0","0","942","942","0","2936","2936","0","1516","1516","0","0","0","0","0","0","6822","0","6822","87819","0","87819","0","0","0","10464","0","10464","0","0","0","1900757","35706","1936463","0","",10,31,10,31,31,31,10,10,10,31,31,31,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"203535","A","28328507","539945","28868452","0","0","0","0","0","0","0","0","0","56956","884200","941156","0","410895","410895","0","0","0","1946795","1497686","3444481","983994","1409016","2393010","0","0","0","8664776","110437","8775213","0","0","0","899999","274167","1174166","0","0","0","40881027","5126346","46007373","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"203544","A","2562409","0","2562409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","709300","0","709300","0","0","0","2169587","0","2169587","0","0","0","5441296","0","5441296","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,16,31,16,31,31,31,10,31,10,31
"203580","A","5276000","125000","5401000","0","0","0","0","0","0","0","0","0","0","333000","333000","0","374000","374000","0","0","0","800000","551000","1351000","132000","737000","869000","0","0","0","845000","19000","864000","0","0","0","20000","131000","151000","0","0","0","7073000","2270000","9343000","0","",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,10,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"203599","A","9893812","0","9893812","0","0","0","10843807","246029","11089836","9811073","0","9811073","0","2087627","2087627","14083","867736","881819","0","0","0","5000","157752","162752","0","13952","13952","368986","0","368986","3331272","0","3331272","0","0","0","853336","6351","859687","2293654","0","2293654","37415023","3379447","40794470","0","",10,31,10,31,31,31,10,10,10,10,31,10,31,10,10,10,10,10,31,31,31,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,10,31,10,10,10,10,31
"203678","A","5464629","0","5464629","69892","0","69892","4882455","136851","5019306","0","0","0","0","1914127","1914127","0","458369","458369","0","0","0","2000","0","2000","0","0","0","12101","0","12101","0","0","0","0","0","0","141854","0","141854","0","0","0","10572931","2509347","13082278","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"203748","A","9176337","5951","9182288","0","0","0","11353242","0","11353242","2441000","183269","2624269","298361","3069888","3368249","67311","2947053","3014364","180332","0","180332","734043","524676","1258719","0","0","0","424349","63164","487513","2445859","0","2445859","0","0","0","624826","37123","661949","0","0","0","27745660","6831124","34576784","0","",10,10,10,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,31,31,31,10,10,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"203757","A","6909322","0","6909322","0","0","0","0","0","0","0","0","0","17495","891084","908579","0","569830","569830","0","0","0","142135","181364","323499","72889","9322","82211","80913","0","80913","14752","315880","330632","0","0","0","17946","0","17946","0","0","0","7255452","1967480","9222932","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"203775","A","15275507","0","15275507","0","0","0","0","0","0","0","0","0","0","1273001","1273001","0","1262483","1262483","0","0","0","566896","96800","663696","114771","56026","170797","0","0","0","3804186","0","3804186","0","0","0","249728","48849","298577","0","0","0","20011088","2737159","22748247","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"203845","A","15207202","0","15207202","0","0","0","0","0","0","0","0","0","0","1359348","1359348","0","52874","52874","0","0","0","1631752","700604","2332356","432153","1051677","1483830","0","0","0","3409859","0","3409859","0","0","0","387735","262404","650139","369040","0","369040","21437741","3426907","24864648","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,10,31,10,10,10,10,31
"203881","A","2394777","0","2394777","0","0","0","2670016","213847","2883863","0","0","0","1596","877843","879439","0","470116","470116","0","0","0","0","112445","112445","0","0","0","0","0","0","0","0","0","0","0","0","114587","5071","119658","0","0","0","5180976","1679322","6860298","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,11,11,31,11,11,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,10,11,11,31
"203951","A","10720087","0","10720087","0","0","0","31901821","0","31901821","0","0","0","2732945","7592755","10325700","9017","1061962","1070979","239516","1865070","2104586","5756991","0","5756991","0","0","0","2075374","0","2075374","1305976","0","1305976","141043257","0","141043257","17376392","0","17376392","17208876","0","17208876","230370252","10519787","240890039","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"203997","A","1402490","0","1402490","0","0","0","0","0","0","0","0","0","2251","24173","26424","0","0","0","0","0","0","1155830","446034","1601864","0","582044","582044","0","0","0","577263","9591","586854","0","0","0","6075","76254","82329","0","0","0","3143909","1138096","4282005","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204006","A","4903550","0","4903550","0","0","0","3371776","0","3371776","0","0","0","9709","713536","723245","0","196903","196903","0","0","0","6736","97762","104498","8508","0","8508","6448","0","6448","11543","506","12049","0","0","0","82602","0","82602","0","0","0","8400872","1008707","9409579","0","",10,31,10,31,31,10,10,10,10,31,31,10,10,10,10,10,10,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10,31,31,10,10,10,10,31
"204015","A","5338567","0","5338567","0","0","0","3602251","0","3602251","0","0","0","24870","956600","981470","8511","393731","402242","1672","21719","23391","22331","166198","188529","28780","831","29611","71898","0","71898","13270","4309","17579","0","0","0","79128","0","79128","0","0","0","9191278","1543388","10734666","0","",10,10,10,31,31,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204024","A","94597347","0","94597347","0","0","0","50067210","269068","50336278","0","0","0","949905","6771141","7721046","32476","2275404","2307880","418","183045","183463","1691176","4661689","6352865","592683","977464","1570147","2571933","0","2571933","47846452","603609","48450061","0","0","0","3160478","0","3160478","0","0","0","201510078","15741420","217251498","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204060","A","1202024","0","1202024","0","0","0","0","0","0","0","0","0","0","597181","597181","0","0","0","0","0","0","0","0","0","0","0","0","278121","0","278121","199191","0","199191","0","0","0","0","0","0","0","0","0","1679336","597181","2276517","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"204176","A","2153026","0","2153026","0","0","0","0","0","0","0","0","0","0","137270","137270","0","243828","243828","0","0","0","0","71995","71995","0","0","0","0","0","0","130554","0","130554","0","0","0","106260","0","106260","0","0","0","2389840","453093","2842933","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"204185","A","19047259","30782","19078041","0","0","0","0","0","0","0","0","0","0","1011498","1011498","0","21125","21125","0","0","0","704058","420619","1124677","307753","1624355","1932108","99958","0","99958","5294234","0","5294234","0","0","0","389710","252056","641766","0","0","0","25842972","3360435","29203407","0","",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204194","A","9711611","0","9711611","0","0","0","0","0","0","0","0","0","0","1232523","1232523","0","1053655","1053655","0","0","0","1815197","595589","2410786","0","23959","23959","0","0","0","3790966","0","3790966","0","0","0","139492","0","139492","0","0","0","15457266","2905726","18362992","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204200","A","15918126","0","15918126","0","0","0","0","0","0","0","0","0","7239","1339705","1346944","0","1086444","1086444","0","0","0","647629","254089","901718","78406","165787","244193","73663","0","73663","1660933","0","1660933","0","0","0","292081","0","292081","0","0","0","18678077","2846025","21524102","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204255","A","3226495","30135","3256630","7636","0","7636","4353000","0","4353000","0","0","0","0","2474702","2474702","0","471871","471871","0","0","0","0","0","0","0","0","0","0","0","0","1424876","0","1424876","0","0","0","120361","0","120361","0","0","0","9132368","2976708","12109076","7636","",10,10,10,10,31,10,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10
"204264","A","14806141","0","14806141","0","0","0","0","0","0","0","0","0","0","925193","925193","0","3004","3004","0","0","0","1337916","217856","1555772","418532","556379","974911","0","0","0","3777142","0","3777142","0","0","0","494446","530675","1025121","0","0","0","20834177","2233107","23067284","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204422","A","4655004","0","4655004","0","0","0","5337592","0","5337592","0","0","0","149481","2624532","2774013","0","0","0","0","0","0","0","0","0","0","0","0","250516","0","250516","2706139","0","2706139","0","0","0","220876","0","220876","0","0","0","13319608","2624532","15944140","0","",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"204440","A","3334948","0","3334948","0","0","0","2851645","268230","3119875","0","0","0","5000","948231","953231","0","230383","230383","0","0","0","27400","0","27400","0","0","0","0","0","0","768593","0","768593","0","0","0","141659","32949","174608","0","0","0","7129245","1479793","8609038","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31,16,16,31,31,31,10,31,11,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204468","A","3856785","0","3856785","0","0","0","0","0","0","0","0","0","0","267295","267295","0","261171","261171","0","0","0","694952","243960","938912","133784","0","133784","0","0","0","427382","0","427382","0","0","0","330753","0","330753","0","0","0","5443656","772426","6216082","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204477","A","4713839","0","4713839","0","0","0","14415253","1883816","16299069","0","0","0","373139","1806197","2179336","776013","166946","942959","0","3125","3125","34616","1304942","1339558","0","5463","5463","81433","0","81433","651338","0","651338","0","0","0","646652","0","646652","0","0","0","21692283","5170489","26862772","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"204486","A","5568861","0","5568861","0","0","0","0","0","0","0","0","0","0","727354","727354","0","339408","339408","0","0","0","21803","0","21803","0","0","0","44414","0","44414","2403857","0","2403857","0","0","0","8201","0","8201","0","0","0","8047136","1066762","9113898","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"204501","A","54151691","386640","54538331","0","0","0","0","0","0","0","0","0","254832","2658947","2913779","0","17659","17659","0","15584","15584","4775975","1555636","6331611","6336379","5325718","11662097","49118","0","49118","16060645","100","16060745","0","0","0","2648149","9636","2657785","0","0","0","84276789","9969920","94246709","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204547","A","7878543","0","7878543","0","0","0","0","0","0","0","0","0","1178314","289061","1467375","0","0","0","0","0","0","262808","0","262808","187797","0","187797","1255493","0","1255493","1270786","0","1270786","0","0","0","129246","1705","130951","0","0","0","12162987","290766","12453753","0","",10,31,10,31,31,31,31,31,31,31,31,31,16,10,11,31,31,31,31,31,31,10,31,10,10,31,10,11,31,10,10,31,10,31,31,31,10,10,10,31,31,31,11,11,10,31
"204617","A","11236834","0","11236834","0","0","0","0","0","0","0","0","0","0","958183","958183","0","975706","975706","0","0","0","331212","221727","552939","157459","91718","249177","0","0","0","1970166","0","1970166","0","0","0","460168","0","460168","0","0","0","14155839","2247334","16403173","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"204635","A","46432671","0","46432671","0","0","0","0","0","0","0","0","0","0","1847443","1847443","0","2108558","2108558","0","0","0","1002320","85799","1088119","248630","856532","1105162","0","0","0","8580038","0","8580038","0","0","0","681426","1390","682816","0","0","0","56945085","4899722","61844807","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204662","A","2065604","0","2065604","0","0","0","3822509","18037","3840546","0","0","0","0","903234","903234","0","61261","61261","0","0","0","0","79810","79810","0","54010","54010","687331","0","687331","389218","0","389218","0","0","0","50054","0","50054","0","0","0","7014716","1116352","8131068","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,11,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,11,18,10
"204671","A","3640598","0","3640598","0","0","0","2809566","79427","2888993","0","0","0","0","554035","554035","0","2266","2266","0","0","0","0","51183","51183","0","72265","72265","0","0","0","0","0","0","0","0","0","279748","0","279748","0","0","0","6729912","759176","7489088","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,18,10
"204680","A","3578765","0","3578765","0","0","0","2976386","67833","3044219","0","0","0","0","608991","608991","5158","133474","138632","0","0","0","0","34743","34743","0","11643","11643","17343","0","17343","2294","0","2294","0","0","0","218290","0","218290","0","0","0","6798236","856684","7654920","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,18,10
"204699","A","3033657","0","3033657","0","0","0","2340319","48840","2389159","0","0","0","0","362751","362751","0","6611","6611","0","0","0","0","50239","50239","0","60317","60317","149770","0","149770","1286","0","1286","0","0","0","188057","0","188057","0","0","0","5713089","528758","6241847","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10
"204705","A","4022302","0","4022302","0","0","0","2963043","70009","3033052","0","0","0","0","635440","635440","0","0","0","0","0","0","0","71866","71866","0","55044","55044","564909","0","564909","316813","0","316813","0","0","0","250059","0","250059","0","0","0","8117126","832359","8949485","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,18,10
"204796","A","240007676","0","240007676","0","18403778","18403778","267018113","54371940","321390053","0","12236222","12236222","25412377","109830471","135242848","1959510","18809375","20768885","0","2297368","2297368","10576333","109690963","120267296","3267537","16457035","19724572","41407402","0","41407402","106732112","0","106732112","431838023","10194678","442032701","20212485","0","20212485","0","0","0","1148431568","352291830","1500723398","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10
"204802","A","2723805","0","2723805","0","0","0","1933191","73989","2007180","0","0","0","0","619636","619636","0","154780","154780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7138","0","7138","0","0","0","4664134","848405","5512539","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204820","A","4140191","0","4140191","0","0","0","3037811","106516","3144327","0","0","0","0","1034780","1034780","0","293177","293177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12943","0","12943","0","0","0","7190945","1434473","8625418","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204839","A","3586008","0","3586008","0","0","0","2187174","162263","2349437","0","0","0","0","1265116","1265116","0","452768","452768","0","823","823","0","1000","1000","0","0","0","0","0","0","0","0","0","0","0","0","161749","0","161749","0","0","0","5934931","1881970","7816901","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204848","A","4839392","0","4839392","0","0","0","3278642","40571","3319213","0","0","0","0","561100","561100","0","145043","145043","0","0","0","0","793","793","0","0","0","0","0","0","0","0","0","0","0","0","8062","0","8062","0","0","0","8126096","747507","8873603","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204857","A","91003810","0","91003810","0","0","0","87438885","3053745","90492630","0","0","0","2701082","19036900","21737982","161796","7244503","7406299","0","384374","384374","461182","8262062","8723244","9512","732601","742113","3967641","0","3967641","38170895","213766","38384661","0","0","0","6264489","0","6264489","0","0","0","230179292","38927951","269107243","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204866","A","3211130","0","3211130","0","0","0","2781543","57370","2838913","0","0","0","0","596346","596346","0","144720","144720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10585","0","10585","0","0","0","6003258","798436","6801694","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"204893","A","495110","0","495110","0","0","0","0","0","0","0","0","0","0","428481","428481","0","42585","42585","0","4947","4947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16793","0","16793","0","0","0","511903","476013","987916","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"204909","A","27642070","0","27642070","0","0","0","0","0","0","0","0","0","0","2075166","2075166","0","817134","817134","0","0","0","2376593","428126","2804719","772221","2377495","3149716","0","0","0","10257158","0","10257158","0","0","0","250133","18296","268429","0","0","0","41298175","5716217","47014392","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,11,11,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,11,11,31
"204936","A","24117250","0","24117250","0","0","0","0","0","0","0","0","0","10552","1376877","1387429","9479","1503933","1513412","0","186865","186865","738174","323002","1061176","401165","472998","874163","270878","0","270878","4070793","0","4070793","0","0","0","373630","191872","565502","0","0","0","29991921","4055547","34047468","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"204945","A","11236431","0","11236431","0","0","0","13636950","0","13636950","0","0","0","130439","5159875","5290314","0","1815435","1815435","0","0","0","27377","0","27377","0","0","0","124485","0","124485","2984362","0","2984362","0","0","0","427598","0","427598","0","0","0","28567642","6975310","35542952","0","",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"205009","A","215000","0","215000","0","0","0","0","0","0","0","0","0","0","199148","199148","0","102109","102109","0","0","0","5000","0","5000","0","0","0","3782","0","3782","19668","0","19668","0","0","0","0","0","0","0","0","0","243450","301257","544707","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"205027","A","706331","0","706331","0","0","0","0","0","0","0","0","0","0","45091","45091","0","19784","19784","0","0","0","593002","38602","631604","1159040","4217","1163257","0","0","0","627370","0","627370","0","0","0","52299","0","52299","0","0","0","3138042","107694","3245736","0","",10,10,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"205124","A","536000","0","536000","0","0","0","0","0","0","0","0","0","0","114827","114827","0","0","0","0","0","0","989040","0","989040","5390","0","5390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1530430","114827","1645257","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31
"205179","A","3316057","0","3316057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3316057","0","3316057","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"205203","A","10951040","65046","11016086","0","0","0","0","0","0","0","0","0","0","1626407","1626407","0","897538","897538","0","0","0","11539","570903","582442","176062","503996","680058","0","0","0","3697775","70077","3767852","0","0","0","332081","0","332081","0","0","0","15168497","3733967","18902464","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"205319","A","50855","0","50855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","898673","0","898673","0","0","0","0","0","0","254572","0","254572","0","0","0","16120","0","16120","0","0","0","1220220","0","1220220","0","",10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,10,10,31,31,10,31,10,31,31,31,10,31,10,31
"205443","A","8342686","0","8342686","0","0","0","12527033","0","12527033","0","0","0","4000","3794208","3798208","10341","3362038","3372379","0","290588","290588","1000","439209","440209","0","0","0","14647","0","14647","1313995","0","1313995","0","0","0","939785","0","939785","0","0","0","23153487","7886043","31039530","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,31
"205470","A","18197163","0","18197163","0","0","0","26635100","0","26635100","14933298","0","14933298","166803","7894033","8060836","43536","2573264","2616800","0","250807","250807","0","1046338","1046338","374500","0","374500","604440","0","604440","6170010","0","6170010","0","0","0","1811172","0","1811172","0","0","0","68936022","11764442","80700464","0","",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,10,10,10,31,10,10,31,10,10,10,31,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"205513","A","84035","0","84035","0","0","0","0","0","0","0","0","0","0","204060","204060","0","126296","126296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39369","0","39369","0","0","0","123404","330356","453760","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31
